symbol,filing_date,period_end,revised,promoter_pct,public_pct,mf_pct,insurance_pct,fii_pct,dii_pct,promoter_pledge_pct
ROLTA,2022-04-13 18:40:28,2021-12-31,False,2.31,97.69,0.0,0.0,0.93,4.13,0.0
ROLTA,2022-04-13 18:40:28,2022-03-31,False,2.31,97.69,0.0,0.0,0.93,4.13,0.0
ROLTA,2022-04-28 19:40:03,2021-09-30,False,2.31,97.69,0.0,0.0,0.94,8.01,0.0
ROLTA,2022-10-04 20:10:02,2022-06-30,False,2.31,97.69,0.0,0.0,1.04,1.88,0.0
ROLTA,2022-12-21 17:40:03,2022-09-30,False,2.31,97.69,0.0,0.0,1.04,1.88,0.0
ROLTA,2023-03-10 19:40:03,2022-12-31,False,2.31,97.69,0.0,0.0,1.04,1.88,0.0
ROLTA,2023-04-11 13:27:53,2023-03-31,False,2.31,97.69,0.0,0.0,1.04,1.88,0.0
ROLTA,2023-07-21 18:36:10,2023-06-30,False,2.31,97.69,0.0,0.0,1.04,1.88,0.0
ROLTA,2023-10-20 13:50:29,2023-09-30,False,2.31,97.69,0.0,0.0,1.05,1.88,0.0
ROLTA,2024-01-12 19:46:17,2023-12-31,False,2.31,97.69,0.0,0.0,1.05,1.88,0.0
ROLTA,2024-10-19 13:39:13,2024-09-30,False,2.31,97.69,0.0,0.0,0.0,1.88,0.0
ROLTA,2024-11-07 15:39:48,2024-03-31,False,2.31,97.69,0.0,0.0,1.05,1.88,0.0
ROLTA,2024-11-07 15:40:11,2024-06-30,False,2.31,97.69,0.0,0.0,1.05,1.88,0.0
ROLTA,2025-01-18 16:42:31,2024-12-31,False,2.31,97.69,0.0,0.0,0.0,1.88,0.0
ROLTA,2025-04-18 16:07:33,2025-03-31,False,2.31,97.69,0.0,0.0,0.0,1.88,0.0
ROLTA,2025-07-18 16:37:17,2025-06-30,False,2.31,97.69,0.0,,0.0,1.88,
ROLTA,2025-10-20 10:48:14,2025-09-30,False,2.31,97.69,0.0,,0.0,1.8800000000000001,
