symbol,strategy,entry_date,exit_date,own_return_pct,nifty_window_return_pct,sector_peer_return_pct,excess_vs_nifty_pct,excess_vs_sector_pct,nifty_trailing_63d_return_pct,stress_composite_at_entry
RUSHIL,mean_reversion,2016-01-18,2016-01-20,-14.17532308241202,-0.5672697592164266,,-13.608053323195595,,-10.128980989058011,89.02116402116401
RUSHIL,mean_reversion,2016-01-21,2016-02-02,19.420780058753717,2.4564368953386095,,16.96434316341511,,-11.920742224616143,90.07936507936508
RUSHIL,mean_reversion,2016-02-12,2016-02-23,46.76610916678394,1.8421561535321151,,44.923953013251825,,-10.78658146964856,84.32539682539682
RUSHIL,mean_reversion,2016-03-22,2016-04-04,6.951331961589396,0.5690287625244705,,6.382303199064926,,-1.525952683340892,40.21164021164021
RUSHIL,mean_reversion,2016-08-08,2016-08-18,0.1336743315068436,-0.43736045503854903,,0.5710347865453926,,10.440807322700874,18.32010582010582
INDIAINFO,oi_momentum,2008-12-19,2008-12-31,-7.683320282419653,-3.8456539398862732,,-3.83766634253338,,-24.43958849959489,
INDIAINFO,oi_momentum,2009-04-09,2009-04-22,0.2138427323490058,-0.3515806166873636,,0.5654233490363694,,10.173235095353483,
INDIAINFO,oi_momentum,2009-05-13,2009-05-19,45.57071558836806,18.793755587648707,,26.776960000719352,,31.39536985162561,
INDIAINFO,oi_momentum,2009-07-17,2009-07-28,-4.36015016838235,4.323477982605528,,-8.683628150987879,,29.268112516251033,
INDIAINFO,oi_momentum,2010-09-21,2010-09-30,2.4008378200000067,0.3478087218445447,,2.053029098155462,,12.885227731700223,42.26190476190476
INDIAINFO,oi_momentum,2011-04-08,2011-04-13,-9.136414159407543,1.189661074974313,,-10.326075234381857,,-1.0601903600582663,36.838624338624335
IBREALEST,oi_momentum,2009-05-20,2009-05-29,15.395700267766122,4.18354682340818,,11.212153444357941,,46.24815918353369,
IBREALEST,oi_momentum,2009-07-24,2009-08-04,13.39644984851867,2.4504492672729805,,10.946000581245688,,31.251885369532427,
IBREALEST,oi_momentum,2010-08-13,2010-08-24,2.3474440352941284,0.9721024926175215,,1.375341542676607,,7.61714894792942,57.010582010582006
IBREALEST,oi_momentum,2012-01-20,2012-02-01,18.75987889656329,3.7059778948619337,,15.053901001701355,,-1.7617733706417837,48.941798941798936
IBREALEST,oi_momentum,2012-10-05,2012-10-10,-9.82069052026737,-1.6495706418187095,,-8.17111987844866,,8.380873353386576,22.817460317460316
IBREALEST,oi_momentum,2013-05-17,2013-05-23,-9.8133552775244,-3.5597110209622973,,-6.253644256562103,,4.471084845926554,55.75396825396826
IBREALEST,oi_momentum,2013-07-12,2013-07-23,0.3644561576341148,1.1449492428024621,,-0.7804930851683474,,7.418662853056857,64.35185185185185
IBREALEST,oi_momentum,2013-11-19,2013-11-28,-3.862896880851069,-1.7974159123699263,,-2.065480968481143,,8.029012764919985,45.965608465608476
IBREALEST,oi_momentum,2014-05-15,2014-05-20,26.125257487795214,2.138800951826103,,23.98645653596911,,18.005234994947216,36.17724867724868
IBREALEST,oi_momentum,2014-06-06,2014-06-13,-12.658977678794376,-0.5446105968299086,,-12.114367081964467,,21.891198997018368,20.767195767195766
IBREALEST,oi_momentum,2014-11-05,2014-11-17,5.394657900133175,1.1088604498044496,,4.285797450328725,,7.608889233032645,44.179894179894184
IBREALEST,oi_momentum,2015-10-07,2015-10-16,-3.5110933071682013,0.7429011666299834,,-4.253994473798185,,-3.9173755698641677,63.95502645502645
IBREALEST,oi_momentum,2016-05-19,2016-05-30,11.78359240321889,5.076187784258801,,6.707404618960089,,11.494853852269383,46.957671957671955
IBREALEST,oi_momentum,2016-09-20,2016-09-29,4.085142576239769,-2.1040577034833974,,6.189200279723167,,7.413527208636261,32.73809523809524
IBREALEST,participant_tilt_stress_gated,2019-10-01,2019-10-14,4.0238743202749205,-0.1650542698439228,,4.188928590118843,,-3.6386076674145507,48.01587301587302
IBREALEST,participant_tilt_stress_gated,2019-10-17,2019-10-30,33.08360597472119,2.2246004997259705,,30.859005474995218,,0.293010170958663,38.69047619047619
IBREALEST,participant_tilt_stress_gated,2023-01-23,2023-01-25,-7.132926728111318,-1.2506519561443885,,-5.88227477196693,,2.1871607236016555,27.645502645502646
IBREALEST,participant_tilt_stress_gated,2023-02-22,2023-03-03,10.586896034444436,0.22814922839418106,,10.358746806050256,,-5.0302692584437425,41.468253968253975
