symbol,n_trades,mean_own_return_pct,mean_excess_vs_nifty_pct,mean_excess_vs_sector_pct,mean_nifty_trailing_63d_pct,mean_stress_composite,pct_beat_sector,pct_beat_nifty
COREPROTEC,14,7.463315193983582,5.219781471587481,,6.369694758606966,56.87830687830688,0.0,57.14285714285714
IBREALEST,19,5.929755899084972,5.108556679561954,,8.599637329679291,42.91938997821351,0.0,63.1578947368421
INDIAINFO,27,8.569375311898538,5.857679145627778,,7.516296508765337,40.198412698412696,0.0,59.25925925925925
JINDALSTEL,43,3.7411153987550483,2.478724332254396,2.7187453111694753,4.159881016759801,53.557649911816576,58.139534883720934,51.162790697674424
RUSHIL,11,8.180719774800984,7.852819707290425,,1.440250450871998,46.74122174122174,0.0,81.81818181818183
