symbol,sector,signal_date,entry_date,entry_price,shares,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,gross_pnl_pct,net_pnl_pct,cost_rupees
ABFRL,Unknown:ABFRL,2019-06-28,2019-07-01,214.1,46,,,2019-07-30,198.05,time,21.0,-7.496496964035493,-7.80722585049042,30.6024451114
ACC,Unknown:ACC,2019-06-28,2019-07-01,1565.05,6,,,2019-07-30,1536.75,time,21.0,-1.8082489377336142,-2.1277162587009952,29.998939840800002
ADANIENT,Diversified,2019-06-28,2019-07-01,150.65,66,,,2019-07-30,128.0,time,21.0,-15.034848987719885,-15.333997261798876,29.7440137434
ADANIPOWER,Power,2019-06-28,2019-07-01,52.25,191,,,2019-07-30,61.7,time,21.0,18.086124401913885,17.73609482736843,34.93207646570001
APOLLOHOSP,Pharma,2019-06-28,2019-07-01,1363.0,7,,,2019-07-30,1364.9,time,21.0,0.13939838591343623,-0.18306096151136197,30.7658463378
ABFRL,Unknown:ABFRL,2019-07-31,2019-08-01,188.25,52,,,2019-09-04,187.4,time,21.0,-0.45152722443558835,-0.7730787765737026,31.476681438800004
ACC,Unknown:ACC,2019-07-31,2019-08-01,1554.7,6,,,2019-09-04,1443.95,time,21.0,-7.123560815591434,-7.434862616253941,29.0388545694
ADANIPOWER,Power,2019-07-31,2019-08-01,61.0,161,,,2019-09-04,57.4,time,21.0,-5.9016393442623,-6.214818292459022,30.757304502400004
APOLLOHOSP,Pharma,2019-07-31,2019-08-01,1344.0,7,,,2019-09-04,1501.9,time,21.0,11.748511904761916,11.408218335312512,32.0148190138
AXISBANK,Banking,2019-07-31,2019-08-01,673.95,14,,,2019-09-04,644.2,time,21.0,-4.414274055938872,-4.729737933363014,29.764963226600003
ADANIPOWER,Power,2019-09-30,2019-10-01,64.8,149,,,2019-11-05,71.6,time,21.0,10.49382716049383,10.155461070370372,32.6699227336
APOLLOHOSP,Pharma,2019-09-30,2019-10-01,1398.0,6,,,2019-11-05,1423.5,time,21.0,1.8240343347639465,1.4989870057939894,27.264969954
ASIANPAINT,FMCG,2019-09-30,2019-10-01,1768.95,5,,,2019-11-05,1780.0,time,21.0,0.6246643489075332,0.3014595232934683,28.5866588135
BAJFINANCE,Financial Services,2019-09-30,2019-10-01,4080.0,2,,,2019-11-05,4172.0,time,21.0,2.2549019607843057,1.9291927217646978,26.577873904
BALRAMCHIN,Unknown:BALRAMCHIN,2019-09-30,2019-10-01,156.75,61,,,2019-11-05,161.1,time,21.0,2.775119617224875,2.448611206315784,31.2199179801
ADANIPOWER,Power,2019-11-29,2019-12-02,63.95,156,,,2020-01-01,61.8,time,21.0,-3.3620015637216616,-3.6790819695074317,31.632575442
ASIANPAINT,FMCG,2019-11-29,2019-12-02,1706.2,5,,,2020-01-01,1790.2,time,21.0,4.9232211932950465,4.593412812894155,28.135952932000002
BAJAJFINSV,Financial Services,2019-11-29,2019-12-02,9110.0,1,,,2020-01-01,9420.0,time,21.0,3.4028540065861757,3.0753812537870537,29.83276778
BAJFINANCE,Financial Services,2019-11-29,2019-12-02,4075.0,2,,,2020-01-01,4237.8,time,21.0,3.9950920245398924,3.6667094602994017,26.763178985600003
BALRAMCHIN,Unknown:BALRAMCHIN,2019-11-29,2019-12-02,154.0,64,,,2020-01-01,184.2,time,21.0,19.61038961038961,19.25801842,34.7297045248
ADANIENT,Diversified,2019-12-31,2020-01-01,209.0,50,,,2020-01-30,232.3,time,21.0,11.148325358851686,10.80895381157896,35.46432669000001
ADANIPOWER,Power,2019-12-31,2020-01-01,61.8,169,,,2020-01-30,64.15,time,21.0,3.8025889967637783,3.474502160679636,34.266045334299996
AUBANK,Banking,2019-12-31,2020-01-01,804.0,13,,,2020-01-30,1047.95,time,21.0,30.342039800995035,29.973182370559712,38.552978629100004
AVANTIFEED,Unknown:AVANTIFEED,2019-12-31,2020-01-01,592.0,17,,,2020-01-30,671.0,time,21.0,13.344594594594605,13.00184908141893,34.493908446
BAJAJFINSV,Financial Services,2019-12-31,2020-01-01,9420.0,1,,,2020-01-30,9924.0,time,21.0,5.350318471337578,5.019853972993629,31.129755744000004
ADANIENT,Diversified,2020-01-31,2020-02-03,221.7,53,,,2020-03-04,226.1,time,21.0,1.9846639603067207,1.6593698679296345,38.222381148400004
ADANIGREEN,Power,2020-01-31,2020-02-03,186.85,63,,,2020-03-04,159.25,time,21.0,-14.771206850414764,-15.070760138399779,35.2620650718
ASIANPAINT,FMCG,2020-01-31,2020-02-03,1768.8,6,,,2020-03-04,1804.05,time,21.0,1.992876526458609,1.6675698177238736,34.524150384600006
AVANTIFEED,Unknown:AVANTIFEED,2020-01-31,2020-02-03,661.9,18,,,2020-03-04,441.2,time,21.0,-33.34340534823992,-33.61442754201541,32.2901262108
BAJAJFINSV,Financial Services,2020-01-31,2020-02-03,8955.0,1,,,2020-03-04,9000.0,time,21.0,0.5025125628140614,0.1794953899497398,28.926187830000003
ADANIENT,Diversified,2020-03-31,2020-04-01,138.95,77,,,2020-05-07,131.1,time,21.0,-5.6495142137459435,-5.963080483123417,33.548925510100005
ADANIGAS,Unknown:ADANIGAS,2020-03-31,2020-04-01,86.9,123,,,2020-05-07,100.1,time,21.0,15.189873417721511,14.844293139240499,36.938039226
ADANIGREEN,Power,2020-03-31,2020-04-01,155.5,68,,,2020-05-07,207.45,time,21.0,33.40836012861737,33.03479213717042,39.5010794156
ALKEM,Pharma,2020-03-31,2020-04-01,2364.95,4,,,2020-05-07,2617.0,time,21.0,10.657730607412418,10.319112724552316,32.0325744828
APOLLOHOSP,Pharma,2020-03-31,2020-04-01,1136.0,9,,,2020-05-07,1293.95,time,21.0,13.904049295774644,13.560444333741193,35.1301713183
ADANIGREEN,Power,2020-05-29,2020-06-01,253.9,47,,,2020-06-30,358.85,time,21.0,41.335171327294205,40.94942596238676,46.03215163050001
AJANTPHARM,Unknown:AJANTPHARM,2020-05-29,2020-06-01,1533.0,7,,,2020-06-30,1425.3,time,21.0,-7.025440313111552,-7.336892849041102,33.421971630600005
ALKEM,Pharma,2020-05-29,2020-06-01,2290.0,5,,,2020-06-30,2359.9,time,21.0,3.0524017467248976,2.7254673677991335,37.433986387000004
APOLLOHOSP,Pharma,2020-05-29,2020-06-01,1372.0,8,,,2020-06-30,1377.0,time,21.0,0.36443148688045657,0.041626437755092116,35.431082192000005
ASIANPAINT,FMCG,2020-05-29,2020-06-01,1706.5,7,,,2020-06-30,1708.9,time,21.0,0.14063873425140816,-0.18182251862875598,38.51960896280001
ADANIGREEN,Power,2020-06-30,2020-07-01,340.95,37,,,2020-07-30,338.35,time,21.0,-0.762575157647738,-1.0836488698636055,40.503930406600006
AJANTPHARM,Unknown:AJANTPHARM,2020-06-30,2020-07-01,1421.0,9,,,2020-07-30,1509.0,time,21.0,6.192821956368744,5.861063182265999,42.42862962
ALKEM,Pharma,2020-06-30,2020-07-01,2366.0,5,,,2020-07-30,2545.0,time,21.0,7.56551141166526,7.231643876331363,39.49652943
APLLTD,Unknown:APLLTD,2020-06-30,2020-07-01,916.9,14,,,2020-07-30,984.95,time,21.0,7.421747191623962,7.088100510622763,42.8288898534
ASIANPAINT,FMCG,2020-06-30,2020-07-01,1698.0,7,,,2020-07-30,1752.0,time,21.0,3.180212014134276,2.8530812897526507,38.8827579
ADANIGREEN,Power,2020-07-31,2020-08-03,342.0,39,,,2020-09-01,454.1,time,21.0,32.77777777777779,32.405178503333346,49.69729122540001
AJANTPHARM,Unknown:AJANTPHARM,2020-07-31,2020-08-03,1670.0,8,,,2020-09-01,1494.0,time,21.0,-10.538922155688624,-10.84497718946108,40.888952512
ALKEM,Pharma,2020-07-31,2020-08-03,2700.0,4,,,2020-09-01,2729.0,time,21.0,1.0740740740740717,0.7501788535555531,34.98068381600001
APLLTD,Unknown:APLLTD,2020-07-31,2020-08-03,985.0,13,,,2020-09-01,940.0,time,21.0,-4.5685279187817285,-4.88375482741117,40.364805649999994
AVANTIFEED,Unknown:AVANTIFEED,2020-07-31,2020-08-03,447.0,29,,,2020-09-01,513.2,time,21.0,14.809843400447441,14.464846933959745,44.7218919508
ADANIGREEN,Power,2020-08-31,2020-09-01,454.1,31,,,2020-09-30,749.8,time,21.0,65.11781545914994,64.69553457797839,59.444901923399996
AJANTPHARM,Unknown:AJANTPHARM,2020-08-31,2020-09-01,1494.0,9,,,2020-09-30,1593.45,time,21.0,6.656626506024099,6.324155223313256,44.70408867330001
ALKEM,Pharma,2020-08-31,2020-09-01,2729.0,5,,,2020-09-30,2780.0,time,21.0,1.868816416269703,1.5437002919018026,44.36209517
APLLTD,Unknown:APLLTD,2020-08-31,2020-09-01,940.0,15,,,2020-09-30,955.0,time,21.0,1.5957446808510634,1.2710480563829782,45.782224049999996
AUROPHARMA,Pharma,2020-08-31,2020-09-01,809.0,17,,,2020-09-30,796.55,time,21.0,-1.538936959208903,-1.8588180042398055,43.9932401231
ADANIENT,Diversified,2020-09-30,2020-10-01,299.8,54,,,2020-11-02,339.1,time,21.0,13.108739159439619,12.766355973515669,55.4290987356
ADANIGREEN,Power,2020-09-30,2020-10-01,754.0,21,,,2020-11-02,860.0,time,21.0,14.058355437665782,13.714513426525198,54.443944044000006
APLLTD,Unknown:APLLTD,2020-09-30,2020-10-01,947.0,17,,,2020-11-02,956.0,time,21.0,0.9503695881731833,0.6266644057022224,52.11329732600001
AVANTIFEED,Unknown:AVANTIFEED,2020-09-30,2020-10-01,501.95,32,,,2020-11-02,484.25,time,21.0,-3.526247634226509,-3.843075720928372,50.89019459840001
BALKRISIND,Unknown:BALKRISIND,2020-09-30,2020-10-01,1486.1,10,,,2020-11-02,1345.0,time,21.0,-9.494650427292905,-9.802309698445587,45.721244286
AARTIDRUGS,Unknown:AARTIDRUGS,2020-10-30,2020-11-02,678.4,24,,,2020-12-03,724.0,time,21.0,6.721698113207553,6.3891268658018925,54.147920217599996
ABBOTINDIA,Unknown:ABBOTINDIA,2020-10-30,2020-11-02,15300.0,1,,,2020-12-03,15215.25,time,21.0,-0.5539215686274468,-0.8753158199117606,49.1733204465
ADANIENT,Diversified,2020-10-30,2020-11-02,339.1,49,,,2020-12-03,453.75,time,21.0,33.81008552049543,33.435900388056616,62.1742274209
ADANIGREEN,Power,2020-10-30,2020-11-02,860.0,19,,,2020-12-03,1154.0,time,21.0,34.18604651162791,33.811283818139536,61.236224115999995
AJANTPHARM,Unknown:AJANTPHARM,2020-10-30,2020-11-02,1585.75,10,,,2020-12-03,1550.5,time,21.0,-2.2229229071417334,-2.5417531951757866,50.558512925
ADANIENT,Diversified,2020-12-31,2021-01-01,477.0,40,,,2021-02-02,542.05,time,21.0,13.637316561844859,13.294121361572323,65.48164421199999
ADANIGREEN,Power,2020-12-31,2021-01-01,1079.9,17,,,2021-02-02,1033.5,time,21.0,-4.2966941383461466,-4.612338645096772,57.9469654828
AFFLE,Internet/Platform,2020-12-31,2021-01-01,3806.95,4,,,2021-02-02,3854.0,time,21.0,1.235897503250638,0.9117536853728093,49.3599722988
AMBER,Consumer Durables,2020-12-31,2021-01-01,2365.25,8,,,2021-02-02,2665.0,time,21.0,12.673078955712924,12.331365042321105,64.659106692
ADANIENT,Diversified,2021-02-26,2021-03-01,840.75,23,,,2021-04-01,1043.4,time,21.0,24.103479036574505,23.744205445388065,69.4736325117
ADANIGREEN,Power,2021-02-26,2021-03-01,1170.0,17,,,2021-04-01,1104.9,time,21.0,-5.564102564102558,-5.877800045076917,62.3944289658
AFFLE,Internet/Platform,2021-02-26,2021-03-01,5330.0,3,,,2021-04-01,5520.0,time,21.0,3.564727954971847,3.2370065272044926,52.40265629999999
AJANTPHARM,Unknown:AJANTPHARM,2021-02-26,2021-03-01,1757.55,11,,,2021-04-01,1808.2,time,21.0,2.8818525788740113,2.555180202014178,63.15573395450001
ADANIENT,Diversified,2021-03-31,2021-04-01,1043.4,19,,,2021-05-05,1274.4,time,21.0,22.139160437032768,21.782904483151228,70.6263178332
ADANIGREEN,Power,2021-03-31,2021-04-01,1104.9,18,,,2021-05-05,1059.0,time,21.0,-4.1542221015476555,-4.470085477545483,62.819539945200006
ADANIPORTS,Logistics,2021-03-31,2021-04-01,713.5,29,,,2021-05-05,772.0,time,21.0,8.199018920812895,7.86417817477225,69.28357296700001
ADANITRANS,Unknown:ADANITRANS,2021-03-31,2021-04-01,923.0,22,,,2021-05-05,1082.2,time,21.0,17.248104008667386,16.899361822838568,70.8155882544
ADANIENT,Diversified,2021-05-31,2021-06-01,1319.9,17,,,2021-06-30,1539.0,time,21.0,16.599742404727614,16.25199624885217,78.02832569380001
ADANIPORTS,Logistics,2021-05-31,2021-06-01,773.1,29,,,2021-06-30,717.6,time,21.0,-7.178890182382613,-7.490106984633292,69.77449584780001
ABCAPITAL,Financial Services,2021-06-30,2021-07-01,117.4,195,,,2021-08-02,116.95,time,21.0,-0.3833049403747846,-0.7049612973594525,73.63678980450001
ADANIENT,Diversified,2021-06-30,2021-07-01,1509.55,15,,,2021-08-02,1435.0,time,21.0,-4.938557848365399,-5.253216307396236,71.2489015245
ADANIENT,Diversified,2021-07-30,2021-08-02,1435.0,15,,,2021-09-01,1594.9,time,21.0,11.142857142857142,10.803493996,73.047917361
APOLLOHOSP,Pharma,2021-07-30,2021-08-02,4059.65,5,,,2021-09-01,4985.0,time,21.0,22.793836907122532,22.43657522222605,72.51786995449999
ADANIENT,Diversified,2021-08-31,2021-09-01,1594.9,15,,,2021-10-01,1465.0,time,21.0,-8.144711267164094,-8.454444349952984,74.098994061
APOLLOHOSP,Pharma,2021-08-31,2021-09-01,4985.0,4,,,2021-10-01,4481.6,time,21.0,-10.098294884653958,-10.405026821496486,61.162348206400004
ADANIENT,Diversified,2021-09-30,2021-10-01,1465.0,15,,,2021-11-02,1455.0,time,21.0,-0.6825938566552892,-1.003790438225255,70.5829488
ADANIPORTS,Logistics,2021-09-30,2021-10-01,735.85,31,,,2021-11-02,707.0,time,21.0,-3.9206359991846185,-4.2368582162261355,72.1345567071
ADANIENT,Diversified,2021-11-30,2021-12-01,1694.0,13,,,2021-12-30,1714.0,time,21.0,1.1806375442739103,0.8565786181818205,71.36425670400001
BAJAJFINSV,Financial Services,2021-11-30,2021-12-01,17444.0,1,,,2021-12-30,16200.0,time,21.0,-7.131391882595739,-7.442681652969507,54.301387544
ADANIENT,Diversified,2021-12-31,2022-01-03,1713.0,13,,,2022-02-02,1755.0,time,21.0,2.4518388791593626,2.1258271005253873,72.59956298400002
