symbol_a,symbol_b,long_symbol,short_symbol,signal_entry_date,entry_fill_date,signal_exit_date,exit_fill_date,exit_reason,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pct,short_net_pct,net_pnl_pct,long_cost_pct,short_cost_pct,short_contract_expiry,rolled_forward_at_entry
CANBK,KOTAKBANK,KOTAKBANK,CANBK,2019-06-28,2019-07-01,2019-07-08,2019-07-09,reverted,1486.9,1471.0,287.55,269.95,-1.3899413467886252,5.936148582855168,2.2731036180332715,0.320602453789764,0.1845260824204486,2019-07-25,False
CANBK,KOTAKBANK,CANBK,KOTAKBANK,2019-07-18,2019-07-19,2019-07-31,2019-08-01,window_end,270.0,234.0,1540.0,1511.7,-13.635095519999997,1.6492918233766238,-5.9929018483116865,0.3017621866666667,0.18837051428571425,2019-08-29,True
SBIN,YESBANK,YESBANK,SBIN,2019-07-05,2019-07-08,2019-07-16,2019-07-17,reverted,87.0,108.5,369.4,363.65,24.352434272413802,1.3679554195993504,12.860194846006577,0.3602094057471264,0.18862281537628586,2019-07-25,False
COLPAL,ITC,ITC,COLPAL,2019-07-09,2019-07-10,2019-07-12,2019-07-15,reverted,273.55,275.0,1159.6,1140.0,0.20700812564430343,1.5017351707485243,0.8543716481964139,0.32305950367391706,0.1885028423594343,2019-07-25,False
COLPAL,ITC,ITC,COLPAL,2019-07-17,2019-07-18,2019-07-24,2019-07-25,reverted,272.95,271.0,1165.4,1153.25,-1.0355642545154733,0.85347629655055,-0.09104397898246164,0.32114769470599014,0.18908419770036036,2019-08-29,True
PIDILITIND,UPL,UPL,PIDILITIND,2019-07-02,2019-07-03,2019-07-30,2019-07-25,rollover,658.5,618.0,1228.0,1234.55,-6.46313857084283,-0.7238863908794696,-3.5935124808611496,0.31279688519362187,0.1904987687296417,2019-07-25,False
COLPAL,PAGEIND,PAGEIND,COLPAL,2019-07-24,2019-07-25,2019-07-31,2019-08-01,window_end,18850.0,18104.0,1153.25,1180.0,-4.273725175618034,-2.5116337697810476,-3.3926794726995406,0.3161654939204244,0.19210201170604813,2019-08-29,True
M&MFIN,MUTHOOTFIN,M&MFIN,MUTHOOTFIN,2019-06-28,2019-07-01,2019-07-04,2019-07-05,reverted,389.0,396.1,649.0,629.0,1.50014369341902,2.8944102003081613,2.1972769468635907,0.32504910863753217,0.18725389830508474,2019-07-25,False
M&MFIN,MUTHOOTFIN,M&MFIN,MUTHOOTFIN,2019-07-22,2019-07-23,2019-07-31,2019-08-01,window_end,357.0,300.85,620.0,607.65,-16.026374306470576,1.8037034451612994,-7.111335430654638,0.29808298994397764,0.18823203870967742,2019-08-29,True
RBLBANK,SBIN,RBLBANK,SBIN,2019-08-28,2019-08-29,2019-08-30,2019-09-03,window_end,313.0,321.0,284.2,271.8,2.2297388869009698,4.177020900774092,3.203379893837531,0.32617165623003186,0.1861036593947924,2019-09-26,True
MPHASIS,NAUKRI,NAUKRI,MPHASIS,2019-08-05,2019-08-06,2019-08-30,,no_fill,,,,,,,,,,,False
INDIANB,YESBANK,INDIANB,YESBANK,2019-07-31,2019-08-01,2019-08-05,2019-08-06,reverted,188.0,190.0,88.95,81.3,0.7399503042553262,8.418036930860039,4.578993617557682,0.32387948297872343,0.18230033726812817,2019-08-29,False
INDIANB,YESBANK,YESBANK,INDIANB,2019-08-22,2019-08-23,2019-08-30,,no_fill,,,,,,,,,,,False
IDBI,SBIN,IDBI,SBIN,2019-07-31,2019-08-01,2019-08-02,2019-08-05,reverted,27.55,27.5,332.5,300.7,-0.5034545963702368,9.38247433984963,4.439509871739697,0.32196639310344827,0.1814354345864662,2019-08-29,False
