symbol_a,symbol_b,long_symbol,short_symbol,signal_entry_date,entry_fill_date,signal_exit_date,exit_fill_date,exit_reason,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pct,short_net_pct,net_pnl_pct,long_cost_pct,short_cost_pct,short_contract_expiry,rolled_forward_at_entry
APOLLOHOSP,CIPLA,CIPLA,APOLLOHOSP,2005-02-04,2005-02-07,2005-02-28,,no_fill,,,,,,,,,,,False
BPCL,ONGC,BPCL,ONGC,2005-03-01,2005-03-02,2005-03-24,,no_fill,,,,,,,,,,,False
BPCL,ONGC,BPCL,ONGC,2005-03-31,2005-04-01,2005-03-31,,no_fill,,,,,,,,,,,False
BANKINDIA,PNB,PNB,BANKINDIA,2005-05-05,2005-05-06,2005-05-17,,no_fill,,,,,,,,,,,False
FEDERALBNK,ICICIBANK,ICICIBANK,FEDERALBNK,2008-09-12,2008-09-15,2008-09-30,2008-09-25,rollover,636.0,605.0,214.5,210.7,-5.188971142452835,1.5831319254079341,-1.8029196085224504,0.3147573059748428,0.18842984615384617,2008-09-25,False
HINDALCO,HINDZINC,HINDZINC,HINDALCO,2008-10-06,2008-10-07,2008-10-16,2008-10-17,reverted,445.0,305.0,96.5,70.0,-31.734588651685392,27.29576901554404,-2.2194098180706767,0.2739144943820225,0.16537088082901555,2008-10-29,False
HINDALCO,HINDZINC,HINDALCO,HINDZINC,2008-10-24,2008-10-27,2008-10-31,2008-11-03,window_end,44.1,63.0,235.0,326.0,42.469059400000006,-38.94818238297873,1.7604385085106387,0.38808345714285714,0.2247781276595745,2008-11-27,True
LUPIN,SUNPHARMA,SUNPHARMA,LUPIN,2009-01-02,2009-01-05,2009-01-07,2009-01-09,reverted,1058.8,1060.0,655.0,583.0,-0.20908345757460756,10.812213160305342,5.3015648513653675,0.3224193094824329,0.18015325190839698,2009-01-29,False
IDBI,PNB,PNB,IDBI,2009-06-09,2009-06-10,2009-06-30,2009-06-25,rollover,612.0,640.0,107.4,112.35,4.2458897137254965,-4.803095530726253,-0.2786029085003783,0.32927368496732023,0.19415698324022346,2009-06-25,False
NATIONALUM,TATASTEEL,NATIONALUM,TATASTEEL,2009-07-03,2009-07-06,2009-07-08,2009-07-09,reverted,300.0,284.5,419.35,363.4,-5.480974698999997,13.164032872302382,3.8415290866511924,0.3143080323333334,0.17804415166328844,2009-07-30,False
NATIONALUM,TATASTEEL,NATIONALUM,TATASTEEL,2009-07-27,2009-07-28,2009-07-31,2009-08-03,window_end,291.3,309.0,452.0,465.0,5.7446304607621,-3.0687077876106295,1.3379613365757355,0.3315796319258496,0.19260159292035398,2009-08-27,True
CESC,TATAPOWER,CESC,TATAPOWER,2009-07-31,2009-08-03,2009-07-31,,no_fill,,,1301.0,,,,,,,2009-08-27,False
MRPL,ONGC,MRPL,ONGC,2009-08-17,2009-08-18,2009-08-25,2009-08-26,reverted,79.05,83.5,1169.4,1172.25,5.298455362049345,-0.43395348383785265,2.4322509391057463,0.33089315154965215,0.190238758337609,2009-09-24,True
CHAMBLFERT,TATACHEM,CHAMBLFERT,TATACHEM,2009-07-31,2009-08-03,2009-08-28,2009-08-27,rollover,56.2,50.35,256.8,250.5,-10.7155069044484,2.2654530841121514,-4.225026910168125,0.3062542354092526,0.1878179439252336,2009-08-27,False
HCLTECH,TECHM,TECHM,HCLTECH,2009-09-17,2009-09-18,2009-09-30,2009-10-01,window_end,909.0,930.0,347.95,342.0,1.9844367861386085,1.5215307170570487,1.7529837515978286,0.32579423696369636,0.18848508981175457,2009-10-29,True
MARUTI,TVSMOTOR,MARUTI,TVSMOTOR,2009-09-16,2009-09-17,2009-09-18,,no_fill,,,,,,,,,,,False
COLPAL,ITC,COLPAL,ITC,2009-12-23,2009-12-24,2009-12-30,2009-12-31,reverted,665.0,670.0,257.65,252.5,0.4284794421052687,1.8106097845914904,1.1195446133483795,0.3234002571428571,0.18822584513875415,2010-01-28,True
BPCL,IOC,IOC,BPCL,2009-12-31,2010-01-04,2010-01-06,2010-01-07,reverted,307.0,313.15,636.0,616.65,1.6779346729967413,2.8551637358490574,2.2665492044228994,0.32532265599348537,0.18728909433962262,2010-01-28,False
BPCL,IOC,BPCL,IOC,2010-01-20,2010-01-21,2010-01-29,2010-02-01,window_end,584.7,547.8,313.0,300.0,-6.623478868650609,3.967062683706069,-1.32820809247227,0.31255018727552597,0.18629194888178913,2010-02-25,True
CANBK,PNB,PNB,CANBK,2010-02-01,2010-02-02,2010-02-08,2010-02-09,reverted,900.0,875.0,407.55,388.9,-3.0957556833333344,4.390213159121584,0.6472287378941246,0.31797790555555555,0.18591246963562752,2010-02-25,False
OFSS,TECHM,TECHM,OFSS,2010-02-26,2010-03-02,2010-03-22,2010-03-23,reverted,901.0,914.0,2245.0,2320.0,1.118379557158707,-3.5337759020044617,-1.2076981724228775,0.3244617302996671,0.19301866369710466,2010-03-25,False
OFSS,TECHM,TECHM,OFSS,2010-03-30,2010-03-31,2010-03-31,2010-04-01,window_end,880.0,854.0,2301.0,2305.0,-3.272251805,-0.3640134984789257,-1.8181326517394627,0.3177063504545455,0.19017603650586704,2010-04-29,False
INDIANB,UNIONBANK,UNIONBANK,INDIANB,2010-04-26,2010-04-27,2010-04-30,2010-05-03,window_end,311.7,310.25,216.0,225.6,-0.7867214503368589,-4.638453777777785,-2.7125876140573215,0.3215305616618544,0.1940093333333333,2010-05-27,True
FEDERALBNK,UNIONBANK,UNIONBANK,FEDERALBNK,2010-05-04,2010-05-05,2010-05-12,2010-05-13,reverted,292.65,303.7,280.0,283.15,3.4477957030240836,-1.3160297999999981,1.0658829515120427,0.32804574580556983,0.1910298,2010-05-27,False
FEDERALBNK,UNIONBANK,UNIONBANK,FEDERALBNK,2010-05-18,2010-05-19,2010-05-31,2010-06-01,window_end,295.0,294.5,311.95,346.95,-0.49147634813559055,-11.41983759897419,-5.95565697355489,0.3219848227118644,0.2000908446866485,2010-06-24,True
CANBK,YESBANK,CANBK,YESBANK,2010-07-23,2010-07-26,2010-07-28,2010-07-29,reverted,485.0,478.0,304.35,294.0,-1.763326935670098,3.213722454411047,0.7251977593704746,0.3200279665979382,0.18696754066042384,2010-08-26,True
CIPLA,FORTIS,CIPLA,FORTIS,2010-08-16,2010-08-17,2010-08-25,2010-08-26,reverted,305.0,307.0,156.55,159.8,0.3324851436065492,-2.267897483232194,-0.9677061698128223,0.32325256131147545,0.19188343021398915,2010-09-30,True
BHARATFORG,MRF,BHARATFORG,MRF,2010-09-03,2010-09-06,2010-09-22,,no_fill,,,,,,,,,,,False
HINDALCO,NMDC,NMDC,HINDALCO,2010-09-30,2010-10-01,2010-10-04,2010-10-05,reverted,264.95,283.0,197.7,206.1,6.47989524940555,-4.442695690440056,1.0185997794827473,0.3327109026986224,0.19383377845220032,2010-10-28,False
HINDALCO,NMDC,NMDC,HINDALCO,2010-10-25,2010-10-26,2010-10-29,2010-11-01,reverted,280.8,280.2,223.25,215.5,-0.5355921602564206,3.284540537513992,1.3744741886287857,0.3219169465811966,0.18690403135498318,2010-11-25,True
FEDERALBNK,UNIONBANK,UNIONBANK,FEDERALBNK,2010-10-11,2010-10-12,2010-10-26,2010-10-27,reverted,387.05,418.0,432.0,465.85,7.66185344495543,-8.032701425925922,-0.18542399048524594,0.33452945131120015,0.19705327777777773,2010-10-28,False
FEDERALBNK,UNIONBANK,UNIONBANK,FEDERALBNK,2010-10-28,2010-10-29,2010-10-29,2010-11-01,window_end,379.0,384.9,475.0,481.0,1.23209154580475,-1.4543117052631485,-0.11111007972919917,0.32463668638522436,0.19115381052631578,2010-11-25,False
IGL,MRPL,IGL,MRPL,2010-11-09,2010-11-10,2010-11-15,2010-11-16,reverted,321.85,315.0,88.85,82.5,-2.4472962647506655,6.96327179516038,2.2579877652048572,0.3189756184868727,0.1836049634214969,2010-11-25,False
IGL,MRPL,MRPL,IGL,2010-11-26,2010-11-29,2010-11-30,2010-12-01,window_end,70.0,71.9,321.5,334.2,2.387870757999999,-4.143799010886466,-0.8779641264432336,0.3264149562857143,0.19356572939346814,2010-12-30,False
CHAMBLFERT,TATACHEM,TATACHEM,CHAMBLFERT,2010-11-03,2010-11-04,2010-11-22,2010-11-23,reverted,408.65,377.0,94.2,84.2,-8.05536117873485,10.435219915074308,1.1899293681697287,0.3103471080141931,0.18049133757961783,2010-11-25,False
HDFCBANK,KOTAKBANK,HDFCBANK,KOTAKBANK,2010-12-10,2010-12-13,2010-12-21,2010-12-22,reverted,2243.0,2233.0,475.1,458.95,-0.7673917777975933,3.2123155588297285,1.2224618905160676,0.321560302095408,0.18696880235739843,2010-12-30,False
HDFCBANK,KOTAKBANK,KOTAKBANK,HDFCBANK,2010-12-29,2010-12-30,2010-12-31,2011-01-03,window_end,451.05,457.9,2348.55,2369.4,1.194100405121365,-1.078598695791019,0.057750854665173046,0.32457823361046445,0.19081687296416935,2011-01-27,True
BAJAJ-AUTO,MRF,MRF,BAJAJ-AUTO,2010-12-31,2011-01-03,2010-12-31,,no_fill,,,1549.75,,,,,,,2011-01-27,False
DIVISLAB,FORTIS,FORTIS,DIVISLAB,2011-01-31,2011-02-01,2011-01-31,,no_fill,,,644.0,,,,,,,2011-02-24,False
INDIANB,KOTAKBANK,INDIANB,KOTAKBANK,2011-01-04,2011-01-05,2011-01-13,2011-01-14,reverted,238.0,218.3,461.95,405.3,-8.586840304117638,12.084219428509577,1.7486895621959695,0.3095293797478992,0.17901252300032472,2011-01-27,False
INDIANB,KOTAKBANK,KOTAKBANK,INDIANB,2011-01-24,2011-01-25,2011-01-31,2011-02-01,window_end,415.9,385.75,236.75,214.7,-7.560447360639573,9.131961871172125,0.7857572552662759,0.3111085772781919,0.18166009292502638,2011-02-24,True
