symbol_a,symbol_b,long_symbol,short_symbol,signal_entry_date,entry_fill_date,signal_exit_date,exit_fill_date,exit_reason,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pct,short_net_pct,net_pnl_pct,long_cost_pct,short_cost_pct,short_contract_expiry,rolled_forward_at_entry
BPCL,HINDPETRO,BPCL,HINDPETRO,2019-07-10,2019-07-11,2019-07-23,2019-07-24,reverted,348.9,358.1,283.5,288.5,2.310562687876202,-1.9552714991181768,0.1776455943790125,0.3262960108913729,0.1916030687830688,2019-07-25,False
CANBK,UNIONBANK,CANBK,UNIONBANK,2019-07-01,2019-07-02,2019-07-08,2019-07-09,reverted,285.0,268.3,84.3,76.65,-6.172892577473676,8.892858576512442,1.3599829995193828,0.3132434546666667,0.18187451957295375,2019-07-25,False
HINDPETRO,IOC,IOC,HINDPETRO,2019-07-08,2019-07-09,2019-07-09,2019-07-10,reverted,144.0,150.5,284.15,288.0,4.184709335416661,-1.5461543515748746,1.3192774919208934,0.3291795534722222,0.19123617455569245,2019-07-25,False
HINDPETRO,IOC,IOC,HINDPETRO,2019-07-16,2019-07-17,2019-07-26,2019-07-29,reverted,149.25,143.0,300.55,277.0,-4.503416782914573,7.652647935451672,1.5746155762685494,0.31581209279732,0.1829867343204126,2019-08-29,True
BPCL,IOC,BPCL,IOC,2019-07-10,2019-07-11,2019-07-23,2019-07-24,reverted,348.9,358.1,147.0,146.35,2.310562687876202,0.2525537687074846,1.2815582282918432,0.3262960108913729,0.1896231020408163,2019-07-25,False
BPCL,IOC,IOC,BPCL,2019-07-30,2019-07-31,2019-07-31,2019-08-01,window_end,132.0,137.95,330.15,335.55,4.178405902499986,-1.827108305315769,1.1756487985921082,0.3291698550757576,0.19148813266696957,2019-08-29,False
BANKINDIA,CANBK,BANKINDIA,CANBK,2019-07-12,2019-07-15,2019-07-24,2019-07-25,reverted,87.4,76.65,284.55,247.85,-12.603121138787188,12.719114394658238,0.05799662793552507,0.3033499717391305,0.17844315234580918,2019-07-25,False
BANKINDIA,UNIONBANK,BANKINDIA,UNIONBANK,2019-07-30,2019-07-31,2019-07-31,2019-08-01,window_end,70.95,71.9,67.15,67.6,1.0146689441860468,-0.8607629932985783,0.07695297544373425,0.3243021622269204,0.19062151898734175,2019-08-29,False
BPCL,HINDPETRO,HINDPETRO,BPCL,2019-08-02,2019-08-05,2019-08-21,2019-08-22,reverted,252.0,238.05,332.25,329.7,-5.849455377499992,0.5781632595936858,-2.635646058953153,0.3137410917857143,0.18933109706546278,2019-08-29,False
CANBK,UNIONBANK,UNIONBANK,CANBK,2019-08-16,2019-08-19,2019-08-30,2019-08-29,rollover,65.15,59.9,238.0,220.6,-8.368192726477366,7.127466655462193,-0.6203630355075864,0.3098657886415963,0.18345771428571425,2019-08-29,False
BANKINDIA,UNIONBANK,UNIONBANK,BANKINDIA,2019-08-27,2019-08-28,2019-08-30,2019-09-03,window_end,62.9,59.75,69.2,63.5,-5.322500983942761,8.054367745664743,1.3659333808609913,0.31455185834658195,0.18262647398843934,2019-09-26,True
BPCL,HINDPETRO,HINDPETRO,BPCL,2019-09-24,2019-09-25,2019-09-30,2019-10-01,window_end,284.45,310.0,459.55,505.05,8.646202479978907,-10.099897227722781,-0.7268473738719372,0.33604396052030233,0.19890712871287128,2019-10-31,True
CANBK,UNIONBANK,CANBK,UNIONBANK,2019-09-11,2019-09-12,2019-09-30,2019-09-26,rollover,205.0,193.05,59.85,56.55,-6.142558419170725,5.328713634085224,-0.40692239254275053,0.31329012648780485,0.18507082706766917,2019-09-26,False
BANKINDIA,CANBK,CANBK,BANKINDIA,2019-09-03,2019-09-04,2019-09-30,2019-09-26,rollover,194.0,193.05,62.7,67.8,-0.8111836460309261,-8.331292344497594,-4.57123799526426,0.32149292438144333,0.19732105263157892,2019-09-26,False
BANKINDIA,UNIONBANK,UNIONBANK,BANKINDIA,2019-09-03,2019-09-04,2019-09-18,2019-09-19,reverted,53.3,56.9,62.7,64.8,6.421600177861176,-3.5423086124401757,1.4396457827105003,0.3326212105065666,0.19302631578947366,2019-09-26,False
BAJAJFINSV,BAJFINANCE,BAJAJFINSV,BAJFINANCE,2019-09-20,2019-09-23,2019-09-26,2019-09-27,reverted,7852.0,8480.0,3818.0,4021.3,7.663430424961789,-5.519576890518602,1.0719267672215937,0.334531877636271,0.19479952016762703,2019-10-31,True
CANBK,UNIONBANK,UNIONBANK,CANBK,2019-10-04,2019-10-07,2019-10-23,2019-10-24,reverted,50.7,54.0,181.5,193.0,6.176631435502947,-6.531795426997253,-0.17758199574715317,0.3322443041420119,0.19570727272727273,2019-10-31,False
