symbol,sector,signal_date,entry_date,entry_price,shares,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,gross_pnl_pct,net_pnl_pct,cost_rupees
CASTROLIND,Chemicals,2019-06-27,2019-06-28,136.4,73,130.0724959970105,152.2187600074738,2019-07-01,130.0724959970105,stop,1.0,-4.638932553511377,-4.954051304710426,31.377004294391753
CGPOWER,Capital Goods,2019-06-27,2019-06-28,29.1,343,24.64300877351478,40.24247806621305,2019-07-08,24.64300877351478,stop,6.0,-15.316121053213816,-15.614837229832721,29.81575773686282
AJANTPHARM,Unknown:AJANTPHARM,2019-06-27,2019-06-28,960.0,10,895.0559160099215,1122.360209975196,2019-07-09,929.7,time,7.0,-3.156249999999994,-3.473646486687494,30.470062722
BIOCON,Pharma,2019-06-27,2019-06-28,248.35,40,209.60483613780121,345.21290965549696,2019-07-09,240.7,time,7.0,-3.080330179182611,-3.3978432958727662,31.541753012
CASTROLIND,Chemicals,2019-07-01,2019-07-02,131.0,74,124.3568970586468,147.60775735338302,2019-07-09,125.9,time,5.0,-3.893129770992365,-4.209394243816792,30.6586779956
CHOLAFIN,Financial Services,2019-06-27,2019-06-28,285.0,35,138.10098950794642,652.2475262301339,2019-07-09,272.5,time,7.0,-4.385964912280704,-4.701472278947371,31.471859825
ACC,Unknown:ACC,2019-09-09,2019-09-11,1477.85,6,1394.619627709857,1685.925930725357,2019-09-20,1486.95,time,7.0,0.6157593801806804,0.292568234611103,28.6576820688
CANBK,Banking,2019-09-09,2019-09-11,198.1,46,178.45402316557775,247.2149420860556,2019-09-20,190.9,time,7.0,-3.634528016153449,-3.9511897597173053,28.856118044
DLF,Realty,2019-09-09,2019-09-11,154.75,59,137.80982378643813,197.10044053390465,2019-09-20,155.05,time,7.0,0.19386106623586752,-0.12868194817447176,29.448983573200003
EDELWEISS,Unknown:EDELWEISS,2019-09-09,2019-09-11,107.0,86,91.91366682628076,144.71583293429808,2019-09-20,106.0,time,7.0,-0.9345794392523366,-1.2553889140186918,29.520887868000003
GODREJIND,Unknown:GODREJIND,2019-09-09,2019-09-11,400.95,23,371.65444945409854,474.18887636475364,2019-09-20,405.4,time,7.0,1.109864072827027,0.7859138707818842,29.8742017073
