symbol,sector,signal_date,entry_date,entry_price,shares,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,gross_pnl_pct,net_pnl_pct,cost_rupees
ABB,Capital Goods,2022-08-10,2022-08-11,2794.95,3,2610.942839235724,3254.9679019106898,2022-08-23,2845.0,time,7,1.7907297089393426,1.4657335434014975,27.2504409861
ASIANPAINT,FMCG,2022-08-10,2022-08-11,3450.0,2,3315.77834120006,3785.5541469998498,2022-08-23,3333.0,time,7,-3.391304347826085,-3.708339737913042,21.875441916
BALRAMCHIN,Unknown:BALRAMCHIN,2022-08-10,2022-08-11,334.0,29,303.4764161077461,410.30895973063474,2022-08-23,339.0,time,7,1.4970059880239583,1.1724610485030003,31.435422841999998
BEL,Unknown:BEL,2022-08-10,2022-08-11,288.5,34,270.8897717416404,332.52557064589894,2022-08-23,287.3,time,7,-0.4159445407278972,-0.7375507559098731,31.546353647200004
CONCOR,Logistics,2022-08-10,2022-08-11,699.65,14,656.987578007594,806.3060549810148,2022-08-23,662.1,time,7,-5.366969198885152,-5.680969521260626,30.756645577000008
BEL,Unknown:BEL,2022-09-12,2022-09-13,340.5,28,323.8489854498103,382.1275363754743,2022-09-15,323.8489854498103,stop,2,-4.8901658003494,-5.204898600502593,30.006625166605367
BSOFT,Unknown:BSOFT,2022-09-12,2022-09-13,341.4,28,321.4886474996453,391.1783812508867,2022-09-15,321.4886474996453,stop,2,-5.832264938592457,-6.145550461554904,29.947589711026126
AMBUJACEM,Cement,2022-09-12,2022-09-13,483.25,20,453.61950257357046,557.3262435660739,2022-09-19,557.3262435660739,target,4,15.328762248540894,14.982968605426867,33.42095560697071
CIPLA,Pharma,2022-09-12,2022-09-13,1057.05,9,1015.9302586123922,1159.8493534690192,2022-09-19,1015.9302586123922,stop,4,-3.890046959709359,-4.206316168428632,30.088113036903728
COALINDIA,Metals,2022-09-12,2022-09-13,232.7,42,221.0106204190171,261.9234489524572,2022-09-22,229.95,time,7,-1.1817791147400114,-1.502208834937691,31.3168782738
ABB,Capital Goods,2022-10-10,2022-10-11,3239.0,3,3018.0965203447668,3791.258699138083,2022-10-20,3235.0,time,7,-0.1234949058351309,-0.44555038974991945,31.294131372000003
ABFRL,Unknown:ABFRL,2022-10-10,2022-10-11,340.45,28,317.98352398728815,396.6161900317795,2022-10-20,332.0,time,7,-2.4820091055955285,-2.8004413786752758,30.354874863600003
ACC,Unknown:ACC,2022-10-10,2022-10-11,2375.05,4,2194.1344492085623,2827.3388769785956,2022-10-20,2230.0,time,7,-6.107239847582169,-6.4201029469400765,29.722620165200002
BALKRISIND,Unknown:BALKRISIND,2022-10-10,2022-10-11,1902.0,5,1799.9858057220242,2157.0354856949393,2022-10-20,1902.0,time,7,0.0,-0.3222452,30.64551852
COROMANDEL,Chemicals,2022-10-10,2022-10-11,981.2,10,921.1319510320567,1131.3701224198585,2022-10-20,965.3,time,7,-1.6204647370566705,-1.940220536995521,31.374439090000003
ADANIGREEN,Power,2022-11-10,2022-11-11,2207.0,4,2038.8484442151482,2627.3788894621293,2022-11-21,2038.8484442151482,stop,6,-7.61901023039655,-7.929550908786349,27.41453108825144
ATGL,Oil & Gas,2022-11-10,2022-11-11,3725.65,2,3410.500861571635,4513.522846070912,2022-11-22,3661.0,time,7,-1.7352676714130433,-2.054847108099259,23.812822565799998
BAJAJ-AUTO,Auto,2022-11-10,2022-11-11,3743.25,2,3590.436779681829,4125.283050795428,2022-11-22,3636.0,time,7,-2.8651572831095984,-3.183000953997196,23.795366421
BANKBARODA,Banking,2022-11-10,2022-11-11,167.95,56,156.3462010819889,196.9594972950277,2022-11-22,162.7,time,7,-3.1259303364096436,-3.4433734009526624,29.856155106399996
BEL,Unknown:BEL,2022-11-10,2022-11-11,108.0,88,98.48504007688706,131.78739980778238,2022-11-22,105.2,time,7,-2.592592592592591,-2.910854984444443,30.247657721600003
APOLLOHOSP,Pharma,2022-12-12,2022-12-13,4746.0,1,4509.230170000762,5337.9245749980955,2022-12-22,4795.0,time,7,1.0324483775811188,0.708617103539821,15.369032266
AUBANK,Banking,2022-12-12,2022-12-13,679.45,13,647.0259847171312,760.5100382071722,2022-12-22,671.0,time,7,-1.243652954595631,-1.5639876225918043,28.2946807221
