symbol,signal_date,entry_date,entry_price,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,shares,gross_pnl_pct,net_pnl_pct,cost_pct
ABB,2022-08-10,2022-08-11,2794.95,2610.942839235724,3254.9679019106898,2022-08-23,2845.0,time,7,3,1.7907297089393426,1.4657335434014975,0.32499616553784505
ASIANPAINT,2022-08-10,2022-08-11,3450.0,3315.77834120006,3785.5541469998498,2022-08-23,3333.0,time,7,2,-3.391304347826085,-3.708339737913042,0.3170353900869565
BALRAMCHIN,2022-08-10,2022-08-11,334.0,303.4764161077461,410.30895973063474,2022-08-23,339.0,time,7,29,1.4970059880239583,1.1724610485030003,0.3245449395209581
BEL,2022-08-10,2022-08-11,288.5,270.8897717416404,332.52557064589894,2022-08-23,287.3,time,7,34,-0.4159445407278972,-0.7375507559098731,0.3216062151819758
CONCOR,2022-08-10,2022-08-11,699.65,656.987578007594,806.3060549810148,2022-08-23,662.1,time,7,14,-5.366969198885152,-5.680969521260626,0.31400032237547354
ESCORTS,2022-08-10,2022-08-11,1689.5,1597.1289570259855,1920.4276074350362,2022-08-23,1716.0,time,7,5,1.5685113939035267,1.2438566059189158,0.32465478798461084
HINDPETRO,2022-08-10,2022-08-11,241.0,225.70351632539848,279.2412091865038,2022-08-23,244.65,time,7,41,1.514522821576758,1.1899509722406585,0.3245718493360996
HINDUNILVR,2022-08-10,2022-08-11,2656.05,2551.4293729390834,2917.6015676522925,2022-08-23,2602.05,time,7,3,-2.0330942565087273,-2.352216164251428,0.31912190774270066
IOC,2022-08-10,2022-08-11,71.35,67.72633237115849,80.40916907210375,2022-08-23,70.8,time,7,140,-0.7708479327259932,-1.0919089360896932,0.3210610033637001
JUBLFOOD,2022-08-10,2022-08-11,572.0,532.194930806161,671.5126729845974,2022-08-23,561.7,time,7,17,-1.8006993006992933,-2.120178219615377,0.319478918916084
M&M,2022-08-10,2022-08-11,1277.0,1210.7491021562319,1442.6272446094204,2022-08-23,1219.95,time,7,7,-4.467501957713383,-4.782884065050893,0.31538210733750976
MARUTI,2022-08-10,2022-08-11,8955.7,8559.02680581228,9947.382985469303,2022-08-23,8607.0,time,7,1,-3.8936096564199385,-4.209873392031895,0.31626373561195664
PETRONET,2022-08-10,2022-08-11,211.8,200.3564588975316,240.40885275617103,2022-08-23,210.5,time,7,47,-0.6137865911237106,-0.935088876203975,0.32130228508026437
SIEMENS,2022-08-10,2022-08-11,2820.0,2669.543404273795,3196.141489315512,2022-08-23,2867.7,time,7,3,1.6914893617021143,1.366645651765944,0.3248437099361702
TATACONSUM,2022-08-10,2022-08-11,794.55,761.7078724532407,876.6553188668979,2022-08-12,761.7078724532407,stop,1,12,-4.133424900479421,-4.449320225678257,0.3158953251988362
TORNTPHARM,2022-08-10,2022-08-11,1555.0,1425.0524642036414,1879.8688394908966,2022-08-23,1511.1,time,7,6,-2.823151125401935,-3.1410593272411633,0.3179082018392283
TVSMOTOR,2022-08-10,2022-08-11,971.0,920.4313359722452,1097.4216600693871,2022-08-23,930.0,time,7,10,-4.222451081359424,-4.538209642224511,0.3157585608650875
AMBUJACEM,2022-09-12,2022-09-13,483.25,453.61950257357046,557.3262435660739,2022-09-19,557.3262435660739,target,4,20,15.328762248540894,14.982968605426867,0.34579364311402694
BEL,2022-09-12,2022-09-13,340.5,323.8489854498103,382.1275363754743,2022-09-15,323.8489854498103,stop,2,29,-4.8901658003494,-5.204898600502593,0.3147328001531925
BSOFT,2022-09-12,2022-09-13,341.4,321.4886474996453,391.1783812508867,2022-09-15,321.4886474996453,stop,2,29,-5.832264938592457,-6.145550461554904,0.3132855229624459
CIPLA,2022-09-12,2022-09-13,1057.05,1015.9302586123922,1159.8493534690192,2022-09-19,1015.9302586123922,stop,4,9,-3.890046959709359,-4.206316168428632,0.31626920871927355
COALINDIA,2022-09-12,2022-09-13,232.7,221.0106204190171,261.9234489524572,2022-09-22,229.95,time,7,42,-1.1817791147400114,-1.502208834937691,0.32042972019767946
COLPAL,2022-09-12,2022-09-13,1633.9,1567.5869631928335,1799.6825920179165,2022-09-16,1567.5869631928335,stop,3,6,-4.058573768723084,-4.3745840821766535,0.3160103134535696
EICHERMOT,2022-09-12,2022-09-13,3555.0,3377.017040076159,3999.957399809602,2022-09-22,3680.0,time,7,2,3.5161744022503605,3.188527563713089,0.32764683853727145
FINEORG,2022-09-12,2022-09-13,7150.0,6682.690872262619,8318.27281934345,2022-09-22,6890.0,time,7,1,-3.6363636363636376,-3.9530225600000013,0.31665892363636367
FSL,2022-09-12,2022-09-13,118.5,111.0174100016896,137.20647499577598,2022-09-16,111.0174100016896,stop,3,84,-6.314421939502446,-6.626966760344012,0.31254482084156593
HINDCOPPER,2022-09-12,2022-09-13,120.9,113.66215790755143,138.99460523112145,2022-09-22,114.6,time,7,82,-5.210918114143926,-5.525158166253107,0.31424005210918116
M&M,2022-09-12,2022-09-13,1309.95,1245.1733224540812,1471.891693864797,2022-09-16,1245.1733224540812,stop,3,7,-4.944973284928345,-5.2596218883987325,0.3146486034703877
RECLTD,2022-09-12,2022-09-13,106.7,101.04904256668884,120.82739358327792,2022-09-22,102.8,time,7,93,-3.655107778819122,-3.971737907216498,0.3166301283973758
SBILIFE,2022-09-12,2022-09-13,1312.55,1250.6006050708763,1467.423487322809,2022-09-22,1297.0,time,7,7,-1.184716772694372,-1.5051419799855228,0.3204252072911508
TATAPOWER,2022-09-12,2022-09-13,243.9,231.57172659368618,274.72068351578463,2022-09-21,231.57172659368618,stop,6,41,-5.054642643015095,-5.369122769566186,0.3144801265510915
ABB,2022-10-10,2022-10-11,3239.0,3018.0965203447668,3791.258699138083,2022-10-20,3235.0,time,7,3,-0.1234949058351309,-0.44555038974991945,0.32205548391478855
ABFRL,2022-10-10,2022-10-11,340.45,317.98352398728815,396.6161900317795,2022-10-20,332.0,time,7,29,-2.4820091055955285,-2.8004413786752758,0.3184322730797474
ACC,2022-10-10,2022-10-11,2375.05,2194.1344492085623,2827.3388769785956,2022-10-20,2230.0,time,7,4,-6.107239847582169,-6.4201029469400765,0.31286309935790824
BALKRISIND,2022-10-10,2022-10-11,1902.0,1799.9858057220242,2157.0354856949393,2022-10-20,1902.0,time,7,5,0.0,-0.3222452,0.3222452
COROMANDEL,2022-10-10,2022-10-11,981.2,921.1319510320567,1131.3701224198585,2022-10-20,965.3,time,7,10,-1.6204647370566705,-1.940220536995521,0.3197557999388504
CROMPTON,2022-10-10,2022-10-11,391.9,365.54620276764786,457.7844930808803,2022-10-20,383.3,time,7,25,-2.1944373564684816,-2.5133114047461036,0.3188740482776219
CUMMINSIND,2022-10-10,2022-10-11,1230.0,1149.3173859962371,1431.7065350094074,2022-10-20,1213.0,time,7,8,-1.382113821138209,-1.702235781951217,0.3201219608130081
INDIGO,2022-10-10,2022-10-11,1777.0,1659.8476142324787,2069.880964418803,2022-10-20,1765.0,time,7,5,-0.6752954417557633,-0.9965032353404566,0.32120779358469326
JUBLFOOD,2022-10-10,2022-10-11,619.0,577.0490650261665,723.8773374345835,2022-10-20,603.85,time,7,16,-2.447495961227786,-2.7659812542972526,0.3184852930694669
METROPOLIS,2022-10-10,2022-10-11,1550.0,1446.0054203168813,1809.9864492077968,2022-10-20,1537.0,time,7,6,-0.8387096774193581,-1.159666429806455,0.3209567523870968
PAGEIND,2022-10-10,2022-10-11,,,,,,no_fill,0,0,,,
SCHAEFFLER,2022-10-10,2022-10-11,3268.1,2961.7720697013483,4033.9198257466287,2022-10-20,3167.0,time,7,3,-3.0935405893332435,-3.4110334118478542,0.317492822514611
TATACOMM,2022-10-10,2022-10-11,1231.0,1148.681748863703,1436.7956278407423,2022-10-13,1148.681748863703,stop,2,8,-6.687104072810479,-6.999076369669122,0.3119722968586427
VEDL,2022-10-10,2022-10-11,300.0,278.8342182809466,352.9144542976335,2022-10-17,278.8342182809466,stop,4,33,-7.055260573017808,-7.366667298288763,0.31140672527095514
VOLTAS,2022-10-10,2022-10-11,900.0,851.9392851204996,1020.151787198751,2022-10-20,870.5,time,7,11,-3.2777777777777795,-3.594987570333335,0.31720979255555554
ADANIGREEN,2022-11-10,2022-11-11,2207.0,2038.8484442151482,2627.3788894621293,2022-11-21,2038.8484442151482,stop,6,4,-7.61901023039655,-7.929550908786349,0.3105406783897989
ATGL,2022-11-10,2022-11-11,3725.65,3410.500861571635,4513.522846070912,2022-11-22,3661.0,time,7,2,-1.7352676714130433,-2.054847108099259,0.3195794366862158
BAJAJ-AUTO,2022-11-10,2022-11-11,3743.25,3590.436779681829,4125.283050795428,2022-11-22,3636.0,time,7,2,-2.8651572831095984,-3.183000953997196,0.3178436708875977
BANKBARODA,2022-11-10,2022-11-11,167.95,156.3462010819889,196.9594972950277,2022-11-22,162.7,time,7,59,-3.1259303364096436,-3.4433734009526624,0.3174430645430188
BEL,2022-11-10,2022-11-11,108.0,98.48504007688706,131.78739980778238,2022-11-22,105.2,time,7,92,-2.592592592592591,-2.9108549844444425,0.31826239185185184
BERGEPAINT,2022-11-10,2022-11-11,590.0,557.8887984278473,670.2780039303817,2022-11-22,605.15,time,7,16,2.5677966101694816,2.2416066942542274,0.3261899159152542
BOSCHLTD,2022-11-10,2022-11-11,,,,,,no_fill,0,0,,,
BRITANNIA,2022-11-10,2022-11-11,4155.35,3970.785157100576,4616.762107248563,2022-11-22,4133.95,time,7,2,-0.5149987365685282,-0.8364527821194445,0.3214540455509162
FEDERALBNK,2022-11-10,2022-11-11,139.95,133.15847511896578,156.9288122025855,2022-11-16,133.15847511896578,stop,3,71,-4.852822351578567,-5.16761251970869,0.31479016813012384
GODREJCP,2022-11-10,2022-11-11,825.15,786.7645147208889,921.1137131977777,2022-11-22,839.0,time,7,12,1.6784827001151248,1.3536589713506577,0.324823728764467
HDFCAMC,2022-11-10,2022-11-11,2094.55,2010.8716495786239,2303.745876053441,2022-11-22,2066.5,time,7,4,-1.3391898021054782,-1.659377703912549,0.3201879018070708
ICICIGI,2022-11-10,2022-11-11,1140.55,1093.416377075221,1258.3840573119473,2022-11-22,1127.75,time,7,8,-1.1222655736267573,-1.4427867200736468,0.32052114644688967
ICICIPRULI,2022-11-10,2022-11-11,491.55,464.8094076726562,558.4014808183595,2022-11-18,464.8094076726562,stop,5,20,-5.440055401758482,-5.75394344720886,0.31388804545037824
INDUSTOWER,2022-11-10,2022-11-11,188.0,178.38291051257292,212.04272371856774,2022-11-22,202.5,time,7,53,7.71276595744681,7.378672205851065,0.3340937515957446
IOC,2022-11-10,2022-11-11,69.95,67.9049007336258,75.06274816593553,2022-11-22,70.05,time,7,142,0.14295925661185205,-0.17950556111509586,0.3224648177269479
IRCTC,2022-11-10,2022-11-11,755.0,721.7152043133168,838.2119892167079,2022-11-18,721.7152043133168,stop,5,13,-4.40858221015672,-4.72405483154234,0.3154726213856198
ITC,2022-11-10,2022-11-11,360.0,347.77525621229313,390.5618594692671,2022-11-14,347.77525621229313,stop,1,27,-3.395762163251903,-3.712790705126899,0.3170285418749962
JSWSTEEL,2022-11-10,2022-11-11,706.0,673.3018744638659,787.7453138403351,2022-11-22,696.5,time,7,14,-1.3456090651558061,-1.665787105524078,0.32017804036827197
M&MFIN,2022-11-10,2022-11-11,221.5,205.7071861212421,260.98203469689474,2022-11-17,205.7071861212421,stop,4,45,-7.129938545714632,-7.441230548742303,0.311292003027671
MUTHOOTFIN,2022-11-10,2022-11-11,1100.0,1041.4707320399505,1246.323169900124,2022-11-11,1041.4707320399505,stop,0,9,-5.320842541822691,-5.634913725168037,0.31407118334534595
NTPC,2022-11-10,2022-11-11,173.0,164.23854085519173,194.9036478620207,2022-11-21,164.23854085519173,stop,6,57,-5.0644272513342585,-5.37889234651565,0.3144650951813918
ONGC,2022-11-10,2022-11-11,140.6,134.59788590706486,155.60528523233782,2022-11-21,134.59788590706486,stop,6,71,-4.268928942343619,-4.584616102710238,0.3156871603666192
POWERGRID,2022-11-10,2022-11-11,216.0,203.50927939724733,247.22680150688166,2022-11-22,218.5,time,7,46,1.157407407407418,0.8333841680555663,0.32402323935185184
