symbol,n_trades,mean_net_pct,total_net_pct,win_rate_pct,sector
JUBILANT,5,7.198742119646383,35.993710598231914,40.0,(unmapped)
TANLA,6,6.3040423434787565,37.82425406087254,66.66666666666666,(unmapped)
YESBANK,21,5.141837255142775,107.97858235799828,52.38095238095239,Banking
ESCORTS,9,5.054705898489248,45.49235308640323,66.66666666666666,(unmapped)
BAJAJHLDNG,5,4.703097139175919,23.515485695879597,60.0,Financial Services
LTI,11,4.1038092772972785,45.14190205027006,81.81818181818183,(unmapped)
VAKRANGEE,6,3.8102207607647096,22.86132456458826,33.33333333333333,(unmapped)
INDIAMART,8,3.6644389067193344,29.315511253754675,87.5,(unmapped)
BSOFT,10,3.5067535943738557,35.067535943738555,70.0,(unmapped)
EASEMYTRIP,5,3.4682913704186156,17.341456852093078,80.0,(unmapped)
IBREALEST,13,3.445830138147395,44.79579179591613,53.84615384615385,(unmapped)
COFORGE,6,3.4357841122457593,20.614704673474556,83.33333333333334,IT
CIPLA,15,3.3507315676696545,50.26097351504482,60.0,Pharma
HINDZINC,9,3.2213839924486143,28.99245593203753,55.55555555555556,Metals
AUBANK,8,3.189751722140047,25.518013777120377,75.0,Banking
MINDTREE,7,3.1779242934432648,22.245470054102853,71.42857142857143,(unmapped)
PERSISTENT,7,3.0693725010082162,21.485607507057512,71.42857142857143,IT
CDSL,7,2.8819404847746597,20.173583393422618,57.14285714285714,Financial Services
PIDILITIND,10,2.7514642624479224,27.514642624479226,70.0,Chemicals
GNFC,6,2.704420082085709,16.226520492514254,83.33333333333334,(unmapped)
PFC,11,2.695265421362624,29.647919634988863,63.63636363636363,Financial Services
PVR,13,2.6410374726141947,34.333487143984534,69.23076923076923,(unmapped)
SRTRANSFIN,10,2.558187898911084,25.58187898911084,50.0,(unmapped)
GRANULES,10,2.540394788736929,25.40394788736929,60.0,(unmapped)
ONGC,13,2.5355737819511748,32.962459165365274,61.53846153846154,Oil & Gas
INDIGO,14,2.3664103680634767,33.129745152888674,50.0,(unmapped)
TORNTPHARM,12,2.116853692825336,25.40224431390403,83.33333333333334,Pharma
INFY,10,1.9249284359705405,19.249284359705406,60.0,IT
GMRINFRA,7,1.9243485949884305,13.470440164919014,57.14285714285714,(unmapped)
UNIONBANK,16,1.9091556012902577,30.546489620644124,56.25,Banking
CHOLAFIN,12,1.8132934537819212,21.759521445383054,66.66666666666666,Financial Services
AXISBANK,9,1.7276042349726708,15.548438114754036,55.55555555555556,Banking
ADANIPORTS,11,1.7203130575918406,18.923443633510246,63.63636363636363,Logistics
NTPC,12,1.548500219113149,18.58200262935779,75.0,Power
CONCOR,14,1.5149778675487968,21.209690145683155,50.0,Logistics
NATIONALUM,7,1.5025374876872069,10.517762413810448,57.14285714285714,Metals
IRCTC,7,1.4920387611313013,10.44427132791911,71.42857142857143,Internet/Platform
IEX,13,1.4221036097949926,18.487346927334904,53.84615384615385,(unmapped)
EICHERMOT,7,1.4103546070078803,9.872482249055162,71.42857142857143,Auto
HEXAWARE,7,1.405056767960922,9.835397375726455,42.857142857142854,(unmapped)
MARICO,15,1.3849621919639077,20.774432879458615,40.0,FMCG
SIEMENS,7,1.3827645962416202,9.679352173691342,57.14285714285714,Capital Goods
ARVIND,5,1.3760810930134235,6.880405465067118,60.0,(unmapped)
NAVINFLUOR,9,1.3035807704317408,11.732226933885666,55.55555555555556,Chemicals
JSWSTEEL,10,1.2863482261515908,12.863482261515909,60.0,Metals
LAURUSLABS,16,1.1056526511322373,17.690442418115797,43.75,Pharma
ADANITRANS,7,1.0742826178596412,7.5199783250174885,57.14285714285714,(unmapped)
KOTAKBANK,13,0.9143384746027599,11.886400169835879,53.84615384615385,Banking
DABUR,11,0.9139132568415796,10.053045825257376,81.81818181818183,FMCG
BHARTIARTL,13,0.88246477787098,11.47204211232274,53.84615384615385,Telecom
HINDCOPPER,6,0.8685678904087494,5.211407342452496,50.0,Metals
DELTACORP,11,0.8364850309680644,9.201335340648708,45.45454545454545,(unmapped)
MGL,20,0.8263107324646775,16.52621464929355,45.0,(unmapped)
UBL,16,0.7632198199835354,12.211517119736566,62.5,(unmapped)
MPHASIS,17,0.7589838878911203,12.902726094149044,64.70588235294117,IT
DRREDDY,12,0.7314485380205399,8.777382456246478,50.0,Pharma
DMART,11,0.7125092035552459,7.8376012391077055,54.54545454545454,Retail
OIL,7,0.7017482630395495,4.912237841276847,42.857142857142854,Oil & Gas
INFRATEL,9,0.6750568756936064,6.075511881242457,44.44444444444444,(unmapped)
AMARAJABAT,14,0.6683354036427761,9.356695650998866,64.28571428571429,(unmapped)
COROMANDEL,12,0.6633351915287915,7.960022298345498,58.333333333333336,Chemicals
HCLTECH,13,0.6003475992497164,7.804518790246313,69.23076923076923,IT
ITC,11,0.5645237847186511,6.209761631905161,36.36363636363637,FMCG
POWERGRID,15,0.5562204990858921,8.343307486288381,66.66666666666666,Power
COALINDIA,11,0.5246374926926994,5.771012419619694,63.63636363636363,Metals
MARUTI,9,0.5155465321854761,4.639918789669284,33.33333333333333,Auto
RELIANCE,11,0.5106173191541895,5.6167905106960845,45.45454545454545,Oil & Gas
TATACHEM,9,0.44287609435448455,3.985884849190361,66.66666666666666,Chemicals
HDFCLIFE,15,0.43389859552777127,6.508478932916569,46.666666666666664,Insurance
JUBLFOOD,10,0.4050564712926684,4.050564712926684,60.0,FMCG
IOC,17,0.31226820719473947,5.308559522310571,70.58823529411765,Oil & Gas
TATAELXSI,8,0.29588040272529864,2.367043221802389,62.5,IT
APLLTD,5,0.2843079481101892,1.421539740550946,40.0,(unmapped)
TV18BRDCST,9,0.2487299435069367,2.2385694915624303,44.44444444444444,(unmapped)
TECHM,8,0.23867839906677077,1.9094271925341662,75.0,IT
WIPRO,11,0.21101769127601722,2.3211946040361893,63.63636363636363,IT
CAMS,8,0.1943048849729625,1.5544390797837,50.0,Financial Services
NMDC,17,0.1775940446527302,3.0190987590964133,47.05882352941176,Metals
TCS,15,0.15623972477096978,2.343595871564547,53.333333333333336,IT
SBILIFE,11,0.1511744002644064,1.6629184029084705,45.45454545454545,Insurance
TATACONSUM,8,0.13690148880559572,1.0952119104447657,50.0,(unmapped)
CANBK,9,0.13130636599430487,1.1817572939487437,55.55555555555556,Banking
MCDOWELL-N,16,0.08972484124962118,1.435597459993939,56.25,(unmapped)
ASTRAL,9,0.07924867996393736,0.7132381196754363,55.55555555555556,Chemicals
BRITANNIA,12,0.05958033486283735,0.7149640183540482,58.333333333333336,FMCG
LIQUIDBEES,9,0.02237278232208744,0.20135504089878697,22.22222222222222,(unmapped)
HINDUNILVR,15,0.016758124078567783,0.25137186117851673,40.0,FMCG
FEDERALBNK,12,-0.013364863707600419,-0.16037836449120502,66.66666666666666,Banking
BIOCON,14,-0.03630192651906456,-0.5082269712669039,50.0,Pharma
HDFC,15,-0.11583814343630235,-1.7375721515445353,53.333333333333336,(unmapped)
NAUKRI,12,-0.1334148258384091,-1.6009779100609092,41.66666666666667,IT
DIVISLAB,13,-0.13693907333478592,-1.7802079533522168,53.84615384615385,Pharma
TATAPOWER,7,-0.14710394219814557,-1.029727595387019,57.14285714285714,Power
UPL,17,-0.15206774307361584,-2.585151632251469,58.82352941176471,Chemicals
BERGEPAINT,14,-0.15517263211360285,-2.17241684959044,42.857142857142854,(unmapped)
BEL,12,-0.15904663138724015,-1.9085595766468817,41.66666666666667,(unmapped)
IDEA,15,-0.1714595921945135,-2.5718938829177027,60.0,Telecom
GRAPHITE,11,-0.1779460040900177,-1.9574060449901949,36.36363636363637,(unmapped)
OFSS,5,-0.1851024612559305,-0.9255123062796524,60.0,IT
TATAMTRDVR,11,-0.20757444475511475,-2.283318892306262,45.45454545454545,(unmapped)
LUPIN,26,-0.21174597705930756,-5.505395403541996,50.0,Pharma
GLENMARK,20,-0.25016957617529256,-5.003391523505851,45.0,Pharma
HAVELLS,9,-0.2524881421532579,-2.2723932793793207,66.66666666666666,Consumer Durables
VOLTAS,19,-0.25547156698060247,-4.8539597726314465,47.368421052631575,Consumer Durables
MFSL,15,-0.27531776427059035,-4.129766464058855,46.666666666666664,Financial Services
IOLCP,5,-0.29468698681676414,-1.4734349340838206,60.0,(unmapped)
SUNTV,16,-0.2982522643581584,-4.772036229730534,37.5,(unmapped)
PETRONET,19,-0.34535534769544457,-6.561751606213447,36.84210526315789,(unmapped)
SBIN,9,-0.3649607798685481,-3.2846470188169326,66.66666666666666,Banking
STAR,15,-0.48124236361134165,-7.2186354541701245,53.333333333333336,(unmapped)
GODREJCP,17,-0.5089746564044613,-8.652569158875842,47.05882352941176,FMCG
LTTS,13,-0.5176585875787023,-6.72956163852313,53.84615384615385,(unmapped)
ACC,10,-0.5233957759031289,-5.233957759031289,50.0,(unmapped)
HDFCAMC,13,-0.5400479967228506,-7.020623957397058,38.46153846153847,Financial Services
ALKEM,10,-0.5454416629756895,-5.454416629756896,40.0,Pharma
ICICIGI,15,-0.5609979458058684,-8.414969187088026,26.666666666666668,Insurance
IPCALAB,13,-0.5678387369687952,-7.381903580594337,46.15384615384615,(unmapped)
HSCL,6,-0.5881726505899698,-3.529035903539819,50.0,Chemicals
TATASTEEL,11,-0.6305538258823101,-6.936092084705411,54.54545454545454,Metals
APOLLOHOSP,8,-0.683230125370974,-5.465841002967792,50.0,Pharma
BANKINDIA,13,-0.6920530031644284,-8.99668904113757,46.15384615384615,Banking
TORNTPOWER,10,-0.7461320695254534,-7.461320695254534,60.0,(unmapped)
ICICIBANK,7,-0.7771665886830486,-5.44016612078134,42.857142857142854,Banking
AUROPHARMA,19,-0.7832783555768573,-14.882288755960289,42.10526315789473,Pharma
HINDPETRO,18,-0.7864742455621303,-14.156536420118346,38.88888888888889,Oil & Gas
JINDALSTEL,13,-0.8074806827960013,-10.497248876348017,46.15384615384615,Metals
GODREJPROP,14,-0.8105437590198192,-11.347612626277469,50.0,Realty
RECLTD,16,-0.8311445055684452,-13.298312089095123,56.25,Financial Services
CUB,17,-0.8484205469800417,-14.423149298660709,52.94117647058824,Banking
DLF,9,-0.8526376151532418,-7.673738536379176,44.44444444444444,Realty
INDUSTOWER,6,-0.878728915058224,-5.272373490349344,16.666666666666664,Telecom
ISEC,9,-0.8926673205818232,-8.03400588523641,55.55555555555556,(unmapped)
ASHOKLEY,8,-0.9146722961993787,-7.31737836959503,62.5,Auto
ULTRACEMCO,12,-0.9184787299647018,-11.021744759576421,41.66666666666667,Cement
CUMMINSIND,12,-0.9190779428546537,-11.028935314255845,50.0,Auto
FORTIS,9,-0.9331781268228792,-8.398603141405912,33.33333333333333,Pharma
CADILAHC,15,-0.9600642202093653,-14.40096330314048,46.666666666666664,(unmapped)
PNB,16,-1.041185301150496,-16.658964818407934,50.0,Banking
TVSMOTOR,10,-1.0417828859373899,-10.417828859373898,40.0,Auto
IRB,9,-1.075553706758264,-9.679983360824375,44.44444444444444,(unmapped)
GAIL,17,-1.1199975282611927,-19.039957980440274,52.94117647058824,Oil & Gas
COLPAL,12,-1.1319936341541794,-13.583923609850153,41.66666666666667,FMCG
GRASIM,13,-1.155428800986963,-15.02057441283052,46.15384615384615,Cement
SAIL,14,-1.162953409902426,-16.28134773863396,50.0,Metals
TITAN,7,-1.1777173359259976,-8.244021351481983,57.14285714285714,Retail
TATACOMM,7,-1.226376137097352,-8.584632959681464,28.57142857142857,Telecom
HDFCBANK,10,-1.2403226982981015,-12.403226982981014,30.0,Banking
PEL,16,-1.263225101923581,-20.211601630777295,43.75,(unmapped)
BANDHANBNK,19,-1.2904851740174184,-24.51921830633095,63.1578947368421,Banking
PIIND,9,-1.3279847755438343,-11.951862979894509,44.44444444444444,Chemicals
M&M,11,-1.3306640714682239,-14.637304786150462,45.45454545454545,Auto
BALKRISIND,9,-1.354680862063509,-12.19212775857158,44.44444444444444,(unmapped)
BANKBARODA,13,-1.3618830902512302,-17.704480173265992,53.84615384615385,Banking
CROMPTON,18,-1.3758223192797636,-24.764801747035744,50.0,Consumer Durables
NATCOPHARM,6,-1.3858561361774349,-8.315136817064609,33.33333333333333,Pharma
BALRAMCHIN,10,-1.4091878548528842,-14.091878548528843,60.0,(unmapped)
CASTROLIND,6,-1.4455037593387285,-8.673022556032372,50.0,Chemicals
