symbol,n_trades,mean_net_pct,total_net_pct,win_rate_pct,sector
BINDALAGRO,5,13.485120361404446,67.42560180702223,60.0,(unmapped)
IFCI,9,13.355443250001523,120.19898925001371,77.77777777777779,Financial Services
INDIAINFO,13,11.217798731355938,145.83138350762718,76.92307692307693,(unmapped)
JINDALSTEL,11,11.010793215179733,121.11872536697706,72.72727272727273,Metals
SRF,30,10.468826015887446,314.06478047662335,66.66666666666666,Chemicals
EICHERMOT,9,10.293561025798683,92.64204923218814,88.88888888888889,Auto
NCC,7,10.224698932343,71.57289252640099,42.857142857142854,(unmapped)
NBCC,11,10.081820115423476,110.90002126965824,63.63636363636363,Capital Goods
BEML,19,9.91854750366718,188.4524025696764,73.68421052631578,Capital Goods
SUVEN,14,9.361361605717603,131.05906248004644,78.57142857142857,(unmapped)
BAJFINANCE,12,9.140653828042648,109.68784593651178,75.0,Financial Services
RUCHISOYA,12,8.91550129880877,106.98601558570525,83.33333333333334,(unmapped)
UTVSOF,12,8.862707834830013,106.35249401796017,66.66666666666666,(unmapped)
HINDZINC,9,8.692989240267899,78.2369031624111,66.66666666666666,Metals
APTECHT,13,8.578548336622758,111.52112837609585,53.84615384615385,(unmapped)
CROMPGREAV,17,8.549863224609002,145.34767481835303,70.58823529411765,(unmapped)
INDHOTEL,5,8.360749330793366,41.80374665396683,100.0,Services
KLGSYSTEL,7,8.191073465086856,57.337514255607985,57.14285714285714,(unmapped)
NAGARCONST,7,8.037545629818988,56.26281940873291,57.14285714285714,(unmapped)
PFC,5,7.866341598866896,39.33170799433448,60.0,Financial Services
COLPAL,14,7.586687431147589,106.21362403606625,78.57142857142857,FMCG
KESORAMIND,9,7.536800148756738,67.83120133881064,66.66666666666666,(unmapped)
ABB,13,7.51229877227926,97.65988403963037,76.92307692307693,Capital Goods
TTML,6,7.217906854890366,43.307441129342195,50.0,(unmapped)
NAGARFERT,7,7.163645063578924,50.14551544505247,71.42857142857143,(unmapped)
MPHASIS,11,7.00075752865676,77.00833281522436,72.72727272727273,IT
KALPATPOWR,8,6.975765789676556,55.80612631741245,87.5,(unmapped)
TATAELXSI,22,6.925649357291807,152.36428586041976,54.54545454545454,IT
SAIL,10,6.747798446084727,67.47798446084727,80.0,Metals
MRF,9,6.716403880597482,60.447634925377336,77.77777777777779,Auto
INTELLECT,5,6.6430502854898865,33.21525142744943,40.0,(unmapped)
NILKAMAL,8,6.607894487091967,52.863155896735734,87.5,(unmapped)
RIIL,22,6.6038741470073115,145.28523123416085,50.0,(unmapped)
RELIANCE,7,6.588348575064833,46.11844002545383,57.14285714285714,Oil & Gas
I-FLEX,7,6.42302185605665,44.96115299239655,57.14285714285714,(unmapped)
BIOCON,14,6.388286034929238,89.43600448900933,78.57142857142857,Pharma
TULIP,7,6.354209499084644,44.479466493592504,85.71428571428571,(unmapped)
PVR,8,6.251605648110264,50.01284518488211,75.0,(unmapped)
SREINTFIN,13,6.245518580759352,81.19174154987158,61.53846153846154,(unmapped)
SKUMARSYNF,11,6.164757413968368,67.81233155365204,63.63636363636363,(unmapped)
FSL,8,6.068072479460585,48.54457983568468,62.5,IT
SKSMICRO,14,6.031831960677779,84.4456474494889,64.28571428571429,(unmapped)
TV18,6,6.029381007053675,36.17628604232205,83.33333333333334,(unmapped)
ARVIND,21,5.91895930994964,124.29814550894245,66.66666666666666,(unmapped)
PANTALOONR,10,5.708871086812011,57.08871086812011,80.0,(unmapped)
PNB,8,5.677771322265065,45.42217057812052,62.5,Banking
MCDOWELL-N,30,5.4985326438494955,164.95597931548485,63.33333333333333,(unmapped)
UPL,6,5.2596205492280665,31.557723295368397,66.66666666666666,Chemicals
SAKHTISUG,10,5.226876934372269,52.268769343722695,60.0,(unmapped)
INDIACEM,16,5.217913067856799,83.48660908570878,62.5,(unmapped)
CENTURYTEX,11,5.169815571556612,56.86797128712273,72.72727272727273,(unmapped)
ZEEL,14,5.102018549532791,71.42825969345907,78.57142857142857,(unmapped)
ESCORTS,23,4.983171067586457,114.6129345544885,60.86956521739131,(unmapped)
KOTAKBANK,17,4.928608844706878,83.78635036001693,76.47058823529412,Banking
LICHSGFIN,24,4.835961397874841,116.06307354899619,58.333333333333336,Financial Services
GTCIND,13,4.674375225791554,60.7668779352902,61.53846153846154,(unmapped)
AUROPHARMA,35,4.62849819939829,161.99743697894016,74.28571428571429,Pharma
APIL,10,4.4898093415490035,44.89809341549003,50.0,(unmapped)
EDUCOMP,15,4.461000959576882,66.91501439365324,80.0,(unmapped)
VIPIND,10,4.4507530679811875,44.50753067981188,60.0,(unmapped)
RECLTD,10,4.447676905437243,44.47676905437243,60.0,Financial Services
L&TFH,6,4.438186950698747,26.62912170419248,50.0,(unmapped)
OPTOCIRCUI,6,4.392480340224511,26.354882041347064,50.0,(unmapped)
ULTRACEMCO,19,4.389717225883717,83.40462729179062,78.94736842105263,Cement
AMRUTANJAN,5,4.350766526245289,21.753832631226448,60.0,(unmapped)
VAKRANGEE,7,4.270693051385709,29.89485135969996,57.14285714285714,(unmapped)
MANAPPURAM,5,4.26095281804934,21.3047640902467,60.0,Financial Services
PFS,7,4.2510214069874905,29.757149848912434,42.857142857142854,(unmapped)
