symbol,n_trades,mean_net_pct,total_net_pct,win_rate_pct,sector
IBREALEST,5,10.935959234811301,54.679796174056506,80.0,(unmapped)
NMDC,6,6.086225180478691,36.517351082872146,83.33333333333334,Metals
STAR,5,5.2761426429357074,26.380713214678536,80.0,(unmapped)
BHEL,6,4.781282043758361,28.68769226255017,66.66666666666666,Capital Goods
INDIGO,6,4.418540150687078,26.51124090412247,50.0,(unmapped)
CUB,5,3.970509377927832,19.85254688963916,80.0,Banking
EASEMYTRIP,5,3.4682913704186156,17.341456852093078,80.0,(unmapped)
LAURUSLABS,10,3.2318244933612577,32.318244933612576,50.0,Pharma
IEX,6,2.71523191907046,16.29139151442276,66.66666666666666,(unmapped)
EQUITAS,5,2.563906913908981,12.819534569544906,60.0,(unmapped)
MPHASIS,9,2.532063422817318,22.788570805355864,77.77777777777779,IT
AUROPHARMA,8,2.5033559166034087,20.02684733282727,75.0,Pharma
M&M,5,2.47447519974028,12.372375998701399,60.0,Auto
LTTS,5,2.1190706196344338,10.595353098172168,60.0,(unmapped)
NTPC,5,2.0750383905929,10.3751919529645,80.0,Power
MGL,6,2.0347425063399576,12.208455038039746,50.0,(unmapped)
PEL,8,1.9053161127282974,15.242528901826379,50.0,(unmapped)
IRB,6,1.7508593020277294,10.505155812166377,50.0,(unmapped)
GODREJPROP,5,1.6720225069991863,8.360112534995931,60.0,Realty
DMART,8,1.6337615304867161,13.070092243893729,62.5,Retail
RECLTD,6,1.5553080634279866,9.33184838056792,66.66666666666666,Financial Services
INFRATEL,5,1.475168518266326,7.3758425913316294,40.0,(unmapped)
PETRONET,6,1.473837592839134,8.843025557034805,50.0,(unmapped)
CANBK,5,1.4594188463985875,7.297094231992937,40.0,Banking
MCX,8,1.4542843434859285,11.634274747887428,50.0,Financial Services
BANDHANBNK,7,1.4094659905356004,9.866261933749202,71.42857142857143,Banking
INFY,5,1.0591951596593032,5.295975798296516,60.0,IT
TORNTPHARM,5,0.9226179313919692,4.613089656959846,80.0,Pharma
GODREJCP,6,0.9091287581201056,5.4547725487206336,66.66666666666666,FMCG
HCLTECH,7,0.6723250714069307,4.706275499848514,71.42857142857143,IT
CIPLA,9,0.6384467608137392,5.746020847323653,55.55555555555556,Pharma
COROMANDEL,6,0.4924224210663925,2.954534526398355,50.0,Chemicals
UBL,8,0.41192561807773176,3.295404944621854,50.0,(unmapped)
ICICIPRULI,6,0.36408953896915114,2.1845372338149067,66.66666666666666,(unmapped)
SRF,7,0.3446927711844642,2.4128493982912493,57.14285714285714,Chemicals
TCS,5,0.2942006807709895,1.4710034038549473,60.0,IT
GAIL,7,0.1648671574920635,1.1540701024444444,57.14285714285714,Oil & Gas
IBULHSGFIN,6,0.12190308191343095,0.7314184914805857,50.0,(unmapped)
LIQUIDBEES,8,0.0918774718095916,0.7350197744767328,25.0,(unmapped)
MARICO,8,0.04377589729733189,0.3502071783786551,37.5,FMCG
HINDUNILVR,8,-0.24310726914755232,-1.9448581531804185,50.0,FMCG
DCBBANK,5,-0.25092745215006274,-1.2546372607503136,40.0,(unmapped)
CROMPTON,9,-0.27913231510636244,-2.512190835957262,55.55555555555556,Consumer Durables
PVR,7,-0.2903899167813885,-2.0327294174697195,57.14285714285714,(unmapped)
LUPIN,10,-0.3563665440117118,-3.563665440117118,50.0,Pharma
AARTIIND,6,-0.4228222649798348,-2.536933589879009,50.0,Chemicals
GLENMARK,8,-0.4619009586827078,-3.6952076694616625,50.0,Pharma
INDIANB,7,-0.4701490043785897,-3.291043030650128,28.57142857142857,Banking
BIOCON,6,-0.4881301136508685,-2.928780681905211,33.33333333333333,Pharma
LICHSGFIN,5,-0.5135155512911987,-2.567577756455994,40.0,Financial Services
JUSTDIAL,5,-0.5998524057443234,-2.999262028721617,20.0,(unmapped)
CUMMINSIND,5,-0.629756308221243,-3.1487815411062146,60.0,Auto
BATAINDIA,8,-0.6386592830409719,-5.109274264327775,50.0,(unmapped)
MCDOWELL-N,9,-0.6719208670731097,-6.047287803657987,44.44444444444444,(unmapped)
VOLTAS,9,-0.8070150143460566,-7.263135129114509,44.44444444444444,Consumer Durables
POWERGRID,7,-0.958326545154325,-6.708285816080275,57.14285714285714,Power
BHARTIARTL,6,-1.0449134308670704,-6.269480585202422,50.0,Telecom
PNB,6,-1.0866297769486897,-6.519778661692138,50.0,Banking
CHAMBLFERT,5,-1.0921845780803756,-5.460922890401878,20.0,Chemicals
SUNPHARMA,7,-1.1947710326244183,-8.363397228370928,28.57142857142857,Pharma
BCG,6,-1.4501181758936628,-8.700709055361976,33.33333333333333,(unmapped)
ASIANPAINT,5,-1.4740192451605263,-7.370096225802632,60.0,FMCG
BAJFINANCE,6,-1.4916830565785137,-8.950098339471083,33.33333333333333,Financial Services
INDHOTEL,7,-1.5682571852001879,-10.977800296401314,42.857142857142854,Services
UPL,6,-1.6085104239072037,-9.651062543443222,33.33333333333333,Chemicals
INDIACEM,6,-1.7069864996635935,-10.24191899798156,33.33333333333333,(unmapped)
IDEA,5,-1.707034937687959,-8.535174688439795,40.0,Telecom
ABFRL,5,-1.8298121466510469,-9.149060733255235,40.0,(unmapped)
SUNTV,6,-1.921962382784348,-11.531774296706088,16.666666666666664,(unmapped)
ZEEL,13,-1.929108538270023,-25.0784109975103,46.15384615384615,(unmapped)
HINDPETRO,7,-1.9488262558334262,-13.641783790833983,28.57142857142857,Oil & Gas
BPCL,5,-2.000399565929655,-10.001997829648275,20.0,Oil & Gas
ITC,5,-2.108183978547461,-10.540919892737307,20.0,FMCG
HEROMOTOCO,7,-2.5754582642939794,-18.028207850057857,14.285714285714285,Auto
GLAND,9,-2.887580867136833,-25.988227804231496,22.22222222222222,Pharma
YESBANK,10,-3.2097064357225946,-32.097064357225946,60.0,Banking
SBICARD,5,-3.5713202190536073,-17.856601095268037,0.0,Financial Services
PNBHOUSING,7,-3.8593809509566017,-27.01566665669621,14.285714285714285,Financial Services
BEL,5,-4.113229920653476,-20.56614960326738,20.0,(unmapped)
PCJEWELLER,5,-6.327035413692412,-31.635177068462063,40.0,(unmapped)
RELCAPITAL,5,-8.882746593722304,-44.41373296861152,40.0,(unmapped)
