symbol_a,symbol_b,long_symbol,short_symbol,signal_entry_date,entry_fill_date,signal_exit_date,exit_fill_date,exit_reason,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pct,short_net_pct,net_pnl_pct,long_cost_pct,short_cost_pct,short_contract_expiry,rolled_forward_at_entry
M&MFIN,MCX,M&MFIN,MCX,2019-06-28,2019-07-01,2019-07-08,2019-07-09,reverted,389.0,391.0,839.3,803.05,0.19110378406170175,4.132932222089831,2.1620180030757665,0.3230350334190231,0.18614319790301442,2019-07-25,False
M&MFIN,MCX,M&MFIN,MCX,2019-07-18,2019-07-19,2019-07-31,2019-08-01,window_end,378.0,300.85,872.85,809.0,-20.7009436561111,7.131663194134156,-6.784640230988472,0.29089074605820103,0.18345395085066163,2019-08-29,True
ABCAPITAL,MCX,ABCAPITAL,MCX,2019-07-18,2019-07-19,2019-07-31,2019-08-01,window_end,90.4,82.4,872.85,809.0,-9.158207801769915,7.131663194134156,-1.0132723038178795,0.3086502796460177,0.18345395085066163,2019-08-29,True
MANAPPURAM,MUTHOOTFIN,MANAPPURAM,MUTHOOTFIN,2019-07-19,2019-07-22,2019-07-31,2019-08-01,window_end,121.1,112.85,613.3,607.65,-7.124331191329479,0.7320526300342345,-3.196139280647622,0.3117795810900082,0.18919308984183922,2019-08-29,True
ADANIPORTS,CONCOR,CONCOR,ADANIPORTS,2019-07-18,2019-07-19,2019-07-23,2019-07-24,reverted,537.05,536.1,417.1,402.05,-0.4988657353877534,3.4214661855670085,1.4613002250896276,0.3219734534773299,0.18678123711340205,2019-08-29,True
ADANIPOWER,NTPC,NTPC,ADANIPOWER,2019-07-01,2019-07-02,2019-07-19,2019-07-22,reverted,143.0,130.5,61.1,60.7,-9.050075392307692,0.4652321112929607,-4.292421640507365,0.3088166510489511,0.18943237315875613,2019-07-25,False
NTPC,TATAPOWER,NTPC,TATAPOWER,2019-07-02,2019-07-03,2019-07-19,2019-07-22,reverted,143.85,130.5,73.5,66.2,-9.588488775182482,9.750867727891151,0.08118947635433482,0.307988253806048,0.1811050612244898,2019-07-25,False
NTPC,TATAPOWER,TATAPOWER,NTPC,2019-07-25,2019-07-26,2019-07-31,2019-08-01,window_end,61.3,60.3,127.95,124.15,-1.9510604920065202,2.782555912465809,0.4157477102296444,0.3197391216965742,0.18735420867526378,2019-08-29,False
POWERGRID,SUZLON,SUZLON,POWERGRID,2019-07-24,2019-07-25,2019-07-26,2019-07-29,reverted,3.95,4.65,209.6,210.9,17.37204952911393,-0.81080572519084,8.280621901961545,0.34946945822784814,0.1905767175572519,2019-08-29,True
GRASIM,RAMCOCEM,RAMCOCEM,GRASIM,2019-07-01,2019-07-02,2019-07-10,2019-07-11,reverted,788.0,789.0,924.2,924.25,-0.19553659923857553,-0.1954349404890721,-0.19548576986382382,0.32244015253807107,0.19002485609175504,2019-07-25,False
GRASIM,RAMCOCEM,GRASIM,RAMCOCEM,2019-07-29,2019-07-30,2019-07-31,2019-08-01,window_end,791.0,777.0,744.3,724.0,-2.089437720353985,2.539822977294094,0.2251926284700545,0.31952621592920355,0.1875718903667876,2019-08-29,False
