symbol_a,symbol_b,long_symbol,short_symbol,signal_entry_date,entry_fill_date,signal_exit_date,exit_fill_date,exit_reason,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pct,short_net_pct,net_pnl_pct,long_cost_pct,short_cost_pct,short_contract_expiry,rolled_forward_at_entry
SRF,TATACHEM,TATACHEM,SRF,2005-01-31,2005-02-01,2005-02-09,,no_fill,,,,,,,,,,,False
SRF,TATACHEM,TATACHEM,SRF,2005-02-10,2005-02-11,2005-02-16,,no_fill,,,,,,,,,,,False
AARTIIND,CHAMBLFERT,AARTIIND,CHAMBLFERT,2005-02-03,2005-02-04,2005-02-28,,no_fill,,,,,,,,,,,False
CHAMBLFERT,SRF,SRF,CHAMBLFERT,2005-02-03,2005-02-04,2005-02-11,,no_fill,,,,,,,,,,,False
ABB,BEML,BEML,ABB,2005-02-03,2005-02-04,2005-02-17,,no_fill,,,,,,,,,,,False
BEML,SIEMENS,BEML,SIEMENS,2005-02-03,2005-02-04,2005-02-14,,no_fill,,,,,,,,,,,False
BEML,SIEMENS,BEML,SIEMENS,2005-02-24,2005-02-25,2005-02-28,,no_fill,,,,,,,,,,,False
BEML,BHEL,BEML,BHEL,2005-02-02,2005-02-03,2005-02-07,,no_fill,,,,,,,,,,,False
BEML,BHEL,BEML,BHEL,2005-02-24,2005-02-25,2005-02-28,,no_fill,,,,,,,,,,,False
CIPLA,DIVISLAB,DIVISLAB,CIPLA,2005-01-31,2005-02-01,2005-02-08,,no_fill,,,,,,,,,,,False
GLENMARK,WOCKPHARMA,WOCKPHARMA,GLENMARK,2005-02-01,2005-02-02,2005-02-07,,no_fill,,,,,,,,,,,False
DIVISLAB,SUNPHARMA,DIVISLAB,SUNPHARMA,2005-01-31,2005-02-01,2005-02-18,,no_fill,,,,,,,,,,,False
DIVISLAB,SUNPHARMA,DIVISLAB,SUNPHARMA,2005-02-24,2005-02-25,2005-02-28,,no_fill,,,,,,,,,,,False
ASHOKLEY,MARUTI,ASHOKLEY,MARUTI,2005-02-09,2005-02-10,2005-02-16,,no_fill,,,,,,,,,,,False
ASHOKLEY,BHARATFORG,BHARATFORG,ASHOKLEY,2005-02-21,2005-02-22,2005-02-23,,no_fill,,,,,,,,,,,False
FEDERALBNK,IDBI,IDBI,FEDERALBNK,2005-02-18,2005-02-21,2005-02-28,,no_fill,,,,,,,,,,,False
CANBK,IDBI,IDBI,CANBK,2005-02-21,2005-02-22,2005-02-28,,no_fill,,,,,,,,,,,False
HINDPETRO,ONGC,HINDPETRO,ONGC,2005-02-23,2005-02-24,2005-02-28,,no_fill,,,,,,,,,,,False
GAIL,MRPL,MRPL,GAIL,2005-02-25,2005-02-28,2005-02-28,,no_fill,,,,,,,,,,,False
CESC,TATAPOWER,CESC,TATAPOWER,2005-02-15,2005-02-16,2005-02-22,,no_fill,,,,,,,,,,,False
DABUR,ITC,ITC,DABUR,2005-02-01,2005-02-02,2005-02-28,,no_fill,,,,,,,,,,,False
GMDCLTD,NATIONALUM,NATIONALUM,GMDCLTD,2005-02-14,2005-02-15,2005-02-28,,no_fill,,,,,,,,,,,False
GMDCLTD,JINDALSTEL,GMDCLTD,JINDALSTEL,2005-02-08,2005-02-09,2005-02-16,,no_fill,,,,,,,,,,,False
GMDCLTD,JINDALSTEL,JINDALSTEL,GMDCLTD,2005-02-24,2005-02-25,2005-02-28,,no_fill,,,,,,,,,,,False
JINDALSTEL,SAIL,JINDALSTEL,SAIL,2005-02-01,2005-02-02,2005-02-07,,no_fill,,,,,,,,,,,False
