symbol_a,symbol_b,long_symbol,short_symbol,signal_entry_date,entry_fill_date,signal_exit_date,exit_fill_date,exit_reason,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pct,short_net_pct,net_pnl_pct,long_cost_pct,short_cost_pct,short_contract_expiry,rolled_forward_at_entry
ENGINERSIN,L&TFH,ENGINERSIN,L&TFH,2019-07-05,2019-07-08,2019-07-19,2019-07-22,reverted,113.6,106.25,124.3,106.3,-6.782376132130271,14.304072357200322,3.7608481125350255,0.3123057095950705,0.1770217699115044,2019-07-25,False
RBLBANK,TVSMOTOR,TVSMOTOR,RBLBANK,2019-06-28,2019-07-01,2019-07-11,2019-07-12,reverted,433.9,430.0,635.7,634.25,-1.2196890162249274,0.03827975145510093,-0.5907046323849132,0.3208644022585849,0.18981526191599812,2019-07-25,False
RBLBANK,TVSMOTOR,RBLBANK,TVSMOTOR,2019-07-19,2019-07-22,2019-07-31,2019-08-01,window_end,495.0,395.0,387.15,358.6,-20.493230533333332,7.191001950148507,-6.651114291592412,0.2912103313131313,0.18340073614877953,2019-08-29,True
EQUITAS,SBILIFE,EQUITAS,SBILIFE,2019-07-25,2019-07-26,2019-07-31,,no_fill,,,,,,,,,,,False
INDIANB,SOUTHBANK,INDIANB,SOUTHBANK,2019-07-08,2019-07-09,2019-07-31,,no_fill,,,,,,,,,,,False
COALINDIA,VGUARD,COALINDIA,VGUARD,2019-07-01,2019-07-02,2019-07-22,,no_fill,,,,,,,,,,,False
COALINDIA,VGUARD,COALINDIA,VGUARD,2019-07-25,2019-07-26,2019-07-31,,no_fill,,,,,,,,,,,False
INDUSINDBK,KOTAKBANK,KOTAKBANK,INDUSINDBK,2019-07-11,2019-07-12,2019-07-15,2019-07-16,reverted,1486.95,1508.0,1547.0,1484.85,1.0912295262987965,3.831039201034268,2.4611343636665324,0.32441995754396585,0.18641393406593404,2019-07-25,False
INDUSINDBK,KOTAKBANK,INDUSINDBK,KOTAKBANK,2019-07-24,2019-07-25,2019-07-31,2019-08-01,window_end,1368.0,1390.1,1500.0,1511.7,1.2907701074122644,-0.9707201280000028,0.16002498970613077,0.32472696861111117,0.19072012799999996,2019-08-29,True
BAJAJFINSV,TATAMOTORS,BAJAJFINSV,TATAMOTORS,2019-07-11,2019-07-12,2019-07-26,2019-07-25,rollover,7690.0,7069.9,155.9,144.3,-8.373576620772436,7.257325837075045,-0.5581253918486957,0.30985750503771137,0.18334125721616418,2019-07-25,False
HAVELLS,SOUTHBANK,HAVELLS,SOUTHBANK,2019-07-11,2019-07-12,2019-07-22,,no_fill,,,,,,,,,,,False
HAVELLS,SOUTHBANK,HAVELLS,SOUTHBANK,2019-07-29,2019-07-30,2019-07-31,,no_fill,,,,,,,,,,,False
BPCL,MANAPPURAM,BPCL,MANAPPURAM,2019-07-12,2019-07-15,2019-07-31,2019-07-25,rollover,346.2,351.0,130.1,115.15,1.0621066530329395,11.311455111452725,6.186780882242832,0.3243751493934142,0.1797055342044581,2019-07-25,False
