symbol_a,symbol_b,long_symbol,short_symbol,signal_entry_date,entry_fill_date,signal_exit_date,exit_fill_date,exit_reason,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pct,short_net_pct,net_pnl_pct,long_cost_pct,short_cost_pct,short_contract_expiry,rolled_forward_at_entry
BALRAMCHIN,HINDPETRO,HINDPETRO,BALRAMCHIN,2005-02-04,2005-02-07,2005-02-10,,no_fill,,,,,,,,,,,False
AARTIIND,RELCAPITAL,RELCAPITAL,AARTIIND,2005-02-07,2005-02-08,2005-02-28,,no_fill,,,,,,,,,,,False
HEXAWARE,VIJAYABANK,VIJAYABANK,HEXAWARE,2005-01-31,2005-02-01,2005-02-23,,no_fill,,,,,,,,,,,False
GNFC,SYNDIBANK,GNFC,SYNDIBANK,2005-02-22,2005-02-23,2005-02-24,,no_fill,,,,,,,,,,,False
GNFC,SYNDIBANK,GNFC,SYNDIBANK,2005-02-28,2005-03-01,2005-02-28,,no_fill,,,,,,,,,,,False
GMDCLTD,SYNDIBANK,SYNDIBANK,GMDCLTD,2005-02-24,2005-02-25,2005-02-28,,no_fill,,,,,,,,,,,False
ITC,NAGARCONST,ITC,NAGARCONST,2005-02-01,2005-02-02,2005-02-28,,no_fill,,,,,,,,,,,False
MARUTI,NICOLASPIR,NICOLASPIR,MARUTI,2005-02-09,2005-02-10,2005-02-25,,no_fill,,,,,,,,,,,False
BEML,MARUTI,BEML,MARUTI,2005-02-09,2005-02-10,2005-02-14,,no_fill,,,,,,,,,,,False
BEML,MARUTI,MARUTI,BEML,2005-02-17,2005-02-18,2005-02-23,,no_fill,,,,,,,,,,,False
PANTALOONR,TATAMOTORS,TATAMOTORS,PANTALOONR,2005-02-01,2005-02-02,2005-02-22,,no_fill,,,,,,,,,,,False
INDHOTEL,IVRCLINFRA,INDHOTEL,IVRCLINFRA,2005-02-25,2005-02-28,2005-02-28,,no_fill,,,,,,,,,,,False
I-FLEX,RELCAPITAL,I-FLEX,RELCAPITAL,2005-02-11,2005-02-14,2005-02-28,,no_fill,,,,,,,,,,,False
BEL,HEROHONDA,HEROHONDA,BEL,2005-02-10,2005-02-11,2005-02-28,,no_fill,,,,,,,,,,,False
I-FLEX,NICOLASPIR,NICOLASPIR,I-FLEX,2005-02-21,2005-02-22,2005-02-25,,no_fill,,,,,,,,,,,False
BILT,GLENMARK,BILT,GLENMARK,2005-02-01,2005-02-02,2005-02-07,,no_fill,,,,,,,,,,,False
BILT,GLENMARK,GLENMARK,BILT,2005-02-16,2005-02-17,2005-02-28,,no_fill,,,,,,,,,,,False
HEROHONDA,RELIANCE,HEROHONDA,RELIANCE,2005-02-01,2005-02-02,2005-02-11,,no_fill,,,,,,,,,,,False
NAGARCONST,RANBAXY,RANBAXY,NAGARCONST,2005-02-24,2005-02-25,2005-02-28,,no_fill,,,,,,,,,,,False
BANKINDIA,SBIN,BANKINDIA,SBIN,2005-02-24,2005-02-25,2005-02-28,,no_fill,,,,,,,,,,,False
BATAINDIA,PANTALOONR,BATAINDIA,PANTALOONR,2005-01-31,2005-02-01,2005-02-24,,no_fill,,,,,,,,,,,False
CADILAHC,NAGARFERT,CADILAHC,NAGARFERT,2005-02-03,2005-02-04,2005-02-15,,no_fill,,,,,,,,,,,False
CROMPGREAV,HINDOILEXP,HINDOILEXP,CROMPGREAV,2005-03-03,2005-03-04,2005-03-21,,no_fill,,,,,,,,,,,False
CROMPGREAV,HINDOILEXP,CROMPGREAV,HINDOILEXP,2005-03-31,2005-04-01,2005-03-31,,no_fill,,,,,,,,,,,False
ALBK,DABUR,DABUR,ALBK,2005-03-09,2005-03-10,2005-03-31,,no_fill,,,,,,,,,,,False
BILT,FEDERALBNK,FEDERALBNK,BILT,2005-03-02,2005-03-03,2005-03-09,,no_fill,,,,,,,,,,,False
CHENNPETRO,UCOBANK,CHENNPETRO,UCOBANK,2005-02-28,2005-03-01,2005-03-07,,no_fill,,,,,,,,,,,False
BHEL,LICHSGFIN,BHEL,LICHSGFIN,2005-03-08,2005-03-09,2005-03-22,,no_fill,,,,,,,,,,,False
IFCI,ITC,IFCI,ITC,2005-03-01,2005-03-02,2005-03-30,,no_fill,,,,,,,,,,,False
MOSERBAER,NAGARCONST,MOSERBAER,NAGARCONST,2005-03-28,2005-03-29,2005-03-31,,no_fill,,,,,,,,,,,False
IDBI,ROLTA,ROLTA,IDBI,2005-03-24,2005-03-28,2005-03-31,,no_fill,,,,,,,,,,,False
NAGARFERT,PNB,NAGARFERT,PNB,2005-02-28,2005-03-01,2005-03-17,,no_fill,,,,,,,,,,,False
BALAJITELE,CORPBANK,BALAJITELE,CORPBANK,2005-02-28,2005-03-01,2005-03-04,,no_fill,,,,,,,,,,,False
BALAJITELE,CORPBANK,BALAJITELE,CORPBANK,2005-03-31,2005-04-01,2005-03-31,,no_fill,,,,,,,,,,,False
RELCAPITAL,TATATEA,TATATEA,RELCAPITAL,2005-03-28,2005-03-29,2005-03-31,,no_fill,,,,,,,,,,,False
HEROHONDA,UCOBANK,UCOBANK,HEROHONDA,2005-03-22,2005-03-23,2005-03-31,,no_fill,,,,,,,,,,,False
INDIACEM,NATIONALUM,NATIONALUM,INDIACEM,2005-03-03,2005-03-04,2005-03-21,,no_fill,,,,,,,,,,,False
BEML,TATATEA,TATATEA,BEML,2005-03-31,2005-04-01,2005-03-31,,no_fill,,,,,,,,,,,False
AMTEKAUTO,BHUSANSTL,AMTEKAUTO,BHUSANSTL,2005-03-10,2005-03-11,2005-03-30,,no_fill,,,,,,,,,,,False
BANKINDIA,KTKBANK,KTKBANK,BANKINDIA,2005-02-28,2005-03-01,2005-03-24,,no_fill,,,,,,,,,,,False
GLAXO,MAX,GLAXO,MAX,2005-03-17,2005-03-18,2005-03-31,,no_fill,,,,,,,,,,,False
ASHOKLEY,CORPBANK,ASHOKLEY,CORPBANK,2005-02-28,2005-03-01,2005-03-08,,no_fill,,,,,,,,,,,False
ASHOKLEY,CORPBANK,ASHOKLEY,CORPBANK,2005-03-29,2005-03-30,2005-03-31,,no_fill,,,,,,,,,,,False
IVRCLINFRA,SYNDIBANK,SYNDIBANK,IVRCLINFRA,2005-03-04,2005-03-07,2005-03-31,,no_fill,,,,,,,,,,,False
KTKBANK,VSNL,VSNL,KTKBANK,2005-03-02,2005-03-03,2005-03-10,,no_fill,,,,,,,,,,,False
KTKBANK,VSNL,VSNL,KTKBANK,2005-03-28,2005-03-29,2005-03-29,,no_fill,,,,,,,,,,,False
IOC,IVRCLINFRA,IOC,IVRCLINFRA,2005-02-28,2005-03-01,2005-03-22,,no_fill,,,,,,,,,,,False
BATAINDIA,NICOLASPIR,NICOLASPIR,BATAINDIA,2005-03-09,2005-03-10,2005-03-24,,no_fill,,,,,,,,,,,False
BAJAJHIND,NATIONALUM,BAJAJHIND,NATIONALUM,2005-03-08,2005-03-09,2005-03-21,,no_fill,,,,,,,,,,,False
BAJAJHIND,MAX,MAX,BAJAJHIND,2005-02-28,2005-03-01,2005-03-01,,no_fill,,,,,,,,,,,False
BAJAJHIND,MAX,BAJAJHIND,MAX,2005-03-07,2005-03-08,2005-03-31,,no_fill,,,,,,,,,,,False
CORPBANK,IDBI,IDBI,CORPBANK,2005-04-21,2005-04-22,2005-04-29,,no_fill,,,,,,,,,,,False
BHARATFORG,UNIONBANK,UNIONBANK,BHARATFORG,2005-04-28,2005-04-29,2005-04-29,,no_fill,,,,,,,,,,,False
GAIL,ITC,GAIL,ITC,2005-03-31,2005-04-01,2005-04-25,,no_fill,,,,,,,,,,,False
GAIL,ITC,GAIL,ITC,2005-04-28,2005-04-29,2005-04-29,,no_fill,,,,,,,,,,,False
BAJAJHIND,PFIZER,PFIZER,BAJAJHIND,2005-04-06,2005-04-07,2005-04-11,,no_fill,,,,,,,,,,,False
BEL,MRPL,MRPL,BEL,2005-04-12,2005-04-13,2005-04-29,,no_fill,,,,,,,,,,,False
ALBK,MAHSEAMLES,ALBK,MAHSEAMLES,2005-04-13,2005-04-15,2005-04-26,,no_fill,,,,,,,,,,,False
MARUTI,TATATEA,MARUTI,TATATEA,2005-04-05,2005-04-06,2005-04-13,,no_fill,,,,,,,,,,,False
