symbol_a,symbol_b,long_symbol,short_symbol,signal_entry_date,entry_fill_date,signal_exit_date,exit_fill_date,exit_reason,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pct,short_net_pct,net_pnl_pct,long_cost_pct,short_cost_pct,short_contract_expiry,rolled_forward_at_entry
TATACHEM,AARTIIND,TATACHEM,AARTIIND,2005-02-02,2005-02-03,2005-02-28,,no_fill,,,,,,,,,,,False
TATACHEM,SRF,TATACHEM,SRF,2005-01-31,2005-02-01,2005-02-09,,no_fill,,,,,,,,,,,False
TATACHEM,SRF,TATACHEM,SRF,2005-02-10,2005-02-11,2005-02-16,,no_fill,,,,,,,,,,,False
AARTIIND,SRF,SRF,AARTIIND,2005-02-07,2005-02-08,2005-02-28,,no_fill,,,,,,,,,,,False
BHEL,BEML,BEML,BHEL,2005-02-02,2005-02-03,2005-02-07,,no_fill,,,,,,,,,,,False
BHEL,BEML,BEML,BHEL,2005-02-24,2005-02-25,2005-02-28,,no_fill,,,,,,,,,,,False
BHEL,ABB,BHEL,ABB,2005-02-07,2005-02-08,2005-02-22,,no_fill,,,,,,,,,,,False
BEML,ABB,BEML,ABB,2005-02-03,2005-02-04,2005-02-17,,no_fill,,,,,,,,,,,False
CIPLA,GLENMARK,CIPLA,GLENMARK,2005-02-24,2005-02-25,2005-02-28,,no_fill,,,,,,,,,,,False
CIPLA,DRREDDY,DRREDDY,CIPLA,2005-01-31,2005-02-01,2005-02-08,,no_fill,,,,,,,,,,,False
GLENMARK,DRREDDY,DRREDDY,GLENMARK,2005-02-01,2005-02-02,2005-02-14,,no_fill,,,,,,,,,,,False
MARUTI,M&M,M&M,MARUTI,2005-02-09,2005-02-10,2005-02-28,,no_fill,,,,,,,,,,,False
MARUTI,ASHOKLEY,ASHOKLEY,MARUTI,2005-02-09,2005-02-10,2005-02-16,,no_fill,,,,,,,,,,,False
M&M,ASHOKLEY,M&M,ASHOKLEY,2005-02-18,2005-02-21,2005-02-25,,no_fill,,,,,,,,,,,False
SBIN,CANBK,CANBK,SBIN,2005-02-24,2005-02-25,2005-02-28,,no_fill,,,,,,,,,,,False
RELIANCE,HINDPETRO,HINDPETRO,RELIANCE,2005-02-22,2005-02-23,2005-02-28,,no_fill,,,,,,,,,,,False
ONGC,HINDPETRO,HINDPETRO,ONGC,2005-02-23,2005-02-24,2005-02-28,,no_fill,,,,,,,,,,,False
TATAPOWER,CESC,CESC,TATAPOWER,2005-02-15,2005-02-16,2005-02-22,,no_fill,,,,,,,,,,,False
ITC,DABUR,ITC,DABUR,2005-02-01,2005-02-02,2005-02-28,,no_fill,,,,,,,,,,,False
SAIL,JINDALSTEL,JINDALSTEL,SAIL,2005-02-01,2005-02-02,2005-02-07,,no_fill,,,,,,,,,,,False
NATIONALUM,JINDALSTEL,NATIONALUM,JINDALSTEL,2005-02-08,2005-02-09,2005-02-25,,no_fill,,,,,,,,,,,False
IFCI,LICHSGFIN,LICHSGFIN,IFCI,2005-02-04,2005-02-07,2005-02-14,,no_fill,,,,,,,,,,,False
TATACHEM,CHAMBLFERT,TATACHEM,CHAMBLFERT,2005-03-28,2005-03-29,2005-03-30,,no_fill,,,,,,,,,,,False
TATACHEM,AARTIIND,AARTIIND,TATACHEM,2005-03-17,2005-03-18,2005-03-31,,no_fill,,,,,,,,,,,False
BHEL,BEML,BEML,BHEL,2005-02-28,2005-03-01,2005-03-03,,no_fill,,,,,,,,,,,False
BHEL,BEML,BHEL,BEML,2005-03-17,2005-03-18,2005-03-24,,no_fill,,,,,,,,,,,False
BHEL,BEML,BHEL,BEML,2005-03-31,2005-04-01,2005-03-31,,no_fill,,,,,,,,,,,False
BHEL,ABB,ABB,BHEL,2005-03-24,2005-03-28,2005-03-30,,no_fill,,,,,,,,,,,False
BEML,ABB,ABB,BEML,2005-03-31,2005-04-01,2005-03-31,,no_fill,,,,,,,,,,,False
CIPLA,GLENMARK,CIPLA,GLENMARK,2005-03-01,2005-03-02,2005-03-24,,no_fill,,,,,,,,,,,False
CIPLA,DRREDDY,DRREDDY,CIPLA,2005-03-09,2005-03-10,2005-03-14,,no_fill,,,,,,,,,,,False
CIPLA,DRREDDY,CIPLA,DRREDDY,2005-03-23,2005-03-24,2005-03-31,,no_fill,,,,,,,,,,,False
GLENMARK,DRREDDY,DRREDDY,GLENMARK,2005-03-02,2005-03-03,2005-03-29,,no_fill,,,,,,,,,,,False
MARUTI,M&M,MARUTI,M&M,2005-03-07,2005-03-08,2005-03-10,,no_fill,,,,,,,,,,,False
MARUTI,M&M,M&M,MARUTI,2005-03-28,2005-03-29,2005-03-31,,no_fill,,,,,,,,,,,False
MARUTI,ASHOKLEY,ASHOKLEY,MARUTI,2005-03-29,2005-03-30,2005-03-31,,no_fill,,,,,,,,,,,False
M&M,ASHOKLEY,ASHOKLEY,M&M,2005-03-29,2005-03-30,2005-03-31,,no_fill,,,,,,,,,,,False
SBIN,PNB,PNB,SBIN,2005-03-03,2005-03-04,2005-03-15,,no_fill,,,,,,,,,,,False
SBIN,CANBK,CANBK,SBIN,2005-03-17,2005-03-18,2005-03-29,,no_fill,,,,,,,,,,,False
PNB,CANBK,CANBK,PNB,2005-03-07,2005-03-08,2005-03-10,,no_fill,,,,,,,,,,,False
RELIANCE,ONGC,RELIANCE,ONGC,2005-03-01,2005-03-02,2005-03-07,,no_fill,,,,,,,,,,,False
RELIANCE,HINDPETRO,HINDPETRO,RELIANCE,2005-03-04,2005-03-07,2005-03-22,,no_fill,,,,,,,,,,,False
ONGC,HINDPETRO,HINDPETRO,ONGC,2005-03-01,2005-03-02,2005-03-30,,no_fill,,,,,,,,,,,False
ONGC,HINDPETRO,HINDPETRO,ONGC,2005-03-31,2005-04-01,2005-03-31,,no_fill,,,,,,,,,,,False
TATAPOWER,CESC,TATAPOWER,CESC,2005-03-02,2005-03-03,2005-03-17,,no_fill,,,,,,,,,,,False
ITC,DABUR,DABUR,ITC,2005-03-24,2005-03-28,2005-03-31,,no_fill,,,,,,,,,,,False
SAIL,NATIONALUM,NATIONALUM,SAIL,2005-03-02,2005-03-03,2005-03-15,,no_fill,,,,,,,,,,,False
SAIL,JINDALSTEL,SAIL,JINDALSTEL,2005-03-04,2005-03-07,2005-03-16,,no_fill,,,,,,,,,,,False
NATIONALUM,JINDALSTEL,NATIONALUM,JINDALSTEL,2005-03-03,2005-03-04,2005-03-15,,no_fill,,,,,,,,,,,False
GRASIM,SHREECEM,GRASIM,SHREECEM,2005-03-03,2005-03-04,2005-03-31,,no_fill,,,,,,,,,,,False
WIPRO,HCLTECH,WIPRO,HCLTECH,2005-03-10,2005-03-11,2005-03-31,,no_fill,,,,,,,,,,,False
WIPRO,TATAELXSI,WIPRO,TATAELXSI,2005-03-07,2005-03-08,2005-03-16,,no_fill,,,,,,,,,,,False
