strategy,symbol,n_trades,mean_net_pct,total_net_pct
price_action LONG (honest execution) [primary/train],MIC,3,-1.1715399362264336,-3.514619808679301
price_action LONG (honest execution) [primary/train],MICO,1,-0.6772545418666646,-0.6772545418666646
price_action LONG (honest execution) [primary/train],MID-DAY,4,6.616710386676924,26.466841546707695
price_action LONG (honest execution) [primary/train],MINDTREE,11,-1.7409224590280514,-19.150147049308565
price_action LONG (honest execution) [primary/train],MIRZAINT,1,-9.470989723924449,-9.470989723924449
price_action LONG (honest execution) [primary/train],MIRZATAN,1,-2.441115920051974,-2.441115920051974
price_action LONG (honest execution) [primary/train],MLL,20,1.6678462198328354,33.35692439665671
price_action LONG (honest execution) [primary/train],MMTC,3,-8.040884618430994,-24.12265385529298
price_action LONG (honest execution) [primary/train],MONNETISPA,1,-3.889467660071807,-3.889467660071807
price_action LONG (honest execution) [primary/train],MONSANTO,3,-1.4988323504867858,-4.4964970514603575
price_action LONG (honest execution) [primary/train],MOSERBAER,17,0.32418561507970267,5.511155456354945
price_action LONG (honest execution) [primary/train],MOTHERSUMI,8,-0.8608753007186618,-6.8870024057492945
price_action LONG (honest execution) [primary/train],MPHASIS,15,-0.3546275768999974,-5.319413653499961
price_action LONG (honest execution) [primary/train],MPHASISBFL,4,0.35216644085991466,1.4086657634396587
price_action LONG (honest execution) [primary/train],MRF,9,1.8042539375289681,16.238285437760712
price_action LONG (honest execution) [primary/train],MRO-TEK,4,-7.212108214786538,-28.84843285914615
price_action LONG (honest execution) [primary/train],MRPL,26,1.721755772323939,44.76565008042241
price_action LONG (honest execution) [primary/train],MSKPROJ,4,-5.669897039962747,-22.679588159850987
price_action LONG (honest execution) [primary/train],MTNL,21,-1.5645597890592384,-32.85575557024401
price_action LONG (honest execution) [primary/train],MUKANDLTD,7,-2.241566180785699,-15.690963265499894
price_action LONG (honest execution) [primary/train],MUNDRAPORT,9,0.8846490139212935,7.961841125291642
price_action LONG (honest execution) [primary/train],MUTHOOTFIN,4,-7.238130949056378,-28.952523796225513
price_action LONG (honest execution) [primary/train],MYSORECEM,6,4.8828974164832575,29.297384498899547
price_action LONG (honest execution) [primary/train],NAGARCONST,17,-1.1311788171538695,-19.23003989161578
price_action LONG (honest execution) [primary/train],NAGARFERT,30,-0.222107675011286,-6.6632302503385805
price_action LONG (honest execution) [primary/train],NAHAREXP,1,0.4522195411694532,0.4522195411694532
price_action LONG (honest execution) [primary/train],NAHARSPG,1,7.558192024545461,7.558192024545461
price_action LONG (honest execution) [primary/train],NATCOPHARM,5,-16.44222062563198,-82.21110312815989
price_action LONG (honest execution) [primary/train],NATIONALUM,16,3.338155415743267,53.41048665189227
price_action LONG (honest execution) [primary/train],NAVBARFERO,3,-5.321262639210585,-15.963787917631755
price_action LONG (honest execution) [primary/train],NBCC,8,0.661189260889592,5.289514087116736
price_action LONG (honest execution) [primary/train],NBVENTURES,2,8.425653274249113,16.851306548498226
price_action LONG (honest execution) [primary/train],NCC,22,0.6415171700383792,14.113377740844342
price_action LONG (honest execution) [primary/train],NDTV,18,-0.4439834187138755,-7.991701536849758
price_action LONG (honest execution) [primary/train],NESTLEIND,7,-0.11361065144193651,-0.7952745600935556
price_action LONG (honest execution) [primary/train],NEYVELILIG,22,-0.28188764911987063,-6.201528280637154
price_action LONG (honest execution) [primary/train],NFL,2,-8.001858028160282,-16.003716056320563
price_action LONG (honest execution) [primary/train],NHPC,16,-0.6832439745466128,-10.931903592745805
price_action LONG (honest execution) [primary/train],NICOLASPIR,11,-0.6251884742255878,-6.877073216481466
price_action LONG (honest execution) [primary/train],NIFTYBEES,5,1.8349009018276905,9.174504509138453
price_action LONG (honest execution) [primary/train],NIITLTD,13,-1.791232392563703,-23.28602110332814
price_action LONG (honest execution) [primary/train],NIITTECH,17,-4.886589162700774,-83.07201576591315
price_action LONG (honest execution) [primary/train],NILKAMAL,4,-4.18731259647039,-16.74925038588156
price_action LONG (honest execution) [primary/train],NIPPONDENR,2,-0.306528545929897,-0.613057091859794
price_action LONG (honest execution) [primary/train],NMDC,18,-1.7725529865135063,-31.905953757243115
price_action LONG (honest execution) [primary/train],NOCIL,7,-9.098404807240238,-63.688833650681666
price_action LONG (honest execution) [primary/train],NOIDATOLL,12,-1.3119066496049234,-15.74287979525908
price_action LONG (honest execution) [primary/train],NRC,3,-3.206037292768549,-9.618111878305648
price_action LONG (honest execution) [primary/train],NTPC,33,0.7121150286082523,23.499795944072325
price_action LONG (honest execution) [primary/train],NUCLEUS,7,-6.275103644667995,-43.92572551267597
price_action LONG (honest execution) [primary/train],OFSS,13,-3.5526641193207746,-46.18463355117007
price_action LONG (honest execution) [primary/train],OIL,5,4.647342211675548,23.236711058377743
price_action LONG (honest execution) [primary/train],OMAXE,1,4.360814978938054,4.360814978938054
price_action LONG (honest execution) [primary/train],ONGC,31,-1.743236500320847,-54.040331509946256
price_action LONG (honest execution) [primary/train],ONMOBILE,13,-4.660027834918593,-60.58036185394171
price_action LONG (honest execution) [primary/train],OPTOCIRCUI,24,-1.5421151452299664,-37.01076348551919
price_action LONG (honest execution) [primary/train],ORBITCORP,17,-0.4671943822676631,-7.942304498550272
price_action LONG (honest execution) [primary/train],ORCHIDCHEM,27,-0.7943667537909275,-21.44790235235504
price_action LONG (honest execution) [primary/train],ORIENTBANK,52,-0.10613645512035785,-5.519095666258608
price_action LONG (honest execution) [primary/train],ORIENTPPR,2,-4.39897495713605,-8.7979499142721
price_action LONG (honest execution) [primary/train],ORISSAMINE,1,-6.593317510759146,-6.593317510759146
price_action LONG (honest execution) [primary/train],OUDHSUG,1,2.968987240222212,2.968987240222212
price_action LONG (honest execution) [primary/train],PANACEABIO,4,-8.392500932457784,-33.570003729831136
price_action LONG (honest execution) [primary/train],PANTALOONR,25,-2.8725023516201493,-71.81255879050373
price_action LONG (honest execution) [primary/train],PARSVNATH,9,6.772936984883476,60.95643286395128
price_action LONG (honest execution) [primary/train],PATELENG,14,3.3638676860427035,47.09414760459785
price_action LONG (honest execution) [primary/train],PATNI,16,-0.10777088708554472,-1.7243341933687155
price_action LONG (honest execution) [primary/train],PCJEWELLER,1,-6.753662227054358,-6.753662227054358
price_action LONG (honest execution) [primary/train],PEL,3,-3.382987496475424,-10.148962489426271
price_action LONG (honest execution) [primary/train],PENINLAND,4,0.5171505125662543,2.0686020502650173
price_action LONG (honest execution) [primary/train],PENTSFWARE,2,4.7679622752941215,9.535924550588243
price_action LONG (honest execution) [primary/train],PERSISTENT,1,-5.877461387010525,-5.877461387010525
price_action LONG (honest execution) [primary/train],PETRONET,42,-1.127629956336102,-47.36045816611629
price_action LONG (honest execution) [primary/train],PFC,23,0.8721741434349599,20.06000529900408
price_action LONG (honest execution) [primary/train],PFS,7,-5.385189907309639,-37.69632935116748
price_action LONG (honest execution) [primary/train],PIDILITIND,13,0.42245232050344456,5.491880166544779
price_action LONG (honest execution) [primary/train],PIPAVAVDOC,3,-0.8135724702626786,-2.440717410788036
price_action LONG (honest execution) [primary/train],PIPAVAVYD,3,2.737943367209947,8.21383010162984
price_action LONG (honest execution) [primary/train],PIRHEALTH,7,-2.2994943083352473,-16.09646015834673
price_action LONG (honest execution) [primary/train],PNB,44,-0.08958838727904465,-3.9418890402779647
price_action LONG (honest execution) [primary/train],POLARIS,42,-2.220213137351188,-93.24895176874989
price_action LONG (honest execution) [primary/train],POWERGRID,23,-0.5842690865098872,-13.438188989727404
price_action LONG (honest execution) [primary/train],PRAJIND,43,-3.144838126020027,-135.22803941886116
price_action LONG (honest execution) [primary/train],PRAKASH,5,-6.800024975634997,-34.00012487817499
price_action LONG (honest execution) [primary/train],PRISMCEM,12,0.8383343271310825,10.06001192557299
price_action LONG (honest execution) [primary/train],PRITHVI,6,-4.419749456287044,-26.518496737722266
price_action LONG (honest execution) [primary/train],PSTL,2,-17.894751961584628,-35.789503923169256
price_action LONG (honest execution) [primary/train],PTC,31,-2.2349051658769157,-69.28206014218439
price_action LONG (honest execution) [primary/train],PUNJABTRAC,3,-2.9221154398089264,-8.766346319426779
price_action LONG (honest execution) [primary/train],PUNJLLOYD,29,-0.44871622077418616,-13.012770402451398
price_action LONG (honest execution) [primary/train],PVR,6,-0.2569322191310221,-1.5415933147861327
price_action LONG (honest execution) [primary/train],RADICO,3,-3.489665399608388,-10.468996198825165
price_action LONG (honest execution) [primary/train],RAINCALCIN,3,9.470183599921974,28.41055079976592
price_action LONG (honest execution) [primary/train],RAJESHEXPO,18,2.7387228803588863,49.29701184645995
price_action LONG (honest execution) [primary/train],RAJSREESUG,2,-6.830932172472423,-13.661864344944846
price_action LONG (honest execution) [primary/train],RALLIS,2,-0.17311204387592638,-0.34622408775185276
price_action LONG (honest execution) [primary/train],RAMCOCEM,1,0.5298185326609778,0.5298185326609778
price_action LONG (honest execution) [primary/train],RAMCOSYS,1,-5.972642466499994,-5.972642466499994
price_action LONG (honest execution) [primary/train],RANBAXY,42,1.59056583109346,66.80376490592532
price_action LONG (honest execution) [primary/train],RAYMOND,21,-1.424304237756155,-29.910388992879255
price_action LONG (honest execution) [primary/train],RCF,22,-3.7456196929196652,-82.40363324423264
price_action LONG (honest execution) [primary/train],RCOM,35,0.44184327914091426,15.464514769931998
price_action LONG (honest execution) [primary/train],RECLTD,32,0.0545175957936761,1.7445630653976352
price_action LONG (honest execution) [primary/train],REIAGRO,5,0.2564045516640725,1.2820227583203625
price_action LONG (honest execution) [primary/train],REL,11,0.4731027675865679,5.204130443452247
price_action LONG (honest execution) [primary/train],RELCAPITAL,51,0.34318528319059494,17.50244944272034
price_action LONG (honest execution) [primary/train],RELIANCE,43,0.18866603124906758,8.112639343709906
price_action LONG (honest execution) [primary/train],RELINFRA,28,-0.5124992424332553,-14.349978788131148
price_action LONG (honest execution) [primary/train],RELMEDIA,1,3.312232719336044,3.312232719336044
price_action LONG (honest execution) [primary/train],RENUKA,26,-0.5995500181575323,-15.58830047209584
price_action LONG (honest execution) [primary/train],RIIL,42,0.8447031241973433,35.47753121628842
price_action LONG (honest execution) [primary/train],RNRL,23,0.001905160272087869,0.04381868625802099
price_action LONG (honest execution) [primary/train],ROLTA,34,-0.020186597835317014,-0.6863443264007785
price_action LONG (honest execution) [primary/train],RPL,9,5.286678566934081,47.58010710240673
price_action LONG (honest execution) [primary/train],RPOWER,23,0.01912961707285462,0.4399811926756563
price_action LONG (honest execution) [primary/train],RSSOFTWARE,2,1.1496087504201036,2.299217500840207
price_action LONG (honest execution) [primary/train],RUCHISOYA,11,4.0189656735736685,44.20862240931036
price_action LONG (honest execution) [primary/train],RUSHIL,6,5.148557514431488,30.891345086588927
price_action LONG (honest execution) [primary/train],SAIL,40,-0.11699576402760288,-4.679830561104115
price_action LONG (honest execution) [primary/train],SAKHTISUG,18,2.862476800838656,51.52458241509581
price_action LONG (honest execution) [primary/train],SASKEN,6,-7.765642412287281,-46.59385447372369
price_action LONG (honest execution) [primary/train],SATNAMOVER,1,-2.5778802818810544,-2.5778802818810544
price_action LONG (honest execution) [primary/train],SATYAMCOMP,28,-3.08029644544818,-86.24830047254903
price_action LONG (honest execution) [primary/train],SAWPIPES,1,3.383843044104806,3.383843044104806
price_action LONG (honest execution) [primary/train],SB&TINTL,2,-2.7505170434551984,-5.501034086910397
price_action LONG (honest execution) [primary/train],SBIN,57,-0.7064138809244127,-40.265591212691525
price_action LONG (honest execution) [primary/train],SCANDENT,1,-9.410262086075988,-9.410262086075988
price_action LONG (honest execution) [primary/train],SCI,17,-2.5528666379245957,-43.398732844718126
price_action LONG (honest execution) [primary/train],SEAMECLTD,1,1.3490828779913202,1.3490828779913202
price_action LONG (honest execution) [primary/train],SESAGOA,45,0.7295080833261639,32.82786374967738
price_action LONG (honest execution) [primary/train],SHASUNPHAR,5,2.3655401051567155,11.827700525783579
price_action LONG (honest execution) [primary/train],SHIV-VANI,2,-8.150215075464832,-16.300430150929664
price_action LONG (honest execution) [primary/train],SHREEASHTA,3,10.92334804208887,32.77004412626661
price_action LONG (honest execution) [primary/train],SHREECEM,5,-4.413174027586365,-22.065870137931825
price_action LONG (honest execution) [primary/train],SHYAMTELE,1,-10.260753644623898,-10.260753644623898
price_action LONG (honest execution) [primary/train],SIEMENS,46,0.6204028592121392,28.538531523758405
price_action LONG (honest execution) [primary/train],SINTEX,31,0.7570088403678271,23.46727405140264
price_action LONG (honest execution) [primary/train],SKSMICRO,18,-0.23961453892866283,-4.313061700715931
price_action LONG (honest execution) [primary/train],SKUMARSYNF,26,-1.8622648899885474,-48.418887139702235
price_action LONG (honest execution) [primary/train],SOBHA,8,6.012542379789903,48.10033903831923
price_action LONG (honest execution) [primary/train],SONATSOFTW,1,-8.544646936630052,-8.544646936630052
price_action LONG (honest execution) [primary/train],SOUTHBANK,12,-1.6822497882001812,-20.186997458402175
price_action LONG (honest execution) [primary/train],SPARC,8,-0.18956931852929748,-1.5165545482343799
price_action LONG (honest execution) [primary/train],SREINTFIN,19,-2.7470725725880323,-52.19437887917261
price_action LONG (honest execution) [primary/train],SRF,30,-2.771257115896927,-83.1377134769078
price_action LONG (honest execution) [primary/train],SRTRANSFIN,21,-0.3687136617751238,-7.742986897277601
price_action LONG (honest execution) [primary/train],STAR,30,0.6175688972197498,18.527066916592496
price_action LONG (honest execution) [primary/train],STCINDIA,7,-7.619070577054606,-53.33349403938224
price_action LONG (honest execution) [primary/train],STER,17,-1.0776112868924856,-18.319391877172254
price_action LONG (honest execution) [primary/train],STERLINBIO,7,-5.783654968882608,-40.48558478217826
price_action LONG (honest execution) [primary/train],STROPTICAL,15,1.9368429571233485,29.052644356850227
price_action LONG (honest execution) [primary/train],STRTECH,2,-3.869402158552271,-7.738804317104542
price_action LONG (honest execution) [primary/train],SUBEX,7,2.901709248045449,20.311964736318142
price_action LONG (honest execution) [primary/train],SUNPHARMA,35,-0.9619799842498269,-33.66929944874394
price_action LONG (honest execution) [primary/train],SUNTV,29,-2.7271246490721213,-79.08661482309152
price_action LONG (honest execution) [primary/train],SURAJDIAMN,1,0.4931298195991241,0.4931298195991241
price_action LONG (honest execution) [primary/train],SURYAPHARM,3,0.9291830009241835,2.7875490027725505
price_action LONG (honest execution) [primary/train],SUVEN,14,3.8778273252405344,54.28958255336748
price_action LONG (honest execution) [primary/train],SUZLON,42,2.387774174054934,100.28651531030722
price_action LONG (honest execution) [primary/train],SYMPHONY,1,-7.253973025406201,-7.253973025406201
price_action LONG (honest execution) [primary/train],SYNDIBANK,38,-1.927439583895274,-73.24270418802041
price_action LONG (honest execution) [primary/train],TAKE,1,-14.00372814994226,-14.00372814994226
price_action LONG (honest execution) [primary/train],TASCPHARMA,2,-5.2916509527572915,-10.583301905514583
price_action LONG (honest execution) [primary/train],TATACHEM,32,1.4098977147240317,45.116726871169014
price_action LONG (honest execution) [primary/train],TATACOFFEE,12,2.0109174070524105,24.131008884628926
price_action LONG (honest execution) [primary/train],TATACOMM,11,-2.4583499699279847,-27.04184966920783
price_action LONG (honest execution) [primary/train],TATAELXSI,18,-0.2101571537924239,-3.78282876826363
price_action LONG (honest execution) [primary/train],TATAGLOBAL,26,0.3729505295786991,9.696713769046177
price_action LONG (honest execution) [primary/train],TATAMETALI,1,-5.743457443711344,-5.743457443711344
price_action LONG (honest execution) [primary/train],TATAMOTORS,43,0.24093283191126313,10.360111772184315
price_action LONG (honest execution) [primary/train],TATAMTRDVR,16,-0.06048431804756105,-0.9677490887609768
price_action LONG (honest execution) [primary/train],TATAPOWER,30,-2.1580231388276165,-64.7406941648285
price_action LONG (honest execution) [primary/train],TATASPONGE,12,-3.044263071878939,-36.53115686254727
price_action LONG (honest execution) [primary/train],TATASTEEL,45,0.5931355541166546,26.691099935249458
price_action LONG (honest execution) [primary/train],TATATEA,14,-1.5034631374006246,-21.048483923608746
price_action LONG (honest execution) [primary/train],TCS,35,-0.5157777849653202,-18.05222247378621
price_action LONG (honest execution) [primary/train],TECHM,35,0.7292848748134859,25.524970618472008
price_action LONG (honest execution) [primary/train],TELEDATAIN,3,-8.014550537218065,-24.043651611654198
price_action LONG (honest execution) [primary/train],THEBYKE,2,-1.3849980028871136,-2.769996005774227
price_action LONG (honest execution) [primary/train],THERMAX,6,-0.5599304384398417,-3.35958263063905
price_action LONG (honest execution) [primary/train],TISCO,1,2.2865675111639043,2.2865675111639043
price_action LONG (honest execution) [primary/train],TITAN,51,-1.0491479635040266,-53.50654613870535
price_action LONG (honest execution) [primary/train],TNPL,4,-7.252024555823455,-29.00809822329382
price_action LONG (honest execution) [primary/train],TORNTPHARM,5,2.1304091020611913,10.652045510305957
price_action LONG (honest execution) [primary/train],TORNTPOWER,12,0.27751225335338375,3.330147040240605
price_action LONG (honest execution) [primary/train],TRIVENI,14,0.5499301416798946,7.6990219835185245
price_action LONG (honest execution) [primary/train],TTKPRESTIG,10,-1.6593442299733485,-16.593442299733486
price_action LONG (honest execution) [primary/train],TTML,18,-1.105642196840443,-19.901559543127977
price_action LONG (honest execution) [primary/train],TULIP,6,-5.101570072574488,-30.60942043544693
price_action LONG (honest execution) [primary/train],TV-18,4,-1.5343045561671986,-6.1372182246687945
price_action LONG (honest execution) [primary/train],TV18,2,4.03085882871431,8.06171765742862
price_action LONG (honest execution) [primary/train],TV18BRDCST,15,1.5353757938918449,23.030636908377673
price_action LONG (honest execution) [primary/train],TVSMOTOR,40,-2.1329388646272647,-85.31755458509059
price_action LONG (honest execution) [primary/train],TVTODAY,6,0.6189609910734098,3.713765946440459
price_action LONG (honest execution) [primary/train],TWL,2,10.255978910432047,20.511957820864094
price_action LONG (honest execution) [primary/train],UBHOLDINGS,4,2.412514235817858,9.650056943271432
price_action LONG (honest execution) [primary/train],UBL,18,-1.0858024699505289,-19.54444445910952
price_action LONG (honest execution) [primary/train],UCOBANK,48,-1.9426633831002371,-93.24784238881138
price_action LONG (honest execution) [primary/train],UFLEX,11,3.3228348651544337,36.55118351669877
price_action LONG (honest execution) [primary/train],ULTRACEMCO,21,-0.08835787094505511,-1.8555152898461573
price_action LONG (honest execution) [primary/train],UNIONBANK,41,0.9620119284406293,39.442489066065804
price_action LONG (honest execution) [primary/train],UNIONCARBI,1,9.563534740594068,9.563534740594068
price_action LONG (honest execution) [primary/train],UNIPHOS,24,-2.937763643369262,-70.5063274408623
price_action LONG (honest execution) [primary/train],UNITECH,46,-1.9420396074713064,-89.33382194368009
price_action LONG (honest execution) [primary/train],UPERGANGES,4,5.940318872411493,23.76127548964597
price_action LONG (honest execution) [primary/train],UPL,8,1.0008092610770096,8.006474088616077
price_action LONG (honest execution) [primary/train],USHAMART,1,-2.4731910961170307,-2.4731910961170307
price_action LONG (honest execution) [primary/train],UTIBANK,7,-2.0749206939513374,-14.524444857659363
price_action LONG (honest execution) [primary/train],UTTAMSTL,2,-7.23905272968495,-14.4781054593699
price_action LONG (honest execution) [primary/train],UTVSOF,6,0.5027152753410663,3.0162916520463976
price_action LONG (honest execution) [primary/train],VAKRANGEE,3,4.6013678489207095,13.804103546762128
price_action LONG (honest execution) [primary/train],VARUN,3,-1.1897984972129507,-3.569395491638852
price_action LONG (honest execution) [primary/train],VARUNSHIP,4,-5.119958788014182,-20.47983515205673
price_action LONG (honest execution) [primary/train],VDOCONINTL,2,2.5170677386479916,5.034135477295983
price_action LONG (honest execution) [primary/train],VEDL,2,-7.798251787390768,-15.596503574781536
price_action LONG (honest execution) [primary/train],VGUARD,3,-2.047679699099128,-6.143039097297383
price_action LONG (honest execution) [primary/train],VIDEOIND,14,-4.172850885239511,-58.419912393353165
price_action LONG (honest execution) [primary/train],VIJAYABANK,39,-0.39275105602560484,-15.317291184998588
price_action LONG (honest execution) [primary/train],VIPIND,15,0.9189875736105528,13.784813604158293
price_action LONG (honest execution) [primary/train],VISAKAIND,1,0.375981215384625,0.375981215384625
price_action LONG (honest execution) [primary/train],VISHALEXPO,1,-13.9376603,-13.9376603
price_action LONG (honest execution) [primary/train],VISUALSOFT,7,-0.8928215277092164,-6.249750693964515
price_action LONG (honest execution) [primary/train],VOLTAMP,3,0.8669318133479958,2.6007954400439877
price_action LONG (honest execution) [primary/train],VOLTAS,44,-0.8537442152593905,-37.56474547141318
price_action LONG (honest execution) [primary/train],VSNL,12,3.981997610570565,47.78397132684678
price_action LONG (honest execution) [primary/train],WALCHANNAG,6,-3.857386272248944,-23.144317633493664
price_action LONG (honest execution) [primary/train],WELCORP,4,-0.7059596069485004,-2.8238384277940014
price_action LONG (honest execution) [primary/train],WELGUJ,11,-1.5407979504267644,-16.948777454694408
price_action LONG (honest execution) [primary/train],WELSPUNGUJ,2,-3.7842890835507244,-7.568578167101449
price_action LONG (honest execution) [primary/train],WELSPUNIND,3,-1.3779128818567898,-4.13373864557037
price_action LONG (honest execution) [primary/train],WIPRO,35,-1.10130519313194,-38.5456817596179
price_action LONG (honest execution) [primary/train],WOCKPHARMA,22,2.886400088351545,63.50080194373398
price_action LONG (honest execution) [primary/train],WWIL,6,-5.780654942679164,-34.68392965607499
price_action LONG (honest execution) [primary/train],YESBANK,32,-1.469263822059391,-47.01644230590051
price_action LONG (honest execution) [primary/train],ZEEL,29,-0.5825603231478541,-16.89424937128777
price_action LONG (honest execution) [primary/train],ZEETELE,11,0.016489330274112278,0.18138263301523505
price_action LONG (honest execution) [primary/train],ZENITHCOMP,1,-10.870081213234494,-10.870081213234494
price_action LONG (honest execution) [primary/train],ZUARIAGRO,1,14.778092215713766,14.778092215713766
pairs_reversion (honest fills + costs) [primary/train],AXISBANK,2,-0.5496290866646988,-1.0992581733293976
pairs_reversion (honest fills + costs) [primary/train],BAJAJ-AUTO,12,0.7973683240617294,9.568419888740753
pairs_reversion (honest fills + costs) [primary/train],BANKBARODA,8,0.6869016351643392,5.495213081314714
pairs_reversion (honest fills + costs) [primary/train],BANKINDIA,54,-0.31592652472223304,-17.060032335000585
pairs_reversion (honest fills + costs) [primary/train],BPCL,41,0.2493677032959908,10.224075835135624
pairs_reversion (honest fills + costs) [primary/train],CANBK,51,0.17133319883231318,8.737993140447973
pairs_reversion (honest fills + costs) [primary/train],FEDERALBNK,13,-0.14378764053203877,-1.869239326916504
pairs_reversion (honest fills + costs) [primary/train],HCLTECH,13,-0.4444451080799103,-5.7777864050388335
pairs_reversion (honest fills + costs) [primary/train],HINDPETRO,51,0.7036324194667769,35.88525339280562
pairs_reversion (honest fills + costs) [primary/train],ICICIBANK,2,-0.5496290866646988,-1.0992581733293976
pairs_reversion (honest fills + costs) [primary/train],IOC,10,2.566117755766999,25.66117755766999
pairs_reversion (honest fills + costs) [primary/train],KOTAKBANK,13,-0.14378764053203877,-1.869239326916504
pairs_reversion (honest fills + costs) [primary/train],PFC,45,0.14809502759819815,6.664276241918916
pairs_reversion (honest fills + costs) [primary/train],PNB,13,-0.08356081348010944,-1.0862905752414227
pairs_reversion (honest fills + costs) [primary/train],RECLTD,45,0.14809502759819815,6.664276241918916
pairs_reversion (honest fills + costs) [primary/train],TECHM,13,-0.4444451080799103,-5.7777864050388335
pairs_reversion (honest fills + costs) [primary/train],TVSMOTOR,12,0.7973683240617294,9.568419888740753
pairs_reversion (honest fills + costs) [primary/train],UNIONBANK,34,-0.19941432511675175,-6.7800870539695595
same_sector_pairing (random draw) [primary/train],ABB,80,-0.33402439849923127,-26.7219518799385
same_sector_pairing (random draw) [primary/train],ADANIPORTS,21,-0.2545684911876886,-5.345938314941461
same_sector_pairing (random draw) [primary/train],ADANIPOWER,40,0.11219639508695449,4.48785580347818
same_sector_pairing (random draw) [primary/train],AMBUJACEM,158,0.5885326727111027,92.98816228835422
same_sector_pairing (random draw) [primary/train],APOLLOHOSP,20,0.7667618634892241,15.335237269784484
same_sector_pairing (random draw) [primary/train],ASHOKLEY,62,0.574520712690711,35.62028418682409
same_sector_pairing (random draw) [primary/train],ASIANPAINT,44,0.5740169014345788,25.25674366312147
same_sector_pairing (random draw) [primary/train],AUROPHARMA,47,-0.600120765871702,-28.205675995969997
same_sector_pairing (random draw) [primary/train],AXISBANK,37,0.16839251851604303,6.230523185093593
same_sector_pairing (random draw) [primary/train],BAJAJ-AUTO,50,-0.5268500831600235,-26.342504158001173
same_sector_pairing (random draw) [primary/train],BAJAJFINSV,13,1.1926881132989777,15.50494547288671
same_sector_pairing (random draw) [primary/train],BAJAJHLDNG,4,0.6087051582582926,2.4348206330331705
same_sector_pairing (random draw) [primary/train],BAJFINANCE,20,-0.29578085127235865,-5.9156170254471725
same_sector_pairing (random draw) [primary/train],BANKBARODA,35,0.29659506788696044,10.380827376043616
same_sector_pairing (random draw) [primary/train],BANKINDIA,42,0.5252254786639072,22.059470103884106
same_sector_pairing (random draw) [primary/train],BEML,60,-0.14308195330816542,-8.584917198489926
same_sector_pairing (random draw) [primary/train],BHARATFORG,76,0.29773130609332676,22.627579263092834
same_sector_pairing (random draw) [primary/train],BHARTIARTL,159,0.2051168040943073,32.61357185099486
same_sector_pairing (random draw) [primary/train],BHEL,115,0.2523351444895355,29.01854161629658
same_sector_pairing (random draw) [primary/train],BIOCON,59,-0.12183732593512268,-7.188402230172239
same_sector_pairing (random draw) [primary/train],BOSCHLTD,20,1.2000871933433659,24.00174386686732
same_sector_pairing (random draw) [primary/train],BPCL,80,0.6106541751302949,48.85233401042359
same_sector_pairing (random draw) [primary/train],BRITANNIA,6,-0.5291176770406606,-3.174706062243964
same_sector_pairing (random draw) [primary/train],CANBK,30,-0.1826735396995022,-5.480206190985066
same_sector_pairing (random draw) [primary/train],CASTROLIND,14,-0.4833070900261719,-6.766299260366407
same_sector_pairing (random draw) [primary/train],CESC,77,0.8446793904029462,65.04031306102685
same_sector_pairing (random draw) [primary/train],CHAMBLFERT,87,0.8001675328093567,69.61457535441403
same_sector_pairing (random draw) [primary/train],CIPLA,51,-0.05969764914289387,-3.0445801062875875
same_sector_pairing (random draw) [primary/train],COALINDIA,29,-0.6653184932113558,-19.29423630312932
same_sector_pairing (random draw) [primary/train],COLPAL,46,-0.013671512361006248,-0.6288895686062874
same_sector_pairing (random draw) [primary/train],CONCOR,26,0.20526479927597038,5.33688478117523
same_sector_pairing (random draw) [primary/train],CUMMINSIND,55,0.6746589655259168,37.10624310392542
same_sector_pairing (random draw) [primary/train],DABUR,79,0.25528198213886893,20.167276588970648
same_sector_pairing (random draw) [primary/train],DIVISLAB,55,-0.20174573520549718,-11.096015436302345
same_sector_pairing (random draw) [primary/train],DLF,4,3.4004036600220595,13.601614640088238
same_sector_pairing (random draw) [primary/train],DRREDDY,54,0.39915581417830703,21.55441396562858
same_sector_pairing (random draw) [primary/train],EICHERMOT,14,0.9877384455819636,13.82833823814749
same_sector_pairing (random draw) [primary/train],EXIDEIND,53,0.635541494023472,33.683699183244016
same_sector_pairing (random draw) [primary/train],FEDERALBNK,43,-0.2197130916365078,-9.447662940369835
same_sector_pairing (random draw) [primary/train],FORTIS,16,0.07708157916979488,1.2333052667167181
same_sector_pairing (random draw) [primary/train],FSL,16,2.43609416678524,38.97750666856384
same_sector_pairing (random draw) [primary/train],GAIL,77,-0.003454054664424285,-0.2659622091606699
same_sector_pairing (random draw) [primary/train],GESHIP,5,2.1365646192233387,10.682823096116694
same_sector_pairing (random draw) [primary/train],GLENMARK,29,0.1982184905083165,5.748336224741179
same_sector_pairing (random draw) [primary/train],GMDCLTD,18,0.8350788937779359,15.031420088002845
same_sector_pairing (random draw) [primary/train],GODREJCP,12,0.3827855138201519,4.593426165841823
same_sector_pairing (random draw) [primary/train],GODREJPROP,1,4.010182445884508,4.010182445884508
same_sector_pairing (random draw) [primary/train],GRASIM,173,0.5594690202827556,96.78814050891671
same_sector_pairing (random draw) [primary/train],HAVELLS,77,-0.13280807920471852,-10.226222098763326
same_sector_pairing (random draw) [primary/train],HCLTECH,99,0.68430145543337,67.74584408790362
