strategy,symbol,n_trades,mean_net_pct,total_net_pct
vol_squeeze_breakout (honest execution) [primary/train],IDEA,15,-2.9948873629580333,-44.9233104443705
vol_squeeze_breakout (honest execution) [primary/train],IDFC,15,2.687682031380412,40.31523047070618
vol_squeeze_breakout (honest execution) [primary/train],IFCI,28,-1.5693855362098446,-43.942795013875646
vol_squeeze_breakout (honest execution) [primary/train],IGL,24,-0.5831949942449235,-13.996679861878164
vol_squeeze_breakout (honest execution) [primary/train],INDHOTEL,15,-0.43935564525466386,-6.590334678819958
vol_squeeze_breakout (honest execution) [primary/train],INDIABULLS,19,-0.6184442596724057,-11.750440933775709
vol_squeeze_breakout (honest execution) [primary/train],INDIACEM,16,-3.96676975264557,-63.46831604232912
vol_squeeze_breakout (honest execution) [primary/train],INDIAINFO,8,7.317029797890728,58.53623838312583
vol_squeeze_breakout (honest execution) [primary/train],INDIANB,9,1.4627091203433655,13.16438208309029
vol_squeeze_breakout (honest execution) [primary/train],INDORAMA,1,-8.212739659959299,-8.212739659959299
vol_squeeze_breakout (honest execution) [primary/train],INDSWFTLAB,1,-8.999225065045968,-8.999225065045968
vol_squeeze_breakout (honest execution) [primary/train],INDUSINDBK,23,-1.102709364109657,-25.36231537452211
vol_squeeze_breakout (honest execution) [primary/train],INFOSYSTCH,18,-1.5959343444428151,-28.726818199970673
vol_squeeze_breakout (honest execution) [primary/train],INFOTECENT,4,-1.210395429617868,-4.841581718471472
vol_squeeze_breakout (honest execution) [primary/train],INFRATEL,8,1.086097511971487,8.688780095771897
vol_squeeze_breakout (honest execution) [primary/train],INFY,10,-1.178105503051607,-11.78105503051607
vol_squeeze_breakout (honest execution) [primary/train],INGVYSYABK,6,-1.9703135368804905,-11.821881221282943
vol_squeeze_breakout (honest execution) [primary/train],INTELLECT,1,-5.024339133438492,-5.024339133438492
vol_squeeze_breakout (honest execution) [primary/train],IOB,21,1.2795801488587706,26.871183126034182
vol_squeeze_breakout (honest execution) [primary/train],IOC,23,1.3817512735853326,31.780279292462648
vol_squeeze_breakout (honest execution) [primary/train],IPCALAB,9,-2.972771678536166,-26.754945106825495
vol_squeeze_breakout (honest execution) [primary/train],IPCL,6,-1.323593434553177,-7.9415606073190625
vol_squeeze_breakout (honest execution) [primary/train],IRB,13,-3.768338427541463,-48.98839955803902
vol_squeeze_breakout (honest execution) [primary/train],ITC,19,-0.875862992178024,-16.641396851382456
vol_squeeze_breakout (honest execution) [primary/train],ITI,5,-5.698144114549237,-28.490720572746184
vol_squeeze_breakout (honest execution) [primary/train],IVRCLINFRA,6,3.619761682578922,21.71857009547353
vol_squeeze_breakout (honest execution) [primary/train],J&KBANK,9,-2.3667749575974493,-21.300974618377044
vol_squeeze_breakout (honest execution) [primary/train],JAICORPLTD,10,-0.12906089466180432,-1.2906089466180433
vol_squeeze_breakout (honest execution) [primary/train],JAYSREETEA,1,-1.4398337539557504,-1.4398337539557504
vol_squeeze_breakout (honest execution) [primary/train],JBFIND,3,-7.155022398523587,-21.46506719557076
vol_squeeze_breakout (honest execution) [primary/train],JETAIRWAYS,26,0.25079965057624864,6.520790914982465
vol_squeeze_breakout (honest execution) [primary/train],JINDALPOLY,2,0.6008290067899897,1.2016580135799795
vol_squeeze_breakout (honest execution) [primary/train],JINDALSAW,9,3.524242570596419,31.71818313536777
vol_squeeze_breakout (honest execution) [primary/train],JINDALSTEL,16,3.9799648962403866,63.679438339846186
vol_squeeze_breakout (honest execution) [primary/train],JINDALSWHL,3,11.502947123602363,34.50884137080709
vol_squeeze_breakout (honest execution) [primary/train],JISLJALEQS,15,-4.3193975177186665,-64.79096276578
vol_squeeze_breakout (honest execution) [primary/train],JKTYRE,3,11.449696597800354,34.34908979340106
vol_squeeze_breakout (honest execution) [primary/train],JMFINANCIL,4,0.51509505759325,2.060380230373
vol_squeeze_breakout (honest execution) [primary/train],JPASSOCIAT,14,4.619715614545332,64.67601860363465
vol_squeeze_breakout (honest execution) [primary/train],JPHYDRO,4,-2.7409039958215993,-10.963615983286397
vol_squeeze_breakout (honest execution) [primary/train],JPPOWER,3,3.030985867413341,9.092957602240023
vol_squeeze_breakout (honest execution) [primary/train],JSTAINLESS,9,1.177002389557867,10.593021506020802
vol_squeeze_breakout (honest execution) [primary/train],JSWENERGY,13,2.0025725452966636,26.03344308885663
vol_squeeze_breakout (honest execution) [primary/train],JSWSTEEL,23,1.635016577134198,37.605381274086554
vol_squeeze_breakout (honest execution) [primary/train],JUBILANT,3,7.10275982336325,21.30827947008975
vol_squeeze_breakout (honest execution) [primary/train],JUBLFOOD,10,-1.2184646118896334,-12.184646118896334
vol_squeeze_breakout (honest execution) [primary/train],JUSTDIAL,3,-8.301705527727396,-24.90511658318219
vol_squeeze_breakout (honest execution) [primary/train],JYOTISTRUC,4,-0.9507268999603306,-3.802907599841322
vol_squeeze_breakout (honest execution) [primary/train],KALPATPOWR,3,11.523839450805136,34.57151835241541
vol_squeeze_breakout (honest execution) [primary/train],KARURVYSYA,1,-7.29759098278365,-7.29759098278365
vol_squeeze_breakout (honest execution) [primary/train],KEC,1,-8.338683611652536,-8.338683611652536
vol_squeeze_breakout (honest execution) [primary/train],KECINTL,5,-2.7932860317337793,-13.966430158668896
vol_squeeze_breakout (honest execution) [primary/train],KESORAMIND,3,7.649496721191653,22.94849016357496
vol_squeeze_breakout (honest execution) [primary/train],KFA,3,-1.640080641827124,-4.920241925481372
vol_squeeze_breakout (honest execution) [primary/train],KIRLOSKCUM,2,3.233980936913845,6.46796187382769
vol_squeeze_breakout (honest execution) [primary/train],KOPRAN,1,8.41431282249999,8.41431282249999
vol_squeeze_breakout (honest execution) [primary/train],KOTAKBANK,17,-0.7347238912934806,-12.49030615198917
vol_squeeze_breakout (honest execution) [primary/train],KPIT,7,1.2783052136062458,8.948136495243721
vol_squeeze_breakout (honest execution) [primary/train],KSCL,5,1.053853055612349,5.269265278061745
vol_squeeze_breakout (honest execution) [primary/train],KSOILS,5,-2.824209151782024,-14.121045758910121
vol_squeeze_breakout (honest execution) [primary/train],KTKBANK,15,0.7507873539540142,11.261810309310214
vol_squeeze_breakout (honest execution) [primary/train],KWALITY,1,15.817209123724227,15.817209123724227
vol_squeeze_breakout (honest execution) [primary/train],L&TFH,10,0.06030572933518562,0.6030572933518562
vol_squeeze_breakout (honest execution) [primary/train],LAKSHVILAS,1,-6.538446380090893,-6.538446380090893
vol_squeeze_breakout (honest execution) [primary/train],LICHSGFIN,15,-0.21846952277427906,-3.2770428416141857
vol_squeeze_breakout (honest execution) [primary/train],LIQUIDBEES,1,-0.4220915774000001,-0.4220915774000001
vol_squeeze_breakout (honest execution) [primary/train],LITL,10,-0.16656348432861492,-1.6656348432861492
vol_squeeze_breakout (honest execution) [primary/train],LLOYDSTEEL,1,-1.286944498550718,-1.286944498550718
vol_squeeze_breakout (honest execution) [primary/train],LOVABLE,5,-3.081876616910111,-15.409383084550553
vol_squeeze_breakout (honest execution) [primary/train],LT,17,0.28896558239826325,4.912414900770475
vol_squeeze_breakout (honest execution) [primary/train],LUPIN,25,-1.147696604537191,-28.692415113429778
vol_squeeze_breakout (honest execution) [primary/train],M&M,20,-0.3925269961794785,-7.85053992358957
vol_squeeze_breakout (honest execution) [primary/train],M&MFIN,12,-0.05557250195170418,-0.6668700234204501
vol_squeeze_breakout (honest execution) [primary/train],MADRASCEM,2,-2.7561645047571766,-5.512329009514353
vol_squeeze_breakout (honest execution) [primary/train],MAHABANK,2,1.9929559817164137,3.9859119634328275
vol_squeeze_breakout (honest execution) [primary/train],MAHAVIRSPG,3,-1.5389027535260151,-4.616708260578045
vol_squeeze_breakout (honest execution) [primary/train],MAHSEAMLES,10,-0.8249143430855124,-8.249143430855124
vol_squeeze_breakout (honest execution) [primary/train],MANAPPURAM,6,-0.504015804753294,-3.0240948285197637
vol_squeeze_breakout (honest execution) [primary/train],MANGLMCEM,4,3.942758862452754,15.771035449811016
vol_squeeze_breakout (honest execution) [primary/train],MARICO,5,-0.7942315051053613,-3.971157525526807
vol_squeeze_breakout (honest execution) [primary/train],MARKSANS,5,1.1515456781701696,5.757728390850848
vol_squeeze_breakout (honest execution) [primary/train],MARUTI,24,0.4504023706871981,10.809656896492754
vol_squeeze_breakout (honest execution) [primary/train],MASTEK,3,4.239651776189348,12.718955328568043
vol_squeeze_breakout (honest execution) [primary/train],MATRIXLABS,2,-0.21232609637974353,-0.42465219275948707
vol_squeeze_breakout (honest execution) [primary/train],MAX,11,0.33858748837984876,3.724462372178336
vol_squeeze_breakout (honest execution) [primary/train],MAYTASINFR,2,2.1788154024648527,4.3576308049297054
vol_squeeze_breakout (honest execution) [primary/train],MCDOWELL-N,16,-1.2940369723405976,-20.70459155744956
vol_squeeze_breakout (honest execution) [primary/train],MCLEODRUSS,21,-3.028484182176869,-63.59816782571424
vol_squeeze_breakout (honest execution) [primary/train],MCX,9,2.6821975631098303,24.139778067988473
vol_squeeze_breakout (honest execution) [primary/train],MIC,3,-1.9696774385043299,-5.90903231551299
vol_squeeze_breakout (honest execution) [primary/train],MID-DAY,5,0.5776625380318346,2.8883126901591734
vol_squeeze_breakout (honest execution) [primary/train],MINDTREE,9,1.159667931096486,10.437011379868373
vol_squeeze_breakout (honest execution) [primary/train],MIRZAINT,2,2.1899461377467127,4.379892275493425
vol_squeeze_breakout (honest execution) [primary/train],MIRZATAN,3,-2.7105948559558346,-8.131784567867504
vol_squeeze_breakout (honest execution) [primary/train],MLL,1,4.12635577326733,4.12635577326733
vol_squeeze_breakout (honest execution) [primary/train],MMTC,1,-2.796535904030034,-2.796535904030034
vol_squeeze_breakout (honest execution) [primary/train],MONSANTO,3,-3.9767703726090744,-11.930311117827223
vol_squeeze_breakout (honest execution) [primary/train],MOSERBAER,5,-1.2658955302701866,-6.329477651350933
vol_squeeze_breakout (honest execution) [primary/train],MOTHERSUMI,13,-1.7998430413285755,-23.397959537271483
vol_squeeze_breakout (honest execution) [primary/train],MPHASIS,10,-3.482332650345159,-34.82332650345159
vol_squeeze_breakout (honest execution) [primary/train],MPHASISBFL,3,-0.7861597375192652,-2.3584792125577954
vol_squeeze_breakout (honest execution) [primary/train],MRF,9,-0.1391626710145035,-1.2524640391305315
vol_squeeze_breakout (honest execution) [primary/train],MRPL,11,-2.0974083105727956,-23.071491416300752
vol_squeeze_breakout (honest execution) [primary/train],MSKPROJ,1,-0.6920465977777839,-0.6920465977777839
vol_squeeze_breakout (honest execution) [primary/train],MTNL,16,1.5285310916652368,24.45649746664379
vol_squeeze_breakout (honest execution) [primary/train],MUKANDLTD,2,-7.514057843661435,-15.02811568732287
vol_squeeze_breakout (honest execution) [primary/train],MUNDRAPORT,5,-2.16025303223715,-10.801265161185748
vol_squeeze_breakout (honest execution) [primary/train],MUTHOOTFIN,4,1.6856301149969353,6.742520459987741
vol_squeeze_breakout (honest execution) [primary/train],MYSORECEM,7,-6.470872917670826,-45.29611042369579
vol_squeeze_breakout (honest execution) [primary/train],NAGARCONST,6,-5.992122854039171,-35.95273712423503
vol_squeeze_breakout (honest execution) [primary/train],NAGARFERT,9,-4.490102858497929,-40.41092572648136
vol_squeeze_breakout (honest execution) [primary/train],NAHARSPG,2,9.456431557573373,18.912863115146745
vol_squeeze_breakout (honest execution) [primary/train],NATCOPHARM,2,-1.018802154384547,-2.037604308769094
vol_squeeze_breakout (honest execution) [primary/train],NATIONALUM,7,3.111763929084774,21.782347503593417
vol_squeeze_breakout (honest execution) [primary/train],NAUKRI,1,0.6062423194828741,0.6062423194828741
vol_squeeze_breakout (honest execution) [primary/train],NAVBARFERO,3,-7.076726328195316,-21.230178984585947
vol_squeeze_breakout (honest execution) [primary/train],NBCC,3,-2.9488273872671855,-8.846482161801557
vol_squeeze_breakout (honest execution) [primary/train],NBVENTURES,1,6.009476293658542,6.009476293658542
vol_squeeze_breakout (honest execution) [primary/train],NCC,12,-2.191644414011414,-26.29973296813697
vol_squeeze_breakout (honest execution) [primary/train],NDTV,7,-2.6432984367212122,-18.503089057048484
vol_squeeze_breakout (honest execution) [primary/train],NESCO,1,-17.73627935514986,-17.73627935514986
vol_squeeze_breakout (honest execution) [primary/train],NESTLEIND,17,-0.14600468416035384,-2.482079630726015
vol_squeeze_breakout (honest execution) [primary/train],NEYVELILIG,7,-5.471498438222065,-38.30048906755446
vol_squeeze_breakout (honest execution) [primary/train],NHPC,8,-1.5232657972971984,-12.186126378377587
vol_squeeze_breakout (honest execution) [primary/train],NICOLASPIR,3,-7.855589851627646,-23.56676955488294
vol_squeeze_breakout (honest execution) [primary/train],NIFTYBEES,5,1.530362229362678,7.651811146813389
vol_squeeze_breakout (honest execution) [primary/train],NIITLTD,8,-0.866061547175309,-6.928492377402472
vol_squeeze_breakout (honest execution) [primary/train],NIITTECH,6,-3.5516242697889653,-21.309745618733793
vol_squeeze_breakout (honest execution) [primary/train],NILKAMAL,2,-5.544965806931138,-11.089931613862277
vol_squeeze_breakout (honest execution) [primary/train],NMDC,8,-0.3510925866423586,-2.8087406931388688
vol_squeeze_breakout (honest execution) [primary/train],NOCIL,7,-3.5896358970634585,-25.12745127944421
vol_squeeze_breakout (honest execution) [primary/train],NOIDATOLL,4,0.09231058370595646,0.36924233482382585
vol_squeeze_breakout (honest execution) [primary/train],NTPC,18,-1.5038935923839176,-27.070084662910517
vol_squeeze_breakout (honest execution) [primary/train],NUCLEUS,3,0.922704044726696,2.768112134180088
vol_squeeze_breakout (honest execution) [primary/train],OFSS,15,-2.4451389406846644,-36.677084110269966
vol_squeeze_breakout (honest execution) [primary/train],OIL,12,0.023867373357126825,0.2864084802855219
vol_squeeze_breakout (honest execution) [primary/train],OMAXE,2,-5.580833253127579,-11.161666506255157
vol_squeeze_breakout (honest execution) [primary/train],ONGC,22,2.391454020509535,52.61198845120977
vol_squeeze_breakout (honest execution) [primary/train],ONMOBILE,9,2.3038896736185497,20.735007062566947
vol_squeeze_breakout (honest execution) [primary/train],OPTOCIRCUI,14,3.8185040549775526,53.45905676968574
vol_squeeze_breakout (honest execution) [primary/train],ORBITCORP,3,17.960474933536727,53.88142480061018
vol_squeeze_breakout (honest execution) [primary/train],ORCHIDCHEM,10,-0.21527446579279844,-2.1527446579279843
vol_squeeze_breakout (honest execution) [primary/train],ORIENTBANK,23,0.07233171719119492,1.6636294953974833
vol_squeeze_breakout (honest execution) [primary/train],PANACEABIO,4,-1.5003367718078646,-6.0013470872314585
vol_squeeze_breakout (honest execution) [primary/train],PANTALOONR,16,0.6849835609647301,10.959736975435682
vol_squeeze_breakout (honest execution) [primary/train],PARSVNATH,3,10.08976811091054,30.269304332731622
vol_squeeze_breakout (honest execution) [primary/train],PATELENG,6,-4.186445775600002,-25.11867465360001
vol_squeeze_breakout (honest execution) [primary/train],PATNI,12,1.3349995623052744,16.019994747663294
vol_squeeze_breakout (honest execution) [primary/train],PCJEWELLER,1,-6.753662227054358,-6.753662227054358
vol_squeeze_breakout (honest execution) [primary/train],PENTSFWARE,1,-9.94696602508463,-9.94696602508463
vol_squeeze_breakout (honest execution) [primary/train],PETRONET,21,1.2449435484602713,26.1438145176657
vol_squeeze_breakout (honest execution) [primary/train],PFC,16,-0.9172239745599562,-14.675583592959299
vol_squeeze_breakout (honest execution) [primary/train],PFIZER,1,-6.04313048044746,-6.04313048044746
vol_squeeze_breakout (honest execution) [primary/train],PFS,2,-1.386215724074709,-2.772431448149418
vol_squeeze_breakout (honest execution) [primary/train],PIDILITIND,9,2.0882325621778395,18.794093059600556
vol_squeeze_breakout (honest execution) [primary/train],PIPAVAVDOC,1,4.571106996365652,4.571106996365652
vol_squeeze_breakout (honest execution) [primary/train],PIPAVAVYD,1,-7.743683890226785,-7.743683890226785
vol_squeeze_breakout (honest execution) [primary/train],PIRHEALTH,6,-2.1216173670340015,-12.729704202204008
vol_squeeze_breakout (honest execution) [primary/train],PNB,27,-0.34769380789886023,-9.387732813269226
vol_squeeze_breakout (honest execution) [primary/train],POLARIS,21,-2.3133915269473455,-48.58122206589426
vol_squeeze_breakout (honest execution) [primary/train],POWERGRID,15,-0.41036137802540257,-6.155420670381038
vol_squeeze_breakout (honest execution) [primary/train],PRAJIND,12,-1.7787691877743976,-21.345230253292772
vol_squeeze_breakout (honest execution) [primary/train],PRAKASH,1,-3.10061722668711,-3.10061722668711
vol_squeeze_breakout (honest execution) [primary/train],PRESTIGE,1,1.7397995506521675,1.7397995506521675
vol_squeeze_breakout (honest execution) [primary/train],PRICOL,1,-3.008509492632452,-3.008509492632452
vol_squeeze_breakout (honest execution) [primary/train],PRISMCEM,5,-0.2584801736609611,-1.2924008683048056
vol_squeeze_breakout (honest execution) [primary/train],PRITHVI,3,-5.85933339134153,-17.57800017402459
vol_squeeze_breakout (honest execution) [primary/train],PTC,18,0.6678330597718791,12.020995075893824
vol_squeeze_breakout (honest execution) [primary/train],PUNJABTRAC,8,-0.5810240027198221,-4.648192021758577
vol_squeeze_breakout (honest execution) [primary/train],PUNJLLOYD,5,-5.888763285613206,-29.44381642806603
vol_squeeze_breakout (honest execution) [primary/train],PVR,3,1.7634137556277538,5.290241266883261
vol_squeeze_breakout (honest execution) [primary/train],RADICO,1,-6.759532467636619,-6.759532467636619
vol_squeeze_breakout (honest execution) [primary/train],RAINCALCIN,5,4.308332804054118,21.541664020270588
vol_squeeze_breakout (honest execution) [primary/train],RAJESHEXPO,10,0.8961351681168968,8.961351681168967
vol_squeeze_breakout (honest execution) [primary/train],RAJSREESUG,1,-10.239646322222216,-10.239646322222216
vol_squeeze_breakout (honest execution) [primary/train],RAJTV,2,1.4353340392383442,2.8706680784766885
vol_squeeze_breakout (honest execution) [primary/train],RALLIS,2,-3.661154302286975,-7.32230860457395
vol_squeeze_breakout (honest execution) [primary/train],RAMCOCEM,1,2.3285435805309778,2.3285435805309778
vol_squeeze_breakout (honest execution) [primary/train],RANBAXY,17,1.9456309171237611,33.07572559110394
vol_squeeze_breakout (honest execution) [primary/train],RAYMOND,11,0.9714708614216719,10.686179475638392
vol_squeeze_breakout (honest execution) [primary/train],RCF,11,0.19363421418714308,2.129976356058574
vol_squeeze_breakout (honest execution) [primary/train],RCOM,11,-1.4110108652107096,-15.521119517317805
vol_squeeze_breakout (honest execution) [primary/train],RECLTD,16,-2.0304343124455015,-32.486948999128025
vol_squeeze_breakout (honest execution) [primary/train],REDINGTON,2,-8.334118979976566,-16.66823795995313
vol_squeeze_breakout (honest execution) [primary/train],REIAGRO,4,-4.272020480418636,-17.088081921674544
vol_squeeze_breakout (honest execution) [primary/train],REL,6,5.887269421381642,35.323616528289854
vol_squeeze_breakout (honest execution) [primary/train],RELCAPITAL,21,1.0958186232861078,23.01219108900826
vol_squeeze_breakout (honest execution) [primary/train],RELIANCE,28,0.6083903169581096,17.03492887482707
vol_squeeze_breakout (honest execution) [primary/train],RELINFRA,11,1.5349541289922115,16.884495418914327
vol_squeeze_breakout (honest execution) [primary/train],RENUKA,13,0.27830172016619603,3.6179223621605487
vol_squeeze_breakout (honest execution) [primary/train],RIIL,20,1.358139872662297,27.162797453245943
vol_squeeze_breakout (honest execution) [primary/train],RNRL,5,-0.5968055300825938,-2.984027650412969
vol_squeeze_breakout (honest execution) [primary/train],ROLTA,19,2.9357269732700937,55.77881249213178
vol_squeeze_breakout (honest execution) [primary/train],RPL,2,-5.25739363559339,-10.51478727118678
vol_squeeze_breakout (honest execution) [primary/train],RPOWER,10,-2.002900771782838,-20.02900771782838
vol_squeeze_breakout (honest execution) [primary/train],RUCHISOYA,6,0.19241237075874626,1.1544742245524775
vol_squeeze_breakout (honest execution) [primary/train],RUSHIL,3,3.931673499183129,11.795020497549388
vol_squeeze_breakout (honest execution) [primary/train],SAIL,26,-2.244911804668935,-58.36770692139232
vol_squeeze_breakout (honest execution) [primary/train],SAKHTISUG,9,2.8061704067106046,25.255533660395443
vol_squeeze_breakout (honest execution) [primary/train],SASKEN,1,-8.306011572974729,-8.306011572974729
vol_squeeze_breakout (honest execution) [primary/train],SATNAMOVER,1,8.933036130780863,8.933036130780863
vol_squeeze_breakout (honest execution) [primary/train],SATYAMCOMP,24,-2.564736530483435,-61.55367673160244
vol_squeeze_breakout (honest execution) [primary/train],SAWPIPES,1,-7.689683291872214,-7.689683291872214
vol_squeeze_breakout (honest execution) [primary/train],SB&TINTL,1,21.844008770558425,21.844008770558425
vol_squeeze_breakout (honest execution) [primary/train],SBIN,20,1.8978954023120438,37.957908046240874
vol_squeeze_breakout (honest execution) [primary/train],SCI,12,-0.8773983135684235,-10.528779762821081
vol_squeeze_breakout (honest execution) [primary/train],SEAMECLTD,1,-12.7496320415626,-12.7496320415626
vol_squeeze_breakout (honest execution) [primary/train],SESAGOA,10,-0.6590382172745585,-6.590382172745585
vol_squeeze_breakout (honest execution) [primary/train],SHANTIGEAR,2,-8.88497812537028,-17.76995625074056
vol_squeeze_breakout (honest execution) [primary/train],SHASUNPHAR,4,-2.7856604898778055,-11.142641959511222
vol_squeeze_breakout (honest execution) [primary/train],SHREEASHTA,1,18.095695240088272,18.095695240088272
vol_squeeze_breakout (honest execution) [primary/train],SHREECEM,10,2.273970885715257,22.73970885715257
vol_squeeze_breakout (honest execution) [primary/train],SHYAMTELE,1,-10.260753644623898,-10.260753644623898
vol_squeeze_breakout (honest execution) [primary/train],SIEMENS,17,2.168782804327513,36.86930767356772
vol_squeeze_breakout (honest execution) [primary/train],SINTEX,19,-1.2584087143749745,-23.909765573124517
vol_squeeze_breakout (honest execution) [primary/train],SKSMICRO,11,3.5136081969877533,38.649690166865284
vol_squeeze_breakout (honest execution) [primary/train],SKUMARSYNF,11,-1.1263127488017082,-12.38944023681879
vol_squeeze_breakout (honest execution) [primary/train],SOBHA,8,-2.559964584631116,-20.479716677048927
vol_squeeze_breakout (honest execution) [primary/train],SONATSOFTW,2,0.9780751495475588,1.9561502990951176
vol_squeeze_breakout (honest execution) [primary/train],SOUTHBANK,4,-0.9271271182211832,-3.708508472884733
vol_squeeze_breakout (honest execution) [primary/train],SPARC,7,0.36906614584214636,2.5834630208950244
vol_squeeze_breakout (honest execution) [primary/train],SREINTFIN,10,0.2691327025086454,2.691327025086454
vol_squeeze_breakout (honest execution) [primary/train],SRF,15,-4.350114950355779,-65.2517242553367
vol_squeeze_breakout (honest execution) [primary/train],SRTRANSFIN,11,0.3850255297522823,4.235280827275106
vol_squeeze_breakout (honest execution) [primary/train],SSLT,1,-1.6271325116719242,-1.6271325116719242
vol_squeeze_breakout (honest execution) [primary/train],STAR,18,-0.3570560255923341,-6.427008460662014
vol_squeeze_breakout (honest execution) [primary/train],STCINDIA,3,-6.812744209515814,-20.438232628547443
vol_squeeze_breakout (honest execution) [primary/train],STER,11,-1.4429414231226039,-15.872355654348642
vol_squeeze_breakout (honest execution) [primary/train],STERLINBIO,9,-1.2737315318072209,-11.463583786264987
vol_squeeze_breakout (honest execution) [primary/train],STROPTICAL,9,5.191547642916028,46.72392878624425
vol_squeeze_breakout (honest execution) [primary/train],SUBEX,2,-9.349795786916868,-18.699591573833736
vol_squeeze_breakout (honest execution) [primary/train],SUNPHARMA,29,-0.16847026274536298,-4.885637619615526
vol_squeeze_breakout (honest execution) [primary/train],SUNTV,19,-0.5466303585482089,-10.385976812415969
vol_squeeze_breakout (honest execution) [primary/train],SURAJDIAMN,1,-9.6730276794525,-9.6730276794525
vol_squeeze_breakout (honest execution) [primary/train],SURYAPHARM,3,-3.5521568798127476,-10.656470639438243
vol_squeeze_breakout (honest execution) [primary/train],SUVEN,6,-6.128057749273824,-36.768346495642945
vol_squeeze_breakout (honest execution) [primary/train],SUZLON,18,0.1870792375303934,3.367426275547081
vol_squeeze_breakout (honest execution) [primary/train],SYMPHONY,1,-7.253973025406201,-7.253973025406201
vol_squeeze_breakout (honest execution) [primary/train],SYNDIBANK,21,-0.3669975630868053,-7.706948824822911
vol_squeeze_breakout (honest execution) [primary/train],TASCPHARMA,2,-8.567418042301117,-17.134836084602235
vol_squeeze_breakout (honest execution) [primary/train],TATACHEM,27,0.24778784243544832,6.690271745757105
vol_squeeze_breakout (honest execution) [primary/train],TATACOFFEE,10,3.377849234044868,33.77849234044868
vol_squeeze_breakout (honest execution) [primary/train],TATACOMM,13,0.03815519459564854,0.49601752974343105
vol_squeeze_breakout (honest execution) [primary/train],TATAELXSI,10,0.2422371311010334,2.422371311010334
vol_squeeze_breakout (honest execution) [primary/train],TATAGLOBAL,15,-1.2532797557652022,-18.799196336478033
vol_squeeze_breakout (honest execution) [primary/train],TATAMETALI,1,-5.743457443711344,-5.743457443711344
vol_squeeze_breakout (honest execution) [primary/train],TATAMOTORS,29,1.5765308571219951,45.71939485653786
vol_squeeze_breakout (honest execution) [primary/train],TATAMTRDVR,11,0.940133882771561,10.34147271048717
vol_squeeze_breakout (honest execution) [primary/train],TATAPOWER,20,-1.1575565365910438,-23.151130731820878
vol_squeeze_breakout (honest execution) [primary/train],TATASPONGE,9,-3.7083521559140897,-33.375169403226806
vol_squeeze_breakout (honest execution) [primary/train],TATASTEEL,18,0.5684776732222678,10.232598118000821
vol_squeeze_breakout (honest execution) [primary/train],TATATEA,12,0.6462091887340911,7.754510264809093
vol_squeeze_breakout (honest execution) [primary/train],TCS,23,-0.8138839661991494,-18.719331222580436
vol_squeeze_breakout (honest execution) [primary/train],TECHM,13,-1.9859229226911728,-25.816997994985247
vol_squeeze_breakout (honest execution) [primary/train],TELEDATAIN,3,-11.35578381360449,-34.06735144081347
vol_squeeze_breakout (honest execution) [primary/train],TEXRAIL,1,12.842084477484796,12.842084477484796
vol_squeeze_breakout (honest execution) [primary/train],THEBYKE,3,-0.07999330459337561,-0.23997991378012684
vol_squeeze_breakout (honest execution) [primary/train],THERMAX,6,3.1632212345521196,18.979327407312717
vol_squeeze_breakout (honest execution) [primary/train],TITAN,26,-1.795452826620952,-46.68177349214475
vol_squeeze_breakout (honest execution) [primary/train],TNPL,3,-7.664515315532218,-22.993545946596655
vol_squeeze_breakout (honest execution) [primary/train],TORNTPHARM,9,1.44715242496281,13.024371824665291
vol_squeeze_breakout (honest execution) [primary/train],TORNTPOWER,7,1.9925504028279895,13.947852819795926
vol_squeeze_breakout (honest execution) [primary/train],TRIVENI,5,-1.5340753570367176,-7.670376785183588
vol_squeeze_breakout (honest execution) [primary/train],TTKPRESTIG,9,1.3137575013015244,11.823817511713719
vol_squeeze_breakout (honest execution) [primary/train],TTML,3,0.2517286175621714,0.7551858526865143
vol_squeeze_breakout (honest execution) [primary/train],TULIP,7,-1.1163463308648691,-7.814424316054083
vol_squeeze_breakout (honest execution) [primary/train],TV-18,2,-14.77823431038876,-29.55646862077752
vol_squeeze_breakout (honest execution) [primary/train],TV18,4,-1.3235260711072137,-5.294104284428855
vol_squeeze_breakout (honest execution) [primary/train],TV18BRDCST,9,4.478663246789224,40.307969221103015
vol_squeeze_breakout (honest execution) [primary/train],TVSMOTOR,21,1.605759823755977,33.720956298875514
vol_squeeze_breakout (honest execution) [primary/train],TVTODAY,7,0.6521598610304424,4.565119027213097
vol_squeeze_breakout (honest execution) [primary/train],UBHOLDINGS,2,8.693494465673702,17.386988931347403
vol_squeeze_breakout (honest execution) [primary/train],UBL,7,0.454675353349309,3.182727473445163
vol_squeeze_breakout (honest execution) [primary/train],UCALFUEL,1,8.86463578366868,8.86463578366868
vol_squeeze_breakout (honest execution) [primary/train],UCOBANK,24,-1.2600571313700422,-30.241371152881012
vol_squeeze_breakout (honest execution) [primary/train],UFLEX,3,0.19541799365120482,0.5862539809536145
vol_squeeze_breakout (honest execution) [primary/train],ULTRACEMCO,25,0.3022503255112532,7.55625813778133
vol_squeeze_breakout (honest execution) [primary/train],UNIONBANK,20,-0.5353585197359074,-10.707170394718148
vol_squeeze_breakout (honest execution) [primary/train],UNIONCARBI,1,9.563534740594068,9.563534740594068
