pair,entry,exit_reason,pnl_pct
BANKBARODA/SBIN,2005-02-21,window_end,0.47359650988300084
BANKBARODA/SBIN,2005-04-29,window_end,0.0
BANKBARODA/SBIN,2005-04-29,reverted,3.2798023944505927
HINDPETRO/IOC,2008-09-09,window_end,-2.884399060456161
HINDPETRO/IOC,2008-10-10,reverted,3.801738494803575
HINDPETRO/IOC,2008-10-21,reverted,0.7214244062138608
HINDPETRO/IOC,2008-12-17,reverted,1.2057854844227056
HINDPETRO/IOC,2009-02-26,window_end,0.65500042865278
AXISBANK/ICICIBANK,2009-06-24,window_end,-1.7441607195794018
AXISBANK/ICICIBANK,2009-07-27,window_end,1.1692255159561848
HINDPETRO/IOC,2009-07-24,window_end,-0.6393355164280745
HINDPETRO/IOC,2009-08-04,reverted,1.3734764975428915
HINDPETRO/IOC,2009-09-18,window_end,0.6727952434993245
BPCL/HINDPETRO,2009-09-09,reverted,1.626992351344686
BPCL/HINDPETRO,2009-10-23,reverted,0.405747737225548
HINDPETRO/IOC,2009-10-21,window_end,24.31988223271849
BPCL/HINDPETRO,2009-11-18,window_end,-5.310412292309308
BPCL/HINDPETRO,2009-11-30,reverted,3.1388338455731746
BPCL/HINDPETRO,2010-01-12,reverted,1.3685106189341711
BPCL/HINDPETRO,2010-02-01,reverted,1.9401711057384918
BPCL/HINDPETRO,2010-02-05,reverted,1.1912804276715705
BPCL/HINDPETRO,2010-02-18,reverted,1.573045069692064
BPCL/HINDPETRO,2010-04-15,reverted,0.7477655675738992
BPCL/HINDPETRO,2010-05-03,reverted,0.979727308560574
BPCL/HINDPETRO,2010-05-28,window_end,0.8245334124379
BPCL/HINDPETRO,2010-06-30,reverted,1.5127873862777586
BPCL/HINDPETRO,2010-08-10,reverted,0.4759597606976307
BPCL/HINDPETRO,2010-10-15,reverted,1.1024824170267844
BPCL/HINDPETRO,2010-10-29,window_end,0.0
BAJAJ-AUTO/TVSMOTOR,2010-11-10,reverted,3.5901451133489193
BPCL/HINDPETRO,2010-10-29,time,-4.606243148255257
BPCL/HINDPETRO,2010-12-09,reverted,1.3083474781708349
BAJAJ-AUTO/TVSMOTOR,2010-12-09,reverted,4.007595467579728
BAJAJ-AUTO/TVSMOTOR,2011-01-28,window_end,1.375943010328129
BPCL/HINDPETRO,2011-01-05,reverted,0.9584040878146072
BPCL/HINDPETRO,2011-01-27,window_end,1.4948840497863491
BAJAJ-AUTO/TVSMOTOR,2011-02-01,reverted,2.8393004779563302
BPCL/HINDPETRO,2011-03-01,reverted,0.91952758542998
BPCL/HINDPETRO,2011-03-21,reverted,1.652263868986903
BAJAJ-AUTO/TVSMOTOR,2011-03-17,reverted,1.8110874943355948
BAJAJ-AUTO/TVSMOTOR,2011-04-18,reverted,0.7861918194033479
BAJAJ-AUTO/TVSMOTOR,2011-04-29,window_end,0.0
BPCL/HINDPETRO,2011-04-18,reverted,2.1457911133275664
BAJAJ-AUTO/TVSMOTOR,2011-04-29,reverted,2.781545306459549
BAJAJ-AUTO/TVSMOTOR,2011-06-22,window_end,0.18758370396576574
BPCL/HINDPETRO,2011-06-02,reverted,1.0348234703116188
BPCL/HINDPETRO,2011-06-24,reverted,0.6009433540508868
BAJAJ-AUTO/TVSMOTOR,2011-07-28,window_end,-0.4792698998941636
BPCL/HINDPETRO,2011-07-26,window_end,-0.022478688819377313
BAJAJ-AUTO/TVSMOTOR,2011-07-29,reverted,3.5276061788825697
BAJAJ-AUTO/TVSMOTOR,2011-08-04,reverted,2.6120820091689367
BAJAJ-AUTO/TVSMOTOR,2011-09-12,window_end,-2.065007499443067
PFC/RECLTD,2012-04-03,reverted,-1.0325351220138446
PFC/RECLTD,2012-05-23,window_end,-1.6594290338376283
PFC/RECLTD,2012-07-09,reverted,0.8761768478365184
PFC/RECLTD,2012-07-13,reverted,0.8359811378245652
PFC/RECLTD,2012-07-20,reverted,1.6781174005356392
PFC/RECLTD,2012-08-01,reverted,0.6534611330860307
PFC/RECLTD,2012-08-28,window_end,1.306698074850876
PFC/RECLTD,2012-09-18,reverted,1.350516145889602
PFC/RECLTD,2012-10-12,reverted,0.709186129019379
PFC/RECLTD,2013-01-02,time,3.5475680041269717
