pair,entry,exit_reason,pnl_pct
PFC/RECLTD,2013-02-08,reverted,1.9287843493695334
PFC/RECLTD,2013-05-06,window_end,-1.7592780711658484
PFC/RECLTD,2013-06-03,reverted,0.16608301816313786
PFC/RECLTD,2013-06-20,window_end,-4.064714398689229
PFC/RECLTD,2013-08-02,reverted,3.1397335766749856
PFC/RECLTD,2013-08-19,reverted,0.7561092581116646
BPCL/HINDPETRO,2013-09-18,reverted,1.4829294093005818
BPCL/HINDPETRO,2013-09-27,window_end,0.10939249007836382
CANBK/UNIONBANK,2013-09-16,window_end,5.612701568367568
PFC/RECLTD,2013-09-26,window_end,-0.7176342824574633
BANKINDIA/CANBK,2013-09-11,reverted,1.7123026981326173
BPCL/HINDPETRO,2013-09-30,reverted,-1.8643964277122338
BANKINDIA/CANBK,2013-10-31,window_end,0.0
BANKINDIA/UNIONBANK,2013-10-07,reverted,1.1299225269774782
BANKINDIA/UNIONBANK,2013-10-31,window_end,0.0
CANBK/UNIONBANK,2013-10-25,reverted,2.1211993763123935
BANKINDIA/CANBK,2013-10-31,reverted,-3.6436356777094336
BPCL/HINDPETRO,2013-11-01,reverted,-2.3513400677810656
BANKBARODA/PNB,2013-11-07,reverted,1.9764566570654285
BANKINDIA/CANBK,2013-12-06,reverted,0.48580502981591667
BANKBARODA/PNB,2013-12-18,window_end,-3.450658053783362
CANBK/UNIONBANK,2013-12-24,window_end,1.5256231437495493
BPCL/HINDPETRO,2013-12-20,window_end,-0.9640841602908901
BANKINDIA/CANBK,2014-01-02,time,0.4273216888827258
CANBK/UNIONBANK,2014-01-23,reverted,1.6942823071612434
CANBK/UNIONBANK,2014-01-28,window_end,-0.6048666674545677
BANKINDIA/UNIONBANK,2014-01-22,reverted,2.636029631996162
BANKINDIA/UNIONBANK,2014-01-31,window_end,0.0
BANKINDIA/CANBK,2014-02-03,window_end,-3.0612018641681393
CANBK/UNIONBANK,2014-01-31,reverted,1.4614832648861653
BANKBARODA/PNB,2014-01-31,reverted,0.12193181868892511
BPCL/HINDPETRO,2014-02-20,window_end,-0.15697370413653156
BANKINDIA/CANBK,2014-03-10,window_end,-1.8351194506258883
CANBK/UNIONBANK,2014-03-07,reverted,0.5835757902529548
CANBK/UNIONBANK,2014-03-28,window_end,-1.9994066162290491
BANKBARODA/PNB,2014-03-07,reverted,1.8501447536769633
BANKBARODA/PNB,2014-03-28,window_end,-0.29812593122133246
BPCL/HINDPETRO,2014-03-03,reverted,1.7054651565451828
BPCL/HINDPETRO,2014-03-14,reverted,2.26977369681175
BANKINDIA/CANBK,2014-04-15,reverted,0.7176008331341577
CANBK/UNIONBANK,2014-03-31,reverted,-1.288813240793596
BANKBARODA/PNB,2014-03-31,reverted,2.8697193877063376
BANKBARODA/PNB,2014-04-29,window_end,-0.06105276599534526
BPCL/HINDPETRO,2014-04-04,reverted,1.5587460735601244
BANKINDIA/CANBK,2014-05-16,window_end,-2.1474693659728317
CANBK/UNIONBANK,2014-05-08,reverted,4.345524352815666
CANBK/UNIONBANK,2014-05-26,window_end,2.267720713741345
BANKBARODA/PNB,2014-05-13,reverted,4.147253706973486
BPCL/HINDPETRO,2014-05-06,reverted,-1.780380673499271
BANKINDIA/CANBK,2014-06-09,reverted,0.3851258910317734
CANBK/UNIONBANK,2014-06-06,reverted,2.824463362241442
BANKINDIA/UNIONBANK,2014-06-05,window_end,-4.123384530208507
BPCL/HINDPETRO,2014-06-10,reverted,1.2365297702699674
BANKINDIA/CANBK,2014-07-18,reverted,0.14685073758577416
CANBK/UNIONBANK,2014-07-08,reverted,1.2273105157923792
BANKINDIA/UNIONBANK,2014-07-04,reverted,-3.096126030827684
BPCL/HINDPETRO,2014-07-23,reverted,1.4963428657014444
PFC/RECLTD,2014-07-08,reverted,1.3175710722965417
CANBK/UNIONBANK,2014-08-05,reverted,-1.2396961341511359
PFC/RECLTD,2014-08-08,reverted,-1.6390792973717094
BANKINDIA/CANBK,2014-09-10,reverted,2.6875983069584333
BANKINDIA/CANBK,2014-09-29,window_end,-0.9993336822207488
PFC/RECLTD,2014-09-16,reverted,1.3542036626585985
BANKINDIA/UNIONBANK,2014-09-24,window_end,-2.003309965879546
BANKINDIA/CANBK,2014-09-30,reverted,1.0304752066115586
CANBK/UNIONBANK,2014-10-20,reverted,1.3279608332091741
BANKINDIA/UNIONBANK,2014-09-30,reverted,-0.5240904441846772
BANKINDIA/UNIONBANK,2014-10-31,window_end,0.0
PFC/RECLTD,2014-11-03,reverted,0.7934440494188455
PFC/RECLTD,2014-11-17,reverted,0.45898346984336036
BANKINDIA/UNIONBANK,2014-10-31,reverted,-0.9546607873620383
BANKINDIA/CANBK,2014-12-12,reverted,1.0511070292103464
BANKINDIA/CANBK,2014-12-18,window_end,0.28379008355898794
CANBK/UNIONBANK,2014-12-08,reverted,2.045364225225166
BANKINDIA/UNIONBANK,2014-12-08,reverted,1.4590446649732303
BANKINDIA/UNIONBANK,2014-12-22,window_end,-0.6172657156058636
BPCL/HINDPETRO,2014-11-28,reverted,-2.093652404171559
BANKINDIA/CANBK,2015-01-19,window_end,-3.1835538564512045
PFC/RECLTD,2015-01-07,reverted,0.975220649002051
PFC/RECLTD,2015-01-28,window_end,2.106295563084032
BANKINDIA/UNIONBANK,2015-01-21,reverted,1.8029774550634092
CANBK/UNIONBANK,2015-01-28,window_end,-0.3798043963378406
BPCL/HINDPETRO,2015-01-27,reverted,2.568530481013309
HINDPETRO/IOC,2015-01-29,window_end,-1.8275876522329815
BANKINDIA/CANBK,2015-02-04,reverted,1.2184911215486705
PFC/RECLTD,2015-02-03,reverted,1.3393533283649228
PFC/RECLTD,2015-02-16,reverted,2.20670784354674
BPCL/HINDPETRO,2015-02-03,reverted,0.8882768909936223
BANKINDIA/CANBK,2015-03-05,reverted,0.9048159617240759
BANKINDIA/UNIONBANK,2015-03-02,reverted,2.4308297945655477
PFC/RECLTD,2015-04-07,reverted,0.9306196845151882
BANKINDIA/UNIONBANK,2015-04-10,window_end,-4.874200509478821
HCLTECH/TECHM,2015-05-27,window_end,-0.48814348294504706
PFC/RECLTD,2015-05-06,window_end,-2.0788615622430786
BANKINDIA/CANBK,2015-05-18,reverted,1.0772161666497915
BANKINDIA/CANBK,2015-05-25,reverted,1.9364488825611148
BANKINDIA/UNIONBANK,2015-05-13,window_end,-7.628118533681283
BPCL/HINDPETRO,2015-05-07,reverted,2.136929683353339
HCLTECH/TECHM,2015-05-29,reverted,4.193960068156205
HCLTECH/TECHM,2015-06-26,window_end,-2.2574388172167668
PFC/RECLTD,2015-06-11,reverted,-0.19173225509768743
BANKINDIA/CANBK,2015-06-25,window_end,0.5524116763079567
BPCL/HINDPETRO,2015-06-09,reverted,-0.9287297504373626
HCLTECH/TECHM,2015-06-30,reverted,-0.5354954886893748
HCLTECH/TECHM,2015-07-27,reverted,2.1896814491489502
PFC/RECLTD,2015-07-28,reverted,1.0075679135803595
HCLTECH/TECHM,2015-08-04,reverted,1.2777722313237927
HCLTECH/TECHM,2015-08-28,window_end,-1.1157088614994815
PFC/RECLTD,2015-08-07,reverted,1.5369675001609462
PFC/RECLTD,2015-08-13,reverted,2.1780808433951915
PFC/RECLTD,2015-08-27,window_end,1.0994732831142051
HCLTECH/TECHM,2015-08-31,reverted,3.1793529474400395
FEDERALBNK/KOTAKBANK,2015-09-21,window_end,-0.1950664320182538
PFC/RECLTD,2015-09-29,window_end,-1.3418125727275299
BANKINDIA/CANBK,2015-09-15,reverted,1.853955586398337
BANKINDIA/CANBK,2015-09-23,window_end,-0.2522085107080796
HCLTECH/TECHM,2015-10-01,reverted,0.5999305934282662
FEDERALBNK/KOTAKBANK,2015-10-01,reverted,2.2584651851837667
FEDERALBNK/KOTAKBANK,2015-10-21,window_end,-5.149483705254826
PFC/RECLTD,2015-09-30,reverted,1.9666314377009941
PFC/RECLTD,2015-10-13,window_end,-1.776915419790337
FEDERALBNK/KOTAKBANK,2015-10-30,reverted,2.925830007428626
PFC/RECLTD,2015-11-17,window_end,-0.7283092355059417
HCLTECH/TECHM,2015-12-03,reverted,1.5019060203862455
FEDERALBNK/KOTAKBANK,2015-12-14,reverted,0.8992725487570796
FEDERALBNK/KOTAKBANK,2016-01-07,window_end,-5.465677314083306
HCLTECH/TECHM,2016-01-28,window_end,-1.1231544104322588
PFC/RECLTD,2016-01-29,window_end,0.0
BANKINDIA/CANBK,2016-01-06,reverted,-1.139322384398972
HCLTECH/TECHM,2016-01-29,time,-5.967978945697644
FEDERALBNK/KOTAKBANK,2016-02-19,window_end,2.058781852962699
PFC/RECLTD,2016-01-29,reverted,0.1677390631553699
PFC/RECLTD,2016-02-25,window_end,0.6857178343017467
BANKINDIA/CANBK,2016-02-10,reverted,1.6931200659917878
HCLTECH/TECHM,2016-03-09,reverted,-0.6337580517726593
FEDERALBNK/KOTAKBANK,2016-03-28,window_end,-1.93038263220775
FEDERALBNK/KOTAKBANK,2016-03-31,reverted,-0.8749986260995934
BANKINDIA/CANBK,2016-04-13,window_end,-3.5003705087151116
PFC/RECLTD,2016-04-06,window_end,2.4353524238341806
BANKINDIA/CANBK,2016-05-20,reverted,1.0288037214760237
BANKINDIA/CANBK,2016-05-31,window_end,0.0
PFC/RECLTD,2016-05-16,reverted,0.9278226692562508
FEDERALBNK/KOTAKBANK,2016-06-03,reverted,2.81224591747527
FEDERALBNK/KOTAKBANK,2016-06-08,reverted,0.6675535869110183
BANKINDIA/CANBK,2016-05-31,reverted,3.994178498101164
PFC/RECLTD,2016-06-29,window_end,0.4939381684277988
PNB/UNIONBANK,2016-06-14,window_end,-6.295250382982143
FEDERALBNK/KOTAKBANK,2016-07-04,reverted,1.8401232662777933
FEDERALBNK/KOTAKBANK,2016-07-25,window_end,1.0379532937345726
BANKINDIA/CANBK,2016-07-01,reverted,1.235546919467112
BANKINDIA/CANBK,2016-07-19,reverted,1.6406099208646996
PFC/RECLTD,2016-07-07,reverted,-0.4210102857420739
BANKINDIA/UNIONBANK,2016-07-05,reverted,1.3174702712746122
BANKINDIA/UNIONBANK,2016-07-29,window_end,0.0
BANKINDIA/CANBK,2016-08-29,window_end,1.3792016572264365
PFC/RECLTD,2016-08-08,reverted,-0.014637841317499678
PFC/RECLTD,2016-08-26,window_end,1.7200875177544983
BANKINDIA/UNIONBANK,2016-07-29,reverted,2.544499835140229
BANKINDIA/CANBK,2016-09-30,window_end,0.0
BANKINDIA/PNB,2016-09-08,window_end,-4.007451123545342
BANKINDIA/PNB,2016-10-21,reverted,2.0367143568447874
BANKINDIA/CANBK,2016-09-30,reverted,-0.22337170963731
BANKINDIA/PNB,2016-11-21,window_end,-0.38004881728269657
BANKINDIA/CANBK,2016-11-02,reverted,0.23229640160372655
BANKINDIA/PNB,2016-12-16,window_end,-1.1588716839448843
BANKINDIA/CANBK,2016-12-26,window_end,-1.9632817265997249
BANKINDIA/UNIONBANK,2016-12-19,window_end,-1.5790590290777562
