seed,n_signals,n_resolved,n_unresolved,n_no_fill,mean_net_pct,median_net_pct,std_net_pct,mean_gross_pct,win_rate_pct,hit_rate_pct,expiry_rate_pct,mean_held_days,mean_cost_pct
42,319,316,3,0,5.292556206955056,4.059973208207838,26.050441781737064,5.623440282125905,57.59493670886076,,100.0,60.0,0.33088407517084917
43,317,314,2,1,5.199617961271135,2.6949013055797755,26.720806751024135,5.530359042621744,55.73248407643312,,100.0,60.0,0.33074108135061064
44,333,330,3,0,2.6201782463700933,1.3827809841158385,23.966217801294466,2.9469506285463827,53.939393939393945,,100.0,60.0,0.32677238217628934
45,319,314,4,1,7.494836936623329,4.939639353775426,27.754501742857403,7.829109418068213,60.19108280254777,,100.0,60.0,0.33427248144488125
46,326,325,1,0,4.624665085851604,2.957073820649045,25.97509685966837,4.954521550675312,57.230769230769226,,100.0,60.0,0.32985646482370773
47,319,318,1,0,4.809085069753836,2.1433744401676966,26.52358706422613,5.139225281250749,56.289308176100626,,100.0,60.0,0.33014021149691475
48,322,320,2,0,5.863975369836618,2.2537163107111544,26.872094767858407,6.195738624600934,55.93749999999999,,100.0,60.0,0.33176325476431623
49,326,323,3,0,3.9843409363192714,2.5225786175121683,22.269994237112815,4.31321220505219,54.79876160990712,,100.0,60.0,0.3288712687329185
50,323,323,0,0,4.1247408493253594,3.714554574451622,26.169868282854477,4.453828135907272,59.75232198142415,,100.0,60.0,0.32908728658191233
51,323,317,6,0,4.6468210449614515,2.540996504852953,23.275928747626978,4.976711598713898,57.09779179810725,,100.0,60.0,0.32989055375244586
52,326,325,1,0,7.1945436041915,3.3541271451353283,28.81320742375555,7.52835405743173,60.92307692307693,,100.0,60.0,0.3338104532402321
53,323,321,2,0,5.888415389226468,2.418886905657475,29.948704843423794,6.220216247150963,56.38629283489096,,100.0,60.0,0.33180085792449576
54,313,309,3,1,5.982506377384379,4.2641185042830605,26.256559988377198,6.31445200272672,57.92880258899677,,100.0,60.0,0.33194562534234084
55,319,314,3,2,6.130822056587488,3.475070011123358,27.79547594609399,6.4629958788945405,58.59872611464968,,100.0,60.0,0.3321738223070506
56,329,324,4,1,4.744762995759423,2.977023015756955,25.005196723868096,5.074804241980863,56.79012345679012,,100.0,60.0,0.3300412462214413
57,326,323,2,1,5.304721149969639,2.173914234999991,25.68364948669972,5.635623941995555,53.56037151702786,,100.0,60.0,0.3309027920259161
58,321,321,0,0,3.666670070326384,0.46759248265138503,24.687876076884585,3.9950525739618703,51.4018691588785,,100.0,60.0,0.3283825036354872
59,320,319,1,0,4.183534815881434,2.1442686360095005,25.608707828319726,4.51271256225009,55.4858934169279,,100.0,60.0,0.3291777463686552
60,319,314,4,1,6.672069592141607,2.2205335661658703,28.146365383890238,7.005076172289456,55.095541401273884,,100.0,60.0,0.33300658014785156
61,323,321,2,0,5.771526506195553,4.262537435714285,24.74620538013109,6.103147520097762,59.813084112149525,,100.0,60.0,0.33162101390220966
62,317,312,4,1,4.732825772831305,3.1687124640639537,24.11308363771838,5.062848652565441,57.37179487179487,,100.0,60.0,0.330022879734136
63,330,323,7,0,5.058675914465761,3.5785491947339665,24.20720950462629,5.389200143845941,56.965944272445824,,100.0,60.0,0.3305242293801799
64,324,322,2,0,4.103541774976938,2.2683837984464246,23.55661878621755,4.4325964448830755,55.90062111801242,,100.0,60.0,0.32905466990613697
65,324,322,2,0,2.8873452351328694,1.5457761553520317,24.06285780787178,3.214528677665245,53.105590062111794,,100.0,60.0,0.32718344253237497
66,311,309,2,0,4.167945113563806,2.937502460485103,25.219370740292305,4.497098873778276,57.28155339805825,,100.0,60.0,0.3291537602144689
67,319,315,3,1,4.3737878881430055,1.9881946667626142,22.49408946323769,4.703258355914078,54.920634920634924,,100.0,60.0,0.3294704677710725
68,321,319,2,0,4.254442221061952,1.7071527146341405,26.83757262215751,4.583729064828298,56.112852664576806,,100.0,60.0,0.3292868437663449
69,323,321,2,0,5.438416722305518,2.940708309803932,25.638087234609284,5.769525216951455,57.63239875389408,,100.0,60.0,0.33110849464593645
70,325,322,2,1,3.9778878297191675,2.5344413091734914,26.470511706534886,4.306749169769245,53.72670807453416,,100.0,60.0,0.32886134005007794
71,323,323,0,0,3.419809270562328,1.5544951384469405,21.89113122722529,3.7478119567333725,53.25077399380805,,100.0,60.0,0.3280026861710447
