label,n_trades,mean_net_pct,win_rate_pct,t_stat,placebo_max,beats_best_placebo,percentile_vs_placebos
UNGATED (baseline),20499,-0.9716821472524911,45.39245816869116,-0.8246089970331484,-0.5701476925210732,False,0.0
OWN-TREND-UP-GATED,3644,-1.0343480723967622,45.911086717892424,-0.13776137103401176,-0.6539515738563636,False,0.0
OWN-TREND-DOWN-GATED,18329,-0.9960495106114028,45.28888646407332,-1.3289562688101144,-0.5647422646813504,False,0.0
