symbol,company_name,index_name,action,announcement_date,effective_date,source_url
DISHTV,Dish TV India Limited,CNX Midcap Index,included,2011-12-01,,https://www.niftyindices.com/Press_Release/ind_prs01122011.pdf
IBREALEST,Indiabulls Real Estate Limited,CNX Realty Index,excluded,2011-12-01,,https://www.niftyindices.com/Press_Release/ind_prs01122011.pdf
PHOENIXLTD,Phoenix Mills Limited,CNX Realty Index,included,2011-12-01,,https://www.niftyindices.com/Press_Release/ind_prs01122011.pdf
AREVAT&D,Areva T&D India Limited,CNX 200 Index,excluded,2011-12-12,"December 14, 2011",https://www.niftyindices.com/Press_Release/ind_prs12122011.pdf
GSKCONS,Glaxo Smithkline Consumer Healthcare Limited,CNX 200 Index,included,2011-12-12,"December 14, 2011",https://www.niftyindices.com/Press_Release/ind_prs12122011.pdf
AREVAT&D,Areva T&D India Limited,CNX Midcap Index,excluded,2011-12-12,"December 14, 2011",https://www.niftyindices.com/Press_Release/ind_prs12122011.pdf
JISLJALEQS,Jain Irrigation Systems Limited,CNX Midcap Index,included,2011-12-12,"December 14, 2011",https://www.niftyindices.com/Press_Release/ind_prs12122011.pdf
AREVAT&D,Areva T&D India Limited,S&P CNX 500 Index,excluded,2011-12-12,"December 14, 2011",https://www.niftyindices.com/Press_Release/ind_prs12122011.pdf
MVL,MVL Limited,S&P CNX 500 Index,included,2011-12-12,"December 14, 2011",https://www.niftyindices.com/Press_Release/ind_prs12122011.pdf
MAHABANK,Bank of Maharashtra.,,excluded,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
BERGEPAINT,Berger Paints India Ltd.,,excluded,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
CORPBANK,Corporation Bank,,excluded,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corporation Ltd.,,excluded,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
GRAPHITE,Graphite India Ltd.,,excluded,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
INDUSINDBK,IndusInd Bank Ltd.,,excluded,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
J&KBANK,Jammu & Kashmir Bank Ltd.,,excluded,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
POLARIS,Polaris Software Lab Ltd.,,excluded,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
RCF,Rashtriya Chemicals & Fertilizers Ltd.,,excluded,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
SRTRANSFIN,Shriram Transport Finance Company Ltd.,,excluded,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
TORNTPHARM,Torrent Pharmaceuticals Ltd.,,excluded,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
ASHOKLEY,Ashok Leyland Ltd.,,included,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
BAJAJ-AUTO,Bajaj Auto Ltd.,,included,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,,included,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
HINDPETRO,Hindustan Petroleum Corporation Ltd.,,included,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
INDIAINFO,India Infoline Ltd.,,included,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
INDIABULLS,Indiabulls Financial Services Ltd.,,included,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
IOB,Indian Overseas Bank,,included,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
ORIENTBANK,Oriental Bank of Commerce,,included,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
SREINFRA,SREI Infrastructure Finance Ltd.,,included,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
SYNDIBANK,Syndicate Bank,,included,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
VIJAYABANK,Vijaya Bank,,included,2011-12-28,"January 2, 2012",https://www.niftyindices.com/Press_Release/ind_prs28122011.pdf
HOTELEELA,Hotel Leela Venture Limited,,excluded,2012-01-13,"February 24, 2012",https://www.niftyindices.com/Press_Release/ind_prs13012012.pdf
ABIRLANUVO,Aditya Birla Nuvo Limited,,included,2012-01-13,"February 24, 2012",https://www.niftyindices.com/Press_Release/ind_prs13012012.pdf
UTVSOF,UTV Software Communications Limited,CNX Media Index,excluded,2012-02-29,"March 9, 2012",https://www.niftyindices.com/Press_Release/ind_prs29022012.pdf
EROSMEDIA,Eros International Media Limited,CNX Media Index,included,2012-02-29,"March 9, 2012",https://www.niftyindices.com/Press_Release/ind_prs29022012.pdf
UTVSOF,UTV Software Communications Limited,CNX Smallcap Index,excluded,2012-02-29,"March 9, 2012",https://www.niftyindices.com/Press_Release/ind_prs29022012.pdf
DENABANK,Dena Bank,CNX Smallcap Index,included,2012-02-29,"March 9, 2012",https://www.niftyindices.com/Press_Release/ind_prs29022012.pdf
UTVSOF,UTV Software Communications Limited,S&P CNX 500 Index,excluded,2012-02-29,"March 9, 2012",https://www.niftyindices.com/Press_Release/ind_prs29022012.pdf
CAROLINFO,Carol Info Services Limited,S&P CNX 500 Index,excluded,2012-02-29,"March 9, 2012",https://www.niftyindices.com/Press_Release/ind_prs29022012.pdf
IBREALEST,Indiabulls Real Estate Limited,S&P CNX 500 Index,included,2012-02-29,"March 9, 2012",https://www.niftyindices.com/Press_Release/ind_prs29022012.pdf
L&TFH,L&T Finance Holdings Limited,S&P CNX 500 Index,included,2012-02-29,"March 9, 2012",https://www.niftyindices.com/Press_Release/ind_prs29022012.pdf
HDIL,Housing Development and Infrastructure Ltd.,CNX 100 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
IFCI,IFCI Ltd.,CNX 100 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
IOB,Indian Overseas Bank,CNX 100 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
DIVISLAB,Divi's Laboratories Ltd.,CNX 100 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd.,CNX 100 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
PETRONET,Petronet LNG Ltd.,CNX 100 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
BRFL,Bombay Rayon Fashions Ltd.,CNX 200 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
CMC,CMC Ltd.,CNX 200 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
CORPBANK,Corporation Bank,CNX 200 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
GTL,GTL Ltd.,CNX 200 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
GUJNRECOKE,Gujarat NRE Coke Ltd.,CNX 200 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
MTNL,Mahanagar Telephone Nigam Ltd.,CNX 200 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
MRPL,Mangalore Refinery & Petrochemicals Ltd.,CNX 200 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
NATIONALUM,National Aluminium Co. Ltd.,CNX 200 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
ORCHIDCHEM,Orchid Chemicals & Pharmaceuticals Ltd.,CNX 200 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
REDINGTON,Redington (India) Ltd.,CNX 200 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
REIAGROLTD,REI Agro Ltd.,CNX 200 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
SKSMICRO,SKS Microfinance Ltd.,CNX 200 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
BATAINDIA,Bata India Ltd.,CNX 200 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
CRISIL,CRISIL Ltd.,CNX 200 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
GUJFLUORO,Gujarat Fluorochemicals Ltd.,CNX 200 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
GMDCLTD,Gujarat Mineral Development Corporation Ltd.,CNX 200 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
GSFC,Gujarat State Fertilizers & Chemicals Ltd.,CNX 200 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
HEXAWARE,Hexaware Technologies Ltd.,CNX 200 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
IBREALEST,Indiabulls Real Estate Ltd.,CNX 200 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
IPCALAB,Ipca Laboratories Ltd.,CNX 200 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
JINDALSAW,Jindal Saw Ltd.,CNX 200 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
KARURVYSYA,Karur Vysya Bank Ltd.,CNX 200 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
RALLIS,Rallis India Ltd.,CNX 200 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
RAYMOND,Raymond Ltd.,CNX 200 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
ESCORTS,Escorts Ltd.,CNX Auto Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
EICHERMOT,Eicher Motors Ltd.,CNX Auto Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
IDBI,IDBI Bank Ltd.,CNX Bank Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
YESBANK,Yes Bank Ltd.,CNX Bank Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,CNX Consumption Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
TATAGLOBAL,Tata Global Beverages Ltd.,CNX Consumption Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
BRITANNIA,Britannia Industries Ltd.,CNX Consumption Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
TITAN,Titan Industries Ltd.,CNX Consumption Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
REIAGROLTD,REI Agro Ltd.,CNX FMCG Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
EIDPARRY,E.I.D. Parry (India) Ltd.,CNX FMCG Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
GTL,GTL Ltd.,CNX IT Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
NAUKRI,Info Edge (India) Ltd.,CNX IT Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
CONCOR,Container Corporation of India Ltd.,CNX Infrastructure Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
GESHIP,Great Eastern Shipping Co. Ltd.,CNX Infrastructure Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
GUJNRECOKE,Gujarat NRE Coke Ltd.,CNX Metal Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
JINDALSAW,Jindal Saw Ltd.,CNX Metal Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
BAJAJHIND,Bajaj Hindusthan Ltd.,CNX Midcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
BALRAMCHIN,Balrampur Chini Mills Ltd.,CNX Midcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
COLPAL,Colgate Palmolive (India) Ltd.,CNX Midcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
HCL-INSYS,HCL Infosystems Ltd.,CNX Midcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
IVRCLINFRA,IVRCL Ltd.,CNX Midcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
LICHSGFIN,LIC Housing Finance Ltd.,CNX Midcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
APOLLOTYRE,Apollo Tyres Ltd.,CNX Midcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
BATAINDIA,Bata India Ltd.,CNX Midcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
CHAMBLFERT,Chambal Fertilizers & Chemicals Ltd.,CNX Midcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
ESSAROIL,Essar Oil Ltd.,CNX Midcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
IBREALEST,Indiabulls Real Estate Ltd.,CNX Midcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
JUBLFOOD,Jubilant Foodworks Ltd.,CNX Midcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
PIPAVAVDOC,Pipavav Defence and Offshore Engineering Company Ltd.,CNX Midcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
RELCAPITAL,Reliance Capital Ltd.,CNX Midcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
RENUKA,Shree Renuka Sugars Ltd.,CNX Midcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
SINTEX,Sintex Industries Ltd.,CNX Midcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
PHOENIXLTD,Phoenix Mills Ltd.,CNX Realty Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
IBREALEST,Indiabulls Real Estate Ltd.,CNX Realty Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
ADSL,Allied Digital Services Ltd.,CNX Smallcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
BATAINDIA,Bata India Ltd.,CNX Smallcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
DISHMAN,Dishman Pharmaceuticals & Chemicals Ltd.,CNX Smallcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
GTLINFRA,GTL Infrastructure Ltd.,CNX Smallcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
JUBLFOOD,Jubilant Foodworks Ltd.,CNX Smallcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
ORBITCORP,Orbit Corporation Ltd.,CNX Smallcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
PIPAVAVDOC,Pipavav Defence and Offshore Engineering Company Ltd.,CNX Smallcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
SPECTACLE,Spectacle Infotek Ltd.,CNX Smallcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
TEXMACOLTD,Texmaco Ltd.,CNX Smallcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
WOCKPHARMA,Wockhardt Ltd.,CNX Smallcap Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
BAJAJHIND,Bajaj Hindusthan Ltd.,CNX Smallcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
BALRAMCHIN,Balrampur Chini Mills Ltd.,CNX Smallcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
DHANBANK,Dhanlaxmi Bank Ltd.,CNX Smallcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
ESCORTS,Escorts Ltd.,CNX Smallcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
HCC,Hindustan Construction Co. Ltd.,CNX Smallcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
HINDOILEXP,Hindustan Oil Exploration Co. Ltd.,CNX Smallcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
IVRCLINFRA,IVRCL Ltd.,CNX Smallcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
PATNI,Patni Computer Systems Ltd.,CNX Smallcap Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
BAJAJHIND,Bajaj Hindusthan Ltd.,Nifty Midcap 50 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
HCC,Hindustan Construction Co. Ltd.,Nifty Midcap 50 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
IVRCLINFRA,IVRCL Ltd.,Nifty Midcap 50 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
MTNL,Mahanagar Telephone Nigam Ltd.,Nifty Midcap 50 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
PATELENG,Patel Engineering Ltd.,Nifty Midcap 50 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
PRAJIND,Praj Industries Ltd.,Nifty Midcap 50 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
ROLTA,Rolta India Ltd.,Nifty Midcap 50 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
TTML,Tata Teleservices (Maharashtra) Ltd.,Nifty Midcap 50 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
TITAN,Titan Industries Ltd.,Nifty Midcap 50 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
ULTRACEMCO,UltraTech Cement Ltd.,Nifty Midcap 50 Index,excluded,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
ABB,ABB Ltd.,Nifty Midcap 50 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Nifty Midcap 50 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
BEL,Bharat Electronics Ltd.,Nifty Midcap 50 Index,included,2012-03-14,,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf
