symbol,sector,signal_date,entry_date,entry_price,shares,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,gross_pnl_pct,net_pnl_pct,cost_rupees
MINDTREE,Unknown:MINDTREE,2019-06-27,2019-06-28,943.5,10,916.379986973295,1011.3000325667624,2019-07-01,916.379986973295,stop,1,-2.8744051962591444,-3.192234660262116,29.987209928680368
GODREJPROP,Realty,2019-07-01,2019-07-02,1091.0,9,1002.9505113082155,1311.1237217294613,2019-07-02,1002.9505113082155,stop,0,-8.070530585864756,-8.380377626944956,30.423880963664775
ESCORTS,Unknown:ESCORTS,2019-07-01,2019-07-02,571.8,17,525.8675193812888,686.6312015467777,2019-07-08,525.8675193812888,stop,4,-8.032962682530798,-8.342867436400864,30.12460150469368
INDIGO,Unknown:INDIGO,2019-07-04,2019-07-05,1639.0,5,1549.1143142117778,1863.7142144705556,2019-07-08,1549.1143142117778,stop,1,-5.484178510568771,-5.7979987729521945,25.717570502321514
HDFCLIFE,Insurance,2019-06-27,2019-06-28,457.95,21,436.8103833907751,510.7990415230622,2019-07-09,465.4,time,7,1.6268151544928555,1.3020707987553295,31.230502319099998
ICICIPRULI,Unknown:ICICIPRULI,2019-06-28,2019-07-01,391.0,25,367.3746606751984,450.06334831200394,2019-07-10,378.2,time,7,-3.273657289002563,-3.5908734115601075,31.00787598
ADANIPOWER,Power,2019-07-01,2019-07-02,60.75,164,54.996494543381694,75.13376364154577,2019-07-11,63.35,time,7,4.279835390946496,3.9510153965432036,32.760336042400006
BAJFINANCE,Financial Services,2019-07-09,2019-07-10,3599.95,2,3407.793420389074,4080.3414490273144,2019-07-11,3407.793420389074,stop,1,-5.337756902482694,-5.65180210154742,22.610940287461254
INDIGO,Unknown:INDIGO,2019-07-10,2019-07-11,1378.95,6,1244.0808446533367,1716.1228883666581,2019-07-16,1384.0,time,3,0.36622067515137413,0.043412877428469054,26.708148760200004
DMART,Retail,2019-07-08,2019-07-09,1391.0,6,1295.91866083674,1628.7033479081501,2019-07-18,1455.0,time,7,4.6010064701653475,4.271693084399711,27.484495176
