symbol_a,symbol_b,long_symbol,short_symbol,signal_entry_date,entry_fill_date,signal_exit_date,exit_fill_date,exit_reason,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pct,short_net_pct,net_pnl_pct,long_cost_pct,short_cost_pct,short_contract_expiry,rolled_forward_at_entry
FEDERALBNK,TATAELXSI,FEDERALBNK,TATAELXSI,2005-08-24,2005-08-25,2005-08-31,,no_fill,,,,,,,,,,,False
IVRCLINFRA,RELCAPITAL,RELCAPITAL,IVRCLINFRA,2005-08-16,2005-08-17,2005-08-31,,no_fill,,,,,,,,,,,False
BHARATFORG,ITC,ITC,BHARATFORG,2005-09-21,2005-09-22,2005-09-30,,no_fill,,,,,,,,,,,False
INDHOTEL,PETRONET,INDHOTEL,PETRONET,2005-08-31,2005-09-01,2005-09-29,,no_fill,,,,,,,,,,,False
ITC,SUNPHARMA,SUNPHARMA,ITC,2005-09-09,2005-09-12,2005-09-14,,no_fill,,,,,,,,,,,False
ITC,SUNPHARMA,ITC,SUNPHARMA,2005-09-21,2005-09-22,2005-09-30,,no_fill,,,,,,,,,,,False
DIVISLAB,INDHOTEL,INDHOTEL,DIVISLAB,2005-10-03,2005-10-04,2005-10-11,,no_fill,,,,,,,,,,,False
GLAXO,PNB,PNB,GLAXO,2005-11-22,2005-11-23,2005-11-30,,no_fill,,,,,,,,,,,False
AUROPHARMA,NAGARCONST,NAGARCONST,AUROPHARMA,2005-12-01,2005-12-02,2005-12-28,,no_fill,,,,,,,,,,,False
I-FLEX,RIIL,I-FLEX,RIIL,2005-12-21,2005-12-22,2005-12-22,,no_fill,,,,,,,,,,,False
BOMDYEING,IVRCLINFRA,IVRCLINFRA,BOMDYEING,2005-12-12,2005-12-13,2005-12-30,,no_fill,,,,,,,,,,,False
ALBK,FEDERALBNK,FEDERALBNK,ALBK,2006-01-10,2006-01-12,2006-01-25,,no_fill,,,,,,,,,,,False
GUJFLUORO,NAGARFERT,GUJFLUORO,NAGARFERT,2006-01-03,2006-01-04,2006-01-13,,no_fill,,,,,,,,,,,False
GUJFLUORO,NAGARFERT,NAGARFERT,GUJFLUORO,2006-01-23,2006-01-24,2006-01-31,,no_fill,,,,,,,,,,,False
IDBI,ULTRACEMCO,ULTRACEMCO,IDBI,2006-01-05,2006-01-06,2006-01-06,,no_fill,,,,,,,,,,,False
IDBI,ULTRACEMCO,IDBI,ULTRACEMCO,2006-01-13,2006-01-16,2006-01-31,,no_fill,,,,,,,,,,,False
INDHOTEL,SREINTFIN,INDHOTEL,SREINTFIN,2006-02-27,2006-02-28,2006-02-28,,no_fill,,,,,,,,,,,False
GRASIM,LT,GRASIM,LT,2006-01-31,2006-02-01,2006-02-15,,no_fill,,,,,,,,,,,False
DRREDDY,ROLTA,ROLTA,DRREDDY,2006-01-31,2006-02-01,2006-02-08,,no_fill,,,,,,,,,,,False
DENABANK,ESSAROIL,DENABANK,ESSAROIL,2006-03-13,2006-03-14,2006-03-14,,no_fill,,,,,,,,,,,False
GSFC,REL,GSFC,REL,2006-03-06,2006-03-07,2006-03-23,,no_fill,,,,,,,,,,,False
PRAJIND,WOCKPHARMA,PRAJIND,WOCKPHARMA,2006-03-01,2006-03-02,2006-03-09,,no_fill,,,,,,,,,,,False
PRAJIND,WOCKPHARMA,WOCKPHARMA,PRAJIND,2006-03-24,2006-03-27,2006-03-31,,no_fill,,,,,,,,,,,False
NATIONALUM,UCOBANK,UCOBANK,NATIONALUM,2006-04-07,2006-04-10,2006-04-13,,no_fill,,,,,,,,,,,False
NATIONALUM,UCOBANK,UCOBANK,NATIONALUM,2006-04-17,2006-04-18,2006-04-28,,no_fill,,,,,,,,,,,False
GRASIM,UNIONBANK,UNIONBANK,GRASIM,2006-04-07,2006-04-10,2006-04-28,,no_fill,,,,,,,,,,,False
RANBAXY,SRF,SRF,RANBAXY,2006-05-02,2006-05-03,2006-05-29,,no_fill,,,,,,,,,,,False
CIPLA,TATAMOTORS,TATAMOTORS,CIPLA,2006-05-22,2006-05-23,2006-05-31,,no_fill,,,,,,,,,,,False
IOC,JISLJALEQS,IOC,JISLJALEQS,2006-05-24,2006-05-25,2006-05-31,,no_fill,,,,,,,,,,,False
BILT,SYNDIBANK,SYNDIBANK,BILT,2006-06-27,2006-06-28,2006-06-30,,no_fill,,,,,,,,,,,False
APTECHT,BATAINDIA,BATAINDIA,APTECHT,2006-06-07,2006-06-08,2006-06-30,,no_fill,,,,,,,,,,,False
INDIACEM,JISLJALEQS,JISLJALEQS,INDIACEM,2006-07-13,2006-07-14,2006-07-31,,no_fill,,,,,,,,,,,False
CORPBANK,FEDERALBNK,CORPBANK,FEDERALBNK,2006-06-30,2006-07-03,2006-07-27,,no_fill,,,,,,,,,,,False
CORPBANK,FEDERALBNK,FEDERALBNK,CORPBANK,2006-07-31,2006-08-01,2006-07-31,,no_fill,,,,,,,,,,,False
RADICO,SIEMENS,RADICO,SIEMENS,2006-08-02,2006-08-03,2006-08-09,,no_fill,,,,,,,,,,,False
RADICO,SIEMENS,RADICO,SIEMENS,2006-08-11,2006-08-14,2006-08-16,,no_fill,,,,,,,,,,,False
BEL,INDIACEM,BEL,INDIACEM,2006-08-04,2006-08-07,2006-08-09,,no_fill,,,,,,,,,,,False
LUPIN,MRPL,LUPIN,MRPL,2006-09-13,2006-09-14,2006-09-22,,no_fill,,,,,,,,,,,False
JISLJALEQS,TITAN,TITAN,JISLJALEQS,2006-09-22,2006-09-25,2006-09-29,,no_fill,,,,,,,,,,,False
NEYVELILIG,SRF,SRF,NEYVELILIG,2006-09-14,2006-09-15,2006-09-25,,no_fill,,,,,,,,,,,False
NDTV,ROLTA,ROLTA,NDTV,2006-10-13,2006-10-16,2006-10-17,,no_fill,,,,,,,,,,,False
ACC,ONGC,ONGC,ACC,2006-10-27,2006-10-30,2006-10-31,,no_fill,,,,,,,,,,,False
DRREDDY,SUNPHARMA,SUNPHARMA,DRREDDY,2006-10-31,2006-11-01,2006-11-10,,no_fill,,,,,,,,,,,False
DRREDDY,SUNPHARMA,DRREDDY,SUNPHARMA,2006-11-17,2006-11-20,2006-11-30,,no_fill,,,,,,,,,,,False
HEROHONDA,TTML,TTML,HEROHONDA,2006-11-01,2006-11-02,2006-11-08,,no_fill,,,,,,,,,,,False
HEROHONDA,TTML,HEROHONDA,TTML,2006-11-09,2006-11-10,2006-11-10,,no_fill,,,,,,,,,,,False
BHUSANSTL,HCLTECH,HCLTECH,BHUSANSTL,2006-12-20,2006-12-21,2006-12-29,,no_fill,,,,,,,,,,,False
BHUSANSTL,TITAN,BHUSANSTL,TITAN,2006-12-04,2006-12-05,2006-12-08,,no_fill,,,,,,,,,,,False
BHUSANSTL,TITAN,TITAN,BHUSANSTL,2006-12-12,2006-12-13,2006-12-14,,no_fill,,,,,,,,,,,False
GLENMARK,SKUMARSYNF,SKUMARSYNF,GLENMARK,2006-12-18,2006-12-19,2006-12-29,,no_fill,,,,,,,,,,,False
PATELENG,SCI,PATELENG,SCI,2007-01-18,2007-01-19,2007-01-29,,no_fill,,,,,,,,,,,False
INDIACEM,MRPL,INDIACEM,MRPL,2007-01-17,2007-01-18,2007-01-31,,no_fill,,,,,,,,,,,False
MARUTI,UNITECH,UNITECH,MARUTI,2007-02-12,2007-02-13,2007-02-28,,no_fill,,,,,,,,,,,False
CORPBANK,DCHL,CORPBANK,DCHL,2007-02-14,2007-02-15,2007-02-28,,no_fill,,,,,,,,,,,False
AMTEKAUTO,ESCORTS,AMTEKAUTO,ESCORTS,2007-02-01,2007-02-02,2007-02-13,,no_fill,,,,,,,,,,,False
DCHL,WELGUJ,DCHL,WELGUJ,2007-03-13,2007-03-14,2007-03-30,,no_fill,,,,,,,,,,,False
MCLEODRUSS,SIEMENS,SIEMENS,MCLEODRUSS,2007-03-19,2007-03-20,2007-03-22,,no_fill,,,,,,,,,,,False
SIEMENS,SUNPHARMA,SIEMENS,SUNPHARMA,2007-03-05,2007-03-06,2007-03-22,,no_fill,,,,,,,,,,,False
HOTELEELA,SBIN,SBIN,HOTELEELA,2007-04-11,2007-04-12,2007-04-18,,no_fill,,,,,,,,,,,False
HOTELEELA,SBIN,HOTELEELA,SBIN,2007-04-24,2007-04-25,2007-04-30,,no_fill,,,,,,,,,,,False
DIVISLAB,NUCLEUS,NUCLEUS,DIVISLAB,2007-04-02,2007-04-03,2007-04-16,,no_fill,,,,,,,,,,,False
DIVISLAB,NUCLEUS,NUCLEUS,DIVISLAB,2007-04-26,2007-04-27,2007-04-30,,no_fill,,,,,,,,,,,False
APIL,BHEL,BHEL,APIL,2007-04-23,2007-04-24,2007-04-30,,no_fill,,,,,,,,,,,False
CUMMINSIND,PATELENG,PATELENG,CUMMINSIND,2007-05-03,2007-05-04,2007-05-07,,no_fill,,,,,,,,,,,False
CUMMINSIND,PATELENG,CUMMINSIND,PATELENG,2007-05-10,2007-05-11,2007-05-30,,no_fill,,,,,,,,,,,False
SYNDIBANK,TTML,SYNDIBANK,TTML,2007-04-30,2007-05-03,2007-05-09,,no_fill,,,,,,,,,,,False
SBIN,UNITECH,SBIN,UNITECH,2007-05-28,2007-05-29,2007-05-31,,no_fill,,,,,,,,,,,False
ARVINDMILL,EXIDEIND,ARVINDMILL,EXIDEIND,2007-06-11,2007-06-12,2007-06-20,,no_fill,,,,,,,,,,,False
ALBK,REL,ALBK,REL,2007-06-12,2007-06-13,2007-06-29,,no_fill,,,,,,,,,,,False
MTNL,PNB,PNB,MTNL,2007-06-06,2007-06-07,2007-06-19,,no_fill,,,,,,,,,,,False
MTNL,PNB,MTNL,PNB,2007-06-29,2007-07-02,2007-06-29,,no_fill,,,,,,,,,,,False
BOMDYEING,SESAGOA,SESAGOA,BOMDYEING,2007-07-04,2007-07-05,2007-07-13,,no_fill,,,,,,,,,,,False
IOB,MOSERBAER,IOB,MOSERBAER,2007-07-03,2007-07-04,2007-07-09,,no_fill,,,,,,,,,,,False
IOB,MOSERBAER,MOSERBAER,IOB,2007-07-17,2007-07-18,2007-07-31,,no_fill,,,,,,,,,,,False
BHEL,VIDEOIND,VIDEOIND,BHEL,2007-07-23,2007-07-24,2007-07-31,,no_fill,,,,,,,,,,,False
KESORAMIND,ORIENTBANK,ORIENTBANK,KESORAMIND,2007-08-17,2007-08-20,2007-08-22,,no_fill,,,,,,,,,,,False
KESORAMIND,ORIENTBANK,ORIENTBANK,KESORAMIND,2007-08-24,2007-08-27,2007-08-31,,no_fill,,,,,,,,,,,False
IDBI,PUNJLLOYD,PUNJLLOYD,IDBI,2007-09-24,2007-09-25,2007-09-28,,no_fill,,,,,,,,,,,False
AUROPHARMA,JETAIRWAYS,AUROPHARMA,JETAIRWAYS,2007-09-07,2007-09-10,2007-09-28,,no_fill,,,,,,,,,,,False
CESC,RNRL,CESC,RNRL,2007-09-20,2007-09-21,2007-09-28,,no_fill,,,,,,,,,,,False
HDFC,RAJESHEXPO,RAJESHEXPO,HDFC,2007-10-29,2007-10-30,2007-10-31,,no_fill,,,,,,,,,,,False
LUPIN,TVSMOTOR,TVSMOTOR,LUPIN,2007-10-08,2007-10-09,2007-10-30,,no_fill,,,,,,,,,,,False
BHARTIARTL,UNITECH,BHARTIARTL,UNITECH,2007-10-26,2007-10-29,2007-10-31,,no_fill,,,,,,,,,,,False
PRAJIND,STERLINBIO,STERLINBIO,PRAJIND,2007-11-27,2007-11-28,2007-11-30,,no_fill,,,,,,,,,,,False
BANKBARODA,I-FLEX,I-FLEX,BANKBARODA,2007-11-01,2007-11-02,2007-11-21,,no_fill,,,,,,,,,,,False
JSTAINLESS,TULIP,JSTAINLESS,TULIP,2007-12-27,2007-12-28,2007-12-31,,no_fill,,,,,,,,,,,False
INFOSYSTCH,VOLTAMP,VOLTAMP,INFOSYSTCH,2007-12-10,2007-12-11,2007-12-12,,no_fill,,,,,,,,,,,False
INFOSYSTCH,VOLTAMP,VOLTAMP,INFOSYSTCH,2007-12-24,2007-12-26,2007-12-27,,no_fill,,,,,,,,,,,False
ABB,INDHOTEL,ABB,INDHOTEL,2007-12-13,2007-12-14,2007-12-31,,no_fill,,,,,,,,,,,False
ACC,WIPRO,ACC,WIPRO,2008-01-21,2008-01-22,2008-01-28,2008-01-29,reverted,735.0,798.25,444.0,410.0,8.269977072857154,7.47451117117117,7.872244122014163,0.33546510401360546,0.18314648648648646,2008-02-28,True
ASHOKLEY,PANTALOONR,ASHOKLEY,PANTALOONR,2008-01-21,2008-01-22,2008-01-24,2008-01-25,reverted,35.8,37.8,550.0,620.55,5.25576471061453,-13.02880648727271,-3.8865208883290903,0.33082746815642455,0.20153375999999998,2008-02-28,True
BHARATFORG,NOIDATOLL,BHARATFORG,NOIDATOLL,2007-12-31,2008-01-01,2008-01-09,,no_fill,,,,,,,,,,,False
AIAENG,TITAN,TITAN,AIAENG,2008-02-29,2008-03-03,2008-02-29,,no_fill,,,1688.2,,,,,,,2008-03-27,False
MTNL,SIEMENS,MTNL,SIEMENS,2008-02-28,2008-02-29,2008-02-29,2008-03-03,window_end,117.75,116.35,830.25,790.0,-1.5093783495541397,4.66226887684432,1.57644526364509,0.3204186892569002,0.1856684914182475,2008-03-27,False
BANKINDIA,CENTURYTEX,BANKINDIA,CENTURYTEX,2008-03-05,2008-03-07,2008-03-14,2008-03-17,reverted,285.0,270.8,750.0,684.95,-5.29704716168421,8.491098517333322,1.597025677824556,0.31459102133333333,0.182234816,2008-03-27,False
ALBK,ICSA,ICSA,ALBK,2008-03-17,2008-03-18,2008-03-19,2008-03-24,reverted,325.0,320.0,79.1,71.95,-1.8583433138461485,8.857284475347655,3.499470580750753,0.31988177538461543,0.18190642225031606,2008-04-24,True
ALBK,ICSA,ALBK,ICSA,2008-03-26,2008-03-27,2008-03-31,,no_fill,,,,,,,,,,,False
PATNI,SINTEX,PATNI,SINTEX,2008-02-29,2008-03-03,2008-03-05,,no_fill,,,,,,,,,,,False
PATNI,SINTEX,SINTEX,PATNI,2008-03-18,2008-03-19,2008-03-24,2008-03-25,reverted,325.0,347.25,209.0,199.0,6.513391406615374,4.598963732057419,5.556177569336397,0.3327624395384615,0.18572526315789475,2008-04-24,True
JPHYDRO,PFC,PFC,JPHYDRO,2008-04-16,2008-04-17,2008-04-30,2008-05-02,window_end,158.0,163.9,64.05,72.1,3.406195475063289,-12.769607322404363,-4.681705923670537,0.32798174012658227,0.20130131147540983,2008-05-29,True
ABIRLANUVO,EKC,ABIRLANUVO,EKC,2008-04-03,2008-04-04,2008-04-30,2008-04-24,rollover,1395.0,1478.0,296.5,324.95,5.618435319139777,-9.793910967959535,-2.087737824409879,0.3313854693906811,0.1986327217537943,2008-04-24,False
CANBK,HCLTECH,CANBK,HCLTECH,2008-04-30,2008-05-02,2008-05-30,2008-05-29,rollover,238.1,222.0,292.1,309.3,-7.073722210247789,-6.083699808284819,-6.5787110092663035,0.3118574475430491,0.19530542280041083,2008-05-29,False
DRREDDY,RNRL,RNRL,DRREDDY,2008-05-14,2008-05-15,2008-05-30,2008-05-29,rollover,108.5,105.7,669.9,676.4,-2.89892590709677,-1.1611850097029306,-2.0300554583998505,0.31828074580645166,0.19089093596059115,2008-05-29,False
HINDZINC,PANTALOONR,HINDZINC,PANTALOONR,2008-06-17,2008-06-18,2008-06-19,2008-06-20,reverted,607.0,588.0,391.0,415.05,-3.4475848550247137,-6.346436184143219,-4.897010519583966,0.3174365848434926,0.19554104347826087,2008-07-31,True
BINDALAGRO,INDIAINFO,INDIAINFO,BINDALAGRO,2008-06-13,2008-06-16,2008-06-17,2008-06-18,reverted,620.0,664.0,36.3,36.0,6.763626744516136,0.6371680991735509,3.7003974218448437,0.33314744903225807,0.18927818181818185,2008-06-26,False
IDFC,UNIONBANK,IDFC,UNIONBANK,2008-06-09,2008-06-10,2008-06-11,2008-06-12,reverted,118.1,126.0,113.05,115.0,6.35672500711263,-1.9164687571870862,2.220128124962772,0.3325213942421677,0.19156827067669174,2008-06-26,False
IDFC,UNIONBANK,IDFC,UNIONBANK,2008-06-19,2008-06-20,2008-06-27,2008-06-30,reverted,129.0,115.5,130.0,110.5,-10.771284695348834,14.823444000000002,2.026079652325584,0.3061684162790698,0.176556,2008-07-31,True
IDFC,UNIONBANK,IDFC,UNIONBANK,2008-06-30,2008-07-01,2008-06-30,,no_fill,,,106.5,,,,,,,2008-07-31,False
NATIONALUM,VOLTAS,NATIONALUM,VOLTAS,2008-07-09,2008-07-10,2008-07-14,2008-07-15,reverted,329.0,350.1,132.0,134.5,6.081276268510638,-2.0856593939394035,1.997808437285617,0.33209759167173253,0.19172000000000003,2008-07-31,False
NATIONALUM,VOLTAS,VOLTAS,NATIONALUM,2008-07-25,2008-07-28,2008-07-31,2008-08-01,window_end,125.25,121.0,441.9,417.0,-3.7102460299401208,5.449796754921925,0.8697753624909021,0.3170324570858284,0.18496224032586558,2008-08-28,True
BIOCON,HOTELEELA,HOTELEELA,BIOCON,2008-07-03,2008-07-04,2008-07-31,2008-07-31,rollover,29.8,32.7,380.0,381.25,9.394348573825518,-0.5192626315789567,4.43754297112328,0.3371950503355705,0.19031526315789474,2008-07-31,False
CORPBANK,UNITECH,UNITECH,CORPBANK,2008-07-16,2008-07-17,2008-07-23,2008-07-24,reverted,145.0,172.0,260.4,286.0,18.2698388675862,-10.029873517665147,4.119982674960526,0.3508507875862068,0.19884433179723504,2008-07-31,False
MCLEODRUSS,NIITLTD,NIITLTD,MCLEODRUSS,2008-08-04,2008-08-05,2008-08-13,,no_fill,,,,,,,,,,,False
MCLEODRUSS,NIITLTD,MCLEODRUSS,NIITLTD,2008-08-28,2008-08-29,2008-08-29,2008-09-01,window_end,86.0,84.0,90.65,90.4,-2.6442539767441904,0.08601353557639693,-1.2791202205838967,0.3186725813953489,0.18977245449531163,2008-09-25,False
BHARTIARTL,TATAMOTORS,TATAMOTORS,BHARTIARTL,2008-09-09,2008-09-10,2008-09-19,2008-09-22,reverted,418.0,425.0,834.25,817.9,1.3498233210526347,1.7715833275397102,1.5607033242961723,0.3248178272727273,0.1882608438717411,2008-09-25,False
BHARTIARTL,TATAMOTORS,TATAMOTORS,BHARTIARTL,2008-09-23,2008-09-24,2008-09-30,2008-10-01,window_end,394.0,345.0,799.0,796.0,-12.739688074619288,0.18578635794743745,-6.276950858335925,0.3031398512690356,0.18968297872340426,2008-10-29,True
ESCORTS,JINDALSTEL,JINDALSTEL,ESCORTS,2008-09-10,2008-09-11,2008-09-22,2008-09-23,reverted,1632.0,1471.0,81.05,69.45,-10.172286107720586,14.134979580505854,1.9813467363926343,0.30709002928921575,0.17717341147439855,2008-09-25,False
IVRCLINFRA,SRF,IVRCLINFRA,SRF,2008-09-11,2008-09-12,2008-09-23,2008-09-24,reverted,294.7,254.8,132.45,116.6,-13.840638339667448,11.787501298603242,-1.026568520532103,0.30144594061757723,0.1792786183465459,2008-09-25,False
APTECHT,FEDERALBNK,APTECHT,FEDERALBNK,2008-10-03,2008-10-06,2008-10-27,2008-10-28,reverted,109.4,72.0,198.6,127.2,-34.456198717001826,35.7939118429003,0.6688565629492373,0.269727053382084,0.15774978851963747,2008-10-29,False
GLENMARK,PNB,GLENMARK,PNB,2008-10-03,2008-10-06,2008-10-14,2008-10-15,reverted,460.0,470.0,490.0,489.35,1.8483282217391401,-0.057247869387759054,0.8955401761756905,0.3255848217391304,0.1899009306122449,2008-10-29,False
GLENMARK,PNB,GLENMARK,PNB,2008-10-27,2008-10-28,2008-10-31,2008-11-03,window_end,238.1,299.0,415.0,445.5,25.215950447459058,-7.5460144096385475,8.834968018910255,0.3615380027719446,0.19661681927710842,2008-11-27,True
GODREJIND,INFOSYSTCH,GODREJIND,INFOSYSTCH,2008-10-07,2008-10-08,2008-10-31,2008-10-29,rollover,99.0,75.0,1289.0,1304.35,-24.5274276,-1.3819345197827757,-12.954681059891387,0.28500335757575757,0.19108890302560122,2008-10-29,False
HINDZINC,SINTEX,HINDZINC,SINTEX,2008-12-12,2008-12-15,2008-12-29,2008-12-24,no_fill,330.0,335.0,,190.65,,,,,,2008-12-25,False
JISLJALEQS,PUNJLLOYD,PUNJLLOYD,JISLJALEQS,2008-12-26,2008-12-29,2008-12-31,,no_fill,,,,,,,,,,,False
APTECHT,SKUMARSYNF,SKUMARSYNF,APTECHT,2009-01-29,2009-01-30,2009-01-30,2009-02-02,window_end,19.0,19.85,81.2,87.05,4.144566420526319,-7.400920197044333,-1.628176888259007,0.32911779,0.19648669950738915,2009-02-26,False
ALBK,ICSA,ICSA,ALBK,2009-01-09,2009-01-12,2009-01-30,2009-01-29,rollover,101.0,90.1,52.0,49.3,-11.097745335247534,5.006948307692311,-3.0453985137776116,0.3056661273267327,0.18535938461538462,2009-01-29,False
INDIANB,TRIVENI,INDIANB,TRIVENI,2009-01-16,2009-01-19,2009-01-21,2009-01-22,reverted,128.5,126.0,52.4,47.05,-2.264781725291833,10.02906809160306,3.8821431831556135,0.319256433463035,0.18085557251908393,2009-01-29,False
INDIANB,TRIVENI,INDIANB,TRIVENI,2009-01-30,2009-02-02,2009-01-30,,no_fill,,,52.5,,,,,,,2009-02-26,False
IOC,PATNI,PATNI,IOC,2009-02-11,2009-02-12,2009-02-27,2009-02-26,rollover,112.05,101.0,450.5,438.05,-10.168764345649258,2.576056608213091,-3.7963538687180836,0.30709544783578757,0.18753939622641508,2009-02-26,False
SINTEX,SOBHA,SINTEX,SOBHA,2009-02-09,2009-02-10,2009-02-17,2009-02-18,reverted,110.85,115.5,82.05,80.0,3.8661684663058336,2.3106991712370486,3.088433818771441,0.328689449797023,0.18777736745886656,2009-02-26,False
SINTEX,SOBHA,SINTEX,SOBHA,2009-02-25,2009-02-26,2009-02-27,,no_fill,,,78.0,,,,,,,2009-02-26,False
GLENMARK,INDIAINFO,INDIAINFO,GLENMARK,2009-03-03,2009-03-04,2009-03-13,,no_fill,,,,,,,,,,,False
GMRINFRA,UCOBANK,UCOBANK,GMRINFRA,2009-03-13,2009-03-16,2009-03-31,2009-03-26,rollover,23.5,23.95,76.05,98.05,1.5897067076595606,-29.144322695595005,-13.777307993967723,0.32518690936170214,0.21598607495069033,2009-03-26,False
BAJAJHIND,ITC,ITC,BAJAJHIND,2009-04-01,2009-04-02,2009-04-29,2009-04-29,rollover,186.5,188.15,52.0,74.85,0.5611141710991985,-44.171770307692306,-21.805328068296554,0.3236043275603217,0.2294626153846154,2009-04-30,False
HDFCBANK,ZEEL,HDFCBANK,ZEEL,2009-04-15,2009-04-16,2009-04-21,2009-04-22,reverted,1098.8,1090.0,139.35,121.85,-1.1218885574080755,12.379558758521707,5.628835100556816,0.3210148770294868,0.1787476641550054,2009-04-30,False
JINDALSTEL,PATELENG,JINDALSTEL,PATELENG,2009-05-13,2009-05-14,2009-05-29,2009-05-28,rollover,1580.0,2100.0,202.85,372.3,32.538587868354426,-83.7996321863446,-25.630522158995085,0.37280453670886077,0.2650006852353956,2009-05-28,False
LT,MLL,LT,MLL,2009-05-14,2009-05-15,2009-05-29,2009-05-28,rollover,987.0,1320.0,43.5,62.4,33.36452650638297,-43.67729503448275,-5.1563842640498905,0.374075317325228,0.2290191724137931,2009-05-28,False
ESSAROIL,HINDPETRO,ESSAROIL,HINDPETRO,2009-05-14,2009-05-15,2009-05-19,2009-05-20,reverted,135.0,158.0,261.6,284.0,16.688619097777767,-8.76039700305809,3.9641110473598387,0.3484179392592592,0.197705871559633,2009-05-28,False
ESSAROIL,HINDPETRO,ESSAROIL,HINDPETRO,2009-05-29,2009-06-01,2009-05-29,,no_fill,,,372.1,,,,,,,2009-06-25,False
APTECHT,SUZLON,APTECHT,SUZLON,2009-06-26,2009-06-29,2009-06-30,2009-07-01,window_end,160.55,163.8,122.4,104.75,1.6989365287449474,14.242857973856214,7.970897251300581,0.3253549692307692,0.17707666666666666,2009-07-30,False
IVRCLINFRA,PUNJLLOYD,IVRCLINFRA,PUNJLLOYD,2009-06-22,2009-06-23,2009-06-30,2009-07-01,reverted,291.7,348.9,197.05,212.9,19.256818177716838,-8.240883719868043,5.5079672289243975,0.3523693437092904,0.1972399746257295,2009-07-30,True
ABAN,BGRENERGY,ABAN,BGRENERGY,2009-07-08,2009-07-09,2009-07-14,,no_fill,,,,,,,,,,,False
ABAN,BGRENERGY,BGRENERGY,ABAN,2009-07-31,2009-08-03,2009-07-31,,no_fill,,,1055.0,,,,,,,2009-08-27,False
NEYVELILIG,RCOM,RCOM,NEYVELILIG,2009-07-02,2009-07-03,2009-07-24,2009-07-27,reverted,291.0,277.0,128.3,129.7,-5.125850985567015,-1.2821919719407397,-3.2040214787538774,0.3148544219931272,0.19099945440374125,2009-07-30,False
NEYVELILIG,RCOM,RCOM,NEYVELILIG,2009-07-31,2009-08-03,2009-07-31,,no_fill,,,138.25,,,,,,,2009-08-27,False
ALBK,JETAIRWAYS,ALBK,JETAIRWAYS,2009-07-13,2009-07-14,2009-07-16,,no_fill,,,,,,,,,,,False
