symbol,strategy,leg,entry_date,exit_date,own_return_pct,nifty_window_return_pct,sector_peer_return_pct,excess_vs_nifty_pct,excess_vs_sector_pct,nifty_trailing_63d_return_pct,stress_composite_at_entry
ADANIPOWER,momentum,long,2023-05-02,2023-05-31,8.79416317130434,2.1311299259132666,8.255194643215258,6.663033245391074,0.5389685280890824,0.16199091526247766,19.312169312169313
BAJFINANCE,pairs_reversion,long,2021-01-27,2021-02-01,-3.290470062052712,2.2459280472525656,3.9171373013976503,-5.536398109305278,-7.207607363450363,18.693038176371868,36.37566137566138
BAJFINANCE,pairs_reversion,long,2021-02-02,2021-02-04,1.9096150007058923,1.6917158490836526,2.5030713992832294,0.21789915162223972,-0.5934563985773371,25.814694564694562,31.216931216931215
BAJFINANCE,pairs_reversion,long,2021-04-06,2021-04-29,5.609222764356441,1.439711240508057,1.0632572507046831,4.169511523848384,4.545965513651758,4.743731497663806,41.93121693121693
BAJFINANCE,pairs_reversion,long,2022-07-27,2022-08-01,15.1349408410368,4.1957600740304635,3.575370295651065,10.939180767006336,11.559570545385736,-3.498105253391548,57.14285714285714
BAJFINANCE,pairs_reversion,long,2022-08-11,2022-08-25,-0.7522848155273323,-0.7732600940030587,1.037158211340161,0.020975278475726444,-1.7894430268674932,11.892232680591675,55.02645502645503
BAJFINANCE,pairs_reversion,long,2022-09-02,2022-09-29,0.9975847045267356,-4.1127287343673995,-5.557566627234511,5.110313438894135,6.555151331761246,5.481416887178248,56.547619047619044
BAJFINANCE,pairs_reversion,short,2021-03-15,2021-03-25,8.181084495769003,-4.049700257878697,-6.762787278487834,12.2307847536477,14.943871774256838,10.475549158825936,25.66137566137566
BAJFINANCE,pairs_reversion,short,2021-06-14,2021-06-22,-1.5867590364733142,-0.24728289226119138,-1.9684062176487331,-1.3394761442121228,0.38164718117541896,4.7253351348487405,26.65343915343915
BAJFINANCE,pairs_reversion,short,2022-06-29,2022-07-01,2.221836128710432,-0.2978017735187466,1.5544989396981908,2.5196379022291784,0.667337189012241,-8.809082671007129,78.30687830687832
BAJFINANCE,same_sector_pairing,long,2021-01-07,2021-01-22,1.0576652477788722,1.6590803792789988,-2.6628635137611374,-0.6014151315001266,3.7205287615400096,20.432154768141686,29.298941798941797
BAJFINANCE,same_sector_pairing,long,2021-02-02,2021-02-04,1.9096150007058923,1.6917158490836526,2.5030713992832294,0.21789915162223972,-0.5934563985773371,25.814694564694562,31.216931216931215
BAJFINANCE,same_sector_pairing,long,2022-03-08,2022-03-10,10.529205085313317,3.631010182065708,3.661405700633259,6.898194903247608,6.867799384680057,-6.772255439054065,99.2063492063492
BAJFINANCE,same_sector_pairing,long,2022-03-08,2022-03-15,8.626127918159268,4.056277691565513,4.203063655770642,4.569850226593755,4.4230642623886265,-6.772255439054065,99.2063492063492
BAJFINANCE,same_sector_pairing,short,2021-03-15,2021-03-25,8.181084495769003,-4.049700257878697,-6.762787278487834,12.2307847536477,14.943871774256838,10.475549158825936,25.66137566137566
BAJFINANCE,same_sector_pairing,short,2021-11-18,2021-11-23,7.886815566140816,-1.471786904440242,-1.6799868907985078,9.358602470581058,9.566802456939325,6.922891266049902,59.65608465608466
BAJFINANCE,same_sector_pairing,short,2021-11-30,2021-12-01,-3.0980431685885303,1.0816571670827724,1.6156489029019834,-4.179700335671303,-4.713692071490514,1.6641524794674734,80.88624338624338
BAJFINANCE,same_sector_pairing,short,2022-01-06,2022-01-27,9.260902178822375,-3.5825176519646784,-2.2247940380948923,12.843419830787054,11.485696216917267,0.566133968038085,62.03703703703704
BAJFINANCE,same_sector_pairing,short,2022-03-25,2022-04-01,-2.306802850900998,3.0166734681979834,2.4297909897489554,-5.323476319098981,-4.736593840649953,0.4709888774931059,83.92857142857143
BAJFINANCE,same_sector_pairing,short,2022-05-26,2022-06-01,-4.106986014738646,2.1805610955989874,4.927836329742945,-6.287547110337633,-9.03482234448159,-6.023833808440349,74.6031746031746
BAJFINANCE,same_sector_pairing,short,2022-05-26,2022-06-01,-4.106986014738646,2.1805610955989874,4.927836329742945,-6.287547110337633,-9.03482234448159,-6.023833808440349,74.6031746031746
BAJFINANCE,same_sector_pairing,short,2023-01-02,2023-01-18,8.756800955544941,-0.17639834152588518,-0.5095137777065121,8.933199297070827,9.266314733251454,6.453009327643366,40.27777777777778
TATAELXSI,same_sector_pairing,long,2021-03-03,2021-03-08,4.463336538880371,-1.8982526105892794,-1.817298987484256,6.361589149469651,6.280635526364628,16.256600896006113,33.99470899470899
TATAELXSI,same_sector_pairing,long,2021-03-02,2021-03-08,2.970430384673536,0.24867451789987172,-0.9990073685660857,2.7217558667736643,3.969437753239622,13.807636708991122,33.53174603174603
TATAELXSI,same_sector_pairing,long,2021-06-21,2021-06-28,5.240227078551537,0.43311212015368916,2.2420651323465615,4.807114958397848,2.9981619462049753,6.96405888066951,33.0026455026455
TATAELXSI,same_sector_pairing,long,2022-02-22,2022-03-02,-1.082413948518581,-2.8448649091398437,-0.061918854885478006,1.7624509606212626,-1.020495093633103,-1.8538562909667156,86.11111111111113
TATAELXSI,same_sector_pairing,long,2022-11-25,2022-12-01,6.025623798217817,1.619154366585196,3.0277095378130463,4.406469431632621,2.9979142604047704,5.156504278626173,33.3994708994709
MPHASIS,same_sector_pairing,long,2021-10-12,2021-10-20,13.92806231023993,1.5264604448100405,3.5384259205746855,12.401601865429889,10.389636389665245,14.652447650484945,59.12698412698413
MPHASIS,same_sector_pairing,long,2021-12-01,2021-12-14,12.288242942227477,0.9203758395516903,1.760599383562187,11.367867102675786,10.52764355866529,1.3930027966369662,77.11640211640211
MPHASIS,same_sector_pairing,long,2023-02-28,2023-03-01,-1.0020358072524889,0.8492280664241347,0.9674483717969024,-1.8512638736766236,-1.9694841790493913,-7.75334717605759,37.8968253968254
MPHASIS,same_sector_pairing,short,2021-09-01,2021-09-30,-10.39619835568836,3.173413366517841,3.625501832413267,-13.5696117222062,-14.021700188101628,9.63039765796536,39.682539682539684
MPHASIS,same_sector_pairing,short,2022-06-16,2022-06-30,0.8955886033753495,2.731989635821508,4.164377137549651,-1.8364010324461584,-3.268788534174301,-7.8161195463001825,78.10846560846561
MPHASIS,same_sector_pairing,short,2023-01-16,2023-02-01,-1.7520216996450884,-1.556593098014225,4.2020474575950795,-0.19542860163086329,-5.954069157240168,3.367934010328222,27.31481481481481
MPHASIS,same_sector_pairing,short,2023-02-17,2023-03-01,9.838841382781464,-2.749077696414437,-1.6892311857968554,12.5879190791959,11.528072568578319,-1.1880539318665506,30.092592592592595
