symbol,span_start,span_end,stock_buy_and_hold_pct,nifty_buy_and_hold_pct,stock_minus_nifty_pct
TATAELXSI,2021-03-02,2023-05-19,171.73543173117824,22.014062510473153,149.72136922070507
IRCTC,2021-02-05,2022-11-04,-51.22186495176848,21.394039901502595,-72.61590485327108
ABFRL,2021-01-12,2023-07-11,24.835290747636773,33.480734304028246,-8.645443556391474
MPHASIS,2021-09-01,2023-04-13,-37.51697860255076,4.402313154234672,-41.91929175678543
ADANIPOWER,2021-03-03,2023-05-31,284.66872110939903,21.572125728078916,263.0965953813201
BAJFINANCE,2021-01-07,2023-01-18,18.060421176933673,28.491902655023726,-10.431481478090053
