symbol,n_trades,mean_own_return_pct,mean_excess_vs_nifty_pct,mean_excess_vs_sector_pct,mean_nifty_trailing_63d_pct,mean_stress_composite,pct_beat_nifty
ABFRL,11,5.149932649313787,4.342594473983886,,8.79602560927441,40.416065416065415,54.54545454545454
ADANIPOWER,14,12.80487845596504,11.38943477470565,7.442312450597151,0.6171499759472591,48.80007558578988,78.57142857142857
BAJFINANCE,21,3.381627067634267,2.89069967565766,2.9154155874590777,5.558390766244831,55.68783068783068,66.66666666666666
IRCTC,12,4.210731039611743,4.0047279088921295,22.50991378252337,10.442802630345406,47.37103174603175,58.333333333333336
MPHASIS,12,3.1811921969446977,2.8601763815464345,1.442367016470217,3.430171718640336,45.91049382716049,50.0
TATAELXSI,16,5.880896223205098,5.9393922370500984,5.493619080759113,5.526185765197643,48.47470238095238,81.25
