symbol,sector,signal_date,entry_date,entry_price,shares,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,gross_pnl_pct,net_pnl_pct,cost_rupees
PATNI,Unknown:PATNI,2009-07-30,2009-07-31,334.1,29,,,2009-10-30,460.0,time,60.0,37.683328344806945,37.303193036037115,36.8309299314
HDFC,Unknown:HDFC,2009-10-12,2009-10-14,2750.0,3,,,2010-01-13,2598.7,time,60.0,-5.5018181818181855,-5.815611345680003,25.8879360186
PARSVNATH,Unknown:PARSVNATH,2009-10-15,2009-10-16,131.1,80,,,2010-01-15,131.0,time,60.0,-0.07627765064835978,-0.3984056709382149,33.784786768000004
RIIL,Unknown:RIIL,2009-10-15,2009-10-16,1050.0,10,,,2010-01-15,1044.4,time,60.0,-0.5333333333333301,-0.8547592127999968,33.749717344000004
ULTRACEMCO,Cement,2009-10-16,2009-10-20,840.0,12,,,2010-01-18,1012.2,time,60.0,20.500000000000007,20.146262167000007,35.656773566400005
BPCL,Oil & Gas,2009-10-29,2009-10-30,500.05,19,,,2010-01-29,540.0,time,60.0,7.9892010798920055,7.6546826614738475,31.7824276747
JINDALSAW,Unknown:JINDALSAW,2010-01-14,2010-01-15,210.0,55,,,2010-04-19,216.0,time,60.0,2.857142857142847,2.53050843999999,37.72627518
RENUKA,Unknown:RENUKA,2010-01-15,2010-01-18,239.0,47,,,2010-04-20,67.45,time,60.0,-71.77824267782427,-71.99022027518828,23.8114435119
RIIL,Unknown:RIIL,2010-01-18,2010-01-19,999.0,11,,,2010-04-21,854.7,time,60.0,-14.444444444444438,-14.744499713333326,32.9730734982
ULTRACEMCO,Cement,2010-01-18,2010-01-19,1005.0,11,,,2010-04-21,1104.8,time,60.0,9.930348258706466,9.592847799522387,37.3106757628
ABAN,Unknown:ABAN,2010-01-28,2010-01-29,1138.0,8,,,2010-04-30,1195.5,time,60.0,5.052724077328641,4.722716751230222,30.043866968
RIIL,Unknown:RIIL,2010-04-20,2010-04-21,854.7,11,,,2010-07-14,970.0,time,60.0,13.490113490113487,13.147144427027024,32.2449224042
ZEEL,Unknown:ZEEL,2010-04-20,2010-04-21,296.0,32,,,2010-07-14,310.1,time,60.0,4.763513513513518,4.433950480202706,31.216210515200004
HINDZINC,Metals,2010-04-21,2010-04-22,1245.0,7,,,2010-07-15,965.0,time,60.0,-22.489959839357432,-22.777655378313256,25.072666220000002
ACC,Unknown:ACC,2010-04-22,2010-04-23,920.0,10,,,2010-07-16,808.0,time,60.0,-12.173913043478258,-12.477456361739128,27.92598528
ASHOKLEY,Auto,2010-04-29,2010-04-30,55.9,169,,,2010-07-23,74.0,time,60.0,32.379248658318424,32.00726161466905,35.14198800060001
HDFC,Unknown:HDFC,2010-07-14,2010-07-15,3080.0,3,,,2010-10-08,734.0,time,60.0,-76.16883116883118,-76.37406383000001,18.963497892
LICHSGFIN,Financial Services,2010-07-15,2010-07-16,1092.8,8,,,2010-10-11,1420.0,time,60.0,29.94143484626648,29.57319283557834,32.1931895424
TCS,IT,2010-07-15,2010-07-16,795.0,12,,,2010-10-11,942.6,time,60.0,18.56603773584906,18.215270905962267,33.463155571200005
JINDALSAW,Unknown:JINDALSAW,2010-07-19,2010-07-20,203.0,46,,,2010-10-13,210.55,time,60.0,3.7192118226601067,3.3912530727586288,30.624788065800004
DRREDDY,Pharma,2010-07-22,2010-07-23,1368.0,7,,,2010-10-18,1585.25,time,60.0,15.880847953216382,15.534206181688603,33.194416041500006
LICHSGFIN,Financial Services,2010-10-14,2010-10-15,1460.0,6,,,2011-01-11,170.0,time,60.0,-88.35616438356165,-88.54267454657534,16.33829028
HDFC,Unknown:HDFC,2010-10-18,2010-10-19,726.0,13,,,2011-01-13,687.5,time,60.0,-5.303030303030298,-5.617128849999995,29.644620863
RIIL,Unknown:RIIL,2010-10-18,2010-10-19,915.0,10,,,2011-01-13,669.0,time,60.0,-26.885245901639344,-27.166189287868853,25.70631984
ASHOKLEY,Auto,2010-10-20,2010-10-21,76.8,121,,,2011-01-17,59.6,time,60.0,-22.395833333333325,-22.683673471874993,26.748408394400002
VIPIND,Unknown:VIPIND,2010-10-20,2010-10-21,650.1,14,,,2011-01-17,590.05,time,60.0,-9.237040455314583,-9.545095473604077,28.037319434599997
TCS,IT,2011-01-17,2011-01-18,1174.0,5,,,2011-04-18,1198.0,time,60.0,2.044293015332199,1.7189073192504276,19.100140359999997
OPTOCIRCUI,Unknown:OPTOCIRCUI,2011-01-18,2011-01-19,252.0,27,,,2011-04-19,270.05,time,60.0,7.1626984126984095,6.829449689166664,22.674243149100004
PETRONET,Unknown:PETRONET,2011-01-18,2011-01-19,132.0,52,,,2011-04-19,134.4,time,60.0,1.81818181818183,1.4931434800000116,22.310631532800002
INDIABULLS,Unknown:INDIABULLS,2011-01-21,2011-01-24,170.9,40,,,2011-04-25,182.6,time,60.0,6.846108835576348,6.513346465184306,22.74763564
RELIANCE,Oil & Gas,2011-01-21,2011-01-24,995.1,7,,,2011-04-25,1014.0,time,60.0,1.8993066023515137,1.5741436381670098,22.649876596200002
RELIANCE,Oil & Gas,2011-04-21,2011-04-25,1014.0,7,,,2011-07-18,871.9,time,60.0,-14.013806706114396,-14.314523531893489,21.344880293800003
AMBUJACEM,Cement,2011-04-26,2011-04-27,158.5,45,,,2011-07-20,128.0,time,60.0,-19.242902208201894,-19.535585961514197,20.875668705000002
PETRONET,Unknown:PETRONET,2011-04-27,2011-04-28,134.0,52,,,2011-07-21,154.1,time,60.0,14.999999999999991,14.65471140999999,24.0597089512
BATAINDIA,Unknown:BATAINDIA,2011-04-28,2011-04-29,421.05,16,,,2011-07-22,633.2,time,60.0,50.385939912124456,49.98629052119701,26.923580168
ALOKTEXT,Unknown:ALOKTEXT,2011-05-02,2011-05-03,27.45,257,,,2011-07-26,25.25,time,60.0,-8.014571948998173,-8.324504955191252,21.8646888214
PETRONET,Unknown:PETRONET,2011-07-20,2011-07-21,154.1,48,,,2011-10-19,162.0,time,60.0,5.126541207008439,4.7964204811161615,24.418369852799998
RELIANCE,Oil & Gas,2011-07-25,2011-07-26,888.25,8,,,2011-10-24,848.0,time,60.0,-4.531381930762734,-4.846665904024766,22.40407914
GLENMARK,Pharma,2011-07-26,2011-07-27,339.75,22,,,2011-10-25,302.95,time,60.0,-10.831493745401033,-11.137099323090512,22.8424889044
BATAINDIA,Unknown:BATAINDIA,2011-07-28,2011-07-29,623.05,12,,,2011-10-28,707.05,time,60.0,13.482064039804186,13.139107342492574,25.641500431199994
DELTACORP,Unknown:DELTACORP,2011-07-28,2011-07-29,109.85,69,,,2011-10-28,99.8,time,60.0,-9.14883932635412,-9.457029841511153,23.3597623821
PETRONET,Unknown:PETRONET,2011-10-18,2011-10-19,162.0,44,,,2012-01-17,156.35,time,60.0,-3.4876543209876543,-3.804541695740741,22.5877320724
SUZLON,Power,2011-10-24,2011-10-25,36.75,200,,,2012-01-23,24.55,time,60.0,-33.197278911564624,-33.468525588571424,19.93663076
INDHOTEL,Services,2011-10-28,2011-10-31,70.8,105,,,2012-01-27,64.55,time,60.0,-8.827683615819204,-9.13636749872881,22.947559855500003
BATAINDIA,Unknown:BATAINDIA,2011-10-31,2011-11-01,724.0,10,,,2012-01-30,658.7,time,60.0,-9.01933701657458,-9.327726476546955,22.327396902
DABUR,FMCG,2011-10-31,2011-11-01,102.0,72,,,2012-01-30,95.0,time,60.0,-6.8627450980392135,-7.174447570588233,22.891429584
HCLTECH,IT,2012-01-17,2012-01-18,426.45,14,,,2012-04-18,502.0,time,60.0,17.716027670301337,17.3665666479775,20.863871415800002
HINDZINC,Metals,2012-01-20,2012-01-23,126.8,47,,,2012-04-23,127.1,time,60.0,0.23659305993690705,-0.08601560047318763,19.2261857258
INDHOTEL,Services,2012-01-27,2012-01-30,64.25,101,,,2012-04-27,61.5,time,60.0,-4.280155642023342,-4.595825555642019,20.4846098695
