seed,n_signals,n_resolved,n_unresolved,n_no_fill,mean_net_pct,median_net_pct,std_net_pct,mean_gross_pct,win_rate_pct,hit_rate_pct,expiry_rate_pct,mean_held_days,mean_cost_pct
42,811,801,3,7,1.804872468053125,1.521188293820666,22.56592072093179,2.1303904292206455,53.68289637952559,,100.0,60.0,0.32551796116751985
43,809,797,5,7,1.397409789039718,0.6901831023076908,21.570077707175095,1.7223008323582074,52.32120451693852,,100.0,60.0,0.32489104331849034
44,807,795,5,7,1.6549438453065406,1.4505678507992668,22.858842547916286,1.9802311278511548,53.333333333333336,,100.0,60.0,0.3252872825446143
45,809,799,3,7,0.6641381301746033,0.04925529719157978,22.97503485607208,0.9879009693291124,50.06257822277848,,100.0,60.0,0.3237628391545086
46,811,804,2,5,1.4307545981525331,0.642017020774496,22.127687949715057,1.755696945448252,50.99502487562189,,100.0,60.0,0.32494234729571814
47,796,788,2,6,0.777927597018681,-0.38250745968613187,25.088894342147075,1.1018655114658977,48.857868020304565,,100.0,60.0,0.3239379144472172
48,808,797,7,4,0.028207277092582025,-0.32224520000000006,21.756419316535457,0.3509916796366227,48.80803011292346,,100.0,60.0,0.3227844025440415
49,801,796,3,2,1.9135385827632811,1.3574577084379729,20.612629241431346,2.23922373648709,51.88442211055276,,100.0,60.0,0.3256851537238086
50,807,798,7,2,0.7876733970203519,0.3203918730836043,21.6910701927547,1.1116263062543037,50.877192982456144,,100.0,60.0,0.32395290923395187
51,819,798,8,13,2.681833765750059,1.8068161299988534,20.850081739743537,3.008701010468567,55.012531328320804,,100.0,60.0,0.3268672447185081
52,804,791,5,8,0.5090678496755061,1.0210458028681235,21.476430802689354,0.8325920993058537,52.08596713021492,,100.0,60.0,0.32352424963034826
53,814,804,6,4,0.5073730464164932,-0.11872013682216065,21.810520413832002,0.8308946884401371,49.75124378109453,,100.0,60.0,0.32352164202364364
54,790,779,7,4,1.1447854984878958,0.1013454919999916,22.648535298401725,1.469287856694835,50.44929396662388,,100.0,60.0,0.3245023582069389
55,812,795,5,12,1.5382694417155502,0.5121342339331845,20.838864889074515,1.8633772102337185,50.81761006289308,,100.0,60.0,0.32510776851816847
56,810,795,5,10,0.5406974435618187,0.24112411692708824,21.95882200224182,0.8642703581570489,50.44025157232704,,100.0,60.0,0.3235729145952302
57,804,790,10,4,0.1473379404100958,-0.21602564957446513,21.70332542113612,0.4703056361563055,49.87341772151899,,100.0,60.0,0.32296769574620987
58,807,797,8,2,1.9387980036148649,1.8449969316816524,21.22644076126068,2.2645220212214374,54.8306148055207,,100.0,60.0,0.3257240176065729
59,792,782,6,4,1.5994090946990116,0.8950224837855056,24.57476919793399,1.9246109320527156,52.94117647058824,,100.0,60.0,0.3252018373537036
60,799,785,9,5,1.5099632446749798,1.3738993764439382,21.233950415231917,1.8350274615721618,53.12101910828025,,100.0,60.0,0.3250642168971812
61,799,789,5,5,1.175314518563711,0.8992796298936173,21.64240562127475,1.4998638484040894,52.21799746514575,,100.0,60.0,0.3245493298403785
62,803,788,10,5,0.36366016001154655,-0.45682630354860243,23.142616017852028,0.6869606868797086,47.46192893401015,,100.0,60.0,0.3233005268681625
63,814,799,8,7,-0.016198114722858984,0.3389890874172219,20.924458682648613,0.30651796614620197,50.9386733416771,,100.0,60.0,0.32271608086906095
64,805,791,7,7,-0.20006818527480846,-0.6266548871951223,20.574160740547036,0.12236499501201857,48.79898862199747,,100.0,60.0,0.3224331802868273
65,820,807,7,6,1.20792359504771,0.7563422101851789,22.20255728991591,1.5325230968747297,52.41635687732342,,100.0,60.0,0.32459950182701947
66,804,791,8,5,2.3961292120139945,1.0090398320000085,21.236391699003658,2.7225568746713447,52.97092288242731,,100.0,60.0,0.3264276626573489
67,796,783,4,9,0.27512818163548447,0.7848380640585699,23.143625810511804,0.5982924941205575,51.59642401021711,,100.0,60.0,0.3231643124850729
68,807,796,3,8,1.9007108403058683,0.2855549597828754,22.578707242383352,2.2263762573982664,51.256281407035175,,100.0,60.0,0.32566541709239794
69,808,794,7,7,1.7139198739454387,0.7679396456059244,21.75135047011277,2.0392978963956274,52.267002518891694,,100.0,60.0,0.32537802245018826
70,785,774,5,6,0.5757670191596577,0.6190313774232875,21.4448072733496,0.8993938914399292,51.93798449612403,,100.0,60.0,0.32362687228027115
71,791,776,6,9,1.0198519736776617,0.6824627916808879,21.841680622971143,1.3441621104599655,52.0618556701031,,100.0,60.0,0.32431013678230347
