symbol,signal_date,entry_date,entry_price,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,shares,gross_pnl_pct,net_pnl_pct,cost_pct
NIITTECH,2019-07-01,2019-07-02,1350.7,1309.6514191955193,1453.321452011202,2019-07-08,1309.6514191955193,stop,4,7,-3.0390598063582352,-3.3566363236681527,0.31757651730991754
KOTAKBANK,2019-07-17,2019-07-18,1531.35,1473.0813505396438,1677.0216236508902,2019-07-22,1473.0813505396438,stop,2,6,-3.8050510634640045,-4.121450845088983,0.31639978162497906
BERGEPAINT,2019-08-06,2019-08-07,348.0,330.8872697246864,390.78182568828396,2019-08-20,362.1,time,7,28,4.051724137931045,3.723254573965528,0.32846956396551735
SRF,2019-08-06,2019-08-07,2984.0,2745.539719722708,3580.1507006932297,2019-08-20,2926.55,time,7,3,-1.9252680965147428,-2.244555649607906,0.31928755309316353
APOLLOHOSP,2019-08-16,2019-08-19,1470.6,1360.609381559203,1745.576546101992,2019-08-28,1478.7,time,7,6,0.5507955936352671,0.22770424712363918,0.3230913465116279
MGL,2019-08-20,2019-08-21,850.0,785.7083973454944,1010.729006636264,2019-08-30,847.9,time,7,11,-0.24705882352941133,-0.568924485341176,0.3218656618117647
SIEMENS,2019-10-09,2019-10-10,1586.0,1484.7240530685337,1839.189867328666,2019-10-22,1650.0,time,7,6,4.035308953341743,3.7068646068095865,0.3284443465321564
MINDTREE,2019-10-16,2019-10-17,745.0,702.1473403193577,852.1316492016058,2019-10-30,718.0,time,7,13,-3.624161073825505,-3.940838743355706,0.3166776695302014
VOLTAS,2019-10-18,2019-10-22,695.0,658.4987468901631,786.2531327745921,2019-11-01,709.0,time,7,14,2.0143884892086295,1.6890487332374065,0.325339755971223
NIITTECH,2019-10-23,2019-10-24,1490.0,1404.186822626202,1704.532943434495,2019-11-05,1585.1,time,7,6,6.382550335570469,6.050500095798657,0.3320502397718121
TORNTPHARM,2019-10-24,2019-10-25,1767.75,1650.5455055382915,2060.761236154271,2019-11-06,1802.8,time,7,5,1.9827464290764985,1.6574552824607438,0.32529114661575453
CESC,2019-11-04,2019-11-05,832.0,786.0841745438767,946.7895636403084,2019-11-06,786.0841745438767,stop,1,12,-5.518729021168667,-5.8324962061593935,0.31376718499072614
ONGC,2019-11-04,2019-11-05,148.2,139.1936487693243,170.71587807668914,2019-11-08,139.1936487693243,stop,3,67,-6.077160074679943,-6.390069383367058,0.31290930868711475
GODREJCP,2019-11-06,2019-11-07,760.0,716.827021503559,867.9324462411024,2019-11-14,716.827021503559,stop,4,13,-5.680655065321194,-5.994173495312816,0.31351842999162194
LUPIN,2019-11-06,2019-11-07,745.0,702.3623832285384,851.594041928654,2019-11-19,746.8,time,7,13,0.2416107382550381,-0.08100563044294845,0.32261636869798654
MFSL,2019-11-07,2019-11-08,474.85,432.27922223977527,581.2769444005619,2019-11-20,488.1,time,7,21,2.7903548488996455,2.46382303323154,0.3265318156681057
IGL,2019-11-08,2019-11-11,420.75,399.13927307774446,474.7768173056388,2019-11-21,423.0,time,7,23,0.5347593582887722,0.21169264705882562,0.32306671122994657
AMARAJABAT,2019-11-11,2019-11-13,720.0,670.1544279248632,844.6139301878421,2019-11-22,745.4,time,7,13,3.527777777777774,3.20011311383333,0.32766466394444443
RBLBANK,2019-11-11,2019-11-13,345.3,294.50945209576844,472.276369760579,2019-11-22,335.0,time,7,28,-2.9829134086301834,-3.300576179496097,0.3176627708659137
MUTHOOTFIN,2019-11-14,2019-11-15,711.0,665.0819980380568,825.7950049048582,2019-11-26,685.0,time,7,14,-3.656821378340369,-3.973448874261607,0.3166274959212377
BHARTIARTL,2019-11-15,2019-11-18,396.0,364.17270111659263,475.5682472085184,2019-11-27,433.5,time,7,25,9.469696969696972,9.132904175000002,0.33679279469696977
CHOLAFIN,2019-11-15,2019-11-18,331.0,305.2779350403584,395.305162399104,2019-11-27,311.0,time,7,30,-6.042296072507558,-6.355258940181273,0.31296286767371606
DISHTV,2019-11-20,2019-11-21,18.5,14.911473305137127,27.47131673715718,2019-11-21,14.911473305137127,stop,0,540,-19.397441593853372,-19.689887939743414,0.29244634589004104
BIOCON,2019-12-02,2019-12-03,299.0,280.74584579154214,344.6353855211446,2019-12-12,290.1,time,7,33,-2.976588628762533,-3.2942611159197237,0.31767248715719065
TORNTPHARM,2019-12-03,2019-12-04,1920.1,1811.490377866877,2191.624055332807,2019-12-13,1860.1,time,7,5,-3.1248372480599973,-3.442281991833759,0.3174447437737618
EQUITAS,2019-12-05,2019-12-06,112.9,102.60848172003597,138.6287956999101,2019-12-11,102.60848172003597,stop,3,88,-9.11560520811695,-9.423846778390505,0.3082415702735553
TATAELXSI,2019-12-05,2019-12-06,862.45,809.8315745837995,993.9960635405015,2019-12-17,855.75,time,7,11,-0.7768566293698265,-1.097908402017516,0.3210517726476897
JUSTDIAL,2019-12-17,2019-12-18,590.45,548.2186147855075,696.0284630362313,2019-12-30,572.5,time,7,16,-3.0400541959522465,-3.3576291856550156,0.3175749897027691
