symbol,signal_date,entry_date,entry_price,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,shares,gross_pnl_pct,net_pnl_pct,cost_pct
ABCAPITAL,2022-08-10,2022-08-11,106.4,100.49898430757743,121.15253923105644,2022-08-23,108.9,time,7,93,2.3496240601503793,2.023769306578951,0.32585475357142857
TATASTEEL,2022-08-10,2022-08-11,110.3,10.764818937283806,359.1379526567905,2022-08-23,104.2,time,7,90,-5.530371713508608,-5.844121012692652,0.31374929918404354
POLYCAB,2022-09-12,2022-09-13,2550.0,2434.069713240549,2839.825716898628,2022-09-22,2589.45,time,7,3,1.5470588235294125,1.2224369915411772,0.3246218319882353
APOLLOTYRE,2022-10-10,2022-10-11,271.5,251.83072423839917,320.6731894040021,2022-10-20,287.2,time,7,36,5.782688766114186,5.451560049281773,0.3311287168324125
BAJAJFINSV,2022-10-10,2022-10-11,1684.4,791.689919547275,3916.1752011318126,2022-10-20,1687.0,time,7,5,0.154357634766078,-0.1681246934457482,0.3224823282118262
BSE,2022-10-10,2022-10-11,609.5,576.3360743570256,692.409814107436,2022-10-20,585.9,time,7,16,-3.87202625102544,-4.188323143625932,0.3162968926004922
GNFC,2022-10-10,2022-10-11,666.75,617.6987795802756,789.3780510493109,2022-10-20,716.65,time,7,14,7.484064491938502,7.150322077480309,0.33374241445819275
NMDC,2022-10-10,2022-10-11,137.45,130.21394246310243,155.5401438422439,2022-10-12,130.21394246310243,stop,1,72,-5.2645016638032445,-5.578659399470267,0.3141577356670222
OBEROIRLTY,2022-10-10,2022-10-11,928.0,857.8688320563577,1103.3279198591056,2022-10-17,857.8688320563577,stop,4,10,-7.557237924961447,-7.867873499572935,0.31063557461148816
REDINGTON,2022-10-10,2022-10-11,142.9,132.6721789344667,168.46955266383327,2022-10-20,138.2,time,7,69,-3.2890132960112117,-3.6062058282715337,0.3171925322603219
RENUKA,2022-10-10,2022-10-11,66.3,59.614718880265954,83.0132027993351,2022-10-20,62.05,time,7,150,-6.41025641025641,-6.722654007692308,0.31239759743589746
TV18BRDCST,2022-10-10,2022-10-11,38.75,36.16640245436552,45.20899386408621,2022-10-17,36.16640245436552,stop,4,258,-6.667348504863179,-6.979351150738947,0.31200264587576804
BHARATFORG,2022-11-10,2022-11-11,888.55,844.2366306825929,999.3334232935175,2022-11-14,844.2366306825929,stop,1,11,-4.987155401205001,-5.301739203411629,0.31458380220662846
DEVYANI,2022-11-10,2022-11-11,176.05,162.39384785990126,210.1903803502469,2022-11-22,184.5,time,7,56,4.799772791820489,4.470154056063602,0.32961873575688727
ESCORTS,2022-11-10,2022-11-11,2035.0,1919.3888761695434,2324.0278095761414,2022-11-22,2190.0,time,7,4,7.6167076167076075,7.282761432432423,0.33394618427518424
FLUOROCHEM,2022-11-10,2022-11-11,3889.0,3626.736033590189,4544.659916024527,2022-11-14,3626.736033590189,stop,1,2,-6.743737886598378,-7.055623181119801,0.31188529452142255
IDEA,2022-11-10,2022-11-11,8.7,8.171326566646481,10.021683583383796,2022-11-22,8.45,time,7,1149,-2.8735632183908066,-3.191393975862071,0.3178307574712644
INDIAMART,2022-11-10,2022-11-11,4840.65,4598.783508787348,5445.316228031627,2022-11-17,4598.783508787348,stop,4,2,-4.99657052694682,-5.31113986539249,0.3145693384456706
LICHSGFIN,2022-11-10,2022-11-11,385.85,358.9786901396969,453.0282746507579,2022-11-22,373.0,time,7,25,-3.3303097058442477,-3.6474387974860774,0.3171290916418298
MFSL,2022-11-10,2022-11-11,683.5,638.1789099178015,796.8027252054962,2022-11-22,655.0,time,7,14,-4.169714703730798,-4.485554279590344,0.3158395758595465
MRF,2022-11-10,2022-11-11,,,,,,no_fill,0,0,,,
PEL,2022-11-10,2022-11-11,819.7,750.1708300353384,993.5229249116542,2022-11-22,794.0,time,7,12,-3.135293400024408,-3.4527220807856622,0.3174286807612541
POLYCAB,2022-11-10,2022-11-11,2736.0,2591.829070471762,3096.427323820595,2022-11-16,2591.829070471762,stop,3,3,-5.2694053190145524,-5.583555521558944,0.3141502025443915
RECLTD,2022-11-10,2022-11-11,100.4,96.23636270742207,110.80909323144482,2022-11-22,100.15,time,7,99,-0.2490039840637448,-0.5708666576693224,0.3218626736055777
UBL,2022-11-10,2022-11-11,1655.1,1573.6691977710284,1858.677005572429,2022-11-22,1648.1,time,7,6,-0.42293517008036297,-0.7445306460757711,0.32159547599540816
IGL,2022-12-12,2022-12-13,439.0,414.566686074336,500.08328481416,2022-12-22,440.0,time,7,22,0.2277904328018332,-0.09480470478358821,0.3225951375854214
ANGELONE,2023-01-10,2023-01-11,1285.1,1191.4284751378236,1519.2788121554408,2023-01-20,1280.0,time,7,7,-0.39685627577619176,-0.7184918148470811,0.32163553907088943
CHAMBLFERT,2023-01-10,2023-01-11,309.0,290.2003783684612,355.999054078847,2023-01-20,309.7,time,7,32,0.22653721682848182,-0.0960559955339777,0.3225932123624595
GNFC,2023-01-10,2023-01-11,579.0,541.5590712941952,672.602321764512,2023-01-20,562.0,time,7,17,-2.936096718480141,-3.2538314103626975,0.3177346918825561
HFCL,2023-01-10,2023-01-11,72.65,66.91867107210693,86.9783223197327,2023-01-20,72.05,time,7,137,-0.8258774948382785,-1.146853960357893,0.32097646551961456
MAHABANK,2023-01-10,2023-01-11,29.95,26.118577696696043,39.52855575825989,2023-01-20,31.8,time,7,333,6.176961602671116,5.845227193656091,0.33173440901502504
REDINGTON,2023-01-10,2023-01-11,181.55,166.76219074138288,218.51952314654287,2023-01-20,190.0,time,7,55,4.654365188653253,4.324969831836949,0.329395356816304
RENUKA,2023-01-10,2023-01-11,53.05,47.910079098838374,65.89980225290405,2023-01-20,54.4,time,7,188,2.5447690857681504,2.218614545334597,0.32615454043355324
SUNTV,2023-01-10,2023-01-11,476.0,455.1432106290897,528.1419734272757,2023-01-20,487.15,time,7,21,2.3424369747899076,2.016593262205874,0.3258437125840336
YESBANK,2023-01-10,2023-01-11,20.65,18.559802046288922,25.875494884277693,2023-01-20,20.15,time,7,484,-2.421307506053272,-2.7398330305084775,0.3185255244552058
ADANIPOWER,2023-02-10,2023-02-13,156.0,132.11769492642486,215.70576268393788,2023-02-22,177.0,time,7,64,13.461538461538458,13.118613296153843,0.3429251653846154
APLAPOLLO,2023-02-10,2023-02-13,1197.8,1126.9444296779052,1374.9389258052367,2023-02-22,1275.0,time,7,8,6.445149440641185,6.113003034496586,0.33214640614459845
BANKINDIA,2023-02-10,2023-02-13,80.0,71.43473994346293,101.41315014134267,2023-02-21,71.43473994346293,stop,6,125,-10.706575070671342,-11.012372551676824,0.3057974810054829
BCG,2023-02-10,2023-02-13,25.0,21.665673650146353,33.33581587463412,2023-02-22,24.45,time,7,400,-2.200000000000002,-2.518865502800002,0.3188655028
BHEL,2023-02-10,2023-02-13,75.9,70.28690269148979,89.93274327127557,2023-02-14,70.28690269148979,stop,1,131,-7.395385123201869,-7.706269340295593,0.3108842170937241
