delay,n_trades,mean_net_pct,t_stat,stop_pct,hit_pct,placebo_stop_pct,placebo_hit_pct,percentile_vs_placebos,beats_best_placebo
0,218,-1.5429900628710387,-2.944911771422043,17.512142471667573,5.882352941176471,19.72036327144798,6.354570329988286,36.666666666666664,False
1,218,-1.499533499635165,-2.6366216311020274,19.774812343619686,5.454545454545454,15.069355726385027,8.700824522472939,0.0,False
2,218,-1.8606650184640776,-3.3627147117853986,26.739590684544808,3.076923076923077,23.7134189917537,6.467659734708483,3.3333333333333335,False
3,218,-1.98545136941035,-5.418204511495671,29.599227426364067,5.2631578947368425,28.578768656554246,4.956078898397766,30.0,False
