symbol,signal_date,entry_date,entry_price,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,shares,gross_pnl_pct,net_pnl_pct,cost_pct
CHOLAFIN,2019-11-01,2019-11-04,315.0,288.6398028280272,380.900492929932,2019-11-14,298.75,time,7,31,-5.158730158730163,-5.473050383333337,0.3143202246031746
LICHSGFIN,2019-11-01,2019-11-04,429.8,398.6913833423641,507.5715416440899,2019-11-14,420.5,time,7,23,-2.1637971149371826,-2.482718233550491,0.3189211186133086
MCX,2019-11-01,2019-11-04,1195.0,1088.8334285125575,1460.4164287186063,2019-11-07,1088.8334285125575,stop,3,8,-8.884231923635355,-9.192828935564236,0.30859701192888134
ARVIND,2019-11-04,2019-11-05,54.95,49.12582427475936,69.51043931310161,2019-11-15,49.85,time,7,181,-9.281164695177434,-9.589151928662421,0.3079872334849863
CPSEETF,2019-11-04,2019-11-05,25.06,24.1750102706006,27.2724743234985,2019-11-11,24.1750102706006,stop,4,399,-3.531483357539511,-3.8483034009870916,0.3168200434475805
IDBI,2019-11-04,2019-11-05,35.45,32.26174270624783,43.420643234380435,2019-11-08,32.26174270624783,stop,3,282,-8.993673607199359,-9.302102491968466,0.3084288847691066
NBCC,2019-11-04,2019-11-05,38.65,34.49969445565017,49.02576386087456,2019-11-15,37.15,time,7,258,-3.8809831824062058,-4.19726631513583,0.3162831327296248
PNB,2019-11-04,2019-11-05,69.0,64.12463691968699,81.18840770078252,2019-11-06,64.12463691968699,stop,1,144,-7.065743594656537,-7.377134215637092,0.31139062098055514
RELINFRA,2019-11-04,2019-11-05,40.45,35.494120793279215,52.83969801680197,2019-11-15,40.15,time,7,247,-0.7416563658838138,-1.0627622140914776,0.32110584820766375
SUNPHARMA,2019-11-04,2019-11-05,435.5,412.8579199239911,492.10520019002223,2019-11-11,412.8579199239911,stop,4,22,-5.199099902642679,-5.513358110195642,0.31425820755296285
TATACHEM,2019-11-04,2019-11-05,639.0,607.1587729514708,718.603067621323,2019-11-15,632.75,time,7,15,-0.9780907668231587,-1.298833398356805,0.32074263153364635
