symbol,sector,signal_date,entry_date,entry_price,shares,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,gross_pnl_pct,net_pnl_pct,cost_rupees
AMBUJACEM,Cement,2021-10-11,2021-10-12,402.85,24,,,2021-11-12,424.0,time,21,5.250093086756857,4.919782557254561,31.935743234400007
ASIANPAINT,FMCG,2021-10-11,2021-10-12,3280.0,3,,,2021-11-12,3089.0,time,21,-5.823170731707316,-6.136470225426828,30.828670182
ASTRAL,Chemicals,2021-10-11,2021-10-12,2271.0,4,,,2021-11-12,2350.0,time,21,3.4786437692646333,3.1510545862615507,29.758201384000003
BAJFINANCE,Financial Services,2021-10-11,2021-10-12,7810.0,1,,,2021-11-12,7500.0,time,21,-3.969270166453265,-4.285417670422535,24.69112006
BHARTIARTL,Telecom,2021-10-11,2021-10-12,691.0,14,,,2021-11-12,733.0,time,21,6.078147612156304,5.746565003762671,32.07730153600001
ACC,Unknown:ACC,2022-07-11,2022-07-12,2181.0,4,,,2022-08-11,2240.0,time,21,2.705181109582755,2.378780140027505,28.475220584000002
AMBUJACEM,Cement,2022-07-11,2022-07-12,368.8,27,,,2022-08-11,382.0,time,21,3.579175704989157,3.2514320822125846,32.6353989816
APOLLOHOSP,Pharma,2022-07-11,2022-07-12,3900.0,2,,,2022-08-11,4539.6,time,21,16.400000000000013,16.052560693600014,27.1002658992
ASIANPAINT,FMCG,2022-07-11,2022-07-12,2920.0,3,,,2022-08-11,3450.0,time,21,18.150684931506845,17.800556177397254,30.67127886
ASTRAL,Chemicals,2022-07-11,2022-07-12,1714.95,5,,,2022-08-11,1965.0,time,21,14.580600017493218,14.235955720650745,29.5523868435
ACC,Unknown:ACC,2022-08-10,2022-08-11,2240.0,4,,,2022-09-13,2513.4,time,21,12.205357142857153,11.86436175587501,30.553186673600003
AMBUJACEM,Cement,2022-08-10,2022-08-11,382.0,28,,,2022-09-13,483.25,time,21,26.505235602094235,26.142272370026173,38.822547302000004
APOLLOHOSP,Pharma,2022-08-10,2022-08-11,4539.6,2,,,2022-09-13,4520.0,time,21,-0.4317561018592042,-0.7533380269098695,29.1970661392
ASIANPAINT,FMCG,2022-08-10,2022-08-11,3450.0,3,,,2022-09-13,3432.0,time,21,-0.521739130434784,-0.8431828212173929,33.269421996000005
ASTRAL,Chemicals,2022-08-10,2022-08-11,1965.0,5,,,2022-09-13,2580.0,time,21,31.29770992366412,30.927384367938927,36.384485850000004
ACC,Unknown:ACC,2022-09-12,2022-09-13,2513.4,4,,,2022-10-13,2316.0,time,21,-7.853903079493918,-8.164082909381719,31.184239377600004
ADANIPORTS,Logistics,2022-09-12,2022-09-13,946.0,13,,,2022-10-13,807.0,time,21,-14.693446088794925,-14.99311883488372,36.853754314
AMBUJACEM,Cement,2022-09-12,2022-09-13,483.25,25,,,2022-10-13,505.4,time,21,4.583548887739264,4.254262320765648,39.7819333725
APOLLOHOSP,Pharma,2022-09-12,2022-09-13,4520.0,2,,,2022-10-13,4270.1,time,21,-5.528761061946897,-5.8425128354557465,28.363160325200003
ASIANPAINT,FMCG,2022-09-12,2022-09-13,3432.0,3,,,2022-10-13,3230.1,time,21,-5.882867132867132,-6.196074919423076,32.2478737038
ACC,Unknown:ACC,2022-11-10,2022-11-11,2424.8,4,,,2022-12-12,2614.7,time,21,7.831573738040243,7.497297470842948,32.422123708
AMBUJACEM,Cement,2022-11-10,2022-11-11,565.0,20,,,2022-12-12,580.0,time,21,2.6548672566371723,2.3285435805309778,36.8745754
APOLLOHOSP,Pharma,2022-11-10,2022-11-11,4386.0,2,,,2022-12-12,4677.0,time,21,6.634746922024615,6.30230925129958,29.161432476
ASIANPAINT,FMCG,2022-11-10,2022-11-11,3090.7,3,,,2022-12-12,3227.0,time,21,4.410004206166884,4.080984243045261,30.5070600006
ASTRAL,Chemicals,2022-11-10,2022-11-11,2080.55,5,,,2022-12-12,2052.0,time,21,-1.3722333036937484,-1.692370443214548,33.3030662815
ACC,Unknown:ACC,2022-12-12,2022-12-13,2662.0,4,,,2023-01-11,2429.0,time,21,-8.752817430503379,-9.061616324793386,32.880906264
AMBUJACEM,Cement,2022-12-12,2022-12-13,587.0,20,,,2023-01-11,515.95,time,21,-12.103918228279376,-12.40756907439522,35.648609334
APOLLOHOSP,Pharma,2022-12-12,2022-12-13,4746.0,2,,,2023-01-11,4474.0,time,21,-5.73114201432785,-6.044582884955747,29.75180744
