symbol,sector,signal_date,entry_date,entry_price,shares,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,gross_pnl_pct,net_pnl_pct,cost_rupees
GAIL,Oil & Gas,2005-01-03,2005-01-04,254.0,39,238.7435938888296,292.14101527792604,2005-01-05,238.7435938888296,stop,1.0,-6.006459098885985,-6.31947702025034,31.00755529035299
IPCL,Unknown:IPCL,2005-01-03,2005-01-04,193.0,51,181.3845886064368,222.03852848390795,2005-01-05,181.3845886064368,stop,1.0,-6.018347872312535,-6.331347529834044,30.80855628984211
MASTEK,Unknown:MASTEK,2005-01-03,2005-01-04,337.2,29,314.91962640189587,392.9009339952603,2005-01-05,314.91962640189587,stop,1.0,-6.607465479864805,-6.9195601196005345,30.51911063047749
MTNL,Unknown:MTNL,2005-01-03,2005-01-04,168.0,59,158.6413065754672,191.39673356133198,2005-01-05,158.6413065754672,stop,1.0,-5.570650847936188,-5.884338269266666,31.09269720227702
RELCAPITAL,Unknown:RELCAPITAL,2005-01-03,2005-01-04,145.0,68,134.98106132470298,170.04734668824253,2005-01-05,134.98106132470298,stop,1.0,-6.909612879515192,-7.221243352559746,30.72676464219301
BIRLAJUTE,Unknown:BIRLAJUTE,2005-01-05,2005-01-06,160.0,58,146.92999822461334,192.67500443846663,2005-01-17,184.85,time,7.0,15.531249999999996,15.185145289937497,32.1185170938
HINDLEVER,Unknown:HINDLEVER,2005-01-24,2005-01-25,147.4,65,139.9097714601249,166.1255713496878,2005-02-01,166.1255713496878,target,4.0,12.70391543398086,12.362154148789378,32.74414873419596
NAGARCONST,Unknown:NAGARCONST,2005-01-31,2005-02-01,470.0,20,431.76037500020715,565.5990624994822,2005-02-01,431.76037500020715,stop,0.0,-8.13609042548784,-8.445836751837854,29.116154676901367
ABB,Capital Goods,2005-02-01,2005-02-02,1014.9,9,940.4448087557255,1201.0379781106863,2005-02-08,1201.0379781106863,target,4.0,18.340524003417702,17.990103613590026,32.00774882724961
SEAMECLTD,Unknown:SEAMECLTD,2005-02-04,2005-02-07,83.5,120,73.10716624586846,109.48208438532885,2005-02-08,73.10716624586846,stop,1.0,-12.446507489977899,-12.7496320415626,30.373080068787065
SIEMENS,Capital Goods,2005-01-28,2005-01-31,1355.1,7,1276.7550819437874,1550.962295140531,2005-02-09,1495.0,time,7.0,10.323961331267073,9.985856193446986,32.071639058200006
APOLLOHOSP,Pharma,2005-02-01,2005-02-02,279.1,34,260.0186219243059,326.8034451892354,2005-02-11,289.35,time,7.0,3.6725188104621997,3.3446317915800785,31.114510769800006
SB&TINTL,Unknown:SB&TINTL,2005-02-08,2005-02-09,86.5,115,78.81867587635361,105.70331030911598,2005-02-14,105.70331030911598,target,3.0,22.20035873886239,21.844008770558425,35.44791309703718
APOLLOTYRE,Unknown:APOLLOTYRE,2005-02-08,2005-02-09,289.7,34,271.0646996340374,336.2882509149064,2005-02-17,271.0646996340374,stop,6.0,-6.432620077998818,-6.744983319786874,30.767154589639958
