date,reserve_type,currency,value
1996-11-01,Gold,₹ Crores,15545.0
1996-11-01,Total,₹ Crores,84880.0
1996-11-01,Total,US $ Millions,23752.0
1996-10-01,Foreign Currency Assets,₹ Crores,68368.0
1996-10-01,Foreign Currency Assets,US $ Millions,19177.0
1996-10-01,Gold,₹ Crores,15635.0
1996-10-01,Gold,US $ Millions,4382.0
1996-10-01,SDRs,₹ Crores,270.0
1996-10-01,SDRs,US $ Millions,76.0
1996-10-01,Total,₹ Crores,84273.0
1996-10-01,Total,US $ Millions,23635.0
1996-09-01,Foreign Currency Assets,₹ Crores,65903.0
1996-09-01,Foreign Currency Assets,US $ Millions,18433.0
1996-09-01,Gold,₹ Crores,15771.0
1996-09-01,Gold,US $ Millions,4410.0
1996-09-01,SDRs,₹ Crores,202.0
1996-09-01,SDRs,US $ Millions,57.0
1996-09-01,Total,₹ Crores,81876.0
1996-09-01,Total,US $ Millions,22900.0
1996-08-01,Foreign Currency Assets,₹ Crores,64113.0
1996-08-01,Foreign Currency Assets,US $ Millions,17976.0
1996-08-01,Gold,₹ Crores,15896.0
1996-08-01,Gold,US $ Millions,4455.0
1996-08-01,Total,₹ Crores,80044.0
1996-08-01,Total,US $ Millions,22441.0
1996-07-01,Foreign Currency Assets,₹ Crores,64040.0
1996-07-01,Foreign Currency Assets,US $ Millions,17940.0
1996-07-01,Gold,₹ Crores,15734.0
1996-07-01,Gold,US $ Millions,4410.0
1996-07-01,SDRs,₹ Crores,325.0
1996-07-01,SDRs,US $ Millions,91.0
1996-07-01,Total,₹ Crores,80099.0
1996-07-01,Total,US $ Millions,22441.0
1996-06-01,Foreign Currency Assets,₹ Crores,61417.0
1996-06-01,Foreign Currency Assets,US $ Millions,17526.0
1996-06-01,Gold,₹ Crores,15564.0
1996-06-01,Gold,US $ Millions,4437.0
1996-06-01,SDRs,₹ Crores,450.0
1996-06-01,SDRs,US $ Millions,128.0
1996-06-01,Total,₹ Crores,77431.0
1996-06-01,Total,US $ Millions,22091.0
1996-05-01,Foreign Currency Assets,₹ Crores,60109.0
1996-05-01,Foreign Currency Assets,US $ Millions,17105.0
1996-05-01,Gold,₹ Crores,15857.0
1996-05-01,Total,₹ Crores,75988.0
1996-05-01,Total,US $ Millions,21620.0
1996-04-01,Foreign Currency Assets,₹ Crores,58947.0
1996-04-01,Foreign Currency Assets,US $ Millions,17088.0
1996-04-01,Gold,₹ Crores,15494.0
1996-04-01,Gold,US $ Millions,4520.0
1996-04-01,SDRs,₹ Crores,40.0
1996-04-01,SDRs,US $ Millions,12.0
1996-04-01,Total,₹ Crores,74481.0
1996-04-01,Total,US $ Millions,21620.0
1996-03-01,Foreign Currency Assets,₹ Crores,58446.0
1996-03-01,Foreign Currency Assets,US $ Millions,17044.0
1996-03-01,Gold,₹ Crores,15658.0
1996-03-01,Gold,US $ Millions,4561.0
1996-03-01,SDRs,₹ Crores,280.0
1996-03-01,SDRs,US $ Millions,82.0
1996-03-01,Total,₹ Crores,74384.0
1996-03-01,Total,US $ Millions,21687.0
1996-02-01,Foreign Currency Assets,₹ Crores,55772.0
1996-02-01,Foreign Currency Assets,US $ Millions,15943.0
1996-02-01,Gold,₹ Crores,16464.0
1996-02-01,Gold,US $ Millions,4659.0
1996-02-01,SDRs,₹ Crores,173.0
1996-02-01,SDRs,US $ Millions,50.0
1996-02-01,Total,₹ Crores,72409.0
1996-02-01,Total,US $ Millions,20652.0
1996-01-01,Foreign Currency Assets,₹ Crores,59540.0
1996-01-01,Foreign Currency Assets,US $ Millions,16310.0
1996-01-01,Gold,₹ Crores,16510.0
1996-01-01,Gold,US $ Millions,4587.0
1996-01-01,SDRs,₹ Crores,175.0
1996-01-01,SDRs,US $ Millions,48.0
1996-01-01,Total,₹ Crores,76225.0
1996-01-01,Total,US $ Millions,20945.0
1995-12-01,Foreign Currency Assets,₹ Crores,61374.0
1995-12-01,Foreign Currency Assets,US $ Millions,17467.0
1995-12-01,Gold,₹ Crores,15657.0
1995-12-01,Gold,US $ Millions,4457.0
1995-12-01,SDRs,₹ Crores,488.0
1995-12-01,SDRs,US $ Millions,139.0
1995-12-01,Total,₹ Crores,77519.0
1995-12-01,Total,US $ Millions,22063.0
1995-11-01,Foreign Currency Assets,₹ Crores,60434.0
1995-11-01,Foreign Currency Assets,US $ Millions,17335.0
1995-11-01,Gold,₹ Crores,15456.0
1995-11-01,Total,₹ Crores,75952.0
1995-11-01,Total,US $ Millions,21782.0
1995-10-01,Foreign Currency Assets,₹ Crores,61474.0
1995-10-01,Foreign Currency Assets,US $ Millions,17753.0
1995-10-01,Gold,₹ Crores,15361.0
1995-10-01,Gold,US $ Millions,4408.0
1995-10-01,SDRs,₹ Crores,135.0
1995-10-01,SDRs,US $ Millions,39.0
1995-10-01,Total,₹ Crores,76970.0
1995-10-01,Total,US $ Millions,22200.0
1995-09-01,Foreign Currency Assets,₹ Crores,64660.0
1995-09-01,Foreign Currency Assets,US $ Millions,19064.0
1995-09-01,Gold,₹ Crores,14980.0
1995-09-01,Gold,US $ Millions,4405.0
1995-09-01,SDRs,₹ Crores,28.0
1995-09-01,SDRs,US $ Millions,8.0
1995-09-01,Total,₹ Crores,79668.0
1995-09-01,Total,US $ Millions,23477.0
1995-08-01,Foreign Currency Assets,₹ Crores,60566.0
1995-08-01,Foreign Currency Assets,US $ Millions,18990.0
1995-08-01,Gold,₹ Crores,14099.0
1995-08-01,Gold,US $ Millions,4413.0
1995-08-01,SDRs,₹ Crores,147.0
1995-08-01,SDRs,US $ Millions,46.0
1995-08-01,Total,₹ Crores,74812.0
1995-08-01,Total,US $ Millions,23449.0
1995-07-01,Foreign Currency Assets,₹ Crores,62357.0
1995-07-01,Foreign Currency Assets,US $ Millions,19882.0
1995-07-01,Gold,₹ Crores,13956.0
1995-07-01,Gold,US $ Millions,4445.0
1995-07-01,SDRs,₹ Crores,63.0
1995-07-01,SDRs,US $ Millions,20.0
1995-07-01,Total,₹ Crores,76376.0
1995-07-01,Total,US $ Millions,24347.0
1995-06-01,Foreign Currency Assets,₹ Crores,61613.0
1995-06-01,Foreign Currency Assets,US $ Millions,19601.0
1995-06-01,Gold,₹ Crores,13987.0
1995-06-01,Gold,US $ Millions,4457.0
1995-06-01,SDRs,₹ Crores,298.0
1995-06-01,SDRs,US $ Millions,95.0
1995-06-01,Total,₹ Crores,75898.0
1995-06-01,Total,US $ Millions,24153.0
1995-05-01,Foreign Currency Assets,₹ Crores,63044.0
1995-05-01,Foreign Currency Assets,US $ Millions,20267.0
1995-05-01,Gold,₹ Crores,13865.0
1995-05-01,Total,₹ Crores,76991.0
1995-05-01,Total,US $ Millions,24707.0
1995-04-01,Foreign Currency Assets,₹ Crores,64064.0
1995-04-01,Foreign Currency Assets,US $ Millions,20454.0
1995-04-01,Gold,₹ Crores,14064.0
1995-04-01,Gold,US $ Millions,4481.0
1995-04-01,SDRs,₹ Crores,322.0
1995-04-01,SDRs,US $ Millions,102.0
1995-04-01,Total,₹ Crores,78450.0
1995-04-01,Total,US $ Millions,25037.0
1995-03-01,Foreign Currency Assets,₹ Crores,66005.0
1995-03-01,Foreign Currency Assets,US $ Millions,20809.0
1995-03-01,Gold,₹ Crores,13752.0
1995-03-01,Gold,US $ Millions,4370.0
1995-03-01,SDRs,₹ Crores,23.0
1995-03-01,SDRs,US $ Millions,7.0
1995-03-01,Total,₹ Crores,79780.0
1995-03-01,Total,US $ Millions,25186.0
1995-02-01,Foreign Currency Assets,₹ Crores,62723.0
1995-02-01,Foreign Currency Assets,US $ Millions,19947.0
1995-02-01,Gold,₹ Crores,12556.0
1995-02-01,Gold,US $ Millions,4000.0
1995-02-01,SDRs,₹ Crores,11.0
1995-02-01,SDRs,US $ Millions,4.0
1995-02-01,Total,₹ Crores,75290.0
1995-02-01,Total,US $ Millions,23951.0
1995-01-01,Foreign Currency Assets,₹ Crores,61497.0
1995-01-01,Foreign Currency Assets,US $ Millions,19693.0
1995-01-01,Gold,₹ Crores,12624.0
1995-01-01,Gold,US $ Millions,4023.0
1995-01-01,SDRs,₹ Crores,233.0
1995-01-01,SDRs,US $ Millions,74.0
1995-01-01,Total,₹ Crores,74354.0
1995-01-01,Total,US $ Millions,23790.0
1994-12-01,Foreign Currency Assets,₹ Crores,60841.0
1994-12-01,Foreign Currency Assets,US $ Millions,19386.0
1994-12-01,Gold,₹ Crores,12665.0
1994-12-01,Gold,US $ Millions,4031.0
1994-12-01,SDRs,₹ Crores,6.0
1994-12-01,SDRs,US $ Millions,2.0
1994-12-01,Total,₹ Crores,73512.0
1994-12-01,Total,US $ Millions,23419.0
1994-11-01,Foreign Currency Assets,₹ Crores,61198.0
1994-11-01,Foreign Currency Assets,US $ Millions,19493.0
1994-11-01,Gold,₹ Crores,12814.0
1994-11-01,Total,₹ Crores,74018.0
1994-11-01,Total,US $ Millions,23578.0
1994-10-01,Foreign Currency Assets,₹ Crores,62191.0
1994-10-01,Foreign Currency Assets,US $ Millions,19778.0
1994-10-01,Gold,₹ Crores,13011.0
1994-10-01,Gold,US $ Millions,4146.0
1994-10-01,SDRs,₹ Crores,218.0
1994-10-01,SDRs,US $ Millions,69.0
1994-10-01,Total,₹ Crores,75420.0
1994-10-01,Total,US $ Millions,23993.0
1994-09-01,Foreign Currency Assets,₹ Crores,59062.0
1994-09-01,Foreign Currency Assets,US $ Millions,18856.0
1994-09-01,Gold,₹ Crores,13028.0
1994-09-01,Gold,US $ Millions,4153.0
1994-09-01,SDRs,₹ Crores,8.0
1994-09-01,SDRs,US $ Millions,3.0
1994-09-01,Total,₹ Crores,72098.0
1994-09-01,Total,US $ Millions,23012.0
1994-08-01,Foreign Currency Assets,₹ Crores,55430.0
1994-08-01,Foreign Currency Assets,US $ Millions,17682.0
1994-08-01,Gold,₹ Crores,12664.0
1994-08-01,Gold,US $ Millions,4036.0
1994-08-01,SDRs,₹ Crores,8.0
1994-08-01,SDRs,US $ Millions,3.0
1994-08-01,Total,₹ Crores,68102.0
1994-08-01,Total,US $ Millions,21721.0
1994-07-01,Foreign Currency Assets,₹ Crores,55045.0
1994-07-01,Foreign Currency Assets,US $ Millions,17516.0
1994-07-01,Gold,₹ Crores,12851.0
1994-07-01,Gold,US $ Millions,4095.0
1994-07-01,SDRs,₹ Crores,199.0
1994-07-01,Total,₹ Crores,68095.0
1994-07-01,Total,US $ Millions,21674.0
1994-06-01,Foreign Currency Assets,₹ Crores,51429.0
1994-06-01,Foreign Currency Assets,US $ Millions,16372.0
1994-06-01,Gold,₹ Crores,12839.0
1994-06-01,Gold,US $ Millions,4093.0
1994-06-01,SDRs,₹ Crores,141.0
1994-06-01,SDRs,US $ Millions,45.0
1994-06-01,Total,₹ Crores,64409.0
1994-06-01,Total,US $ Millions,20510.0
1994-05-01,Foreign Currency Assets,₹ Crores,48548.0
1994-05-01,Foreign Currency Assets,US $ Millions,15485.0
1994-05-01,Gold,₹ Crores,12682.0
1994-05-01,Total,₹ Crores,61368.0
1994-05-01,Total,US $ Millions,19572.0
1994-04-01,Foreign Currency Assets,₹ Crores,47284.0
1994-04-01,Foreign Currency Assets,US $ Millions,15025.0
1994-04-01,Gold,₹ Crores,12616.0
1994-04-01,Gold,US $ Millions,4022.0
1994-04-01,SDRs,₹ Crores,156.0
1994-04-01,SDRs,US $ Millions,50.0
1994-04-01,Total,₹ Crores,60056.0
1994-04-01,Total,US $ Millions,19097.0
1994-03-01,Foreign Currency Assets,₹ Crores,47287.0
1994-03-01,Foreign Currency Assets,US $ Millions,15068.0
1994-03-01,Gold,₹ Crores,12794.0
1994-03-01,Gold,US $ Millions,4078.0
1994-03-01,SDRs,₹ Crores,339.0
1994-03-01,SDRs,US $ Millions,108.0
1994-03-01,Total,₹ Crores,60420.0
1994-03-01,Total,US $ Millions,19254.0
1994-02-01,Foreign Currency Assets,₹ Crores,41089.0
1994-02-01,Foreign Currency Assets,US $ Millions,13102.0
1994-02-01,Gold,₹ Crores,12377.0
1994-02-01,Gold,US $ Millions,3945.0
1994-02-01,SDRs,₹ Crores,336.0
1994-02-01,SDRs,US $ Millions,107.0
1994-02-01,Total,₹ Crores,53802.0
1994-02-01,Total,US $ Millions,17154.0
1994-01-01,Foreign Currency Assets,₹ Crores,32911.0
1994-01-01,Foreign Currency Assets,US $ Millions,10468.0
1994-01-01,Gold,₹ Crores,12552.0
1994-01-01,Gold,US $ Millions,4001.0
1994-01-01,SDRs,₹ Crores,551.0
1994-01-01,SDRs,US $ Millions,176.0
1994-01-01,Total,₹ Crores,46014.0
1994-01-01,Total,US $ Millions,14645.0
1993-12-01,Foreign Currency Assets,₹ Crores,30747.0
1993-12-01,Foreign Currency Assets,US $ Millions,9807.0
1993-12-01,Gold,₹ Crores,12373.0
1993-12-01,Gold,US $ Millions,3944.0
1993-12-01,SDRs,₹ Crores,314.0
1993-12-01,SDRs,US $ Millions,100.0
1993-12-01,Total,₹ Crores,43434.0
1993-12-01,Total,US $ Millions,13851.0
1993-11-01,Foreign Currency Assets,₹ Crores,25779.0
1993-11-01,Foreign Currency Assets,US $ Millions,8220.0
1993-11-01,Gold,₹ Crores,12092.0
1993-11-01,Total,₹ Crores,38187.0
1993-11-01,Total,US $ Millions,12176.0
1993-10-01,Foreign Currency Assets,₹ Crores,24747.0
1993-10-01,Foreign Currency Assets,US $ Millions,7900.0
1993-10-01,Gold,₹ Crores,11760.0
1993-10-01,Gold,US $ Millions,3749.0
1993-10-01,SDRs,₹ Crores,552.0
1993-10-01,SDRs,US $ Millions,176.0
1993-10-01,Total,₹ Crores,37059.0
1993-10-01,Total,US $ Millions,11825.0
1993-09-01,Foreign Currency Assets,₹ Crores,23868.0
1993-09-01,Foreign Currency Assets,US $ Millions,7629.0
1993-09-01,Gold,₹ Crores,11520.0
1993-09-01,Gold,US $ Millions,3672.0
1993-09-01,SDRs,₹ Crores,192.0
1993-09-01,SDRs,US $ Millions,61.0
1993-09-01,Total,₹ Crores,35580.0
1993-09-01,Total,US $ Millions,11362.0
1993-08-01,Foreign Currency Assets,₹ Crores,22837.0
1993-08-01,Foreign Currency Assets,US $ Millions,7288.0
1993-08-01,Gold,₹ Crores,12212.0
1993-08-01,Gold,US $ Millions,3893.0
1993-08-01,SDRs,₹ Crores,190.0
1993-08-01,SDRs,US $ Millions,61.0
1993-08-01,Total,₹ Crores,35239.0
1993-08-01,Total,US $ Millions,11242.0
1993-07-01,Foreign Currency Assets,₹ Crores,21244.0
1993-07-01,Foreign Currency Assets,US $ Millions,6767.0
1993-07-01,Gold,₹ Crores,12591.0
1993-07-01,Gold,US $ Millions,4014.0
1993-07-01,SDRs,₹ Crores,436.0
1993-07-01,SDRs,US $ Millions,139.0
1993-07-01,Total,₹ Crores,34271.0
1993-07-01,Total,US $ Millions,10920.0
1993-06-01,Foreign Currency Assets,₹ Crores,20483.0
1993-06-01,Foreign Currency Assets,US $ Millions,6553.0
1993-06-01,Gold,₹ Crores,11946.0
1993-06-01,Gold,US $ Millions,3807.0
1993-06-01,SDRs,₹ Crores,586.0
1993-06-01,SDRs,US $ Millions,187.0
1993-06-01,Total,₹ Crores,33015.0
1993-06-01,Total,US $ Millions,10547.0
1993-05-01,Foreign Currency Assets,₹ Crores,20534.0
1993-05-01,Foreign Currency Assets,US $ Millions,6534.0
1993-05-01,Gold,₹ Crores,11768.0
1993-05-01,Total,₹ Crores,32430.0
1993-05-01,Total,US $ Millions,10329.0
1993-04-01,Foreign Currency Assets,₹ Crores,21652.0
1993-04-01,Foreign Currency Assets,US $ Millions,6919.0
1993-04-01,Gold,₹ Crores,10960.0
1993-04-01,Gold,US $ Millions,3496.0
1993-04-01,SDRs,₹ Crores,338.0
1993-04-01,SDRs,US $ Millions,108.0
1993-04-01,Total,₹ Crores,32950.0
1993-04-01,Total,US $ Millions,10523.0
1993-03-01,Foreign Currency Assets,₹ Crores,20140.0
1993-03-01,Foreign Currency Assets,US $ Millions,6434.0
1993-03-01,Gold,₹ Crores,10549.0
1993-03-01,Gold,US $ Millions,3380.0
1993-03-01,SDRs,₹ Crores,55.0
1993-03-01,SDRs,US $ Millions,18.0
1993-03-01,Total,₹ Crores,30744.0
1993-03-01,Total,US $ Millions,9832.0
1993-02-01,Foreign Currency Assets,₹ Crores,13743.0
1993-02-01,Foreign Currency Assets,US $ Millions,5248.0
1993-02-01,Gold,₹ Crores,8792.0
1993-02-01,Gold,US $ Millions,3364.0
1993-02-01,SDRs,₹ Crores,46.0
1993-02-01,SDRs,US $ Millions,17.0
1993-02-01,Total,₹ Crores,22581.0
1993-02-01,Total,US $ Millions,8629.0
1993-01-01,Foreign Currency Assets,₹ Crores,13688.0
1993-01-01,Foreign Currency Assets,US $ Millions,5237.0
1993-01-01,Gold,₹ Crores,8783.0
1993-01-01,Gold,US $ Millions,3361.0
1993-01-01,SDRs,₹ Crores,249.0
1993-01-01,SDRs,US $ Millions,95.0
1993-01-01,Total,₹ Crores,22720.0
1993-01-01,Total,US $ Millions,8693.0
1992-12-01,Foreign Currency Assets,₹ Crores,14297.0
1992-12-01,Foreign Currency Assets,US $ Millions,5461.0
1992-12-01,Gold,₹ Crores,8937.0
1992-12-01,Gold,US $ Millions,3420.0
1992-12-01,SDRs,₹ Crores,10.0
1992-12-01,SDRs,US $ Millions,4.0
1992-12-01,Total,₹ Crores,23244.0
1992-12-01,Total,US $ Millions,8885.0
1992-11-01,Foreign Currency Assets,₹ Crores,12586.0
1992-11-01,Foreign Currency Assets,US $ Millions,4852.0
1992-11-01,Gold,₹ Crores,8787.0
1992-11-01,Total,₹ Crores,21375.0
1992-11-01,Total,US $ Millions,8255.0
1992-10-01,Foreign Currency Assets,₹ Crores,14120.0
1992-10-01,Foreign Currency Assets,US $ Millions,5466.0
1992-10-01,Gold,₹ Crores,9036.0
1992-10-01,Gold,US $ Millions,3499.0
1992-10-01,SDRs,₹ Crores,78.0
1992-10-01,SDRs,US $ Millions,30.0
1992-10-01,Total,₹ Crores,23234.0
1992-10-01,Total,US $ Millions,8995.0
1992-09-01,Foreign Currency Assets,₹ Crores,14937.0
1992-09-01,Foreign Currency Assets,US $ Millions,5777.0
1992-09-01,Gold,₹ Crores,9053.0
1992-09-01,Gold,US $ Millions,3505.0
1992-09-01,SDRs,₹ Crores,88.0
1992-09-01,SDRs,US $ Millions,34.0
1992-09-01,Total,₹ Crores,24078.0
1992-09-01,Total,US $ Millions,9316.0
1992-08-01,Foreign Currency Assets,₹ Crores,16357.0
1992-08-01,Foreign Currency Assets,US $ Millions,6309.0
1992-08-01,Gold,₹ Crores,9023.0
1992-08-01,Gold,US $ Millions,3494.0
1992-08-01,SDRs,₹ Crores,89.0
1992-08-01,SDRs,US $ Millions,34.0
1992-08-01,Total,₹ Crores,25469.0
1992-08-01,Total,US $ Millions,9837.0
1992-07-01,Foreign Currency Assets,₹ Crores,16717.0
1992-07-01,Foreign Currency Assets,US $ Millions,6445.0
1992-07-01,Gold,₹ Crores,9228.0
1992-07-01,Gold,US $ Millions,3573.0
1992-07-01,SDRs,₹ Crores,289.0
1992-07-01,SDRs,US $ Millions,112.0
1992-07-01,Total,₹ Crores,26234.0
1992-07-01,Total,US $ Millions,10130.0
1992-06-01,Foreign Currency Assets,₹ Crores,16125.0
1992-06-01,Foreign Currency Assets,US $ Millions,6221.0
1992-06-01,Gold,₹ Crores,8932.0
1992-06-01,Gold,US $ Millions,3459.0
1992-06-01,SDRs,₹ Crores,297.0
1992-06-01,SDRs,US $ Millions,115.0
1992-06-01,Total,₹ Crores,25354.0
1992-06-01,Total,US $ Millions,9795.0
1992-05-01,Foreign Currency Assets,₹ Crores,14163.0
1992-05-01,Foreign Currency Assets,US $ Millions,5458.0
1992-05-01,Gold,₹ Crores,8839.0
1992-05-01,Gold,US $ Millions,3422.0
1992-05-01,Total,₹ Crores,23291.0
1992-05-01,Total,US $ Millions,8992.0
1992-04-01,Foreign Currency Assets,₹ Crores,14227.0
1992-04-01,Foreign Currency Assets,US $ Millions,5476.0
1992-04-01,Gold,₹ Crores,8894.0
1992-04-01,Gold,US $ Millions,3444.0
1992-04-01,SDRs,₹ Crores,413.0
1992-04-01,SDRs,US $ Millions,160.0
1992-04-01,Total,₹ Crores,23534.0
1992-04-01,Total,US $ Millions,9080.0
1992-03-01,Foreign Currency Assets,₹ Crores,14578.0
1992-03-01,Foreign Currency Assets,US $ Millions,5631.0
1992-03-01,Gold,₹ Crores,9039.0
1992-03-01,Gold,US $ Millions,3499.0
1992-03-01,SDRs,₹ Crores,233.0
1992-03-01,SDRs,US $ Millions,90.0
1992-03-01,Total,₹ Crores,23850.0
1992-03-01,Total,US $ Millions,9220.0
1992-02-01,Foreign Currency Assets,₹ Crores,10791.0
1992-02-01,Foreign Currency Assets,US $ Millions,4162.0
1992-02-01,Gold,₹ Crores,9280.0
1992-02-01,Gold,US $ Millions,3593.0
1992-02-01,SDRs,₹ Crores,236.0
1992-02-01,SDRs,US $ Millions,91.0
1992-02-01,Total,₹ Crores,20307.0
1992-02-01,Total,US $ Millions,7846.0
1992-01-01,Foreign Currency Assets,₹ Crores,9766.0
1992-01-01,Foreign Currency Assets,US $ Millions,3774.0
1992-01-01,Gold,₹ Crores,9294.0
1992-01-01,Gold,US $ Millions,3599.0
1992-01-01,SDRs,₹ Crores,332.0
1992-01-01,SDRs,US $ Millions,128.0
1992-01-01,Total,₹ Crores,19392.0
1992-01-01,Total,US $ Millions,7501.0
1991-12-01,Foreign Currency Assets,₹ Crores,9287.0
1991-12-01,Foreign Currency Assets,US $ Millions,3580.0
1991-12-01,Gold,₹ Crores,9490.0
1991-12-01,Gold,US $ Millions,3675.0
1991-12-01,SDRs,₹ Crores,120.0
1991-12-01,Total,₹ Crores,18897.0
1991-12-01,Total,US $ Millions,7301.0
1991-11-01,Foreign Currency Assets,₹ Crores,7016.0
1991-11-01,Foreign Currency Assets,US $ Millions,2707.0
1991-11-01,Gold,₹ Crores,8945.0
1991-11-01,Gold,US $ Millions,3464.0
1991-11-01,Total,₹ Crores,16077.0
1991-11-01,Total,US $ Millions,6216.0
1991-10-01,Foreign Currency Assets,₹ Crores,6032.0
1991-10-01,Foreign Currency Assets,US $ Millions,2326.0
1991-10-01,Gold,₹ Crores,8910.0
1991-10-01,Gold,US $ Millions,3450.0
1991-10-01,SDRs,₹ Crores,373.0
1991-10-01,SDRs,US $ Millions,144.0
1991-10-01,Total,₹ Crores,15315.0
1991-10-01,Total,US $ Millions,5920.0
1991-09-01,Foreign Currency Assets,₹ Crores,4442.0
1991-09-01,Foreign Currency Assets,US $ Millions,1722.0
1991-09-01,Gold,₹ Crores,8658.0
1991-09-01,Gold,US $ Millions,3353.0
1991-09-01,SDRs,₹ Crores,476.0
1991-09-01,SDRs,US $ Millions,184.0
1991-09-01,Total,₹ Crores,13576.0
1991-09-01,Total,US $ Millions,5259.0
1991-08-01,Foreign Currency Assets,₹ Crores,2965.0
1991-08-01,Foreign Currency Assets,US $ Millions,1141.0
1991-08-01,Gold,₹ Crores,8883.0
1991-08-01,Gold,US $ Millions,3434.0
1991-08-01,SDRs,₹ Crores,128.0
1991-08-01,SDRs,US $ Millions,49.0
1991-08-01,Total,₹ Crores,11976.0
1991-08-01,Total,US $ Millions,4624.0
1991-07-01,Foreign Currency Assets,₹ Crores,3313.0
1991-07-01,Foreign Currency Assets,US $ Millions,1286.0
1991-07-01,Gold,₹ Crores,9106.0
1991-07-01,Gold,US $ Millions,3542.0
1991-07-01,SDRs,₹ Crores,304.0
1991-07-01,SDRs,US $ Millions,118.0
1991-07-01,Total,₹ Crores,12723.0
1991-07-01,Total,US $ Millions,4946.0
1991-06-01,Foreign Currency Assets,₹ Crores,2383.0
1991-06-01,Foreign Currency Assets,US $ Millions,1124.0
1991-06-01,Gold,₹ Crores,7411.0
1991-06-01,Gold,US $ Millions,3524.0
1991-06-01,SDRs,₹ Crores,133.0
1991-06-01,SDRs,US $ Millions,63.0
1991-06-01,Total,₹ Crores,9927.0
1991-06-01,Total,US $ Millions,4711.0
1991-05-01,Foreign Currency Assets,₹ Crores,2677.0
1991-05-01,Foreign Currency Assets,US $ Millions,1271.0
1991-05-01,Gold,₹ Crores,7160.0
1991-05-01,Gold,US $ Millions,3433.0
1991-05-01,SDRs,₹ Crores,134.0
1991-05-01,SDRs,US $ Millions,64.0
1991-05-01,Total,₹ Crores,9971.0
1991-05-01,Total,US $ Millions,4768.0
1991-04-01,Foreign Currency Assets,₹ Crores,2527.0
1991-04-01,Foreign Currency Assets,US $ Millions,1269.0
1991-04-01,Gold,₹ Crores,6961.0
1991-04-01,Gold,US $ Millions,3448.0
1991-04-01,SDRs,₹ Crores,365.0
1991-04-01,SDRs,US $ Millions,180.0
1991-04-01,Total,₹ Crores,9853.0
1991-04-01,Total,US $ Millions,4897.0
1991-03-01,Foreign Currency Assets,₹ Crores,4388.0
1991-03-01,Foreign Currency Assets,US $ Millions,2236.0
1991-03-01,Gold,₹ Crores,6828.0
1991-03-01,Gold,US $ Millions,3496.0
1991-03-01,SDRs,₹ Crores,200.0
1991-03-01,SDRs,US $ Millions,102.0
1991-03-01,Total,₹ Crores,11416.0
1991-03-01,Total,US $ Millions,5834.0
1991-02-01,Foreign Currency Assets,₹ Crores,4446.0
1991-02-01,Foreign Currency Assets,US $ Millions,2329.0
1991-02-01,Gold,₹ Crores,6654.0
1991-02-01,Gold,US $ Millions,3503.0
1991-02-01,SDRs,₹ Crores,215.0
1991-02-01,SDRs,US $ Millions,113.0
1991-02-01,Total,₹ Crores,11315.0
1991-02-01,Total,US $ Millions,5945.0
1991-01-01,Foreign Currency Assets,₹ Crores,4719.0
1991-01-01,Foreign Currency Assets,US $ Millions,2541.0
