date,series,sector,index,inflation
2026-02-01,Current,Rural,105.26,3.77
2026-02-01,Current,Urban,104.73,3.0
2026-02-01,Current,Combined,105.07,3.49
2026-02-01,Current,Rural,105.86,3.65
2026-02-01,Current,Urban,105.38,3.62
2026-02-01,Current,Combined,105.69,3.64
2026-02-01,Current,Rural,105.18,3.3
2026-02-01,Current,Urban,105.39,3.53
2026-02-01,Current,Combined,105.3,3.43
2026-02-01,Current,Rural,107.04,5.41
2026-02-01,Current,Urban,106.57,4.73
2026-02-01,Current,Combined,106.77,5.02
2026-02-01,Current,Rural,103.32,2.93
2026-02-01,Current,Urban,104.08,3.36
2026-02-01,Current,Combined,103.89,3.25
2026-02-01,Current,Rural,102.1,2.1
2026-02-01,Current,Urban,102.39,2.08
2026-02-01,Current,Combined,102.17,2.1
2026-02-01,Current,Rural,104.85,3.49
2026-02-01,Current,Urban,104.42,3.3
2026-02-01,Current,Combined,104.71,3.43
2026-02-01,Current,Rural,105.29,2.88
2026-02-01,Current,Urban,103.78,2.37
2026-02-01,Current,Combined,104.74,2.69
2026-02-01,Current,Rural,104.51,3.68
2026-02-01,Current,Urban,103.95,3.14
2026-02-01,Current,Combined,104.26,3.44
2026-01-01,Current,Rural,104.59,2.73
2026-01-01,Current,Urban,104.28,2.75
2026-01-01,Current,Combined,104.45,2.74
2026-01-01,Current,Rural,108.02,5.55
2026-01-01,Current,Urban,105.7,2.94
2026-01-01,Current,Combined,106.88,4.27
2026-01-01,Current,Rural,104.09,2.58
2026-01-01,Current,Urban,104.41,3.21
2026-01-01,Current,Combined,104.22,2.82
2026-01-01,Current,Rural,102.66,1.31
2026-01-01,Current,Urban,103.16,1.44
2026-01-01,Current,Combined,102.79,1.35
2026-01-01,Current,Rural,103.09,0.69
2026-01-01,Current,Urban,102.47,1.22
2026-01-01,Current,Combined,102.96,0.8
2026-01-01,Current,Rural,104.38,2.7
2026-01-01,Current,Urban,102.39,1.24
2026-01-01,Current,Combined,104.09,2.49
2026-01-01,Current,Urban,103.72,2.36
2026-01-01,Current,Combined,103.72,2.36
2026-01-01,Current,Rural,103.13,2.02
2026-01-01,Current,Urban,102.42,0.98
2026-01-01,Current,Combined,102.89,1.66
2026-01-01,Current,Rural,103.44,1.56
2026-01-01,Current,Urban,103.58,2.12
2026-01-01,Current,Combined,103.53,1.92
2026-01-01,Current,Rural,103.01,2.01
2026-01-01,Current,Urban,103.26,2.16
2026-01-01,Current,Combined,103.16,2.1
2026-01-01,Current,Rural,104.42,2.39
2026-01-01,Current,Urban,104.37,2.71
2026-01-01,Current,Combined,104.39,2.55
2026-01-01,Current,Rural,104.73,2.87
2026-01-01,Current,Urban,105.04,3.27
2026-01-01,Current,Combined,104.78,2.93
2026-01-01,Current,Rural,104.38,1.13
2026-01-01,Current,Urban,103.79,1.87
2026-01-01,Current,Combined,104.21,1.34
2026-01-01,Current,Rural,104.45,2.42
2026-01-01,Current,Urban,102.57,1.23
2026-01-01,Current,Combined,103.81,2.02
2026-01-01,Current,Rural,105.32,2.97
2026-01-01,Current,Urban,104.86,3.01
2026-01-01,Current,Combined,105.09,2.99
2026-01-01,Current,Rural,106.51,4.19
2026-01-01,Current,Urban,105.02,3.26
2026-01-01,Current,Combined,105.69,3.68
2026-01-01,Current,Rural,105.3,1.92
2026-01-01,Current,Urban,104.51,1.29
2026-01-01,Current,Combined,105.1,1.76
2026-01-01,Current,Rural,104.27,2.28
2026-01-01,Current,Urban,105.33,3.3
2026-01-01,Current,Combined,105.04,3.02
2026-01-01,Current,Rural,104.19,2.58
2026-01-01,Current,Urban,104.09,2.94
2026-01-01,Current,Combined,104.15,2.72
2026-01-01,Current,Rural,104.57,2.84
2026-01-01,Current,Urban,104.03,2.41
2026-01-01,Current,Combined,104.24,2.58
2026-01-01,Current,Rural,101.78,-0.43
2026-01-01,Current,Urban,103.38,1.29
2026-01-01,Current,Combined,102.29,0.12
2026-01-01,Current,Rural,104.55,1.75
2026-01-01,Current,Urban,103.3,1.43
2026-01-01,Current,Combined,104.23,1.66
2026-01-01,Current,Rural,103.1,0.53
2026-01-01,Current,Urban,102.09,0.05
2026-01-01,Current,Combined,102.52,0.25
2026-01-01,Current,Rural,105.39,2.66
2026-01-01,Current,Urban,103.43,1.85
2026-01-01,Current,Combined,104.64,2.35
2026-01-01,Current,Rural,101.7,1.86
2026-01-01,Current,Urban,103.03,2.15
2026-01-01,Current,Combined,103.01,2.15
2026-01-01,Current,Rural,103.77,1.89
2026-01-01,Current,Urban,103.11,1.86
2026-01-01,Current,Combined,103.59,1.88
2026-01-01,Current,Rural,105.18,2.6
2026-01-01,Current,Urban,105.32,3.75
2026-01-01,Current,Combined,105.28,3.39
2026-01-01,Current,Rural,105.05,3.02
2026-01-01,Current,Urban,103.95,2.33
2026-01-01,Current,Combined,104.54,2.7
2026-01-01,Current,Rural,104.98,3.3
2026-01-01,Current,Urban,104.62,2.96
2026-01-01,Current,Combined,104.85,3.18
2026-01-01,Current,Rural,105.44,2.92
2026-01-01,Current,Urban,105.25,3.25
2026-01-01,Current,Combined,105.38,3.04
2026-01-01,Current,Rural,105.53,3.15
2026-01-01,Current,Urban,105.61,3.51
2026-01-01,Current,Combined,105.57,3.35
2026-01-01,Current,Rural,106.91,5.18
2026-01-01,Current,Urban,106.37,4.72
2026-01-01,Current,Combined,106.6,4.92
2026-01-01,Current,Rural,103.15,2.0
2026-01-01,Current,Urban,104.23,2.78
2026-01-01,Current,Combined,103.96,2.58
2026-01-01,Current,Rural,102.02,1.41
2026-01-01,Current,Urban,102.04,0.89
2026-01-01,Current,Combined,102.03,1.29
2026-01-01,Current,Rural,104.65,2.64
2026-01-01,Current,Urban,104.26,2.72
2026-01-01,Current,Combined,104.53,2.67
2026-01-01,Current,Rural,105.07,2.41
2026-01-01,Current,Urban,103.61,1.82
2026-01-01,Current,Combined,104.53,2.19
2026-01-01,Current,Rural,104.06,2.86
2026-01-01,Current,Urban,103.93,2.7
2026-01-01,Current,Combined,104.0,2.79
2025-12-01,Current,Rural,104.19,
2025-12-01,Current,Urban,103.98,
2025-12-01,Current,Combined,104.1,
2025-12-01,Current,Rural,108.05,
2025-12-01,Current,Urban,105.63,
2025-12-01,Current,Combined,106.86,
2025-12-01,Current,Rural,103.24,
2025-12-01,Current,Urban,103.67,
2025-12-01,Current,Combined,103.41,
2025-12-01,Current,Rural,102.89,
2025-12-01,Current,Urban,103.02,
2025-12-01,Current,Combined,102.92,
2025-12-01,Current,Rural,103.61,
2025-12-01,Current,Urban,102.63,
2025-12-01,Current,Combined,103.41,
2025-12-01,Current,Rural,103.71,
2025-12-01,Current,Urban,102.1,
2025-12-01,Current,Combined,103.48,
2025-12-01,Current,Urban,103.74,
2025-12-01,Current,Combined,103.74,
2025-12-01,Current,Rural,103.88,
2025-12-01,Current,Urban,102.79,
2025-12-01,Current,Combined,103.51,
2025-12-01,Current,Rural,103.27,
2025-12-01,Current,Urban,102.97,
2025-12-01,Current,Combined,103.08,
2025-12-01,Current,Rural,103.38,
2025-12-01,Current,Urban,103.28,
2025-12-01,Current,Combined,103.32,
2025-12-01,Current,Rural,104.23,
2025-12-01,Current,Urban,104.3,
2025-12-01,Current,Combined,104.26,
2025-12-01,Current,Rural,104.58,
2025-12-01,Current,Urban,105.25,
2025-12-01,Current,Combined,104.69,
2025-12-01,Current,Rural,104.53,
2025-12-01,Current,Urban,103.55,
2025-12-01,Current,Combined,104.26,
2025-12-01,Current,Rural,104.19,
2025-12-01,Current,Urban,102.37,
2025-12-01,Current,Combined,103.57,
2025-12-01,Current,Rural,104.74,
2025-12-01,Current,Urban,104.31,
2025-12-01,Current,Combined,104.52,
2025-12-01,Current,Rural,105.84,
2025-12-01,Current,Urban,104.71,
2025-12-01,Current,Combined,105.21,
2025-12-01,Current,Rural,104.63,
2025-12-01,Current,Urban,103.94,
2025-12-01,Current,Combined,104.46,
2025-12-01,Current,Rural,103.76,
2025-12-01,Current,Urban,105.11,
2025-12-01,Current,Combined,104.74,
2025-12-01,Current,Rural,103.95,
2025-12-01,Current,Urban,103.84,
2025-12-01,Current,Combined,103.91,
2025-12-01,Current,Rural,104.65,
2025-12-01,Current,Urban,103.91,
2025-12-01,Current,Combined,104.2,
2025-12-01,Current,Rural,101.63,
2025-12-01,Current,Urban,103.27,
2025-12-01,Current,Combined,102.16,
2025-12-01,Current,Rural,103.87,
2025-12-01,Current,Urban,103.02,
2025-12-01,Current,Combined,103.65,
2025-12-01,Current,Rural,103.13,
2025-12-01,Current,Urban,102.08,
2025-12-01,Current,Combined,102.53,
2025-12-01,Current,Rural,105.29,
2025-12-01,Current,Urban,103.25,
2025-12-01,Current,Combined,104.51,
2025-12-01,Current,Rural,101.42,
2025-12-01,Current,Urban,102.94,
2025-12-01,Current,Combined,102.91,
2025-12-01,Current,Rural,103.75,
2025-12-01,Current,Urban,103.02,
2025-12-01,Current,Combined,103.55,
2025-12-01,Current,Rural,104.38,
2025-12-01,Current,Urban,104.37,
2025-12-01,Current,Combined,104.37,
2025-12-01,Current,Rural,104.81,
2025-12-01,Current,Urban,103.9,
2025-12-01,Current,Combined,104.39,
2025-12-01,Current,Rural,104.22,
2025-12-01,Current,Urban,104.29,
2025-12-01,Current,Combined,104.25,
2025-12-01,Current,Rural,105.0,
2025-12-01,Current,Urban,105.02,
2025-12-01,Current,Combined,105.01,
2025-12-01,Current,Rural,104.77,
2025-12-01,Current,Urban,104.88,
2025-12-01,Current,Combined,104.83,
2025-12-01,Current,Rural,105.88,
2025-12-01,Current,Urban,105.71,
2025-12-01,Current,Combined,105.79,
2025-12-01,Current,Rural,104.04,
2025-12-01,Current,Urban,104.09,
2025-12-01,Current,Combined,104.08,
2025-12-01,Current,Rural,101.43,
2025-12-01,Current,Urban,102.19,
2025-12-01,Current,Combined,101.6,
2025-12-01,Current,Rural,104.15,
2025-12-01,Current,Urban,104.0,
2025-12-01,Current,Combined,104.1,
2025-12-01,Current,Rural,104.98,
2025-12-01,Current,Urban,103.58,
2025-12-01,Current,Combined,104.47,
2025-12-01,Current,Rural,103.48,
2025-12-01,Current,Urban,103.55,
2025-12-01,Current,Combined,103.51,
2025-11-01,Current,Rural,104.16,
2025-11-01,Current,Urban,103.83,
2025-11-01,Current,Combined,104.01,
2025-11-01,Current,Rural,107.67,
2025-11-01,Current,Urban,105.76,
2025-11-01,Current,Combined,106.73,
2025-11-01,Current,Rural,102.81,
2025-11-01,Current,Urban,103.48,
2025-11-01,Current,Combined,103.07,
2025-11-01,Current,Rural,102.94,
2025-11-01,Current,Urban,103.17,
2025-11-01,Current,Combined,103.0,
2025-11-01,Current,Rural,103.74,
2025-11-01,Current,Urban,102.78,
2025-11-01,Current,Combined,103.54,
2025-11-01,Current,Rural,103.94,
2025-11-01,Current,Urban,102.42,
2025-11-01,Current,Combined,103.72,
2025-11-01,Current,Urban,103.54,
2025-11-01,Current,Combined,103.54,
2025-11-01,Current,Rural,103.67,
2025-11-01,Current,Urban,102.94,
2025-11-01,Current,Combined,103.42,
2025-11-01,Current,Rural,103.02,
2025-11-01,Current,Urban,102.66,
2025-11-01,Current,Combined,102.79,
2025-11-01,Current,Rural,103.51,
2025-11-01,Current,Urban,103.37,
2025-11-01,Current,Combined,103.42,
2025-11-01,Current,Rural,104.45,
2025-11-01,Current,Urban,104.41,
2025-11-01,Current,Combined,104.43,
2025-11-01,Current,Rural,104.8,
2025-11-01,Current,Urban,105.09,
2025-11-01,Current,Combined,104.84,
2025-11-01,Current,Rural,104.71,
2025-11-01,Current,Urban,103.67,
2025-11-01,Current,Combined,104.41,
2025-11-01,Current,Rural,104.44,
2025-11-01,Current,Urban,102.45,
2025-11-01,Current,Combined,103.76,
2025-11-01,Current,Rural,104.22,
2025-11-01,Current,Urban,103.89,
2025-11-01,Current,Combined,104.05,
2025-11-01,Current,Rural,105.11,
2025-11-01,Current,Urban,104.38,
2025-11-01,Current,Combined,104.71,
2025-11-01,Current,Rural,104.71,
2025-11-01,Current,Urban,103.81,
2025-11-01,Current,Combined,104.49,
2025-11-01,Current,Rural,103.63,
2025-11-01,Current,Urban,104.68,
2025-11-01,Current,Combined,104.39,
2025-11-01,Current,Rural,104.02,
2025-11-01,Current,Urban,103.69,
2025-11-01,Current,Combined,103.89,
2025-11-01,Current,Rural,104.57,
2025-11-01,Current,Urban,103.72,
2025-11-01,Current,Combined,104.06,
2025-11-01,Current,Rural,101.73,
2025-11-01,Current,Urban,103.66,
2025-11-01,Current,Combined,102.35,
2025-11-01,Current,Rural,104.13,
2025-11-01,Current,Urban,102.98,
2025-11-01,Current,Combined,103.83,
2025-11-01,Current,Rural,103.22,
2025-11-01,Current,Urban,102.07,
2025-11-01,Current,Combined,102.56,
2025-11-01,Current,Rural,105.31,
2025-11-01,Current,Urban,102.85,
2025-11-01,Current,Combined,104.37,
2025-11-01,Current,Rural,102.25,
2025-11-01,Current,Urban,103.13,
2025-11-01,Current,Combined,103.11,
2025-11-01,Current,Rural,103.37,
2025-11-01,Current,Urban,102.9,
2025-11-01,Current,Combined,103.24,
2025-11-01,Current,Rural,104.04,
2025-11-01,Current,Urban,103.97,
2025-11-01,Current,Combined,103.99,
2025-11-01,Current,Rural,105.3,
2025-11-01,Current,Urban,104.03,
2025-11-01,Current,Combined,104.72,
2025-11-01,Current,Rural,104.29,
2025-11-01,Current,Urban,104.29,
2025-11-01,Current,Combined,104.29,
2025-11-01,Current,Rural,104.41,
2025-11-01,Current,Urban,104.81,
2025-11-01,Current,Combined,104.55,
2025-11-01,Current,Rural,104.0,
2025-11-01,Current,Urban,104.17,
2025-11-01,Current,Combined,104.1,
2025-11-01,Current,Rural,105.34,
2025-11-01,Current,Urban,105.12,
2025-11-01,Current,Combined,105.21,
2025-11-01,Current,Rural,104.05,
2025-11-01,Current,Urban,104.05,
2025-11-01,Current,Combined,104.05,
2025-11-01,Current,Rural,102.47,
2025-11-01,Current,Urban,102.49,
2025-11-01,Current,Combined,102.48,
2025-11-01,Current,Rural,104.25,
2025-11-01,Current,Urban,104.0,
2025-11-01,Current,Combined,104.17,
2025-11-01,Current,Rural,104.76,
2025-11-01,Current,Urban,103.08,
2025-11-01,Current,Combined,104.14,
2025-11-01,Current,Rural,104.2,
2025-11-01,Current,Urban,103.76,
2025-11-01,Current,Combined,104.0,
2025-10-01,Current,Rural,103.85,
2025-10-01,Current,Urban,103.61,
2025-10-01,Current,Combined,103.74,
2025-10-01,Current,Rural,107.29,
2025-10-01,Current,Urban,105.35,
2025-10-01,Current,Combined,106.34,
2025-10-01,Current,Rural,102.1,
2025-10-01,Current,Urban,102.96,
2025-10-01,Current,Combined,102.43,
2025-10-01,Current,Rural,103.16,
2025-10-01,Current,Urban,103.19,
2025-10-01,Current,Combined,103.17,
2025-10-01,Current,Rural,103.78,
2025-10-01,Current,Urban,103.09,
2025-10-01,Current,Combined,103.64,
2025-10-01,Current,Rural,103.68,
2025-10-01,Current,Urban,102.37,
2025-10-01,Current,Combined,103.49,
2025-10-01,Current,Urban,103.94,
2025-10-01,Current,Combined,103.94,
2025-10-01,Current,Rural,102.42,
2025-10-01,Current,Urban,102.43,
2025-10-01,Current,Combined,102.42,
2025-10-01,Current,Rural,103.24,
2025-10-01,Current,Urban,102.73,
2025-10-01,Current,Combined,102.91,
2025-10-01,Current,Rural,102.71,
2025-10-01,Current,Urban,102.92,
2025-10-01,Current,Combined,102.84,
2025-10-01,Current,Rural,104.96,
2025-10-01,Current,Urban,105.02,
2025-10-01,Current,Combined,104.99,
2025-10-01,Current,Rural,105.2,
2025-10-01,Current,Urban,105.17,
2025-10-01,Current,Combined,105.19,
2025-10-01,Current,Rural,104.87,
2025-10-01,Current,Urban,103.73,
2025-10-01,Current,Combined,104.55,
2025-10-01,Current,Rural,104.38,
2025-10-01,Current,Urban,102.91,
2025-10-01,Current,Combined,103.88,
2025-10-01,Current,Rural,103.62,
2025-10-01,Current,Urban,103.6,
2025-10-01,Current,Combined,103.61,
2025-10-01,Current,Rural,104.55,
2025-10-01,Current,Urban,103.98,
2025-10-01,Current,Combined,104.23,
2025-10-01,Current,Rural,104.19,
2025-10-01,Current,Urban,103.53,
2025-10-01,Current,Combined,104.02,
2025-10-01,Current,Rural,103.19,
2025-10-01,Current,Urban,104.91,
2025-10-01,Current,Combined,104.44,
2025-10-01,Current,Rural,103.52,
2025-10-01,Current,Urban,103.19,
2025-10-01,Current,Combined,103.39,
2025-10-01,Current,Rural,104.18,
2025-10-01,Current,Urban,103.44,
2025-10-01,Current,Combined,103.73,
2025-10-01,Current,Rural,101.88,
2025-10-01,Current,Urban,103.88,
2025-10-01,Current,Combined,102.52,
2025-10-01,Current,Rural,104.62,
2025-10-01,Current,Urban,103.04,
2025-10-01,Current,Combined,104.21,
2025-10-01,Current,Rural,103.17,
2025-10-01,Current,Urban,101.97,
2025-10-01,Current,Combined,102.48,
2025-10-01,Current,Rural,104.66,
2025-10-01,Current,Urban,102.84,
2025-10-01,Current,Combined,103.96,
2025-10-01,Current,Rural,101.24,
2025-10-01,Current,Urban,102.83,
2025-10-01,Current,Combined,102.79,
2025-10-01,Current,Rural,102.96,
2025-10-01,Current,Urban,102.73,
2025-10-01,Current,Combined,102.9,
2025-10-01,Current,Rural,103.64,
2025-10-01,Current,Urban,103.36,
2025-10-01,Current,Combined,103.45,
2025-10-01,Current,Rural,105.38,
2025-10-01,Current,Urban,104.48,
2025-10-01,Current,Combined,104.97,
2025-10-01,Current,Rural,104.5,
2025-10-01,Current,Urban,104.01,
2025-10-01,Current,Combined,104.33,
2025-10-01,Current,Rural,104.19,
2025-10-01,Current,Urban,104.58,
2025-10-01,Current,Combined,104.33,
2025-10-01,Current,Rural,103.25,
2025-10-01,Current,Urban,103.64,
2025-10-01,Current,Combined,103.47,
2025-10-01,Current,Rural,104.26,
2025-10-01,Current,Urban,104.34,
2025-10-01,Current,Combined,104.3,
2025-10-01,Current,Rural,102.6,
2025-10-01,Current,Urban,102.92,
2025-10-01,Current,Combined,102.84,
2025-10-01,Current,Rural,102.35,
2025-10-01,Current,Urban,102.53,
2025-10-01,Current,Combined,102.39,
2025-10-01,Current,Rural,103.79,
2025-10-01,Current,Urban,104.1,
2025-10-01,Current,Combined,103.88,
2025-10-01,Current,Rural,105.14,
2025-10-01,Current,Urban,103.16,
2025-10-01,Current,Combined,104.41,
2025-10-01,Current,Rural,104.62,
2025-10-01,Current,Urban,104.03,
2025-10-01,Current,Combined,104.36,
2025-09-01,Current,Rural,103.8,
2025-09-01,Current,Urban,103.66,
2025-09-01,Current,Combined,103.74,
2025-09-01,Current,Rural,105.99,
2025-09-01,Current,Urban,104.51,
2025-09-01,Current,Combined,105.27,
2025-09-01,Current,Rural,102.05,
2025-09-01,Current,Urban,102.75,
2025-09-01,Current,Combined,102.32,
2025-09-01,Current,Rural,103.32,
2025-09-01,Current,Urban,103.15,
2025-09-01,Current,Combined,103.28,
2025-09-01,Current,Rural,103.36,
2025-09-01,Current,Urban,102.87,
2025-09-01,Current,Combined,103.26,
2025-09-01,Current,Rural,103.4,
2025-09-01,Current,Urban,102.37,
2025-09-01,Current,Combined,103.26,
2025-09-01,Current,Urban,104.4,
2025-09-01,Current,Combined,104.4,
2025-09-01,Current,Rural,102.53,
2025-09-01,Current,Urban,102.51,
2025-09-01,Current,Combined,102.52,
2025-09-01,Current,Rural,103.47,
2025-09-01,Current,Urban,102.83,
2025-09-01,Current,Combined,103.06,
2025-09-01,Current,Rural,102.84,
2025-09-01,Current,Urban,103.32,
2025-09-01,Current,Combined,103.12,
2025-09-01,Current,Rural,105.09,
2025-09-01,Current,Urban,104.8,
2025-09-01,Current,Combined,104.95,
2025-09-01,Current,Rural,105.33,
2025-09-01,Current,Urban,105.27,
2025-09-01,Current,Combined,105.32,
2025-09-01,Current,Rural,105.36,
2025-09-01,Current,Urban,103.98,
2025-09-01,Current,Combined,104.97,
2025-09-01,Current,Rural,104.3,
2025-09-01,Current,Urban,102.79,
2025-09-01,Current,Combined,103.78,
2025-09-01,Current,Rural,103.7,
2025-09-01,Current,Urban,103.63,
2025-09-01,Current,Combined,103.66,
2025-09-01,Current,Rural,105.3,
2025-09-01,Current,Urban,104.3,
2025-09-01,Current,Combined,104.75,
2025-09-01,Current,Rural,104.0,
2025-09-01,Current,Urban,103.4,
2025-09-01,Current,Combined,103.85,
2025-09-01,Current,Rural,103.88,
2025-09-01,Current,Urban,105.61,
2025-09-01,Current,Combined,105.14,
2025-09-01,Current,Rural,103.42,
2025-09-01,Current,Urban,103.5,
2025-09-01,Current,Combined,103.45,
2025-09-01,Current,Rural,103.86,
2025-09-01,Current,Urban,103.46,
2025-09-01,Current,Combined,103.61,
2025-09-01,Current,Rural,101.4,
2025-09-01,Current,Urban,103.7,
2025-09-01,Current,Combined,102.14,
2025-09-01,Current,Rural,104.29,
2025-09-01,Current,Urban,103.0,
2025-09-01,Current,Combined,103.95,
2025-09-01,Current,Rural,102.89,
2025-09-01,Current,Urban,101.87,
2025-09-01,Current,Combined,102.3,
2025-09-01,Current,Rural,104.45,
2025-09-01,Current,Urban,102.45,
2025-09-01,Current,Combined,103.68,
2025-09-01,Current,Rural,101.02,
2025-09-01,Current,Urban,103.21,
2025-09-01,Current,Combined,103.16,
2025-09-01,Current,Rural,102.82,
2025-09-01,Current,Urban,102.78,
2025-09-01,Current,Combined,102.81,
2025-09-01,Current,Rural,103.92,
2025-09-01,Current,Urban,103.44,
2025-09-01,Current,Combined,103.59,
2025-09-01,Current,Rural,105.49,
2025-09-01,Current,Urban,104.9,
2025-09-01,Current,Combined,105.22,
2025-09-01,Current,Rural,104.21,
2025-09-01,Current,Urban,104.1,
2025-09-01,Current,Combined,104.17,
2025-09-01,Current,Rural,104.24,
2025-09-01,Current,Urban,104.31,
2025-09-01,Current,Combined,104.26,
2025-09-01,Current,Rural,103.12,
2025-09-01,Current,Urban,103.31,
2025-09-01,Current,Combined,103.23,
2025-09-01,Current,Rural,103.81,
2025-09-01,Current,Urban,104.0,
2025-09-01,Current,Combined,103.92,
2025-09-01,Current,Rural,103.09,
2025-09-01,Current,Urban,102.94,
2025-09-01,Current,Combined,102.98,
2025-09-01,Current,Rural,101.98,
2025-09-01,Current,Urban,101.93,
2025-09-01,Current,Combined,101.97,
2025-09-01,Current,Rural,103.98,
2025-09-01,Current,Urban,104.09,
2025-09-01,Current,Combined,104.01,
2025-09-01,Current,Rural,104.96,
2025-09-01,Current,Urban,103.26,
2025-09-01,Current,Combined,104.34,
2025-09-01,Current,Rural,104.67,
2025-09-01,Current,Urban,104.31,
2025-09-01,Current,Combined,104.51,
2025-08-01,Current,Rural,103.84,
2025-08-01,Current,Urban,103.6,
2025-08-01,Current,Combined,103.74,
2025-08-01,Current,Rural,106.23,
2025-08-01,Current,Urban,103.99,
2025-08-01,Current,Combined,105.13,
2025-08-01,Current,Rural,102.1,
2025-08-01,Current,Urban,102.72,
2025-08-01,Current,Combined,102.34,
2025-08-01,Current,Rural,103.24,
2025-08-01,Current,Urban,102.67,
2025-08-01,Current,Combined,103.09,
2025-08-01,Current,Rural,102.37,
2025-08-01,Current,Urban,102.15,
2025-08-01,Current,Combined,102.33,
2025-08-01,Current,Rural,103.79,
2025-08-01,Current,Urban,102.7,
2025-08-01,Current,Combined,103.63,
2025-08-01,Current,Urban,103.96,
2025-08-01,Current,Combined,103.96,
2025-08-01,Current,Rural,102.84,
2025-08-01,Current,Urban,102.59,
2025-08-01,Current,Combined,102.76,
2025-08-01,Current,Rural,103.47,
2025-08-01,Current,Urban,102.83,
2025-08-01,Current,Combined,103.06,
2025-08-01,Current,Rural,102.75,
2025-08-01,Current,Urban,102.99,
2025-08-01,Current,Combined,102.89,
2025-08-01,Current,Rural,104.88,
2025-08-01,Current,Urban,104.6,
2025-08-01,Current,Combined,104.74,
2025-08-01,Current,Rural,104.89,
2025-08-01,Current,Urban,104.6,
2025-08-01,Current,Combined,104.85,
2025-08-01,Current,Rural,104.61,
2025-08-01,Current,Urban,103.35,
2025-08-01,Current,Combined,104.25,
2025-08-01,Current,Rural,104.83,
2025-08-01,Current,Urban,103.06,
2025-08-01,Current,Combined,104.23,
2025-08-01,Current,Rural,103.68,
2025-08-01,Current,Urban,103.56,
2025-08-01,Current,Combined,103.62,
2025-08-01,Current,Rural,105.5,
2025-08-01,Current,Urban,104.5,
2025-08-01,Current,Combined,104.95,
2025-08-01,Current,Rural,103.62,
2025-08-01,Current,Urban,103.14,
2025-08-01,Current,Combined,103.5,
2025-08-01,Current,Rural,103.72,
2025-08-01,Current,Urban,105.86,
2025-08-01,Current,Combined,105.27,
2025-08-01,Current,Rural,103.8,
2025-08-01,Current,Urban,103.53,
2025-08-01,Current,Combined,103.7,
2025-08-01,Current,Rural,103.81,
2025-08-01,Current,Urban,103.28,
2025-08-01,Current,Combined,103.49,
2025-08-01,Current,Rural,100.84,
2025-08-01,Current,Urban,103.08,
2025-08-01,Current,Combined,101.56,
2025-08-01,Current,Rural,103.9,
2025-08-01,Current,Urban,102.8,
2025-08-01,Current,Combined,103.61,
2025-08-01,Current,Rural,102.71,
2025-08-01,Current,Urban,102.01,
2025-08-01,Current,Combined,102.31,
2025-08-01,Current,Rural,104.18,
2025-08-01,Current,Urban,102.08,
2025-08-01,Current,Combined,103.37,
2025-08-01,Current,Rural,101.8,
2025-08-01,Current,Urban,103.37,
2025-08-01,Current,Combined,103.34,
2025-08-01,Current,Rural,102.69,
2025-08-01,Current,Urban,102.75,
2025-08-01,Current,Combined,102.71,
2025-08-01,Current,Rural,103.96,
2025-08-01,Current,Urban,103.6,
2025-08-01,Current,Combined,103.71,
2025-08-01,Current,Rural,105.19,
2025-08-01,Current,Urban,104.78,
2025-08-01,Current,Combined,105.0,
2025-08-01,Current,Rural,104.2,
2025-08-01,Current,Urban,104.01,
2025-08-01,Current,Combined,104.13,
2025-08-01,Current,Rural,103.71,
2025-08-01,Current,Urban,104.02,
2025-08-01,Current,Combined,103.81,
2025-08-01,Current,Rural,103.21,
2025-08-01,Current,Urban,103.47,
2025-08-01,Current,Combined,103.36,
2025-08-01,Current,Rural,103.71,
2025-08-01,Current,Urban,103.85,
2025-08-01,Current,Combined,103.79,
2025-08-01,Current,Rural,103.38,
2025-08-01,Current,Urban,102.74,
2025-08-01,Current,Combined,102.9,
2025-08-01,Current,Rural,101.86,
2025-08-01,Current,Urban,101.27,
2025-08-01,Current,Combined,101.72,
2025-08-01,Current,Rural,104.25,
2025-08-01,Current,Urban,104.22,
2025-08-01,Current,Combined,104.24,
2025-08-01,Current,Rural,105.15,
2025-08-01,Current,Urban,103.45,
2025-08-01,Current,Combined,104.52,
2025-08-01,Current,Rural,104.47,
2025-08-01,Current,Urban,104.03,
2025-08-01,Current,Combined,104.27,
2025-07-01,Current,Rural,103.34,
2025-07-01,Current,Urban,103.36,
2025-07-01,Current,Combined,103.35,
2025-07-01,Current,Rural,105.85,
2025-07-01,Current,Urban,104.05,
2025-07-01,Current,Combined,104.96,
2025-07-01,Current,Rural,101.58,
2025-07-01,Current,Urban,102.34,
2025-07-01,Current,Combined,101.88,
2025-07-01,Current,Rural,102.59,
2025-07-01,Current,Urban,102.22,
2025-07-01,Current,Combined,102.49,
2025-07-01,Current,Rural,102.22,
2025-07-01,Current,Urban,101.87,
2025-07-01,Current,Combined,102.14,
2025-07-01,Current,Rural,103.17,
2025-07-01,Current,Urban,102.94,
2025-07-01,Current,Combined,103.14,
2025-07-01,Current,Urban,103.59,
2025-07-01,Current,Combined,103.59,
2025-07-01,Current,Rural,101.97,
2025-07-01,Current,Urban,102.52,
2025-07-01,Current,Combined,102.16,
2025-07-01,Current,Rural,103.3,
2025-07-01,Current,Urban,102.59,
2025-07-01,Current,Combined,102.84,
2025-07-01,Current,Rural,103.07,
