date,open,high,low,close,volume
2009-06-02,16.26150103084688,16.33968162536621,16.230229687741634,16.33968162536621,72800
2009-06-03,16.230232570328827,16.238050780286404,16.120780613264923,16.175506591796875,31800
2009-06-04,16.19113927388407,16.2458667359932,16.16768613843674,16.222412109375,40200
2009-06-05,16.2067779404561,16.238050780286404,16.14423375196657,16.175506591796875,51200
2009-06-08,16.05823292767617,16.105140686035156,15.980052336297353,16.105140686035156,42500
2009-06-09,16.16768643634413,16.16768643634413,16.089505837347104,16.152050018310547,37900
2009-06-10,16.23804696481845,16.23804696481845,16.15204816666341,16.183320999145508,24200
2009-06-11,16.198957133792213,16.277137729664478,16.191138925087905,16.26150131225586,25600
2009-06-12,16.245866386018076,16.26150131225586,16.198957133792213,16.26150131225586,46300
2009-06-15,16.1598679688743,16.44913573318562,16.097323788911158,16.245866775512695,62900
2009-06-16,16.29277668555011,16.566408068150434,16.105144120925303,16.128597259521484,25400
2009-06-17,16.128597663771483,16.128597663771483,16.026963914574836,16.12078094482422,14000
2009-06-18,16.12077674188075,16.175502707270333,16.105140325720665,16.136411666870117,8400
2009-06-19,16.21459234045688,16.21459234045688,16.159866374783935,16.183320999145508,13600
2009-06-22,16.105142882313842,16.105142882313842,16.026962280273438,16.026962280273438,33700
2009-06-23,16.089506136408207,16.238049128146486,16.01132553595801,16.081687927246094,25300
2009-06-24,16.19895585435294,16.245865102873775,16.144229888916016,16.144229888916016,33600
2009-06-25,16.14423151181854,16.347500468996994,16.10514195862574,16.222412109375,39500
2009-06-26,16.308410955475836,16.324045882088466,16.245866775512695,16.245866775512695,10200
2009-06-29,16.417862557776463,16.46477031898513,16.277137782979615,16.292774200439453,41500
2009-06-30,16.402229620344652,16.402229620344652,16.27714123646789,16.331867218017578,19900
2009-07-01,16.402225188364753,16.472587571679487,16.402225188364753,16.46476936340332,7400
2009-07-02,16.402225816269514,16.402225816269514,16.292773878554705,16.34749984741211,13800
2009-07-06,16.238048230500866,16.292774200439453,16.222411813041028,16.292774200439453,8100
2009-07-07,16.316229084871335,16.316229084871335,16.18332251670085,16.198957443237305,9300
2009-07-08,16.144232476145984,16.144232476145984,15.995689481033018,16.050416946411133,27000
