date,open,high,low,close,volume
2003-04-14,7.149386573928134,7.199282646179199,7.149386573928134,7.199282646179199,93600
2003-04-15,7.243477119902085,7.306203899089783,7.243477119902085,7.284819602966309,421200
2003-04-16,7.3632259677356915,7.398865227462955,7.3632259677356915,7.368927955627441,9000
2003-04-17,7.409557392789327,7.42381297377055,7.396726696924849,7.421674728393555,17100
2003-04-21,7.4302313067388805,7.43094405548422,7.41312472504923,7.418826103210449,72900
2003-04-22,7.418110447160833,7.443771839141846,7.395301272646335,7.443771839141846,19800
2003-04-23,7.4487641731136645,7.478702068328858,7.423816131034841,7.478702068328857,31500
2003-04-24,7.420252149543884,7.420252149543884,7.313331885230649,7.331152439117432,90000
2003-04-25,7.2285090214174526,7.2285090214174526,7.1992838769420855,7.209975719451904,102600
2003-04-28,7.228508578472578,7.329012870788575,7.227795829802364,7.329012870788574,91800
2003-04-29,7.442345381594931,7.541424747195359,7.442345381594931,7.53786039352417,76500
2003-04-30,7.5200446665622,7.526459405516007,7.497235482234512,7.516480922698975,228600
2003-05-01,7.4950968986977315,7.525034183650145,7.484405054914837,7.487256050109863,234900
2003-05-02,7.511490630324588,7.6020164489746085,7.511490630324588,7.602016448974609,67500
2003-05-05,7.63052860794811,7.685413933734513,7.63052860794811,7.68398904800415,47700
2003-05-06,7.683988587980146,7.732458560169788,7.676860488945984,7.72319221496582,109800
2003-05-07,7.691114710448759,7.710360757966291,7.6846999730776195,7.708935260772705,313200
2003-05-08,7.662603778351489,7.666880882547991,7.6340919936469245,7.6412200927734375,417600
2003-05-09,7.651911764098772,7.736734972598774,7.651911764098772,7.731032371520996,63000
2003-05-12,7.765959614849025,7.838665485382081,7.762395871499998,7.83866548538208,752400
2003-05-13,7.81086679625538,7.81086679625538,7.773088056082768,7.794471740722656,276300
2003-05-14,7.794471722606325,7.794471722606325,7.740299150629822,7.755268096923828,206100
2003-05-15,7.770948886871338,7.770948886871338,7.751703449106123,7.770948886871338,337500
2003-05-16,7.790908534731744,7.805164733342883,7.755268650005401,7.7766523361206055,256500
2003-05-19,7.726753956340444,7.726753956340444,7.562810168243545,7.59132194519043,128700
2003-05-20,7.609142004755227,7.638367142512494,7.587758324651142,7.629100799560547,53100
2003-05-21,7.615557506445057,7.63765454734428,7.575641139635466,7.6355156898498535,45900
2003-05-22,7.6376538246684795,7.7046570777893075,7.6376538246684795,7.704657077789307,84600
2003-05-23,7.758831582065472,7.802312310299045,7.758831582065472,7.783779621124268,74700
2003-05-27,7.80230881068318,8.06747077680788,7.80230881068318,8.062480926513672,864000
2003-05-28,8.062485924740757,8.10881826742053,8.062485924740757,8.097413063049316,396000
2003-05-29,8.090282249085645,8.124496627117725,8.076026666106502,8.108102798461914,306900
2003-05-30,8.125926484024061,8.20219612121582,8.109532036005165,8.20219612121582,368100
2003-06-02,8.22571396077417,8.354017873663288,8.22571396077417,8.261354446411133,587700
2003-06-03,8.26848329434863,8.26848329434863,8.130912414441015,8.198628425598145,244800
2003-06-04,8.19720328888709,8.304836285234758,8.19720328888709,8.304122924804688,241200
2003-06-05,8.334062022660266,8.334062022660266,8.258505150854443,8.312678337097168,509400
2003-06-06,8.357584341982074,8.475196444827978,8.356871593269194,8.390373229980469,608400
2003-06-09,8.401065320968073,8.401065320968073,8.292006819194501,8.318380355834961,208800
2003-06-10,8.321232337680344,8.40391731262207,8.321232337680344,8.40391731262207,233100
2003-06-11,8.400349420965581,8.417456607766155,8.33976151869698,8.411041259765625,294300
2003-06-12,8.425299211049449,8.474482536315918,8.418883861710043,8.474482536315918,402300
2003-06-13,8.454523860732042,8.478759147650846,8.448108511765023,8.471631050109863,694800
2003-06-16,8.496580791311219,8.56358468175177,8.485889559785653,8.562871932983398,163800
2003-06-17,8.650544093544896,8.74605975417902,8.650544093544896,8.738931655883789,352800
2003-06-18,8.715410936182472,8.756040062040494,8.687611287793509,8.706856727600098,171900
2003-06-19,8.778137108641708,8.79239330721033,8.696165496375881,8.706856727600098,225900
2003-06-20,8.731804769194436,8.746060967763059,8.681908686005759,8.706856727600098,300600
2003-06-23,8.67834728828993,8.67834728828993,8.490880857181029,8.493019104003906,332100
2003-06-24,8.457374595201854,8.457374595201854,8.3825304910229,8.430288314819336,188100
2003-06-25,8.451674372512398,8.552179288242632,8.451674372512398,8.500144958496094,1045800
2003-06-26,8.540773187655365,8.596371867127335,8.525804853621878,8.592095375061035,210600
2003-06-27,8.603500917831699,8.607065273416179,8.530795650247,8.552179336547852,373500
2003-06-30,8.576414257820696,8.576414257820696,8.532220777820438,8.546476364135742,279900
2003-07-01,8.578552546368817,8.64626918185727,8.55360450544196,8.639141082763672,679500
2003-07-02,8.735366488333355,8.848701458524143,8.735366488333355,8.842286109924316,1129500
2003-07-03,8.867237091064453,8.871514195486295,8.849417148210069,8.867237091064453,110700
2003-07-07,8.959902688833106,9.086780548095703,8.959902688833106,9.086780548095703,569700
2003-07-08,9.103889370830649,9.128837420196046,9.070388333821711,9.112442970275879,347400
2003-07-09,9.10602420462361,9.10602420462361,9.052564381079138,9.091055870056152,472500
2003-07-10,9.041157216413529,9.041157216413529,8.902874218543456,8.93138599395752,1603800
2003-07-11,8.93139003639279,9.006234169006348,8.93139003639279,9.006234169006348,212400
2003-07-14,9.106022304085943,9.20225070054371,9.106022304085943,9.164472579956055,683100
2003-07-15,9.209380824302592,9.209380824302592,9.04900074005127,9.04900074005127,2222100
2003-07-16,9.031176658335282,9.081072716054367,9.004803132706826,9.056124687194824,828000
2003-07-17,8.99910645489069,8.99910645489069,8.819480895996094,8.819480895996094,367200
2003-07-18,8.83515985876125,8.937090873718262,8.83515985876125,8.937090873718262,205200
2003-07-21,8.902162387724253,8.902162387724253,8.807360097603462,8.818764686584473,2148300
2003-07-22,8.841570450455718,8.935660567472102,8.831591974276611,8.92425537109375,1022400
2003-07-23,8.895749489072681,8.895749489072681,8.814490011271356,8.867237091064453,904500
2003-07-24,8.927820734166867,8.987695880621477,8.910000801086426,8.910000801086426,749700
2003-07-25,8.975578001739358,9.056124687194824,8.963460667402408,9.056124687194824,212400
2003-07-28,9.10958718955881,9.134535225820185,9.08107541031783,9.106022834777832,1040400
2003-07-29,9.120280186063187,9.124556677893782,9.045436072815125,9.054701805114746,805500
2003-07-30,9.033315251314201,9.034740748138002,8.970588496657244,8.988409042358398,56700
2003-07-31,9.002664184782734,9.058975589194104,9.002664184782734,9.031176567077637,339300
2003-08-01,9.048999678311576,9.06681961760404,9.039020585723964,9.051137924194336,441000
2003-08-04,9.063258126581937,9.068247980016363,8.981285896026328,9.011223793029785,394200
