seed,n_signals,n_resolved,n_unresolved,n_no_fill,mean_net_pct,median_net_pct,std_net_pct,mean_gross_pct,win_rate_pct,hit_rate_pct,expiry_rate_pct,mean_held_days,mean_cost_pct
42,1796,1737,3,56,0.16785123474100563,-0.3647149479370367,6.592969565032343,0.49085049202897335,46.86240644789868,12.5,74.66896948762233,6.082901554404145,0.3229992572879677
43,1799,1745,1,53,0.11181929317442706,-0.2840338041331625,6.479494377761643,0.43473234029863483,47.85100286532951,12.087912087912088,73.92550143266476,6.065902578796561,0.3229130471242076
44,1776,1709,3,64,0.2709232128679727,-0.17138730192100232,6.606906236837084,0.5940810556317417,48.62492685781159,13.317757009345794,74.95611468695144,6.105909888823874,0.3231578427637689
45,1795,1745,3,47,0.17597451227385483,-0.25905129025316426,6.400533175684619,0.49898626795232626,48.13753581661891,12.300683371298405,74.84240687679083,6.0945558739255015,0.32301175567847135
46,1805,1752,4,49,0.28757094655218085,-0.047939574433082166,6.521224240763526,0.6107544033462159,49.42922374429224,11.954022988505747,75.17123287671232,6.10445205479452,0.32318345679403493
47,1797,1733,2,62,0.14620840530924384,-0.25520652082429196,6.832448649441059,0.4691743631644707,48.52856318522793,13.245033112582782,73.8603577611079,6.079053664166186,0.3229659578552267
48,1791,1743,1,47,0.24422409189464894,-0.22426053130520718,6.281384668552411,0.5673408556679883,48.19277108433735,12.240184757505773,75.15777395295467,6.118760757314974,0.3231167637733394
49,1793,1739,4,50,0.10648578390156146,-0.22204813286502223,6.094313779697183,0.42939062494375635,47.6710753306498,10.730593607305936,74.81311098332375,6.0989074180563545,0.32290484104219486
50,1802,1742,2,58,0.03580441588436132,-0.368042503114713,6.672348976521219,0.3586005073073,47.58897818599311,10.970464135021096,72.78989667049369,5.983926521239954,0.3227960914229387
51,1807,1750,1,56,0.1271557751853417,-0.35476018876168786,6.229937962718551,0.45009241886159984,46.85714285714286,11.136890951276103,75.37142857142857,6.084,0.322936643676258
52,1803,1746,3,54,0.44886677095120303,-0.12253868135792251,6.612217372842787,0.7722983958266301,48.8545246277205,14.485981308411215,75.48682703321879,6.134020618556701,0.32343162487542715
53,1790,1730,4,56,-0.03148703344143428,-0.3798275682521022,6.3402642656470665,0.2912055240559641,45.95375722543353,10.970464135021096,72.60115606936417,6.013294797687862,0.32269255749739845
54,1793,1724,0,69,-0.10231658368611089,-0.5307402873846219,6.218826003872233,0.220266996200394,45.82366589327146,8.971553610503282,73.49187935034803,6.041183294663573,0.32258357988650493
55,1774,1708,0,66,0.14073642702331987,-0.2870523951369709,6.287698688358605,0.4636939657495474,47.7751756440281,9.836065573770492,75.0,6.113583138173302,0.32295753872622757
56,1794,1740,0,54,0.36724642643981176,-0.1404418956445273,6.3870171889537835,0.6905524711002803,48.85057471264368,14.117647058823529,75.57471264367815,6.128735632183908,0.3233060446604685
57,1792,1737,0,55,0.1862015822247589,-0.3676092969559169,6.234431039665993,0.5092290731669138,47.55325273459988,10.835214446952596,74.49625791594704,6.108232584916522,0.3230274909421549
58,1791,1736,1,54,0.34830067109590285,-0.08890534979957446,6.4651509011309996,0.6715775660138299,49.25115207373272,13.461538461538462,73.04147465437788,6.020161290322581,0.32327689491792716
59,1776,1735,3,38,-0.02852565910361145,-0.39498418305002386,6.2445379592082615,0.2941714547336081,47.08933717579251,10.989010989010989,73.77521613832853,6.024207492795389,0.3226971138372196
60,1803,1755,1,47,-0.10722208212762604,-0.5663683721271461,6.317891854781883,0.21535395020988912,45.41310541310541,9.148936170212766,73.21937321937322,6.031339031339031,0.3225760323375152
61,1789,1729,1,59,0.31467966309630846,0.01969444863012726,6.449424217792924,0.637904829080267,50.144592249855414,12.971698113207546,75.47715442452285,6.086176980913823,0.3232251659839587
62,1798,1748,1,49,0.009809400571166917,-0.45870564390838736,6.190400912874026,0.33256549633333704,46.16704805491991,11.486486486486486,74.59954233409611,6.080663615560641,0.32275609576217024
63,1791,1728,2,61,0.02565271531661099,-0.44149933626126525,6.379167345640374,0.3484331874384167,46.2962962962963,11.688311688311689,73.26388888888889,6.046875,0.3227804721218059
64,1786,1730,2,54,0.044403102731758876,-0.3269401529621384,6.040984346264329,0.3672124240050383,46.936416184971094,10.256410256410257,75.20231213872832,6.136994219653179,0.3228093212732796
65,1802,1753,2,47,0.38440005783304376,-0.05910094276252398,6.269052822134269,0.7077324948927428,49.85738733599543,14.545454545454545,74.9001711351968,6.128921848260125,0.32333243705969905
66,1803,1742,2,59,0.11752182711798188,-0.3222452,6.427779323791931,0.4404436481017307,47.3593570608496,12.236286919831224,72.78989667049369,6.007462686567164,0.3229218209837487
67,1791,1729,4,58,0.1387040917555288,-0.17122682813264117,6.1569311877552195,0.46165850355180615,48.29381145170618,10.672853828306264,75.0722961249277,6.0913823019086175,0.3229544117962774
68,1798,1748,2,48,0.10823943891849,-0.30341024554525087,6.43077524610373,0.43114697811609337,48.340961098398175,10.375275938189846,74.08466819221968,6.046338672768878,0.3229075391976034
69,1769,1716,3,50,0.2748513384175246,-0.24547550802707743,6.294070213709468,0.5980152249544956,48.42657342657343,13.585746102449889,73.83449883449883,6.0792540792540795,0.32316388653697103
70,1793,1742,1,50,0.057136502996512746,-0.3537254264096832,6.633339664329485,0.3799654157472846,47.53157290470723,11.181434599156118,72.78989667049369,6.0,0.32282891275077186
71,1790,1728,1,61,0.046038455087511226,-0.3222452,6.081337924722948,0.36885029249695267,47.511574074074076,8.52017937219731,74.18981481481481,6.05150462962963,0.3228118374094414
