placebo_mean_pct
-0.07304137758974794
-0.15081970000656952
-0.3690482533896727
-0.2227932987234132
-0.4023045537698843
-0.16492180677629764
-0.4399459035342466
-0.28445654966373957
-0.3417115356239736
-0.2986702934528359
-0.2216748235372974
-0.2592463076938994
-0.2953941752356814
-0.4140016685708437
-0.2985931686738174
-0.3037373820589679
-0.19813643836610398
-0.08783130735021089
-0.18061991980360123
-0.37062528765014685
-0.34295007693000396
-0.2557432393614984
-0.3072831306885174
-0.4747882547809248
-0.21110538938537923
-0.20767094795589067
-0.15107457756816503
-0.24024993323195967
-0.3424141563251165
-0.18933696909666636
