symbol,n_trades,mean_net_pct,total_net_pct,win_rate_pct,sector,strategy
MAXHEALTH,6,5.610502482232625,33.66301489339575,83.33333333333334,(unmapped),mean_reversion
INDIANB,10,5.509260546201446,55.09260546201446,70.0,Banking,mean_reversion
BANKBARODA,12,5.131754153459949,61.58104984151938,66.66666666666666,Banking,mean_reversion
MAHABANK,5,4.527836658424595,22.639183292122972,60.0,(unmapped),mean_reversion
KPITTECH,7,3.8852909890644356,27.197036923451048,57.14285714285714,IT,mean_reversion
TATAELXSI,5,10.457217365708937,52.28608682854468,100.0,IT,delivery_breakout
IRCTC,5,8.901167925854548,44.505839629272735,100.0,Internet/Platform,delivery_breakout
ABFRL,6,6.156100423730763,36.93660254238458,83.33333333333334,(unmapped),delivery_breakout
TRENT,5,5.367456829450309,26.837284147251545,100.0,Retail,delivery_breakout
TATAMTRDVR,12,4.2282631929822,50.7391583157864,66.66666666666666,(unmapped),delivery_breakout
APOLLOTYRE,6,2.348162295750199,14.088973774501193,66.66666666666666,(unmapped),oi_momentum
IRCTC,7,0.8604189780097402,6.022932846068182,42.857142857142854,Internet/Platform,oi_momentum
ONGC,7,0.33290872451783077,2.3303610716248153,42.857142857142854,Oil & Gas,oi_momentum
AARTIIND,5,-0.3962106725679149,-1.9810533628395746,40.0,Chemicals,oi_momentum
IOC,5,-1.1528242048482553,-5.764121024241277,40.0,Oil & Gas,oi_momentum
LTI,5,9.159932212634374,45.79966106317187,100.0,(unmapped),participant_tilt
AUBANK,5,7.4262351506222455,37.13117575311123,100.0,Banking,participant_tilt
TANLA,6,6.3040423434787565,37.82425406087254,66.66666666666666,(unmapped),participant_tilt
CDSL,5,4.5464635650612,22.732317825305998,60.0,Financial Services,participant_tilt
UNIONBANK,7,4.026212056613139,28.183484396291973,57.14285714285714,Banking,participant_tilt
NMDC,5,5.15476388490564,25.773819424528202,80.0,Metals,participant_tilt_stress_gated
CUB,5,3.970509377927832,19.85254688963916,80.0,Banking,participant_tilt_stress_gated
EASEMYTRIP,5,3.4682913704186156,17.341456852093078,80.0,(unmapped),participant_tilt_stress_gated
MPHASIS,5,2.8747653974596177,14.373826987298088,60.0,IT,participant_tilt_stress_gated
IEX,6,2.71523191907046,16.29139151442276,66.66666666666666,(unmapped),participant_tilt_stress_gated
MCX,5,6.2323854788361235,31.16192739418062,100.0,Financial Services,vol_squeeze_breakout
IBREALEST,5,4.036270465117722,20.181352325588612,60.0,(unmapped),vol_squeeze_breakout
TATAELXSI,6,4.031841481822034,24.1910488909322,66.66666666666666,IT,vol_squeeze_breakout
ABFRL,5,3.942531320013417,19.712656600067085,80.0,(unmapped),vol_squeeze_breakout
WIPRO,7,3.4281279108352627,23.99689537584684,85.71428571428571,IT,vol_squeeze_breakout
ADANIPOWER,7,7.351850996205288,51.46295697343702,71.42857142857143,Power,price_action_long
HEG,6,5.993357275031684,35.960143650190105,66.66666666666666,(unmapped),price_action_long
IDEA,7,5.682397017791808,39.77677912454266,42.857142857142854,Telecom,price_action_long
JINDALSTEL,10,5.258589668583467,52.585896685834676,100.0,Metals,price_action_long
GMRINFRA,6,4.77017470796302,28.62104824777812,83.33333333333334,(unmapped),price_action_long
RVNL,8,25.03784446397779,200.30275571182233,37.5,Capital Goods,momentum
ADANIPOWER,8,16.50874604332236,132.0699683465789,100.0,Power,momentum
BSE,8,15.261063142565044,122.08850514052035,75.0,Financial Services,momentum
KALYANKJIL,8,14.67317980293033,117.38543842344264,62.5,Retail,momentum
SAIL,7,12.17059958843261,85.19419711902827,57.14285714285714,Metals,momentum
BAJAJFINSV,9,7.081750052797736,63.73575047517963,44.44444444444444,Financial Services,pairs_reversion
TATASTEEL,21,6.029219435584902,126.61360814728295,57.14285714285714,Metals,pairs_reversion
BAJFINANCE,9,3.158307780116883,28.424770021051945,66.66666666666666,Financial Services,pairs_reversion
PFC,19,1.714917054631069,32.58342403799031,68.42105263157895,Financial Services,pairs_reversion
JSWSTEEL,16,1.1943918780860894,19.11027004937743,62.5,Metals,pairs_reversion
ASHOKLEY,11,3.785838009692371,41.64421810661608,81.81818181818183,Auto,same_sector_pairing
BAJFINANCE,12,3.5491165332723056,42.589398399267665,66.66666666666666,Financial Services,same_sector_pairing
TATAELXSI,5,3.5234407703609363,17.617203851804682,80.0,IT,same_sector_pairing
ADANIPORTS,28,3.517700698380808,98.49561955466262,78.57142857142857,Logistics,same_sector_pairing
MPHASIS,7,3.400068482291183,23.800479376038282,57.14285714285714,IT,same_sector_pairing
