symbol,signal_date,entry_date,entry_price,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,shares,gross_pnl_pct,net_pnl_pct,cost_pct
ALEMBICLTD,2005-01-03,2005-01-04,298.0,274.90498807928924,355.7375298017768,2005-01-05,274.90498807928924,stop,1,33,-7.750004000238508,-8.060343442593238,0.3103394423547296
BILT,2005-01-03,2005-01-04,100.0,93.26877876076166,116.82805309809584,2005-01-05,93.26877876076166,stop,1,100,-6.731221239238339,-7.043125762158869,0.3119045229205299
HINDALC0,2005-01-03,2005-01-04,1489.0,1411.7334715747102,1682.1663210632248,2005-01-05,1411.7334715747102,stop,1,6,-5.189155703511739,-5.503429187601956,0.314273484090217
IGL,2005-01-03,2005-01-04,112.0,104.01452326432027,131.9636918391993,2005-01-05,104.01452326432027,stop,1,89,-7.129889942571188,-7.441182020264272,0.3112920776930837
SUNPHARMA,2005-01-03,2005-01-04,548.15,508.1551715810773,648.1370710473068,2005-01-06,508.1551715810773,stop,2,18,-7.296329183421091,-7.6073655728249605,0.3110363894038698
MRPL,2005-01-04,2005-01-05,56.2,52.431285808363576,65.62178547909107,2005-01-05,52.431285808363576,stop,0,177,-6.705897138143113,-7.017840564606172,0.31194342646305895
ORCHIDCHEM,2005-01-04,2005-01-05,303.55,279.52235934966257,363.61910162584365,2005-01-05,279.52235934966257,stop,0,32,-7.915546252787831,-8.225631384830095,0.31008513204226473
TATAPOWER,2005-01-04,2005-01-05,404.0,382.9225402603058,456.6936493492355,2005-01-05,382.9225402603058,stop,0,24,-5.217193004874798,-5.531423417333691,0.3142304124588932
GAIL,2005-01-05,2005-01-06,234.9,214.9217722816949,284.84556929576274,2005-01-17,220.0,time,7,42,-6.343124733929328,-6.655625460791823,0.3125007268624947
IPCL,2005-01-05,2005-01-06,175.0,161.1458952779991,209.63526180500227,2005-01-17,170.0,time,7,57,-2.857142857142858,-3.174998840000001,0.31785598285714284
MASTEK,2005-01-05,2005-01-06,312.0,285.9398819485735,377.1502951285663,2005-01-17,363.4,time,7,32,16.47435897435896,16.126805435769217,0.34755353858974364
