symbol,sector,signal_date,entry_date,entry_price,shares,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,gross_pnl_pct,net_pnl_pct,cost_rupees
CASTROLIND,Chemicals,2019-06-27,2019-06-28,136.4,73,130.0724959970105,152.2187600074738,2019-07-01,130.0724959970105,stop,1,-4.638932553511377,-4.954051304710426,31.377004294391753
CGPOWER,Capital Goods,2019-06-27,2019-06-28,29.1,343,24.64300877351478,40.24247806621305,2019-07-08,24.64300877351478,stop,6,-15.316121053213816,-15.614837229832721,29.81575773686282
AJANTPHARM,Unknown:AJANTPHARM,2019-06-27,2019-06-28,960.0,10,895.0559160099215,1122.360209975196,2019-07-09,929.7,time,7,-3.156249999999994,-3.473646486687494,30.470062722
BIOCON,Pharma,2019-06-27,2019-06-28,248.35,40,209.60483613780121,345.21290965549696,2019-07-09,240.7,time,7,-3.080330179182611,-3.3978432958727662,31.541753012
CASTROLIND,Chemicals,2019-07-01,2019-07-02,131.0,74,124.3568970586468,147.60775735338302,2019-07-09,125.9,time,5,-3.893129770992365,-4.209394243816792,30.6586779956
CHOLAFIN,Financial Services,2019-06-27,2019-06-28,285.0,35,138.10098950794642,652.2475262301339,2019-07-09,272.5,time,7,-4.385964912280704,-4.701472278947371,31.471859825
ABCAPITAL,Financial Services,2019-07-08,2019-07-09,89.1,104,83.54907689222968,102.97730776942576,2019-07-18,90.25,time,7,1.290684624017957,0.9664566407407404,30.0442618424
ACC,Unknown:ACC,2019-07-08,2019-07-09,1504.0,6,1423.8840872230712,1704.289781942322,2019-07-18,1604.0,time,7,6.64893617021276,6.316476701595739,30.001142448000003
AJANTPHARM,Unknown:AJANTPHARM,2019-07-08,2019-07-09,929.7,9,863.004121338184,1096.4396966545403,2019-07-18,927.7,time,7,-0.21512315800795712,-0.5370378802194232,26.93557055160001
AMBUJACEM,Cement,2019-07-08,2019-07-09,205.75,45,194.36418686434212,234.2145328391447,2019-07-18,219.0,time,7,6.439854191980565,6.107715920534636,30.7518522075
ARVIND,Unknown:ARVIND,2019-07-08,2019-07-09,61.9,149,53.99517289601617,81.66206775995957,2019-07-18,61.0,time,7,-1.4539579967689842,-1.7739695886914397,29.5149891346
BAJAJ-AUTO,Auto,2019-07-17,2019-07-18,2700.0,3,2570.4912720093794,3023.7718199765513,2019-07-19,2570.4912720093794,stop,1,-4.796619555208171,-5.111496063535352,25.50499717450164
COALINDIA,Metals,2019-07-17,2019-07-18,230.0,41,217.90906500428088,260.22733748929784,2019-07-19,217.90906500428088,stop,1,-5.25692825900832,-5.5710976291366965,29.626171603105924
APOLLOTYRE,Unknown:APOLLOTYRE,2019-07-19,2019-07-22,175.0,51,163.87846071414882,202.80384821462792,2019-07-24,163.87846071414882,stop,2,-6.355165306200671,-6.667647536022988,27.889039011641756
ARVIND,Unknown:ARVIND,2019-07-17,2019-07-18,61.0,155,53.4447530677247,79.88811733068826,2019-07-29,59.45,time,7,-2.5409836065573677,-2.8593252814754004,30.0992053635
BPCL,Oil & Gas,2019-07-17,2019-07-18,354.0,26,332.3712237453284,408.071940636679,2019-07-29,343.0,time,7,-3.1073446327683607,-3.4248162491525416,29.220087572
CGPOWER,Capital Goods,2019-07-17,2019-07-18,20.0,473,16.43501501302384,28.9124624674404,2019-07-29,20.0,time,7,0.0,-0.32224520000000006,30.484395920000004
ABCAPITAL,Financial Services,2019-07-19,2019-07-22,87.05,107,82.07510094613792,99.48724763465518,2019-07-29,82.07510094613792,stop,5,-5.714990297371713,-6.028455980687143,29.197290873890744
APOLLOTYRE,Unknown:APOLLOTYRE,2019-07-26,2019-07-29,163.9,55,152.77881019429861,191.70297451425347,2019-07-30,152.77881019429861,stop,1,-6.785350705125925,-7.097172072953592,28.109137202825064
ABCAPITAL,Financial Services,2019-07-29,2019-07-30,83.0,105,77.16167922867054,97.59580192832365,2019-07-31,80.25,time,1,-3.3132530120481896,-3.630408306626503,27.640083922499997
ABFRL,Unknown:ABFRL,2019-07-26,2019-07-29,198.0,45,183.918763179661,233.20309205084752,2019-07-31,183.918763179661,stop,2,-7.111735767847982,-7.423055734456284,27.738609024799707
ADANIENT,Diversified,2019-07-24,2019-07-25,130.5,64,118.32373564971893,160.9406608757027,2019-08-05,126.2,time,7,-3.2950191570881193,-3.6122024629885026,26.491149708800002
ADANIPORTS,Logistics,2019-07-26,2019-07-29,381.55,23,359.9551493837173,435.5371265407068,2019-08-05,359.9551493837173,stop,5,-5.659769523334479,-5.973320038238724,27.516095761194464
ABFRL,Unknown:ABFRL,2019-07-31,2019-08-01,188.25,45,173.77409719596034,224.43975701009913,2019-08-07,200.45,time,4,6.48074369189906,6.1485426049402285,28.141584579000003
ADANIPORTS,Logistics,2019-08-05,2019-08-06,365.6,23,342.3657694035424,423.68557649114405,2019-08-07,379.55,time,1,3.815645514223198,3.487538620377465,27.5898524897
ABCAPITAL,Financial Services,2019-07-30,2019-07-31,80.25,106,74.21441642662265,95.3389589334434,2019-08-08,85.6,time,6,6.666666666666665,6.334179959999998,28.282981702599997
AJANTPHARM,Unknown:AJANTPHARM,2019-07-30,2019-07-31,875.0,9,811.5936648251406,1033.5158379371483,2019-08-09,951.35,time,7,8.725714285714293,8.390064416560007,26.432427195900004
ADANIENT,Diversified,2019-08-02,2019-08-05,126.2,68,114.37370340255357,155.76574149361608,2019-08-16,130.0,time,7,3.0110935023771823,2.6842225822503996,28.0507548816
ADANIPORTS,Logistics,2019-08-06,2019-08-07,379.55,23,356.0682144461465,438.25446388463376,2019-08-16,356.0682144461465,stop,5,-6.186743657977479,-6.499484621514759,27.301191523432156
ALBK,Unknown:ALBK,2019-08-06,2019-08-07,37.35,238,33.34896450080574,47.35258874798564,2019-08-20,35.55,time,7,-4.8192771084337505,-5.1341188096385695,27.987223345200004
APOLLOTYRE,Unknown:APOLLOTYRE,2019-08-07,2019-08-08,152.0,57,139.0676770727573,184.3308073181067,2019-08-21,165.2,time,7,8.684210526315784,8.348624416315785,29.0751805704
ALBK,Unknown:ALBK,2019-08-20,2019-08-21,34.85,252,31.811125301565916,42.44718674608522,2019-08-21,31.811125301565916,stop,0,-8.719870009853903,-9.028719518828145,27.1237815771359
ASHOKLEY,Auto,2019-08-08,2019-08-09,64.15,139,57.20583696732987,81.51040758167534,2019-08-22,62.3,time,7,-2.8838659392049992,-3.201680869368678,28.3390806003
ARVIND,Unknown:ARVIND,2019-08-14,2019-08-16,50.9,173,42.94120991559919,70.79697521100204,2019-08-27,50.0,time,7,-1.7681728880157177,-2.0877017748526527,28.1367551882
ABFRL,Unknown:ABFRL,2019-08-16,2019-08-19,189.9,45,173.35324913396454,231.26687716508866,2019-08-28,194.6,time,7,2.474986835176396,2.14893949605054,27.862375365
ADANIPORTS,Logistics,2019-08-19,2019-08-20,357.4,23,334.97810219821235,413.4547445044691,2019-08-29,367.0,time,7,2.6860660324566465,2.35969442797987,26.8283986312
ALBK,Unknown:ALBK,2019-08-21,2019-08-22,32.0,266,28.735330637168346,40.161673407079135,2019-08-30,34.5,time,6,7.8125,7.478253034375,28.451101714
ACC,Unknown:ACC,2019-08-21,2019-08-22,1483.15,5,1392.0623583958056,1710.8691040104864,2019-09-03,1500.0,time,7,1.1360954724741301,0.8121049730708331,24.0263254595
ARVIND,Unknown:ARVIND,2019-08-26,2019-08-27,50.0,175,42.89705010175493,67.75737474561268,2019-09-06,49.75,time,7,-0.5000000000000004,-0.8214770870000005,28.1292451125
CGPOWER,Capital Goods,2019-08-27,2019-08-28,9.55,929,6.877854206189189,16.23036448452703,2019-09-09,13.3,time,7,39.26701570680628,38.88444749633508,33.9412603489
BANKBARODA,Banking,2019-08-28,2019-08-29,94.0,93,84.30348418697623,118.2412895325594,2019-09-11,95.55,time,7,1.6489361702127558,1.3241578315957345,28.3921223619
BHARATFORG,Auto,2019-08-29,2019-08-30,386.95,22,356.1288254299707,464.00293642507324,2019-09-12,412.45,time,7,6.589998707843381,6.2576297804884256,28.2942344168
EDELWEISS,Unknown:EDELWEISS,2019-08-30,2019-09-03,108.0,82,90.28646095449585,152.28384761376037,2019-09-13,104.1,time,7,-3.6111111111111205,-3.9278088283333426,28.046749837199997
ACC,Unknown:ACC,2019-09-05,2019-09-06,1468.45,6,1379.814775332142,1690.0380616696448,2019-09-18,1493.5,time,7,1.7058803500289432,1.3810145322823397,28.6229526042
AMBUJACEM,Cement,2019-09-06,2019-09-09,195.0,48,183.4282285690875,223.92942857728121,2019-09-19,195.5,time,7,0.2564102564102555,-0.06622884769230858,30.199020144
LICHSGFIN,Financial Services,2019-09-12,2019-09-13,408.5,23,376.43440421921326,488.66398945196687,2019-09-19,376.43440421921326,stop,4,-7.84959505037619,-8.15978149837033,29.143567721289493
CANBK,Banking,2019-09-09,2019-09-11,198.1,48,178.45402316557775,247.2149420860556,2019-09-20,190.9,time,7,-3.634528016153449,-3.9511897597173053,30.110731872000002
GODREJIND,Unknown:GODREJIND,2019-09-11,2019-09-12,400.9,24,372.8255602073772,471.0860994815569,2019-09-23,430.0,time,7,7.25866799700674,6.925271842504371,32.078044401599996
AMBUJACEM,Cement,2019-09-19,2019-09-20,192.2,48,180.8444814653203,220.5887963366992,2019-09-23,220.5887963366992,target,1,14.770445544588572,14.425509602111392,31.822410309174817
AUBANK,Banking,2019-09-17,2019-09-18,645.0,14,609.1750871093699,734.5622822265753,2019-09-27,650.1,time,7,0.7906976744186167,0.46723778409303535,29.2084280964
EQUITAS,Unknown:EQUITAS,2019-09-18,2019-09-19,99.8,95,86.25211315820133,133.6697171044967,2019-09-30,106.0,time,7,6.212424849699394,5.880635961122239,31.456904526000002
GLENMARK,Pharma,2019-09-20,2019-09-23,354.95,27,328.49272866875725,421.09317832810683,2019-09-30,328.49272866875725,stop,5,-7.453802318986547,-7.76459679406526,29.78545471088104
CANBK,Banking,2019-09-19,2019-09-20,190.9,48,172.9951934594988,235.66201635125304,2019-10-01,183.5,time,7,-3.8763750654793094,-4.1926652773179685,28.9823046912
CIPLA,Pharma,2019-09-26,2019-09-27,438.45,22,412.3590048033842,503.67748799153946,2019-10-01,412.3590048033842,stop,2,-5.950734450134743,-6.26383797715335,30.201653112687847
ALBK,Unknown:ALBK,2019-09-27,2019-09-30,29.9,326,27.326236446103593,36.33440888474101,2019-10-01,27.326236446103593,stop,1,-8.60790486252978,-8.916926375274436,30.121562933272532
DHFL,Unknown:DHFL,2019-09-30,2019-10-01,38.5,246,29.534669168908692,60.91332707772827,2019-10-03,29.534669168908692,stop,1,-23.286573587250146,-23.5730453474545,27.13174040895428
LTI,Unknown:LTI,2019-09-23,2019-09-24,1490.0,6,1398.3770167881487,1719.0574580296284,2019-10-04,1512.65,time,7,1.5201342281879304,1.1955537584630982,29.017493993400002
CIPLA,Pharma,2019-10-01,2019-10-03,411.0,21,382.54543861262215,482.13640346844466,2019-10-10,423.1,time,4,2.9440389294403957,2.617271020291977,28.203338238600004
CANBK,Banking,2019-09-30,2019-10-01,183.5,51,163.84809171898553,232.62977070253618,2019-10-14,180.0,time,7,-1.9073569482288777,-2.226672016893728,29.883100701
ABCAPITAL,Financial Services,2019-10-01,2019-10-03,80.6,110,72.66340624192225,100.44148439519437,2019-10-15,78.4,time,7,-2.7295285359801302,-3.0475805632754156,28.19849274
ARVIND,Unknown:ARVIND,2019-10-03,2019-10-04,46.4,191,39.51491629513205,63.612709262169865,2019-10-16,42.0,time,7,-9.482758620689658,-9.79043616034483,27.267614274400003
DCBBANK,Unknown:DCBBANK,2019-10-03,2019-10-04,188.55,46,170.0461914000542,234.80952149986456,2019-10-16,182.0,time,7,-3.4738796075311607,-3.7907881433572017,27.486428037800003
AUROPHARMA,Pharma,2019-10-09,2019-10-10,474.0,18,420.707524510447,607.2311887238825,2019-10-22,477.0,time,7,0.6329113924050667,0.30969389746835774,27.576916668000003
AMBUJACEM,Cement,2019-10-11,2019-10-14,189.85,45,175.65769609083992,225.33075977290014,2019-10-24,198.0,time,7,4.292862786410323,3.964022778983407,28.093623934500002
ABCAPITAL,Financial Services,2019-10-14,2019-10-15,78.4,110,71.69215384253961,95.16961539365099,2019-10-25,81.5,time,7,3.9540816326530503,3.625762069642846,28.314279113999998
ARVIND,Unknown:ARVIND,2019-10-15,2019-10-16,42.0,204,36.53058239292255,55.67354401769363,2019-10-29,46.95,time,7,11.785714285714288,11.445363565000003,29.161249750800003
BANKBARODA,Banking,2019-10-15,2019-10-16,88.25,97,79.54303379019153,110.01741552452118,2019-10-29,90.1,time,7,2.0963172804532526,1.770851663342771,27.8606704887
AUROPHARMA,Pharma,2019-10-18,2019-10-22,477.0,18,426.6246272476788,602.938431880803,2019-11-01,472.4,time,7,-0.9643605870020999,-1.285124311194972,27.5407733592
CENTURYTEX,Unknown:CENTURYTEX,2019-10-23,2019-10-24,455.0,19,345.6829988041575,728.2925029896063,2019-11-05,409.6,time,7,-9.978021978021978,-10.28493868123077,26.532948992399998
CUMMINSIND,Auto,2019-10-24,2019-10-25,545.0,16,502.7822530263669,650.5443674340828,2019-11-06,549.0,time,7,0.7339449541284404,0.4105722488073395,28.198099904000003
DCBBANK,Unknown:DCBBANK,2019-10-25,2019-10-29,179.0,49,163.68213682243393,217.29465794391513,2019-11-07,185.9,time,7,3.854748603351954,3.526581638324021,28.783524502600002
DHFL,Unknown:DHFL,2019-10-25,2019-10-29,15.9,549,10.204266818100738,30.139332954748156,2019-11-07,22.2,time,7,39.622641509433954,39.23952697735848,33.4424506194
DISHTV,Unknown:DISHTV,2019-10-31,2019-11-01,12.75,706,9.109297158811602,21.851757102970996,2019-11-13,14.8,time,7,16.07843137254903,15.731486068235304,31.230281567800002
