seed,n_signals,n_resolved,n_unresolved,n_no_fill,mean_net_pct,median_net_pct,std_net_pct,mean_gross_pct,win_rate_pct,hit_rate_pct,expiry_rate_pct,mean_held_days,mean_cost_pct
42,12879,12143,12,724,-0.3884541430659805,-0.49461426584399304,7.390557787384502,-0.06631081145862439,46.31474923824426,6.668651384340578,72.33797249444125,5.932553734661945,0.3221433316073562
43,12910,12144,12,754,-0.4431000304185092,-0.46362637493809555,7.421739609895891,-0.12104077640628458,46.409749670619235,6.397896581945662,71.81324110671937,5.923913043478261,0.32205925401222446
44,12823,12113,11,699,-0.30766537008386613,-0.32224520000000006,7.343520648204814,0.014602262291124274,47.45314950879221,6.4496684749849305,72.60794188062413,5.94741187154297,0.32226763237499045
45,12791,12057,12,722,-0.3064874205320653,-0.4156905695835267,7.407642385294053,0.01578202422388027,46.65339636725553,6.788277511961723,72.26507423073733,5.939868955793315,0.3222694447559454
46,12812,12143,9,660,-0.33610977324084834,-0.39518492375001285,7.369056843457623,-0.013885905129341732,46.87474265008647,6.935057302380253,71.97562381619039,5.926624392654204,0.3222238681115068
47,12914,12224,8,682,-0.3932021787641284,-0.47814781935084044,7.328670302697486,-0.07106615243521924,46.69502617801047,6.5368971528181286,71.842277486911,5.930382853403142,0.32213602632890903
48,12788,12068,12,708,-0.37900682272404884,-0.5347273036368645,7.345968152298149,-0.05684895556766448,46.33742127941664,6.106194690265487,71.90918130593305,5.922356645674511,0.32215786715638417
49,12859,12111,16,732,-0.37355382928641095,-0.4717904482276679,7.429884640960023,-0.05138757221091845,46.62703327553464,6.513521372492003,71.60432664519858,5.89876971348361,0.3221662570754927
50,12817,12112,10,695,-0.3196620453909967,-0.4159945698323765,7.448858216992473,0.0025871290238751073,47.0442536327609,6.912850812407681,72.05250990752972,5.94080250990753,0.32224917441487183
51,12842,12130,9,703,-0.25208791715152024,-0.3776447117379079,7.374981047107674,0.07026522611573449,47.106347897774114,6.726726726726727,72.54740313272877,5.945671887881286,0.32235314326725484
52,12794,12072,9,713,-0.3612750249941088,-0.41199924287672673,7.339107997494366,-0.03908987587776903,46.901921802518224,6.937939110070258,71.70311464546057,5.911613651424784,0.32218514911633983
53,12874,12144,10,720,-0.39248243759294527,-0.4512754589462921,7.29856958614564,-0.0703453038777402,46.68972332015811,6.754002911208151,71.71442687747036,5.918148880105401,0.32213713371520514
54,12849,12131,8,710,-0.3030800653668718,-0.38461020774515964,7.414707096698192,0.01919462191036711,46.97057126370456,7.267355982274742,72.09628225208145,5.935701920699035,0.32227468727723885
55,12959,12232,10,717,-0.33523740509977495,-0.4357285973110642,7.345919371913085,-0.013012194771700292,46.648136036625246,7.116212338593974,71.50915631131458,5.910235448005232,0.32222521032807466
56,12781,12102,9,670,-0.3783684245668338,-0.49238600624648143,7.274728666978964,-0.05620957517767084,46.31465873409354,6.9580731489741305,72.21120475954388,5.938109403404396,0.3221588493891631
57,12819,12094,6,719,-0.32315662423342867,-0.38941150249067236,7.356635948987476,-0.0009128265412947984,46.99024309574995,7.211961301671065,71.7959318670415,5.9322804696543745,0.3222437976921338
58,12883,12148,13,722,-0.3555470293289939,-0.4404532421660602,7.414317837840815,-0.033353067177972616,46.764899571946,7.527504342790967,71.56733618702667,5.904264076391176,0.3221939621510214
59,12819,12158,7,654,-0.36332251221807993,-0.4830073085565333,7.319012384357317,-0.0411405133443328,46.668860009870045,7.047279214986619,72.33920052640237,5.9411087349893075,0.3221819988737471
60,12862,12130,14,718,-0.3813736022370818,-0.49103772334497087,7.3814378574296935,-0.059219376583092544,46.595218466611705,6.8385975079687045,71.54987633965375,5.8991755976916735,0.32215422565398927
61,12820,12114,11,695,-0.3467646625458028,-0.39684822766256533,7.307709923075121,-0.024557187936397787,46.97044741621264,6.690561529271207,72.36255572065379,5.933878157503715,0.32220747460940524
62,12859,12147,8,704,-0.30468095004846013,-0.3802616889018018,7.319904068645345,0.017591274124222633,47.312093521034,7.040187738339689,71.93545731456327,5.922203013089652,0.32227222417268275
63,12735,12010,11,714,-0.31751949884972486,-0.3879228074983322,7.45349145739662,0.004732972065018883,47.060782681099084,6.810141509433962,71.75686927560366,5.9167360532889255,0.32225247091474357
64,12881,12188,11,682,-0.3741283394067854,-0.48298209771208744,7.364240537604389,-0.05196296626660129,46.33245815556285,6.884582007520972,71.6360354446997,5.922300623564161,0.3221653731401842
65,12901,12166,11,724,-0.3215802751137096,-0.38461320845107316,7.424540351962565,0.0006659479328193981,47.12313003452244,7.224334600760456,71.89709025152064,5.92651652145323,0.32224622304652906
66,12868,12133,14,721,-0.33437389083429786,-0.3961960889664774,7.2863159058980145,-0.012147351912136258,46.98755460314844,6.822209096278795,72.09263990768977,5.9409049699167555,0.3222265389221614
67,12786,12064,15,707,-0.2554163903657293,-0.3923311880532176,7.46037062312385,0.06693163174718315,46.98275862068966,7.900943396226415,71.88328912466844,5.946949602122016,0.32234802211291247
68,12808,12087,10,711,-0.25231874793156184,-0.3560799602168725,7.422151400300873,0.07003404018185055,47.232563911640604,7.855251544571933,71.8788781335319,5.934309588814429,0.3223527881134124
69,12875,12130,17,728,-0.28635256164483386,-0.4134036838857261,7.348277871170187,0.03594786239602331,46.90849134377576,7.76215582893966,71.85490519373454,5.910634789777411,0.32230042404085724
70,12847,12142,9,696,-0.37920523860746935,-0.4680416478476409,7.312967014927008,-0.05704767673170404,46.58211167847142,6.800709639266706,72.14626914841048,5.925547685718992,0.32215756187576516
71,12896,12173,13,710,-0.3804181515382801,-0.4680766480510171,7.424798129464403,-0.05826245583776207,46.4634847613571,6.819500870574579,71.69144828719297,5.9179331306990886,0.32215569570051816
