symbol,sector,signal_date,entry_date,entry_price,shares,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,gross_pnl_pct,net_pnl_pct,cost_rupees
KTKBANK,Unknown:KTKBANK,2008-02-04,2008-02-05,269.9,37,227.26117713118626,376.49705717203426,2008-02-14,257.9,time,7.0,-4.446091144868469,-4.761506144053353,31.4982880636
TATASTEEL,Metals,2008-02-15,2008-02-18,824.4,12,721.7280789771978,1081.0798025570052,2008-02-27,820.0,time,7.0,-0.5337214944201807,-0.8551467775836936,31.797960412800002
ESCORTS,Unknown:ESCORTS,2008-02-18,2008-02-19,114.0,86,93.52567605793308,165.1858098551673,2008-02-28,105.25,time,7.0,-7.675438596491224,-7.985892588157891,30.436909343000004
RENUKA,Unknown:RENUKA,2008-02-18,2008-02-19,1016.85,9,816.7443280399954,1517.1141799000115,2008-02-28,1212.0,time,7.0,19.191621183065344,18.83989331562177,32.1889033809
SESAGOA,Unknown:SESAGOA,2008-02-18,2008-02-19,3450.0,2,2981.9554346695586,4620.1114133261035,2008-02-28,3150.0,time,7.0,-8.695652173913048,-9.004538886956526,21.3131832
ITC,FMCG,2008-04-01,2008-04-02,213.0,46,194.9104326529657,258.2239183675857,2008-04-11,207.0,time,7.0,-2.8169014084507005,-3.134819211267602,31.14958632
NICOLASPIR,Unknown:NICOLASPIR,2008-04-02,2008-04-03,320.0,30,288.71000123697155,398.22499690757115,2008-04-15,314.0,time,7.0,-1.8750000000000044,-2.1943647762500045,30.65901852
SUZLON,Power,2008-04-02,2008-04-03,285.0,34,231.39429110877734,419.0142722280566,2008-04-15,288.0,time,7.0,1.0526315789473717,0.7287692989473717,31.382254932000002
HINDOILEXP,Unknown:HINDOILEXP,2008-04-07,2008-04-08,130.3,77,112.09102440263695,175.82243899340767,2008-04-21,142.0,time,7.0,8.979278587874129,8.643239186646193,33.7151691646
MRPL,Oil & Gas,2008-04-07,2008-04-08,87.8,114,72.86809161733653,125.12977095665865,2008-04-21,99.0,time,7.0,12.756264236902059,12.41442253211846,34.2156199152
BANKINDIA,Banking,2008-04-10,2008-04-11,314.8,31,274.7733572356265,414.86660691093374,2008-04-24,335.0,time,7.0,6.416772554002548,6.0846697411690025,32.409249298800006
