symbol,sector,signal_date,entry_date,entry_price,shares,stop_price,target_price,exit_date,exit_price,exit_reason,held_days,gross_pnl_pct,net_pnl_pct,cost_rupees
ACC,Unknown:ACC,2008-11-04,2008-11-05,519.0,19,,,2009-05-21,765.0,time,126.0,47.39884393063585,47.00378339421967,38.956919496
STERLINBIO,Unknown:STERLINBIO,2008-11-11,2008-11-12,178.0,55,,,2009-05-28,134.85,time,126.0,-24.241573033707866,-24.526577698932584,27.9019567255
HINDUNILVR,FMCG,2008-11-12,2008-11-14,237.6,41,,,2009-05-29,232.0,time,126.0,-2.3569023569023573,-2.6755268222222224,31.0391209136
MTNL,Unknown:MTNL,2009-02-12,2009-02-13,69.5,143,,,2009-08-21,93.75,time,126.0,34.89208633093526,34.51623900071943,37.3535869135
PETRONET,Unknown:PETRONET,2009-02-12,2009-02-13,37.65,265,,,2009-08-21,69.85,time,126.0,85.52456839309428,85.07093812749004,45.259825674999995
ROLTA,Unknown:ROLTA,2009-05-26,2009-05-27,115.0,109,,,2009-11-27,164.0,time,126.0,42.608695652173914,42.22099386608696,48.598418886000005
TATACOMM,Telecom,2009-05-27,2009-05-28,522.0,19,,,2009-11-30,385.15,time,126.0,-26.21647509578544,-26.49844586511494,27.9658609021
ESCORTS,Unknown:ESCORTS,2009-06-08,2009-06-09,67.95,141,,,2009-12-10,114.0,time,126.0,67.77041942604856,67.34406354569536,40.8489437187
JINDALSTEL,Metals,2009-09-14,2009-09-15,576.05,24,,,2010-03-29,729.7,time,126.0,26.67303185487373,26.309810849839444,50.21603038800001
DIVISLAB,Pharma,2009-10-15,2009-10-16,606.0,27,,,2010-04-27,695.05,time,126.0,14.694719471947181,14.34989986183167,56.4193846071
RELIANCE,Oil & Gas,2009-11-26,2009-11-27,1050.0,14,,,2010-06-04,1031.0,time,126.0,-1.8095238095238053,-2.128989171999996,46.961408284
JINDALSAW,Unknown:JINDALSAW,2009-12-10,2009-12-11,195.0,80,,,2010-06-18,202.0,time,126.0,3.589743589743599,3.261983732307702,51.130537759999996
JPASSOCIAT,Unknown:JPASSOCIAT,2009-12-17,2009-12-18,149.0,84,,,2010-06-25,129.55,time,126.0,-13.053691275167779,-13.355883055234893,37.822323193200006
RNRL,Unknown:RNRL,2010-03-30,2010-03-31,62.4,258,,,2010-09-28,40.1,time,126.0,-35.73717948717948,-36.00452430288461,43.04037657000001
ABIRLANUVO,Unknown:ABIRLANUVO,2010-04-28,2010-04-29,821.7,19,,,2010-10-25,827.5,time,126.0,0.7058537179019053,0.3825241670682677,50.479179464800005
ESCORTS,Unknown:ESCORTS,2010-06-07,2010-06-08,182.0,78,,,2010-12-03,199.4,time,126.0,9.56043956043957,9.223507364615395,47.8308945192
