amfi_code,scheme_name,amc_name,category,period_end,filing_date,average_aum_lakhs
150903,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - IDCW,Edelweiss Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,136.67
150900,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - Growth,Edelweiss Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,23444.86
150901,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - IDCW,Edelweiss Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,152.99
150899,Edelweiss Nifty Next 50 Index Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,5420.05
150896,Edelweiss Nifty Next 50 Index Fund - Direct Plan - IDCW,Edelweiss Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,42.63
150897,Edelweiss Nifty Next 50 Index Fund - Regular Plan - Growth,Edelweiss Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,1010.43
150898,Edelweiss Nifty Next 50 Index Fund - Regular Plan - IDCW,Edelweiss Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,11.28
150892,Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,6324.29
150895,Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,Edelweiss Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,115.93
150894,Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Edelweiss Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,1160.88
150893,Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - IDCW,Edelweiss Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,53.39
152212,Edelweiss Silver ETF,Edelweiss Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,5845.85
105067,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND - IDCW,Franklin Templeton Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,5356.98
118581,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND- Direct - Growth,Franklin Templeton Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,26686.23
118580,Franklin India INDEX FUND- NSE Nifty 50 Index Fund - Direct - IDCW,Franklin Templeton Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,744.43
100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,38953.24
152764,GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF,Groww Mutual Fund,Exchange Traded Funds (ETFs) - Other ETF,2024-09-30,2024-10-15,9836.5
152891,Groww Nifty 1D Rate Liquid ETF,Groww Mutual Fund,Exchange Traded Funds (ETFs) - Debt ETF,2024-09-30,2024-10-15,285.3
152636,Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan - IDCW,Groww Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,7.63
152637,Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan Growth,Groww Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,3044.45
152635,Groww Nifty Non-Cyclical Consumer Index Fund - IDCW,Groww Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,31.38
152633,Groww Nifty Non-Cyclical Consumer Index Fund - Regular Plan - Growth,Groww Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,391.34
152431,Groww Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Groww Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,7235.23
152436,Groww Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,Groww Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,46.94
152433,Groww Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Groww Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,509.6
152434,Groww Nifty Smallcap 250 Index Fund - Regular Plan - Regular Plan - IDCW,Groww Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,31.06
152092,Groww Nifty Total Market Index Fund - Direct Plan - Growth,Groww Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,20109.44
152125,Groww Nifty Total Market Index Fund - Direct Plan - IDCW,Groww Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,70.29
152127,Groww Nifty Total Market Index Fund - Regular Plan - Growth,Groww Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,893.75
152126,Groww Nifty Total Market Index Fund - Regular Plan - IDCW,Groww Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,51.42
151376,HDFC BSE 500 ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,1367.48
151728,HDFC BSE 500 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,8653.71
151729,HDFC BSE 500 Index Fund - Regular Plan - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,7608.11
135854,HDFC BSE Sensex ETF - Growth Plan,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,56503.44
119065,HDFC BSE Sensex Index Fund - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,586469.38
101281,HDFC BSE Sensex Index Fund - Growth Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,180317.37
113049,HDFC Gold ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Gold ETF,2024-09-30,2024-10-15,540717.47
150476,HDFC NIFTY 100 ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,1649.95
149868,HDFC NIFTY 100 Index Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,11813.0
149869,HDFC NIFTY 100 Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,10584.74
152049,HDFC NIFTY 1D RATE LIQUID ETF,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,2292.59
135853,HDFC NIFTY 50 ETF - Growth Plan,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,381954.51
150619,HDFC NIFTY 50 VALUE 20 ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,3162.22
148461,HDFC NIFTY Bank ETF - GROWTH,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,248592.35
150621,HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,1143.37
150801,HDFC NIFTY IT ETF - Growth option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,6447.4
151374,HDFC NIFTY Midcap 150 ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,5103.62
151725,HDFC NIFTY Midcap 150 Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,5333.28
151724,HDFC NIFTY Midcap 150 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,15928.09
150477,HDFC NIFTY NEXT 50 ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,4591.44
149288,HDFC NIFTY Next 50 Index Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,135245.12
149287,HDFC NIFTY Next 50 Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,32692.03
152350,HDFC NIFTY PSU BANK ETF,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,2435.25
150802,HDFC NIFTY Private Bank ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,33099.26
152522,HDFC NIFTY Reality Index Fund - Regular Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,5543.58
152521,HDFC NIFTY Realty Index Fund - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,5770.71
151571,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,1254.1
151570,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,3485.41
151375,HDFC NIFTY Smallcap 250 ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,45352.51
151726,HDFC NIFTY Smallcap 250 Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,5145.13
151727,HDFC NIFTY Smallcap 250 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,23518.26
150658,HDFC NIFTY100 Low Volatility 30 ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,1171.11
152713,HDFC NIFTY100 Low Volatility 30 Index Fund - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,15107.81
152714,HDFC NIFTY100 Low Volatility 30 Index Fund - Regular Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,15793.93
150620,HDFC NIFTY100 QUALITY 30 ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,1388.24
150657,HDFC NIFTY200 MOMENTUM 30 ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,6794.5
152430,HDFC NIFTY200 Momentum 30 Index Fund - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,41970.05
152429,HDFC NIFTY200 Momentum 30 Index Fund - Regular Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,33039.9
149107,HDFC NIFTY50 Equal weight Index Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,45993.77
149106,HDFC NIFTY50 Equal weight Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,89699.35
152778,HDFC NIFTY500 Multicap 50:25:25 Index Fund - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,7767.71
152779,HDFC NIFTY500 Multicap 50:25:25 index Fund - Regular Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,9216.03
149870,HDFC Nifty 100 Equal Weight Index Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,19476.36
149871,HDFC Nifty 100 Equal Weight Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,8139.02
119063,HDFC Nifty 50 Index Fund - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,1322644.59
101525,HDFC Nifty 50 Index Fund - Growth Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,447076.64
151496,HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,6763.98
151495,HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,9554.92
150844,HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,23627.2
150845,HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,104481.08
150846,HDFC Nifty G-Sec July 2031 Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,15571.57
150847,HDFC Nifty G-Sec July 2031 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,49009.16
151180,HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,22611.03
151181,HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,52548.16
151490,HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,18977.95
151489,HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,60111.85
151182,HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,13624.48
151183,HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,46019.54
151455,HDFC Nifty SDL Oct 2026 Index Fund - Growth Option,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,7374.52
151456,HDFC Nifty SDL Oct 2026 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,11626.58
150556,HDFC Silver ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,26911.32
149966,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Growth,HSBC Mutual Fund,Index Funds - Debt Funds,2024-09-30,2024-10-15,100345.85
149962,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Payout of IDCW,HSBC Mutual Fund,Index Funds - Debt Funds,2024-09-30,2024-10-15,4.65
149963,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - Growth,HSBC Mutual Fund,Index Funds - Debt Funds,2024-09-30,2024-10-15,90621.0
149964,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - payout of IDCW,HSBC Mutual Fund,Index Funds - Debt Funds,2024-09-30,2024-10-15,407.05
151479,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - Growth,HSBC Mutual Fund,Index Funds - Debt Funds,2024-09-30,2024-10-15,905.96
151482,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - IDCW,HSBC Mutual Fund,Index Funds - Debt Funds,2024-09-30,2024-10-15,2.66
151480,HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - Growth,HSBC Mutual Fund,Index Funds - Debt Funds,2024-09-30,2024-10-15,19050.34
151481,HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - IDCW,HSBC Mutual Fund,Index Funds - Debt Funds,2024-09-30,2024-10-15,68.11
151157,HSBC NIFTY 50 INDEX FUND - Direct Growth,HSBC Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,9425.65
151156,HSBC NIFTY 50 INDEX FUND - Direct IDCW,HSBC Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,135.74
151158,HSBC NIFTY 50 INDEX FUND - Regular Growth,HSBC Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,18755.78
151159,HSBC NIFTY 50 INDEX FUND - Regular IDCW,HSBC Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,358.81
151160,HSBC NIFTY NEXT 50 INDEX FUND - Direct Growth,HSBC Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,8583.42
151163,HSBC NIFTY NEXT 50 INDEX FUND - Direct IDCW,HSBC Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,102.29
151162,HSBC NIFTY NEXT 50 INDEX FUND - Regular Growth,HSBC Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,4527.24
151161,HSBC NIFTY NEXT 50 INDEX FUND - Regular IDCW,HSBC Mutual Fund,Index Funds - Equity Funds,2024-09-30,2024-10-15,91.73
141957,BHARAT 22 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,2011977.69
149464,ICICI PRUDENTIAL SILVER ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,302859.71
143247,ICICI Prudential BSE 500 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,28390.03
144947,ICICI Prudential BSE Liquid Rate ETF - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,335530.11
139519,ICICI Prudential BSE Midcap Select ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,6969.39
101705,ICICI Prudential BSE Sensex ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,1158154.21
141839,ICICI Prudential BSE Sensex Index Fund - Cumulative Option,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,36426.17
141841,ICICI Prudential BSE Sensex Index Fund - Direct Plan - Cumulative Option,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,131366.75
141842,ICICI Prudential BSE Sensex Index Fund - Direct Plan - IDCW Option,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,559.96
141840,ICICI Prudential BSE Sensex Index Fund - IDCW Option,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,569.43
113076,ICICI Prudential Gold ETF,ICICI Prudential Mutual Fund,Other Scheme - Gold ETF,2024-09-30,2024-10-15,485919.03
149219,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,111871.3
149221,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,1304.43
149218,ICICI Prudential NASDAQ 100 Index Fund - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,39741.1
149220,ICICI Prudential NASDAQ 100 Index Fund - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,606.35
151196,ICICI Prudential Nifty 10 yr Benchmark G-sec ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,52523.1
123004,ICICI Prudential Nifty 100 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,9375.35
141596,ICICI Prudential Nifty 100 Low Volatility 30 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,326167.64
150455,ICICI Prudential Nifty 200 Momentum 30 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,28374.08
150452,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,27430.79
150453,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,261.33
150454,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,13622.78
150451,ICICI Prudential Nifty 200 Momentum 30 Index Fund - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,126.0
151907,ICICI Prudential Nifty 200 Quality 30 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,7996.71
149928,ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,7927.77
121366,ICICI Prudential Nifty 50 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,1896103.61
101349,ICICI Prudential Nifty 50 Index Fund - Cumulative Option,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,216678.15
120620,ICICI Prudential Nifty 50 Index Fund - Direct Plan Cumulative Option,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,897613.48
135391,ICICI Prudential Nifty 50 Index Fund - Direct Plan IDCW Option,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,4380.3
135390,ICICI Prudential Nifty 50 Index Fund - IDCW Option,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,2046.24
148456,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,132670.51
149463,ICICI Prudential Nifty Auto ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,9122.31
150643,ICICI Prudential Nifty Auto Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,8279.38
150644,ICICI Prudential Nifty Auto Index Fund - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,148.61
150645,ICICI Prudential Nifty Auto Index Fund - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,5822.84
150646,ICICI Prudential Nifty Auto Index Fund - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,82.5
147483,ICICI Prudential Nifty Bank ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,304472.44
149858,ICICI Prudential Nifty Bank Index Fund - Direct Plan Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,35708.22
149861,ICICI Prudential Nifty Bank Index Fund - Direct Plan IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,695.05
149859,ICICI Prudential Nifty Bank Index Fund - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,10601.03
149860,ICICI Prudential Nifty Bank Index Fund - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,97.52
151207,ICICI Prudential Nifty Commodities ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,4060.31
149072,ICICI Prudential Nifty FMCG ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,34556.84
150879,ICICI Prudential Nifty Financial Services Ex-BaNk ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,8602.19
150734,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Annual IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,22.04
150735,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Annual IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,14.4
150733,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,64292.9
150732,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,28142.34
148957,ICICI Prudential Nifty Healthcare ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,13604.19
148466,ICICI Prudential Nifty IT ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,46909.6
150468,ICICI Prudential Nifty IT Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,36747.73
150469,ICICI Prudential Nifty IT Index Fund - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,400.63
150466,ICICI Prudential Nifty IT Index Fund - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,7431.52
150467,ICICI Prudential Nifty IT Index Fund - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,165.07
149285,ICICI Prudential Nifty India Consumption ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,4830.81
150526,ICICI Prudential Nifty Infrastructure ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,12949.64
152482,ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,8705.33
152483,ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,78.04
152481,ICICI Prudential Nifty LargeMidcap 250 Index Fund - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,6047.79
152484,ICICI Prudential Nifty LargeMidcap 250 Index Fund - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,228.26
152769,ICICI Prudential Nifty Metal ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,1259.2
147921,ICICI Prudential Nifty Midcap 150 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,40056.38
149389,ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,42632.4
149391,ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,323.62
149390,ICICI Prudential Nifty Midcap 150 Index Fund - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,11134.53
149388,ICICI Prudential Nifty Midcap 150 Index Fund - IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,138.96
144587,ICICI Prudential Nifty Next 50 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2024-09-30,2024-10-15,84270.78
120684,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2024-09-30,2024-10-15,476762.5
