amfi_code,scheme_name,amc_name,category,period_end,filing_date,average_aum_lakhs
111954,SBI Gold ETF,SBI Mutual Fund,Other Scheme - Gold ETF,2016-03-31,2016-04-15,96695.23
119827,SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,14334.67
102272,SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH,SBI Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,2575.38
135106,SBI Nifty 50 ETF,SBI Mutual Fund,Other Scheme - Other  ETFs,2016-03-31,2016-04-15,454329.51
134008,SBI Nifty Bank ETF,SBI Mutual Fund,Other Scheme - Other  ETFs,2016-03-31,2016-04-15,9031.38
119826,SBI Nifty Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,148.09
102273,SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,329.1
134013,SBI Nifty Next 50 ETF,SBI Mutual Fund,Other Scheme - Other  ETFs,2016-03-31,2016-04-15,1024.2
119288,Tata Nifty 50 Index Fund -Direct Plan,Tata Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,416.17
101659,Tata Nifty 50 Index Fund -Regular Plan,Tata Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,476.12
119287,Tata S&P BSE Sensex Index Fund - Direct Plan,Tata Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,221.37
101746,Tata S&P BSE Sensex Index Fund -Regular Plan,Tata Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,415.78
118881,Taurus Nifty 50 Index Fund - Direct Plan - Growth,Taurus Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,1.48
118882,Taurus Nifty 50 Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,0.49
112948,Taurus Nifty 50 Index Fund - Regular Plan - Growth,Taurus Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,20.07
112949,Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,14.31
135321,UTI BSE Sensex ETF,UTI Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2016-03-31,2016-04-15,1260.36
105463,UTI GOLD Exchange Traded Fund,UTI Mutual Fund,Exchange Traded Funds (ETFs) - Gold ETF,2016-03-31,2016-04-15,47047.29
135320,UTI Nifty 50 ETF,UTI Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2016-03-31,2016-04-15,1717.25
120717,UTI Nifty 50 Index Fund - Direct Plan - IDCW,UTI Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,304.6
120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,17688.88
100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,10546.15
100823,UTI Nifty 50 Index Fund - Regular Plan - IDCW,UTI Mutual Fund,Other Scheme - Index Funds,2016-03-31,2016-04-15,2131.27
115127,Aditya Birla Sun Life Gold ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2016-06-30,2016-07-15,8175.0
115512,Aditya Birla Sun Life Nifty 50 ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2016-06-30,2016-07-15,4707.72
119648,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,6651.98
101314,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,2424.24
119649,Aditya Birla Sun Life Nifty 50 Index Fund -DIRECT - IDCW,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,2226.3
101313,Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,4194.81
113434,Axis Gold ETF,Axis Mutual Fund,Other Scheme - Gold ETF,2016-06-30,2016-07-15,23247.09
112877,BANDHAN Nifty 50 Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,2176.61
112878,BANDHAN Nifty 50 Index Fund - Regular Plan - IDCW,Bandhan Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,159.64
118482,BANDHAN Nifty 50 Index Fund-Direct Plan-Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,4651.6
118483,BANDHAN Nifty 50 Index Fund-Direct Plan-IDCW,Bandhan Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,218.4
117076,Canara Robeco Gold Exchange Traded Fund,Canara Robeco Mutual Fund,Other Scheme - Gold ETF,2016-06-30,2016-07-15,8021.95
139367,Edelweiss ETF - Nifty 100 Quality 30,Edelweiss Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,485.83
134536,Edelweiss ETF - Nifty 50,Edelweiss Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,1064.82
135859,Edelweiss ETF - Nifty Bank,Edelweiss Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,96.47
105067,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND - IDCW,Franklin Templeton Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,4144.67
118581,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND- Direct - Growth,Franklin Templeton Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,3386.42
118580,Franklin India INDEX FUND- NSE Nifty 50 Index Fund - Direct - IDCW,Franklin Templeton Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,1275.53
100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,13394.59
128751,CPSE ETF,Goldman Sachs Mutual Fund,Other ETFs,2016-06-30,2016-07-15,193207.6
115731,Goldman Sachs Banking Index Exchange Traded Scheme (GS Bank BeES),Goldman Sachs Mutual Fund,Other ETFs,2016-06-30,2016-07-15,63867.04
115750,Goldman Sachs CNX Nifty Shariah Exchange Traded Scheme (GS S&P Shariah BeES),Goldman Sachs Mutual Fund,Other ETFs,2016-06-30,2016-07-15,245.25
115744,Goldman Sachs Gold Exchange Traded Scheme (GS Gold BeES),Goldman Sachs Mutual Fund,GOLD ETFs,2016-06-30,2016-07-15,172296.35
115751,Goldman Sachs Hang Seng Exchange Traded Scheme (GS Hang Seng BeES),Goldman Sachs Mutual Fund,Other ETFs,2016-06-30,2016-07-15,538.35
115755,Goldman Sachs Infrastructure Exchange Traded Scheme (GS Infra BeES),Goldman Sachs Mutual Fund,Other ETFs,2016-06-30,2016-07-15,1629.82
115730,Goldman Sachs Liquid Exchange Traded Scheme (GS Liquid BeES),Goldman Sachs Mutual Fund,Other ETFs,2016-06-30,2016-07-15,96393.99
115728,Goldman Sachs Nifty Exchange Traded Scheme (GS Nifty BeES),Goldman Sachs Mutual Fund,Other ETFs,2016-06-30,2016-07-15,98517.96
115729,Goldman Sachs Nifty Junior Exchange Traded Scheme (GS Junior BeES),Goldman Sachs Mutual Fund,Other ETFs,2016-06-30,2016-07-15,9827.36
115747,Goldman Sachs PSU Bank Exchange Traded Scheme (GS PSU Bank BeES),Goldman Sachs Mutual Fund,Other ETFs,2016-06-30,2016-07-15,2432.03
135854,HDFC BSE Sensex ETF - Growth Plan,HDFC Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,205.01
119065,HDFC BSE Sensex Index Fund - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,3502.02
101281,HDFC BSE Sensex Index Fund - Growth Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,5459.39
113049,HDFC Gold ETF - Growth Option,HDFC Mutual Fund,Other Scheme - Gold ETF,2016-06-30,2016-07-15,61436.18
135853,HDFC NIFTY 50 ETF - Growth Plan,HDFC Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,4289.09
119063,HDFC Nifty 50 Index Fund - Direct Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,8829.29
101525,HDFC Nifty 50 Index Fund - Growth Plan,HDFC Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,9444.32
101705,ICICI Prudential BSE Sensex ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,483.77
113076,ICICI Prudential Gold ETF,ICICI Prudential Mutual Fund,Other Scheme - Gold ETF,2016-06-30,2016-07-15,12092.69
123004,ICICI Prudential Nifty 100 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,2626.48
121366,ICICI Prudential Nifty 50 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,52621.76
101349,ICICI Prudential Nifty 50 Index Fund - Cumulative Option,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,10806.86
120620,ICICI Prudential Nifty 50 Index Fund - Direct Plan Cumulative Option,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,9527.96
135391,ICICI Prudential Nifty 50 Index Fund - Direct Plan IDCW Option,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,579.87
135390,ICICI Prudential Nifty 50 Index Fund - IDCW Option,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,103.59
120684,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,940.63
120683,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,46.69
112957,ICICI Prudential Nifty Next 50 Index Fund - Growth,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,1499.19
112958,ICICI Prudential Nifty Next 50 Index Fund -IDCW,ICICI Prudential Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,144.92
139455,ICICI Prudential Nifty50 Value 20 ETF,ICICI Prudential Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,127.44
115939,IDBI Gold Exchange Traded Fund,IDBI Mutual Fund,Other Scheme - Gold ETF,2016-06-30,2016-07-15,9894.99
118347,IDBI NIFTY 50  Index Fund Growth Direct,IDBI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,3439.67
113063,IDBI NIFTY 50 Index Fund Growth,IDBI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,8892.66
113062,IDBI Nifty 50  Index Fund IDCW,IDBI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,959.44
118455,IDBI Nifty 50 Index Fund IDCW Direct,IDBI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,33.77
113250,IDBI Nifty Next 50  Index Fund IDCW,IDBI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,649.51
113249,IDBI Nifty Next 50 Index Fund Growth,IDBI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,2401.76
118348,IDBI Nifty Next 50 Index Fund Growth Direct,IDBI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,209.02
118456,IDBI Nifty Next 50 Index Fund IDCW Direct,IDBI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,8.39
112368,Invesco India Gold Exchange Traded Fund,Invesco Mutual Fund,Exchange Traded Funds (ETFs) - Gold ETF,2016-06-30,2016-07-15,4369.06
115284,Invesco India Nifty 50 Exchange Traded Fund,Invesco Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2016-06-30,2016-07-15,141.42
106193,KOTAK GOLD ETF,Kotak Mahindra Mutual Fund,Other Scheme - Gold ETF,2016-06-30,2016-07-15,49577.55
109010,Kotak BSE Sensex ETF,Kotak Mahindra Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,1068.21
112351,Kotak Nifty 50 ETF,Kotak Mahindra Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,31881.51
135744,Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,85.28
133122,Kotak Nifty Bank ETF,Kotak Mahindra Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,107716.62
106929,Kotak Nifty PSU Bank ETF,Kotak Mahindra Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2016-06-30,2016-07-15,2213.87
135672,LIC MF BSE Sensex ETF,LIC Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,25144.51
120308,LIC MF BSE Sensex Index Fund-Direct Plan-Growth,LIC Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,222.39
120312,LIC MF BSE Sensex Index Fund-Direct Plan-IDCW,LIC Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,7.55
101199,LIC MF BSE Sensex Index Fund-Regular Plan-Growth,LIC Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,972.33
101198,LIC MF BSE Sensex Index Fund-Regular Plan-IDCW,LIC Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,280.03
136473,LIC MF Nifty 100 ETF,LIC Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,21442.86
135607,LIC MF Nifty 50 ETF,LIC Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,32791.31
120307,LIC MF Nifty 50 Index Fund-Direct Plan-Growth,LIC Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,551.12
120309,LIC MF Nifty 50 Index Fund-Direct Plan-IDCW,LIC Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,8.7
101201,LIC MF Nifty 50 Index Fund-Regular Plan-Growth,LIC Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,942.67
101200,LIC MF Nifty 50 Index Fund-Regular Plan-IDCW,LIC Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,187.55
133307,LIC MF Nifty 8-13 yr G-Sec ETF,LIC Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,6990.63
114984,Motilal Oswal Nasdaq 100 ETF (MOFN100),Motilal Oswal Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,6543.07
113069,Motilal Oswal Nifty 50 ETF,Motilal Oswal Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,2195.91
114456,Motilal Oswal Nifty Midcap 100 ETF,Motilal Oswal Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,3676.39
113295,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - ANNUAL - IDCW Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,12.52
118786,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - ANNUAL - IDCW Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,27.56
118788,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,3.56
118790,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - QUARTERLY - IDCW Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,17.35
113294,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - HALF YEARLY - IDCW Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,11.82
113271,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - QUARTERLY - IDCW Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,29.2
113300,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - ANNUAL - IDCW Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,109.6
118743,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - ANNUAL - IDCW Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,22.75
118745,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,2.79
118740,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - QUARTERLY - IDCW Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,18.19
113299,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - HALF YEARLY - IDCW Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,65.51
113298,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - QUARTERLY - IDCW Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,254.38
131331,Nippon India ETF BSE Sensex,Nippon India Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,3844.11
121146,Nippon India ETF Nifty 100,Nippon India Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,693.54
134782,Nippon India ETF Nifty 50 Value 20,Nippon India Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,1442.43
128639,Nippon India ETF Nifty Dividend Opportunities 50,Nippon India Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,1233.37
128331,Nippon India ETF Nifty India Consumption,Nippon India Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,1473.53
118785,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,0.15
118791,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,131.18
113270,Nippon India Index Fund - BSE Sensex Plan - Growth Plan - Bonus Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,1.19
113269,Nippon India Index Fund - BSE Sensex Plan - Growth Plan - Growth Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,303.36
118742,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,0.45
118741,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,4339.22
113297,Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Bonus Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,6.91
113296,Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Growth Option,Nippon India Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,2584.61
108410,R * Shares Banking ETF -Dividend Payout Option,Nippon India Mutual Fund,Other ETFs,2016-06-30,2016-07-15,31883.29
107015,R * Shares Gold ETF -Dividend Payout Option,Nippon India Mutual Fund,GOLD ETFs,2016-06-30,2016-07-15,139117.65
125274,R*Shares Nifty ETF,Nippon India Mutual Fund,Other ETFs,2016-06-30,2016-07-15,2543.91
119488,Principal Nifty 100 Equal Weight Fund - Direct Plan - Growth Option,Principal Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,1855.29
119487,Principal Nifty 100 Equal Weight Fund- Direct Plan - Income Distribution CUM Capital Withdrawal Option,Principal Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,5.54
100153,Principal Nifty 100 Equal Weight Fund-Growth,Principal Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,555.54
100152,Principal Nifty 100 Equal Weight Fund-Income Distribution CUM Capital Withdrawal,Principal Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,79.43
107693,Quantum Gold ETF,Quantum Mutual Fund,Other Scheme - Gold ETF,2016-06-30,2016-07-15,6315.74
108479,Quantum Nifty 50 ETF,Quantum Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,365.72
134014,SBI BSE 100 ETF,SBI Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,152.78
121109,SBI BSE SENSEX ETF,SBI Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,194510.95
111954,SBI Gold ETF,SBI Mutual Fund,Other Scheme - Gold ETF,2016-06-30,2016-07-15,97754.39
119827,SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,17893.45
102272,SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH,SBI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,2857.48
139430,SBI Nifty 10 yr Benchmark G-Sec ETF,SBI Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,471.24
135106,SBI Nifty 50 ETF,SBI Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,673941.67
134008,SBI Nifty Bank ETF,SBI Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,9260.94
119826,SBI Nifty Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,191.76
102273,SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,380.23
134013,SBI Nifty Next 50 ETF,SBI Mutual Fund,Other Scheme - Other  ETFs,2016-06-30,2016-07-15,1094.43
119288,Tata Nifty 50 Index Fund -Direct Plan,Tata Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,351.14
101659,Tata Nifty 50 Index Fund -Regular Plan,Tata Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,523.8
119287,Tata S&P BSE Sensex Index Fund - Direct Plan,Tata Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,203.94
101746,Tata S&P BSE Sensex Index Fund -Regular Plan,Tata Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,441.45
118881,Taurus Nifty 50 Index Fund - Direct Plan - Growth,Taurus Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,1.48
118882,Taurus Nifty 50 Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,0.55
112948,Taurus Nifty 50 Index Fund - Regular Plan - Growth,Taurus Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,21.41
112949,Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,15.18
135321,UTI BSE Sensex ETF,UTI Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2016-06-30,2016-07-15,1384.73
105463,UTI GOLD Exchange Traded Fund,UTI Mutual Fund,Exchange Traded Funds (ETFs) - Gold ETF,2016-06-30,2016-07-15,47761.63
135320,UTI Nifty 50 ETF,UTI Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2016-06-30,2016-07-15,6718.28
120717,UTI Nifty 50 Index Fund - Direct Plan - IDCW,UTI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,760.21
120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,25589.32
100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,11096.29
100823,UTI Nifty 50 Index Fund - Regular Plan - IDCW,UTI Mutual Fund,Other Scheme - Index Funds,2016-06-30,2016-07-15,2124.02
139581,Aditya Birla Sun Life BSE Sensex ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2016-09-30,2016-10-15,1680.34
115127,Aditya Birla Sun Life Gold ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2016-09-30,2016-10-15,8285.04
115512,Aditya Birla Sun Life Nifty 50 ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2016-09-30,2016-10-15,18204.48
119648,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2016-09-30,2016-10-15,7791.47
101314,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2016-09-30,2016-10-15,2410.42
119649,Aditya Birla Sun Life Nifty 50 Index Fund -DIRECT - IDCW,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2016-09-30,2016-10-15,2435.06
101313,Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2016-09-30,2016-10-15,1580.53
113434,Axis Gold ETF,Axis Mutual Fund,Other Scheme - Gold ETF,2016-09-30,2016-10-15,23170.89
112877,BANDHAN Nifty 50 Index Fund - Regular Plan - Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,2016-09-30,2016-10-15,2192.72
112878,BANDHAN Nifty 50 Index Fund - Regular Plan - IDCW,Bandhan Mutual Fund,Other Scheme - Index Funds,2016-09-30,2016-10-15,172.63
118482,BANDHAN Nifty 50 Index Fund-Direct Plan-Growth,Bandhan Mutual Fund,Other Scheme - Index Funds,2016-09-30,2016-10-15,5069.98
118483,BANDHAN Nifty 50 Index Fund-Direct Plan-IDCW,Bandhan Mutual Fund,Other Scheme - Index Funds,2016-09-30,2016-10-15,289.72
117076,Canara Robeco Gold Exchange Traded Fund,Canara Robeco Mutual Fund,Other Scheme - Gold ETF,2016-09-30,2016-10-15,7645.96
139367,Edelweiss ETF - Nifty 100 Quality 30,Edelweiss Mutual Fund,Other Scheme - Other  ETFs,2016-09-30,2016-10-15,889.47
134536,Edelweiss ETF - Nifty 50,Edelweiss Mutual Fund,Other Scheme - Other  ETFs,2016-09-30,2016-10-15,1002.93
135859,Edelweiss ETF - Nifty Bank,Edelweiss Mutual Fund,Other Scheme - Other  ETFs,2016-09-30,2016-10-15,110.27
105067,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND - IDCW,Franklin Templeton Mutual Fund,Other Scheme - Index Funds,2016-09-30,2016-10-15,4368.13
